frame,time_s,ANG_deg,PEN_deg,FL_px,FL_mm,selected_segment_FL_mm,super_apo_angle_deg,muscle_thickness_px,line_helper_PEN_deg,line_helper_FL_mm
269,8.068144798278809,23.0,24.25699532032013,665.6137122527663,60.04735802707341,73.08736895903999,-1.2569953203201294,273.4541931152344,24.25699530928975,60.04735519576777
270,8.098137855529785,23.0,24.131073594093323,666.0989371190269,60.091131871769875,72.2381262511121,-1.1310735940933228,272.3182067871094,24.131073539011226,60.09113444052526
271,8.128130912780762,21.0,22.28338599205017,721.606486079263,65.09866342387659,73.02415231725075,-1.283385992050171,273.6244201660156,22.283386001948315,65.09866075776426
272,8.158123970031738,21.0,22.296682238578796,722.2065985846032,65.15280168725869,73.08271622301422,-1.2966822385787964,274.0070495605469,22.296682286783124,65.15279918488302
273,8.188117027282715,21.0,22.28338599205017,722.0964569738525,65.14286542450947,74.5262372108541,-1.283385992050171,273.8102111816406,22.283386001948315,65.14286551228153
274,8.218110084533691,21.0,22.078064441680908,724.0597223371728,65.31997850977699,71.87017467132243,-1.0780644416809082,272.1519775390625,22.078064492770864,65.31998025517113
275,8.248103141784668,22.0,23.24377977848053,692.3867949736532,62.462652144420325,73.03687713731651,-1.2437797784805298,273.2463684082031,23.24377978663736,62.462651059976125
276,8.278096199035645,22.0,23.107003331184387,693.1711407656697,62.53341074167164,71.49921120205809,-1.1070033311843872,272.0346984863281,23.107003342559693,62.53341324188271
277,8.308089256286621,23.0,24.243698000907898,666.1379157914381,60.09464827513508,71.98492931216637,-1.243698000907898,273.5285949707031,24.24369798188482,60.094649038696765
278,8.338082313537598,23.0,24.243698000907898,665.26731971819,60.016108736142776,70.16356761565837,-1.243698000907898,273.1711120605469,24.24369798188482,60.016109841016075
279,8.368075370788574,23.0,24.243698000907898,664.8836747694018,59.98149877368091,72.94980214617856,-1.243698000907898,273.0135803222656,24.24369798188482,59.98149665211209
280,8.39806842803955,22.0,23.217245936393738,693.5366925502675,62.56638845604727,71.8901566583491,-1.2172459363937378,273.405029296875,23.217245929137704,62.566387066663395
281,8.428061485290527,22.0,23.270108938217163,693.535552992818,62.56628565255494,73.15270548647409,-1.270108938217163,273.9925231933594,23.27010891990207,62.566285141656934
282,8.458054542541504,22.0,23.29658079147339,692.073939130488,62.43442831657606,68.81350880687347,-1.2965807914733887,273.70880126953125,23.29658082767773,62.434430902757285
283,8.48804759979248,22.0,23.270108938217163,692.7022153105347,62.491107324277785,73.04183822034517,-1.270108938217163,273.6632995605469,23.27010891990207,62.49110786647926
284,8.518040657043457,21.0,22.121338844299316,723.1925644715238,65.24174914360545,69.84474232086508,-1.1213388442993164,272.3321228027344,22.1213388986352,65.24174666876634
285,8.548033714294434,22.0,23.217225313186646,693.9518980327304,62.60384560544383,75.09382695642655,-1.2172253131866455,273.5684814453125,23.21722531900366,62.60384816061713
286,8.57802677154541,22.0,23.243698000907898,691.8350291104811,62.412875401959774,74.84180834352759,-1.243698000907898,273.0277099609375,23.24369798188482,62.4128731251692
287,8.608019828796387,22.0,23.190833568572998,692.7762045058797,62.49778215026353,74.26547475794457,-1.190833568572998,272.81170654296875,23.19083362721622,62.49778261530782
288,8.638012886047363,22.0,23.034788846969604,693.6704794460628,62.57845784326582,65.11271155958075,-1.0347888469696045,271.4263000488281,23.034788856764607,62.57845805771876
289,8.66800594329834,22.0,23.034788846969604,693.9268399136786,62.60158502424112,68.76467985648702,-1.0347888469696045,271.526611328125,23.034788856764607,62.60158686577262
290,8.697999000549316,22.0,23.24371826648712,694.2094820953246,62.627083171233025,75.11246543151205,-1.2437182664871216,273.9649963378906,23.243718274537088,62.627081955616134
291,8.72799301147461,22.0,23.06846272945404,696.20910358426,62.80747607067969,71.82001872758426,-1.0684627294540405,272.796142578125,23.068462693597866,62.80747672316502
292,8.757986068725586,23.0,24.190833568572998,668.095932778264,60.271287885868304,75.10211378212927,-1.190833568572998,273.7704162597656,24.19083362721622,60.27128832847354
293,8.787979125976562,23.0,24.17755627632141,668.1179789329102,60.27327674715045,73.40970720718765,-1.1775562763214111,273.6382141113281,24.177556257984037,60.27327771657052
294,8.817972183227539,22.0,23.23042118549347,694.0856121004906,62.61590842258875,71.65176037554215,-1.2304211854934692,273.7680969238281,23.230421130412623,62.61590932413748
295,8.847965240478516,23.0,24.283304572105408,666.7992449447036,60.154309108000845,73.19140303533698,-1.2833045721054077,274.2203674316406,24.283304516753276,60.154305989323355
296,8.877958297729492,23.0,24.283304572105408,666.4865362280196,60.1260985529548,74.33991302816045,-1.2833045721054077,274.0917663574219,24.283304516753276,60.126096089628135
297,8.907951354980469,23.0,24.375788688659668,667.2994282108725,60.19943240265345,73.2150080996476,-1.375788688659668,275.40753173828125,24.375788693779867,60.199429539549
298,8.937944412231445,24.0,25.349481463432312,644.2820024446913,58.12294933086451,71.59239807128907,-1.349481463432312,275.8419189453125,25.349481438004062,58.12295025784697
299,8.967937469482422,22.0,23.322909235954285,694.45003046444,62.64878388709451,73.26103439602564,-1.3229092359542847,274.94158935546875,23.322909190903488,62.648783662386116
300,8.997930526733398,24.0,25.375869870185852,640.0880496524925,57.74459807363233,71.1377128845432,-1.375869870185852,274.3127136230469,25.375869855830302,57.744600053957896
301,9.027923583984375,23.0,24.169479370117188,665.0309128647881,59.99478164100491,75.18715148056954,-1.1694793701171875,272.288330078125,24.16947936490621,59.99478055929883
302,9.057916641235352,24.0,25.241687059402466,640.2465550077179,57.75889740016246,74.12895412241437,-1.2416870594024658,273.025146484375,25.241687105327856,57.75889885442918
303,9.087909698486328,21.0,22.521402955055237,720.4935340134449,64.99826009694246,69.36501495252725,-1.5214029550552368,275.9695739746094,22.521402920579845,64.99826084677315
304,9.117902755737305,25.0,26.468510150909424,620.933307755247,56.016581322403965,64.47264374973936,-1.4685101509094238,276.7536315917969,26.46851011844356,56.01658236241713
305,9.147895812988281,26.0,26.93376314640045,600.9721433406253,54.215814354750364,71.41454241878198,-0.9337631464004517,272.2164306640625,26.933763149513055,54.21581346008955
306,9.177888870239258,23.0,24.0011146068573,670.7726882127153,60.512767424172004,73.82650425595321,-1.0011146068572998,272.8397521972656,24.001114622102705,60.51276921197628
307,9.207881927490234,23.0,23.96743905544281,670.0502912004944,60.447597444599765,73.95140681691018,-0.9674390554428101,272.18609619140625,23.9674390614785,60.44759846781027
308,9.237874984741211,23.0,24.015584349632263,670.3198064308446,60.4719113630673,70.72058546398883,-1.0155843496322632,272.8101806640625,24.015584351193127,60.47191431508173
309,9.267868041992188,23.0,23.924160480499268,669.6844247361475,60.414591341855306,72.16682100669345,-0.9241604804992676,271.5751647949219,23.924160505147768,60.4145908185702
310,9.297861099243164,23.0,23.890483796596527,669.2742355008592,60.37758672578926,75.58356458996539,-0.8904837965965271,271.0491943359375,23.89048376824266,60.37758646818718
311,9.32785415649414,20.0,20.779846608638763,761.3242742978996,68.68174503007742,71.5187637057593,-0.7798466086387634,270.1011962890625,20.779846590694547,68.68174649069972
312,9.357848167419434,23.0,23.842335045337677,671.1235948651484,60.544423949578345,72.5413469850805,-0.842335045337677,271.28240966796875,23.84233506931065,60.54442310949732
313,9.38784122467041,24.0,24.760505855083466,645.0058615911186,58.188251214714796,70.31138696636594,-0.7605058550834656,270.1453857421875,24.760505879972214,58.18825351145854
314,9.417834281921387,27.0,27.818260431289673,580.1268736315855,52.33528913366795,70.79841555123652,-0.8182604312896729,270.7269592285156,27.81826042799372,52.33528833416817
315,9.447827339172363,25.0,25.779713094234467,621.4080397243979,56.0594085658843,66.25091945878977,-0.7797130942344666,270.25799560546875,25.779713064909544,56.05940983087595
316,9.47782039642334,26.0,26.746033847332,600.5308207558751,54.176001089542474,71.82984178210494,-0.7460338473320007,270.2608642578125,26.7460338527913,54.175998636553544
317,9.507813453674316,26.0,26.71722275018692,600.5975179406262,54.182018077561835,64.4475960619509,-0.7172227501869202,270.0211486816406,26.717222727105963,54.18201808445612
318,9.537806510925293,24.0,24.649995505809784,646.4022737718362,58.314226477281316,67.92149396468737,-0.6499955058097839,269.59759521484375,24.64999548744413,58.31422356908317
319,9.56779956817627,25.0,25.60671031475067,621.3521393829642,56.0543655991393,56.64954991459423,-0.6067103147506714,268.54302978515625,25.606710342304467,56.05436606853743
320,9.597792625427246,25.0,25.58263325691223,624.2527373855271,56.31603876413919,73.46122318145645,-0.5826332569122314,269.56005859375,25.582633238418083,56.316040307219524
321,9.627785682678223,25.0,25.601841509342194,625.5996842861036,56.43755158951149,67.51962972077611,-0.6018415093421936,270.3308410644531,25.601841524084165,56.437548496619364
322,9.6577787399292,26.0,26.596972703933716,602.6247687099027,54.364903511729665,61.453640269215,-0.5969727039337158,269.80224609375,26.59697269717165,54.36490050729953
323,9.687771797180176,26.0,26.539213478565216,603.7213732614538,54.46383207180731,62.61163743857388,-0.5392134785652161,269.7488708496094,26.539213498156613,54.46383087129867
324,9.717764854431152,26.0,26.520004510879517,603.3294718838774,54.42847726781599,64.47822152677381,-0.5200045108795166,269.3927917480469,26.520004484177434,54.42847674744572
325,9.747757911682129,28.0,28.47671741247177,564.4054723544838,50.91700613589383,71.24792491329099,-0.47671741247177124,269.10943603515625,28.47671740774703,50.91700652926839
326,9.777750968933105,27.0,27.4526389837265,583.2997199638854,52.62152277966013,65.20599203415189,-0.45263898372650146,268.9100646972656,27.45263897661121,52.62152495632936
327,9.807744026184082,26.0,26.548817455768585,603.5788449758508,54.450974093017145,67.5453326459457,-0.5488174557685852,269.77569580078125,26.54881748416983,54.450973812397656
328,9.837737083435059,27.0,27.529608845710754,583.88897533302,52.674681582534014,66.61313358184707,-0.5296088457107544,269.8775329589844,27.529608847451897,52.67468030569742
329,9.867730140686035,26.0,26.529608845710754,604.3719480859378,54.522522718784785,68.5466950440322,-0.5296088457107544,269.94891357421875,26.529608847451897,54.52252099647496
330,9.897723197937012,26.0,26.428694248199463,602.9624124096777,54.395363539449576,70.5020169947071,-0.4286942481994629,268.3687438964844,26.42869424584211,54.395364377222904
331,9.927716255187988,27.0,27.419089287519455,583.6218112816811,52.6505797722086,66.21310290136373,-0.41908928751945496,268.7552490234375,27.419089285256405,52.650579821076846
332,9.957709312438965,27.0,27.404615193605423,584.1883548367058,52.70168966231493,70.25231649052631,-0.404615193605423,268.8851318359375,27.40461518705365,52.701689293746696
333,9.987702369689941,27.0,27.404615193605423,583.0705448562826,52.6008480857892,52.47295672325053,-0.404615193605423,268.3706359863281,27.40461518705365,52.600851031498976
334,10.017696380615234,27.0,27.43829855322838,583.2741865044798,52.619219316329406,65.3856757438904,-0.4382985532283783,268.76873779296875,27.438298547925484,52.619219247387484
335,10.047689437866211,28.0,28.53447777032852,565.2966097682274,50.997398781582085,62.21616588877614,-0.5344777703285217,270.0351257324219,28.53447778741176,50.997401006959606
336,10.077682495117188,28.0,28.481586426496506,566.9251709434644,51.14431702283567,68.28255729268031,-0.48158642649650574,270.3531799316406,28.481586427034443,51.14431972207094
337,10.107675552368164,29.0,29.423824846744537,547.9657462868227,49.43392052801052,64.21042215476257,-0.42382484674453735,269.1969299316406,29.423824838319177,49.433920800488416
338,10.13766860961914,29.0,29.481586426496506,548.3170123045285,49.465609473024195,66.00423084408364,-0.48158642649650574,269.850830078125,29.481586427034443,49.46561182890667
339,10.167661666870117,28.0,28.438298851251602,566.6667193378424,51.12100119293348,62.11971384503239,-0.4382988512516022,269.8535461425781,28.438298865129042,51.12100067014911
340,10.197654724121094,28.0,28.37093186378479,564.4472861858486,50.92077830893688,73.23386131639583,-0.37093186378479004,268.2128601074219,28.37093186370609,50.920778982828416
341,10.22764778137207,28.0,28.236194968223572,563.5460857944986,50.83947784658555,64.17647645346212,-0.23619496822357178,266.6178283691406,28.236194970256804,50.83947631373063
342,10.257640838623047,28.0,28.178430527448654,564.4297410397727,50.919195499495515,71.14522884273869,-0.17843052744865417,266.534423828125,28.178430531651685,50.919196360670746
343,10.287633895874023,28.0,28.245799973607063,566.3628827357082,51.093591022598595,75.3928850058559,-0.2457999736070633,268.03411865234375,28.24579996943183,51.09359322853182
344,10.317626953125,29.0,29.245799973607063,546.4570174089328,49.29781278048558,73.03903006014028,-0.2457999736070633,266.9755554199219,29.24579996943183,49.29781101510455
345,10.347620010375977,29.0,29.17356152832508,547.9016090256944,49.42813447972012,56.92855439644268,-0.17356152832508087,267.078369140625,29.173561534991705,49.42813661949845
346,10.377613067626953,30.0,30.17356152832508,532.2822582828638,48.01905782018007,64.54228612282098,-0.17356152832508087,267.5362854003906,30.173561534991705,48.01905662073125
347,10.40760612487793,30.0,30.284220457077026,530.597201828223,47.86704294073115,64.25460938151622,-0.28422045707702637,267.57476806640625,30.284220457008473,47.86704446896654
348,10.437599182128906,30.0,30.404481947422028,534.4802813953789,48.2173492290849,55.11290262568464,-0.4044819474220276,270.5011291503906,30.404481960397504,48.21734862595195
349,10.467592239379883,30.0,30.529377281665802,519.7481330518203,46.88831022371404,68.47482816757257,-0.529377281665802,264.0216979980469,30.529377295067263,46.88831088850249
350,10.49758529663086,30.0,30.56918215751648,519.7227153413446,46.88601720250209,68.50050906795624,-0.5691821575164795,264.3197326660156,30.569182158337583,46.88601743343274
351,10.527578353881836,29.0,29.516278386116028,536.285692218244,48.38022170011561,70.93152234494899,-0.5162783861160278,264.2123107910156,29.51627838045792,48.380220303334056
352,10.557571411132812,30.0,30.582382678985596,516.7736219668867,46.61996909914797,72.693912677154,-0.5823826789855957,262.9223937988281,30.58238265883071,46.619968452909674
353,10.587564468383789,30.0,30.542679488658905,517.833792892676,46.71561085348519,72.91750279762567,-0.542679488658905,263.1528015136719,30.542679475494168,46.715609419381636
354,10.617557525634766,30.0,30.555879771709442,516.1762247392093,46.56607579053009,68.51597046767266,-0.5558797717094421,262.4128723144531,30.555879778697033,46.56607386185107
355,10.647551536560059,30.0,30.529377281665802,511.359615229325,46.13155247709392,56.902223764874336,-0.529377281665802,259.760498046875,30.529377295067263,46.131551476487594
356,10.677544593811035,30.0,30.56916218996048,511.45501797892973,46.14015909525221,57.892601300982825,-0.5691621899604797,260.11480712890625,30.569162175314972,46.14015644751504
357,10.707537651062012,30.0,30.529377281665802,504.0480256712269,45.47194822336514,61.58748489325582,-0.529377281665802,256.0463562011719,30.529377295067263,45.47194906711945
358,10.737530708312988,31.0,31.56916218996048,490.604918017302,44.259198120066216,55.86010450044137,-0.5691621899604797,256.8451232910156,31.569162175314972,44.259197879102324
359,10.767523765563965,32.0,32.66174668073654,479.7445302175276,43.27944427407233,68.75807242071077,-0.6617466807365417,258.9077453613281,32.66174671044129,43.27944526347832
360,10.797516822814941,32.0,32.62198346853256,481.2863747364362,43.418539500244336,63.457791170276366,-0.6219834685325623,259.4585876464844,32.62198346655222,43.41854100084059
361,10.827509880065918,31.0,31.582382678985596,490.13046689458145,44.216396212731816,73.39740085805438,-0.5823826789855957,256.6930847167969,31.58238265883071,44.216397684498276
362,10.857502937316895,31.0,31.56916218996048,492.81809895300796,44.458856969604106,74.23205765150621,-0.5691621899604797,258.0037841796875,31.569162175314972,44.45885696664856
363,10.887495994567871,32.0,32.56916218996048,477.09643205351546,43.04055000909828,71.74806925817741,-0.5691621899604797,256.8292541503906,32.56916217531497,43.0405498160883
364,10.917489051818848,32.0,32.622064650058746,477.69438116312244,43.09449310492938,72.84520093164411,-0.6220646500587463,257.5227355957031,32.62206466584874,43.09449053619707
365,10.947482109069824,31.0,31.622064650058746,491.70631749990144,44.35855924776691,63.81314457251933,-0.6220646500587463,257.8084411621094,31.62206466584874,44.35855892858434
366,10.9774751663208,32.0,32.59558308124542,472.75807611767647,42.64917163552705,50.259162897401865,-0.5955830812454224,254.6775360107422,32.59558309749556,42.64917234961479
367,11.007468223571777,31.0,31.71464729309082,487.62199332583975,43.99009797441295,68.26671596540676,-0.7146472930908203,256.33758544921875,31.71464728550157,43.99010057979132
368,11.037461280822754,32.0,32.74114853143692,453.4964703023794,40.91151431375558,56.836220987666124,-0.7411485314369202,245.27108764648438,32.74114850313356,40.911513937110584
369,11.06745433807373,33.0,33.70142716169357,445.6366275435201,40.20245020721792,70.37011055182732,-0.701427161693573,247.2682342529297,33.701427168651605,40.20245002860443
370,11.097447395324707,32.0,32.64854657649994,452.18487513817036,40.79319069306982,68.94784898859751,-0.648546576499939,243.94668579101562,32.64854660278607,40.7931911082615
371,11.127440452575684,32.0,32.7147490978241,453.5452548569989,40.91591534030222,69.2983569379379,-0.7147490978240967,245.12167358398438,32.71474909796473,40.91591632069043
372,11.15743350982666,33.0,33.5956848859787,437.15703659314664,39.43747643286928,67.09235438010872,-0.5956848859786987,241.89158630371094,33.59568491479763,39.43747619768006
373,11.187426567077637,33.0,33.68826848268509,439.96727086129124,39.69099756702396,73.12966205420445,-0.6882684826850891,244.03843688964844,33.688268509327344,39.69099870716516
374,11.217419624328613,32.0,32.63536673784256,450.7461209895287,40.66339561240055,69.36354479806704,-0.6353667378425598,243.08319091796875,32.63536672600168,40.663396261719434
375,11.24741268157959,32.0,32.582464158535004,453.41909845653475,40.90453432695074,67.74906191571328,-0.5824641585350037,244.1720428466797,32.58246417649639,40.904534470735626
376,11.277405738830566,32.0,32.50315910577774,467.19240578709395,42.14707290641577,67.22932652375029,-0.5031591057777405,251.0440216064453,32.503159111227404,42.14707313428764
377,11.30739974975586,34.0,34.45025426149368,417.2867448840079,37.64490741213381,73.22551942872832,-0.45025426149368286,236.05514526367188,34.45025424862959,37.644906863990194
378,11.337392807006836,34.0,34.50315910577774,417.53114226377585,37.66695536080683,71.02057406062335,-0.5031591057777405,236.51121520996094,34.503159111227404,37.66695638228121
379,11.367385864257812,34.0,34.50315910577774,425.3769839329843,38.3747563797194,67.23231088224256,-0.5031591057777405,240.95550537109375,34.503159111227404,38.374755765188006
380,11.397378921508789,34.0,34.39736890792847,432.44993556877216,39.01283226572376,66.43967187413118,-0.3973689079284668,244.30355834960938,34.397368919470836,39.01283268557815
381,11.427371978759766,34.0,34.45025426149368,423.96474191039704,38.24735305134721,73.16259461535255,-0.45025426149368286,239.83282470703125,34.45025424862959,38.24735226464226
382,11.457365036010742,34.0,34.50315910577774,424.2001117232272,38.268586591401466,67.11464896965707,-0.5031591057777405,240.2888641357422,34.503159111227404,38.26858761246158
383,11.487358093261719,33.0,33.39718556404114,435.2841990066828,39.26852115594096,74.09860947361197,-0.3971855640411377,239.59771728515625,33.39718557388986,39.26852046950983
384,11.517351150512695,33.0,33.423689395189285,435.49472491249054,39.287513439614365,68.97097501381437,-0.4236893951892853,239.8817596435547,33.42368939187526,39.287512444714
385,11.547344207763672,34.0,34.47667616605759,431.0503467403053,38.88657042657203,72.46962326972935,-0.47667616605758667,244.00497436523438,34.47667617172354,38.88656926636159
386,11.577337265014648,34.0,34.45025426149368,461.9772170873893,41.67659236001893,69.73094025201222,-0.45025426149368286,261.33612060546875,34.45025424862959,41.67659193466138
387,11.607330322265625,33.0,33.4634755551815,442.358646123575,39.90673195456451,73.35794345407724,-0.4634755551815033,243.9188995361328,33.46347554386202,39.906731814771454
388,11.637323379516602,34.0,34.52956032752991,451.7033370331672,40.749749444095336,70.84820808600702,-0.5295603275299072,256.03961181640625,34.529560316611054,40.74975015701037
389,11.667316436767578,33.0,33.39718556404114,442.1471923078247,39.88765596086604,73.47752152303785,-0.3971855640411377,243.37538146972656,33.39718557388986,39.88765682735818
390,11.697309494018555,34.0,34.45017272233963,430.8390574764714,38.86750927768168,68.10562668118189,-0.4501727223396301,243.72105407714844,34.4501727275736,38.86750809918372
391,11.727302551269531,34.0,34.39718556404114,430.8089520431375,38.86479336047522,68.17260956136359,-0.3971855640411377,243.37538146972656,34.39718557388986,38.86479420512234
392,11.757295608520508,34.0,34.48979553580284,430.6653098036229,38.851834887978086,68.013805348678,-0.4897955358028412,243.86830139160156,34.489795546046565,38.85183468512346
393,11.787288665771484,34.0,34.397266775369644,430.6123174787503,38.84705426365239,64.90069546411047,-0.39726677536964417,243.26480102539062,34.39726677885406,38.84705524382651
394,11.817281723022461,35.0,35.397266775369644,419.39531823130943,37.83512924257543,62.919499896175076,-0.39726677536964417,242.93150329589844,35.39726677885406,37.835129042373936
395,11.847274780273438,35.0,35.45017272233963,442.5492000627734,39.92392249676622,70.14136663145018,-0.4501727223396301,256.67620849609375,35.4501727275736,39.92392458160255
396,11.877267837524414,35.0,35.48997887969017,418.33624290053353,37.73958632572429,66.6254729681592,-0.4899788796901703,242.86952209472656,35.48997888703886,37.73958709743344
397,11.90726089477539,33.0,33.4634755551815,431.276206040472,38.906945989772126,66.33069873959145,-0.4634755551815033,237.8079833984375,33.46347554386202,38.90694721027836
398,11.937254905700684,35.0,35.46349585056305,410.84141603518947,37.06345158893969,65.67269724781404,-0.4634958505630493,238.36367797851562,35.46349584475038,37.063450693151125
399,11.96724796295166,35.0,35.542781591415405,411.3165580254368,37.1063158218677,64.69063957458714,-0.5427815914154053,239.1027069091797,35.54278161185783,37.10631551875255
400,11.997241020202637,35.0,35.45017272233963,424.4269875184439,38.289053856201264,59.99135416377058,-0.4501727223396301,246.16542053222656,35.4501727275736,38.289054135175505
401,12.027234077453613,35.0,35.502996385097504,402.4697322267621,36.308212498037086,66.65895614895533,-0.5029963850975037,233.7324981689453,35.50299638881603,36.30821132717068
402,12.05722713470459,35.0,35.489775240421295,409.72392172200597,36.9626384898678,64.36510222628448,-0.48977524042129517,237.8683624267578,35.48977524531324,36.962639446792885
403,12.087220191955566,35.0,35.47647252678871,401.858792506179,36.2530974734222,66.57836195107457,-0.47647252678871155,233.22622680664062,35.47647252920041,36.25309799996984
404,12.117213249206543,35.0,35.51617658138275,402.10536781103895,36.275341900390885,63.32237177404221,-0.5161765813827515,233.59619140625,35.51617656041742,36.27534225946811
405,12.14720630645752,35.0,35.542679488658905,409.9784909927955,36.98560408066679,71.46075041964386,-0.542679488658905,238.32427978515625,35.54267947549417,36.98560356832333
406,12.177199363708496,35.0,35.47647252678871,395.3497676647886,35.665895410328794,62.5164187828417,-0.47647252678871155,229.44859313964844,35.47647252920041,35.66589594314666
407,12.207192420959473,34.0,34.46327158808708,405.32159252406433,36.56548886293606,62.66575784377781,-0.4632715880870819,229.3625030517578,34.46327158336777,36.56548844478732
408,12.23718547821045,35.0,35.46327158808708,410.6496580613017,37.04615242652669,67.86322739353385,-0.4632715880870819,238.25111389160156,35.46327158336777,37.04615216638029
409,12.267178535461426,35.0,35.489775240421295,418.5274079614359,37.756831999367975,66.40297307459062,-0.48977524042129517,242.9792938232422,35.48977524531324,37.75683134417545
410,12.297171592712402,34.0,34.52949941158295,415.2028712518274,37.45691383001361,72.82897417061695,-0.5294994115829468,235.34963989257812,34.52949941516269,37.45691273251116
411,12.327164649963379,34.0,34.47667616605759,433.9384801063533,39.14711911279736,74.45165577952973,-0.47667616605758667,245.63986206054688,34.47667617172354,39.1471180120119
412,12.357157707214355,34.0,34.489775240421295,414.5758469962105,37.4003477628254,67.38557586126905,-0.48977524042129517,234.7573699951172,34.48977524531324,37.40034847902276
413,12.387150764465332,34.0,34.39718556404114,414.48473054334676,37.3921278265973,64.19716323363824,-0.3971855640411377,234.1533966064453,34.39718557388986,37.39212722343587
414,12.417143821716309,33.0,33.423689395189285,433.67929684310565,39.12373727748302,64.56059422611767,-0.4236893951892853,238.88177490234375,33.42368939187526,39.1237382614132
415,12.447136878967285,34.0,34.39718556404114,422.3518356556204,38.101847095622695,73.54521470256549,-0.3971855640411377,238.5977325439453,34.39718557388986,38.10184782749714
416,12.477129936218262,34.0,34.42358756065369,422.3725459826548,38.10371544718968,61.968354009988055,-0.4235875606536865,238.77000427246094,34.42358756913558,38.103716365781445
417,12.507122993469238,34.0,34.48979553580284,422.81680473683286,38.14379359458617,70.46930468141821,-0.4897955358028412,239.42401123046875,34.489795546046565,38.14379359736002
418,12.537116050720215,33.0,33.45017272233963,433.4876859254838,39.10645138153386,63.2930292529992,-0.4501727223396301,238.9434356689453,33.4501727275736,39.10645040890482
419,12.567109107971191,35.0,35.35750025510788,410.90869465023206,37.06952102983411,66.91413531863392,-0.35750025510787964,237.7831573486328,35.357500269521694,37.06952137128447
420,12.597103118896484,35.0,35.397205889225006,427.1172573004906,38.53175257141437,68.7541685274063,-0.3972058892250061,247.4040069580078,35.39720587513108,38.5317522578243
421,12.627096176147461,34.0,34.41038644313812,447.69694482399126,40.38831868785829,68.81482478783225,-0.41038644313812256,253.00096130371094,34.41038643469537,40.388319295461585
422,12.657089233398438,34.0,34.41038644313812,443.85462923601875,40.041689861683544,68.1990282920756,-0.41038644313812256,250.82960510253906,34.41038643469537,40.04169015560463
423,12.687082290649414,34.0,34.38388252258301,443.65168414246955,40.023381469792184,60.14181648878865,-0.3838825225830078,250.5455780029297,34.38388252997348,40.02338043554101
424,12.71707534790039,34.0,34.43676805496216,431.9485644277306,38.96760180869385,70.76218477839677,-0.4367680549621582,244.26535034179688,34.43676804036153,38.967601747218666
425,12.747068405151367,34.0,34.46316975355148,432.78184378763154,39.04277487550342,69.19953722970766,-0.46316975355148315,244.90101623535156,34.46316976171693,39.042773980550066
426,12.777061462402344,34.0,34.41028493642807,431.43994796387733,38.92171772556687,62.6294334655979,-0.41028493642807007,243.813232421875,34.41028492881745,38.92171886153484
427,12.80705451965332,33.0,33.51607471704483,435.12242446106086,39.25392690422738,54.95140037672376,-0.5160747170448303,240.26194763183594,33.51607474037368,39.253926372604376
428,12.837047576904297,34.0,34.42346543073654,415.1002604685544,37.447656949743255,69.18666374233695,-0.42346543073654175,234.658203125,34.423465445285444,37.44765605739608
429,12.867040634155273,34.0,34.46316975355148,421.4218088907394,38.01794610455603,66.9691091842923,-0.46316975355148315,238.47264099121094,34.46316976171693,38.017946054116464
430,12.89703369140625,33.0,33.397001922130585,433.8105480099664,39.135577907660675,73.71399063707672,-0.3970019221305847,238.785400390625,33.39700191109384,39.135578733052355
431,12.927026748657227,33.0,33.397001922130585,434.71891708801786,39.21752508249556,52.52550786245761,-0.3970019221305847,239.285400390625,33.39700191109384,39.21752394073988
432,12.957019805908203,32.0,32.396981596946716,446.235887827934,40.256511588747784,47.58048640892599,-0.3969815969467163,239.08529663085938,32.39698160985165,40.256510714367394
433,12.98701286315918,32.0,32.38380068540573,445.7184847562524,40.20983483477224,67.8654904402872,-0.3838006854057312,238.72149658203125,32.38380069033485,40.209834566647714
434,13.017005920410156,33.0,33.44988787174225,432.72156897196555,39.03733727202608,72.61233287010329,-0.44988787174224854,238.51934814453125,33.44988787966713,39.03733633681218
435,13.046998977661133,33.0,33.489571273326874,435.33500408373754,39.273104460935045,59.69582008008856,-0.4895712733268738,240.21141052246094,33.489571286376304,39.27310363203675
436,13.07699203491211,32.0,32.46319004893303,447.61655282078357,40.38106624201731,53.097854961788954,-0.4631900489330292,240.26161193847656,32.463190062607055,40.381066798644774
437,13.106985092163086,32.0,32.41030490398407,465.07815355963317,41.95633876418755,73.03237857479219,-0.4103049039840698,249.27195739746094,32.41030491278738,41.95633777415775
438,13.136978149414062,32.0,32.42358756065369,444.69989872565833,40.11794460033964,67.85038143714553,-0.4235875606536865,238.43667602539062,32.42358756913558,40.11794456340267
439,13.166971206665039,32.0,32.35748028755188,460.4810895458226,41.54162142343987,64.96463892383508,-0.3574802875518799,246.4495086669922,32.35748028530497,41.541621705645674
440,13.196964263916016,32.0,32.33099636435509,457.1907229623462,41.24478586154974,73.10373337497916,-0.3309963643550873,244.5099639892578,32.33099636544915,41.244785807274916
441,13.226958274841309,32.0,32.33099636435509,452.3915656913722,40.81183697607219,63.00896457658544,-0.3309963643550873,241.94332885742188,32.33099636544915,40.81183714299085
442,13.256951332092285,31.0,31.330996364355087,460.35641976870966,41.53037452361848,65.1190381793365,-0.3309963643550873,239.37672424316406,31.330996365449153,41.530374861096035
