frame,time_s,ANG_deg,PEN_deg,FL_px,FL_mm,selected_segment_FL_mm,super_apo_angle_deg,muscle_thickness_px,line_helper_PEN_deg,line_helper_FL_mm
70,2.0995171070098877,27.0,27.370931535959244,584.8877482524374,52.764784406403166,64.72028493643656,-0.3709315359592438,268.9017333984375,27.370931546497246,52.76478567049192
71,2.1295101642608643,27.0,27.351721972227097,584.9279858222758,52.76841437934054,65.29450414257118,-0.35172197222709656,268.7460632324219,27.35172197239666,52.76841484320418
72,2.159503221511841,27.0,27.37580069899559,585.6632978721425,52.834749469960194,67.34578257930661,-0.3758006989955902,269.302490234375,27.375800699549274,52.834750651781995
73,2.1894965171813965,27.0,27.342116832733154,586.8606263432561,52.942764689685205,71.80025148222032,-0.3421168327331543,269.546630859375,27.34211683821337,52.94276739073602
74,2.219489574432373,27.0,27.313168734312057,585.8474092516072,52.85135880615034,70.65015570481053,-0.3131687343120575,268.81829833984375,27.313168727553887,52.85135975378439
75,2.2494826316833496,27.0,27.2698794901371,587.5218516397587,53.00241615326649,67.64801219790857,-0.2698794901371002,269.192138671875,27.269879496740288,53.002414968600625
76,2.279475688934326,27.0,27.221720352768898,587.8599307403739,53.032915460030175,63.7299844870788,-0.221720352768898,268.9077453613281,27.221720355293996,53.03291409125344
77,2.3094687461853027,28.0,28.279484450817108,566.5865292843671,51.11376696568935,70.95482456845322,-0.27948445081710815,268.433349609375,28.279484445091896,51.11376549638511
78,2.3394620418548584,27.0,27.25540527701378,586.1551123412613,52.879117785946534,63.54213508796014,-0.2554052770137787,268.4342956542969,27.255405272007295,52.87911592550872
79,2.369455099105835,27.0,27.303563505411148,585.4766764843555,52.81791369707621,70.90988299278179,-0.30356350541114807,268.56097412109375,27.30356351945153,52.8179115986643
80,2.3994481563568115,27.0,27.332378774881363,585.9312694096526,52.85892412645799,72.91834524568715,-0.3323787748813629,269.03131103515625,27.33237877319911,52.85892232611694
81,2.429441213607788,27.0,27.28908970952034,585.6071214584173,52.82968159776114,66.6503664824462,-0.28908970952033997,268.4893493652344,27.28908969494907,52.829684010128645
82,2.4594342708587646,27.0,27.255404949188232,586.2168260190857,52.88468519424848,64.55586990953765,-0.2554049491882324,268.4625549316406,27.25540495479146,52.88468674390769
83,2.489427328109741,27.0,27.255404949188232,585.2478369003023,52.79726927196678,64.32243470975938,-0.2554049491882324,268.018798828125,27.25540495479146,52.79726941831394
84,2.519420623779297,28.0,28.240930691361427,568.0233887969999,51.243391124569214,66.75312312115979,-0.2409306913614273,268.7774353027344,28.240930697458396,51.24339298356088
85,2.5494136810302734,27.0,27.265010237693787,583.9950489556363,52.684250857741574,65.31032895125529,-0.2650102376937866,267.5321044921875,27.265010243011233,52.68424897306635
86,2.57940673828125,26.0,26.308299511671066,603.7923015379165,54.470230761516675,67.16905569707797,-0.3082995116710663,267.60137939453125,26.30829951094941,54.470231119816646
87,2.6093997955322266,27.0,27.265010237693787,583.0895277163021,52.602560596470674,53.39482616275232,-0.2650102376937866,267.1172790527344,27.265010243011233,52.60256175190021
88,2.639392852783203,27.0,27.303430289030075,585.1648918659431,52.78978650819096,73.589434966498,-0.3034302890300751,268.416748046875,27.303430289891622,52.78978714016586
89,2.669386148452759,26.0,26.23132537305355,607.2573919070966,54.782828771690035,56.716472226614634,-0.23132537305355072,268.4055480957031,26.231325374268863,54.7828292165121
90,2.6993792057037354,28.0,28.236194968223572,566.8411069607387,51.1367333147855,72.50079935420027,-0.23619496822357178,268.1767272949219,28.236194970256804,51.13673378964284
91,2.729372262954712,28.0,28.192905232310295,566.6446271854032,51.119008182028374,52.62121106348005,-0.1929052323102951,267.7065124511719,28.19290522575639,51.11900790582386
92,2.7593653202056885,27.0,27.289222925901413,582.2369029691798,52.52564231412352,67.65061112264722,-0.28922292590141296,266.94537353515625,27.289222924853902,52.52564383237214
93,2.789358377456665,27.0,27.688349723815918,583.3941948929445,52.630045695858165,74.65444899589566,-0.688349723815918,271.08111572265625,27.688349706475435,52.63004741388636
94,2.8193514347076416,27.0,27.164089679718018,583.7228792924536,52.659697473536305,70.81403112445439,-0.16408967971801758,266.4930725097656,27.164089681416527,52.65970004557939
95,2.8493447303771973,28.0,28.188169464468956,564.0731815045277,50.88702900761487,53.32533796317213,-0.188169464468956,266.4505615234375,28.188169468826118,50.887030176247364
96,2.879337787628174,28.0,28.192905232310295,565.2890917424428,50.996720553989064,52.299406916390964,-0.1929052323102951,267.06610107421875,28.19290522575639,50.99671922603981
97,2.9093308448791504,29.0,29.46335342526436,546.8456130913621,49.332869366071286,53.40934600287061,-0.4633534252643585,268.9751892089844,29.46335342132798,49.3328708206745
98,2.939323902130127,30.0,30.54272037744522,529.9566487454588,47.80925639038214,73.22403275567866,-0.542720377445221,269.313720703125,30.54272039347879,47.809257530216136
99,2.9693169593811035,30.0,30.45003029704094,530.5404483820005,47.861923012397554,70.28568404119635,-0.45003029704093933,268.870849609375,30.45003030362315,47.8619243575404
100,2.999310255050659,29.0,29.45003029704094,545.4931158079669,49.21085582111019,66.06295442954502,-0.45003029704093933,268.1994934082031,29.45003030362315,49.21085521236236
101,3.0293033123016357,29.0,29.436747431755066,545.3602112919424,49.19886603647951,69.73993737706087,-0.4367474317550659,268.0240478515625,29.436747422120675,49.19886360236532
102,3.0592963695526123,29.0,29.44996875524521,545.0098828669106,49.16726167500422,65.17103319269907,-0.44996875524520874,267.9613952636719,29.44996876632436,49.16726370951268
103,3.089289426803589,30.0,30.502853989601135,528.265471222995,47.656689307839585,70.51547413890472,-0.5028539896011353,268.1376647949219,30.50285396704973,47.65668707208062
104,3.1192824840545654,32.0,32.502853989601135,496.61430066318644,44.80132570039778,66.57756355258495,-0.5028539896011353,266.8515319824219,32.50285396704973,44.801323323388196
105,3.149275779724121,31.0,31.516115367412567,498.2148300396963,44.94571509432848,67.6471146878823,-0.5161153674125671,260.4360046386719,31.516115341513,44.945713432790875
106,3.1792688369750977,32.0,32.463231295347214,477.52761668488193,43.079448693814086,75.22946660051991,-0.46323129534721375,256.31689453125,32.463231298789765,43.079449360243
107,3.209261894226074,30.0,30.51613563299179,503.4568660128253,45.41861762784741,70.87209396633814,-0.5161356329917908,255.6458282470703,30.516135642082475,45.41861766112381
108,3.239254951477051,30.0,30.51613563299179,503.4568660128253,45.41861762784741,67.46649492474214,-0.5161356329917908,255.6458282470703,30.516135642082475,45.41861766112381
109,3.2692480087280273,30.0,30.51613563299179,502.75042194389397,45.35488681949364,71.42069284025037,-0.5161356329917908,255.287109375,30.516135642082475,45.354886790851815
110,3.299241065979004,31.0,31.436747431755066,479.24573461152113,43.23444616513189,67.23008637886456,-0.4367474317550659,249.95394897460938,31.436747422120675,43.23444739664028
111,3.3292343616485596,32.0,32.436747431755066,463.0319024187557,41.77173923955679,73.39763211830656,-0.4367474317550659,248.3555908203125,32.436747422120675,41.77173839919009
112,3.359227418899536,32.0,32.436747431755066,465.12407923213505,41.96048188090614,58.35712606083881,-0.4367474317550659,249.47776794433594,32.436747422120675,41.96048304731019
113,3.3892204761505127,32.0,32.383841931819916,468.24767599572897,42.24227254979264,56.92466702172765,-0.38384193181991577,250.78814697265625,32.383841927362255,42.24227244352801
114,3.4192135334014893,33.0,33.436747431755066,452.98132917517944,40.86504161776085,54.80589362853787,-0.4367474317550659,249.59999084472656,33.436747422120675,40.86504193901588
115,3.449206590652466,33.0,33.48963251709938,452.7727047008609,40.84622086892109,74.1655538104183,-0.4896325170993805,249.83367919921875,33.48963250577859,40.84622094206555
116,3.4791998863220215,32.0,32.48963251709938,458.8034933912333,41.39027956394222,58.191978709808026,-0.4896325170993805,246.44491577148438,32.48963250577859,41.39028081419697
117,3.509192943572998,32.0,32.48963251709938,458.6173416553613,41.373486160012135,69.99449434653721,-0.4896325170993805,246.3449249267578,32.48963250577859,41.373485460849366
118,3.5391860008239746,32.0,32.48963251709938,454.4390263228109,40.99654561310768,65.92569045748999,-0.4896325170993805,244.10055541992188,32.48963250577859,40.996546341244745
119,3.569179058074951,34.0,34.48963251709938,439.7890804837697,39.67492238527958,67.1091042298015,-0.4896325170993805,249.03369140625,34.48963250577859,39.67492227635905
120,3.5991721153259277,34.0,34.436727434396744,436.45072457454563,39.37375753724104,61.04618172967986,-0.4367274343967438,246.81105041503906,34.43672743828711,39.373756582624324
121,3.6291654109954834,32.0,32.43664592504501,458.03964086828506,41.321369736694045,44.1918106622119,-0.4366459250450134,245.67721557617188,32.43664591693317,41.32136934812636
122,3.65915846824646,34.0,34.44992816448212,435.8867328400057,39.322877855851054,68.31024244858277,-0.4499281644821167,246.57493591308594,34.44992816439469,39.32287866048808
123,3.6891515254974365,32.0,32.397022515535355,459.3627769049364,41.440734500142845,62.950351115053664,-0.3970225155353546,246.1187286376953,32.39702252954285,41.44073365348348
124,3.719144582748413,32.0,32.37055915594101,463.06882920763803,41.7750705352798,69.36348973610224,-0.3705591559410095,247.9237518310547,32.37055914329969,41.77507064142508
125,3.7491376399993896,32.0,32.357419073581696,464.7785105665176,41.92930691409688,67.65503259842083,-0.35741907358169556,248.7490692138672,32.357419063815115,41.929307913570696
126,3.779130697250366,34.0,34.39712402224541,438.066394448132,39.51951280875497,58.24642398060429,-0.3971240222454071,247.47491455078125,34.39712403575186,39.51951179300622
127,3.809123992919922,32.0,32.39712402224541,460.1714469555594,41.51368747446061,64.04668439003073,-0.3971240222454071,246.5526885986328,32.39712403575186,41.51368780209679
128,3.8391170501708984,32.0,32.423628479242325,458.04508832579893,41.32186117102849,64.22739775851105,-0.42362847924232483,245.59230041503906,32.42362848855464,41.321862219426976
129,3.869110107421875,32.0,32.41034582257271,455.18995077078387,41.06428915316503,66.56886376214622,-0.41034582257270813,243.9723663330078,32.41034583234452,41.064288975519105
130,3.8991031646728516,32.0,32.50295549631119,455.5720014235028,41.098755288561556,63.77873635071453,-0.5029554963111877,244.79847717285156,32.50295547031365,41.098755793095066
131,3.929096221923828,34.0,34.41034582257271,437.8944737893794,39.50400324042978,66.2694037603738,-0.41034582257270813,247.46116638183594,34.41034583234452,39.504002525943406
132,3.959089517593384,34.0,34.423628479242325,428.62273095418254,38.66756665369583,65.71836013522437,-0.42362847924232483,242.30352783203125,34.42362848855464,38.667565798924755
133,3.9890825748443604,34.0,34.463231295347214,433.7523860692339,39.130330914075024,68.43608106294137,-0.46323129534721375,245.4506072998047,34.463231298789765,39.13032992499013
134,4.019075393676758,34.0,34.463231295347214,433.39893095662626,39.09844448309778,66.69476845086258,-0.46323129534721375,245.25059509277344,34.463231298789765,39.09844456443596
135,4.049068927764893,34.0,34.48973432183266,436.8655485520516,39.411180269731354,59.5139504103474,-0.48973432183265686,247.3788604736328,34.489734326647266,39.41118108618038
136,4.079061985015869,33.0,33.5557576417923,448.72373975548834,40.48094947616239,68.79314689228968,-0.5557576417922974,248.03125,33.555757659666654,40.48095006460688
137,4.109055042266846,33.0,33.43676805496216,451.7109573285666,40.75043689779062,67.97305949472448,-0.4367680549621582,248.90013122558594,33.43676804036153,40.75043663208687
138,4.139048099517822,34.0,34.47637039422989,440.1575173566306,39.70816037363198,67.60347808077667,-0.4763703942298889,249.15834045410156,34.476370390734104,39.70816147153273
139,4.169041156768799,34.0,34.44986695051193,439.9524215447687,39.68965795786437,63.41630197979802,-0.4498669505119324,248.87445068359375,34.44986694429676,39.68965714941688
140,4.199034214019775,33.0,33.436747431755066,451.3076743635598,40.71405532069837,61.657903640041155,-0.4367474317550659,248.6777801513672,33.436747422120675,40.714055264569005
141,4.229027271270752,34.0,34.46314945816994,439.76050116944805,39.67234414464594,66.87571307959506,-0.46314945816993713,248.84994506835938,34.46314946082671,39.67234382840251
142,4.2590203285217285,34.0,34.436747431755066,439.0442446770328,39.60772812299923,62.833806960353655,-0.4367474317550659,248.27780151367188,34.436747422120675,39.60772748755274
143,4.289013385772705,34.0,34.436747431755066,439.0442446770328,39.60772812299923,57.68860222758772,-0.4367474317550659,248.27780151367188,34.436747422120675,39.60772748755274
144,4.319006443023682,34.0,34.42346543073654,439.2360391568874,39.625030578744116,68.13392853109015,-0.42346543073654175,248.30227661132812,34.423465445285444,39.625030496597944
145,4.348999500274658,34.0,34.46314945816994,436.8546022577046,39.41019276595307,68.48243222491173,-0.46314945816993713,247.20556640625,34.46314946082671,39.41019170872145
146,4.378993034362793,35.0,35.51613563299179,428.9576229352289,38.69777843917457,55.06743245515111,-0.5161356329917908,249.19529724121094,35.516135642082475,38.69777784123391
147,4.4089860916137695,34.0,34.42354664206505,436.83820655032554,39.40871365142617,67.58662361335077,-0.4235466420650482,246.94728088378906,34.42354664971609,39.408714710634406
148,4.438979148864746,33.0,33.476452231407166,448.52427053531255,40.462954655054,71.22809159356929,-0.4764522314071655,247.4033966064453,33.47645222838747,40.46295450634955
149,4.468972206115723,34.0,34.476452231407166,442.1596047464827,39.88877573068804,66.91805022433135,-0.4764522314071655,250.29217529296875,34.47645222838747,39.88877584164169
150,4.498965263366699,35.0,35.476452231407166,428.4310317308369,38.65027279137621,68.824350507743,-0.4764522314071655,248.64779663085938,35.47645222838747,38.65027266358663
151,4.528958320617676,34.0,34.476452231407166,439.2546884483972,39.62671299703513,68.80341044252879,-0.4764522314071655,248.64779663085938,34.47645222838747,39.626712866128095
152,4.558951377868652,35.0,35.476452231407166,431.2643681058605,38.90587804798422,68.25808775552228,-0.4764522314071655,250.29217529296875,35.47645222838747,38.90587815609493
153,4.588944435119629,35.0,35.476452231407166,431.2643681058605,38.90587804798422,61.54720706600312,-0.4764522314071655,250.29217529296875,35.47645222838747,38.90587815609493
154,4.6189374923706055,35.0,35.46325159072876,429.11066330272064,38.71158474990737,69.00983224237517,-0.46325159072875977,248.9617156982422,35.46325159967952,38.71158488955434
155,4.648930549621582,35.0,35.476452231407166,431.953601380467,38.96805620994605,68.88235278146547,-0.4764522314071655,250.6921844482422,35.47645222838747,38.968056512451085
156,4.678924083709717,34.0,34.476452231407166,439.96128023914486,39.69045713189439,71.9003100846586,-0.4764522314071655,249.0477752685547,34.47645222838747,39.69045722873657
157,4.708917140960693,34.0,34.46325159072876,442.509393700314,39.920331424565695,67.96317587204251,-0.46325159072875977,250.4061279296875,34.46325159967952,39.920330914061324
158,4.73891019821167,34.0,34.52943819761276,439.97891001609554,39.69204757618513,69.25451109536603,-0.5294381976127625,249.39306640625,34.52943819651804,39.69204821824346
159,4.7689032554626465,33.0,33.46331250667572,447.55733904608286,40.375724358783636,59.50127514604997,-0.4633125066757202,246.784423828125,33.46331250234812,40.37572539590186
160,4.798896312713623,32.0,32.42360818386078,464.36543347990215,41.89204177478833,62.20040715444979,-0.4236081838607788,248.98097229003906,32.42360818744757,41.892040608960194
161,4.8288893699646,33.0,33.4235263466835,453.74966313435516,40.934355731159805,69.71823745673238,-0.4235263466835022,249.93597412109375,33.42352634860859,40.934354613322
162,4.858882427215576,31.0,31.463231295347214,479.3239954155168,43.24150634798346,66.13320799043595,-0.46323129534721375,250.18377685546875,31.463231298789765,43.2415061677306
163,4.888875484466553,32.0,32.38371980190277,468.8286193172155,42.29468149356375,72.20952156039745,-0.383719801902771,251.09844970703125,32.38371980231841,42.29468087443714
164,4.918868541717529,33.0,33.3441162109375,454.08564921674855,40.964666219375715,72.25426491299558,-0.3441162109375,249.5955352783203,33.344116217648235,40.96466612419164
165,4.948861598968506,32.0,32.397022515535355,469.3997519529074,42.346205380804996,75.00655924841179,-0.3970225155353546,251.49636840820312,32.39702252954285,42.346204125451116
166,4.978854656219482,32.0,32.397022515535355,464.60934189891356,41.91404561258882,67.67688669225076,-0.3970225155353546,248.92974853515625,32.39702252954285,41.914045143062054
167,5.008848190307617,32.0,32.397022515535355,467.1334163211421,42.1417512588646,55.75800309910893,-0.3970225155353546,250.2821044921875,32.39702252954285,42.14175007249916
168,5.038841247558594,32.0,32.38371980190277,464.4099006599789,41.896053315766785,71.42569797285087,-0.383719801902771,248.73184204101562,32.38371980231841,41.8960520431819
169,5.06883430480957,30.0,30.463231295347214,505.1607803322816,45.57233374172007,73.73352662218848,-0.46323129534721375,256.1091003417969,30.463231298789765,45.57233492926003
170,5.098827362060547,32.0,32.463231295347214,470.56135826221265,42.450997978459405,72.62037742316087,-0.46323129534721375,252.57769775390625,32.463231298789765,42.450997058357544
171,5.128820419311523,32.0,32.463231295347214,478.9083488216898,43.20400940437665,57.56435490401191,-0.46323129534721375,257.0580139160156,32.463231298789765,43.20401041309693
