stage,frame0,kind,matlab_density,python_density,density_diff_py_minus_mat,diff_fraction,different_pixels,dice,jaccard,unit,n,bias_py_minus_mat,mae,rmse,max_abs
source_uint8_exact:apo_thres,1500,binary,0.8435549887592875,0.28273920538747693,-0.5608157833718106,0.5608157833718105,222516.0,0.5020698976463586,0.33517578480963495,,,,,,
source_uint8_exact:apo_super,1500,binary,0.10682709465385662,0.035274666559132195,-0.07155242809472442,0.07155242809472442,28390.0,0.4964705047710262,0.33020336903694614,,,,,,
source_uint8_exact:apo_deep,1500,binary,0.11366225439295112,0.04160575847085984,-0.07205649592209129,0.07205649592209128,28590.0,0.5359218257961886,0.36604727482371724,,,,,,
source_uint8_exact:fas_thres_raw,1500,binary,0.19224894901857995,0.19121560997247788,-0.0010333390461020608,0.005690925770971742,2258.0,0.9851591871072902,0.9707524319003148,,,,,,
source_uint8_exact:fas_thres,1500,binary,0.19224894901857995,0.19121560997247788,-0.0010333390461020608,0.005690925770971742,2258.0,0.9851591871072902,0.9707524319003148,,,,,,
source_uint8_exact:Emask,1500,binary,0.33366265764721303,0.3660439748772595,0.03238131723004645,0.035279707237405866,13998.0,0.9495792870933348,0.9039990124201878,,,,,,
source_uint8_exact:fascicle_masked,1500,binary,0.06377970219672759,0.06701077697014911,0.0032310747734215217,0.005776617301624106,2292.0,0.955833044282576,0.9154025024914184,,,,,,
source_uint8_exact:super_vec,1500,numeric,,,,,,,,px,10.0,-19.9,22.3,22.7705950734714,27.0
source_uint8_exact:deep_vec,1500,numeric,,,,,,,,px,10.0,3.2,6.0,6.928203230275509,14.0
source_uint8_exact:alpha,1500,numeric,,,,,,,,deg,1.0,-1.5,1.5,1.5,1.5
debug_double255_emulation:apo_thres,1500,binary,0.8435549887592875,0.7715085741937435,-0.07204641456554395,0.07204641456554393,28586.0,0.9553909727033826,0.9145919169163935,,,,,,
debug_double255_emulation:apo_super,1500,binary,0.10682709465385662,0.09949542810480579,-0.007331666549050833,0.00733166654905084,2909.0,0.9644650208274801,0.9313688482045959,,,,,,
debug_double255_emulation:apo_deep,1500,binary,0.11366225439295112,0.10866694222374562,-0.004995312169205499,0.004995312169205488,1982.0,0.9775319110345296,0.9560512661315358,,,,,,
debug_double255_emulation:fas_thres_raw,1500,binary,0.19224894901857995,0.19121560997247788,-0.0010333390461020608,0.005690925770971742,2258.0,0.9851591871072902,0.9707524319003148,,,,,,
debug_double255_emulation:fas_thres,1500,binary,0.19224894901857995,0.19121560997247788,-0.0010333390461020608,0.005690925770971742,2258.0,0.9851591871072902,0.9707524319003148,,,,,,
debug_double255_emulation:Emask,1500,binary,0.33366265764721303,0.3422570141038178,0.00859435645660478,0.009073220892603309,3600.0,0.9865764805023379,0.9735085692419772,,,,,,
debug_double255_emulation:fascicle_masked,1500,binary,0.06377970219672759,0.06451312088554637,0.0007334186888187794,0.0032436764691056827,1287.0,0.9747166178810679,0.9506802069361947,,,,,,
debug_double255_emulation:super_vec,1500,numeric,,,,,,,,px,10.0,-5.1,6.5,17.73978579352073,56.0
debug_double255_emulation:deep_vec,1500,numeric,,,,,,,,px,10.0,0.6,2.4,4.171330722922842,9.0
debug_double255_emulation:alpha,1500,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
source_uint8_exact:apo_thres,1750,binary,0.849598762009416,0.27729527285191496,-0.572303489157501,0.5723034891575011,227074.0,0.4921408123098944,0.326383800508459,,,,,,
source_uint8_exact:apo_super,1750,binary,0.10890385410260804,0.035393122498563405,-0.07351073160404464,0.07351073160404464,29167.0,0.4905594466665502,0.32499421430224484,,,,,,
source_uint8_exact:apo_deep,1750,binary,0.11506356295303095,0.04359430604982206,-0.07146925690320889,0.07146925690320889,28357.0,0.5495385299677527,0.37887151180619444,,,,,,
source_uint8_exact:fas_thres_raw,1750,binary,0.18693607411813334,0.1858976943937576,-0.001038379724375732,0.00593287832810783,2354.0,0.9840870682079362,0.9686726464560432,,,,,,
source_uint8_exact:fas_thres,1750,binary,0.18693607411813334,0.1858976943937576,-0.001038379724375732,0.00593287832810783,2354.0,0.9840870682079362,0.9686726464560432,,,,,,
source_uint8_exact:Emask,1750,binary,0.3406742411258859,0.3646174629258113,0.023943221799925418,0.026337543979917936,10450.0,0.9626572327044025,0.9280030314513074,,,,,,
source_uint8_exact:fascicle_masked,1750,binary,0.06301603943826681,0.06439718528525198,0.0013811458469851767,0.004390430776365268,1742.0,0.9655417968904537,0.933379225944623,,,,,,
source_uint8_exact:super_vec,1750,numeric,,,,,,,,px,10.0,-15.2,23.0,23.400854685246006,28.0
source_uint8_exact:deep_vec,1750,numeric,,,,,,,,px,10.0,2.3,4.9,5.890670590009257,13.0
source_uint8_exact:alpha,1750,numeric,,,,,,,,deg,1.0,-0.5,0.5,0.5,0.5
debug_double255_emulation:apo_thres,1750,binary,0.849598762009416,0.7670727773129152,-0.08252598469650074,0.08252598469650076,32744.0,0.9489531530127056,0.9028647540618873,,,,,,
debug_double255_emulation:apo_super,1750,binary,0.10890385410260804,0.10096730616071699,-0.007936547941891053,0.00793654794189106,3149.0,0.9621837134176364,0.9271233510761397,,,,,,
debug_double255_emulation:apo_deep,1750,binary,0.11506356295303095,0.10896434224189207,-0.006099220711138886,0.006099220711138891,2420.0,0.9727747277472775,0.9469925964866167,,,,,,
debug_double255_emulation:fas_thres_raw,1750,binary,0.18693607411813334,0.1858976943937576,-0.001038379724375732,0.00593287832810783,2354.0,0.9840870682079362,0.9686726464560432,,,,,,
debug_double255_emulation:fas_thres,1750,binary,0.18693607411813334,0.1858976943937576,-0.001038379724375732,0.00593287832810783,2354.0,0.9840870682079362,0.9686726464560432,,,,,,
debug_double255_emulation:Emask,1750,binary,0.3406742411258859,0.361870293266662,0.021196052140776078,0.02437672013146089,9672.0,0.9653022421524664,0.9329316071589546,,,,,,
debug_double255_emulation:fascicle_masked,1750,binary,0.06301603943826681,0.06409474458883187,0.0010787051505650597,0.004259373141249886,1690.0,0.9664908593409208,0.9351546312639092,,,,,,
debug_double255_emulation:super_vec,1750,numeric,,,,,,,,px,10.0,-14.4,15.2,26.457513110645905,57.0
debug_double255_emulation:deep_vec,1750,numeric,,,,,,,,px,10.0,0.8,0.8,2.0,6.0
debug_double255_emulation:alpha,1750,numeric,,,,,,,,deg,1.0,-0.5,0.5,0.5,0.5
source_uint8_exact:apo_thres,2000,binary,0.8479580212313369,0.27079531821801944,-0.5771627030133175,0.5771627030133175,229002.0,0.4841019171416342,0.3193499105354202,,,,,,
source_uint8_exact:apo_super,2000,binary,0.10923905920780701,0.03496718518443842,-0.07427187402336859,0.07427187402336859,29469.0,0.4849607634094762,0.3200978243314953,,,,,,
source_uint8_exact:apo_deep,2000,binary,0.11479136632625286,0.042291290716078754,-0.0725000756101741,0.0725000756101741,28766.0,0.538459070051022,0.36841874149211784,,,,,,
source_uint8_exact:fas_thres_raw,2000,binary,0.1808998618854153,0.1799144092829131,-0.0009854526025021848,0.005416208805056808,2149.0,0.9849889285489764,0.9704218567201156,,,,,,
source_uint8_exact:fas_thres,2000,binary,0.1808998618854153,0.1799144092829131,-0.0009854526025021848,0.005416208805056808,2149.0,0.9849889285489764,0.9704218567201156,,,,,,
source_uint8_exact:Emask,2000,binary,0.33231175586986983,0.3632463984353735,0.030934642565503656,0.03483612754932304,13822.0,0.9499162976759017,0.9046100759144238,,,,,,
source_uint8_exact:fascicle_masked,2000,binary,0.05836601373080762,0.060871230832820866,0.002505217102013249,0.005499379996572339,2182.0,0.9538786725850772,0.9118241331932434,,,,,,
source_uint8_exact:super_vec,2000,numeric,,,,,,,,px,10.0,-20.2,21.4,22.27554713132766,28.0
source_uint8_exact:deep_vec,2000,numeric,,,,,,,,px,10.0,1.9,6.1,8.093207028119323,21.0
source_uint8_exact:alpha,2000,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
debug_double255_emulation:apo_thres,2000,binary,0.8479580212313369,0.7697266944240017,-0.07823132680733524,0.07823132680733519,31040.0,0.9516399419180746,0.9077415097816589,,,,,,
debug_double255_emulation:apo_super,2000,binary,0.10923905920780701,0.1022854435292813,-0.006953615678525704,0.0069536156785257024,2759.0,0.9671261930010604,0.9363449691991786,,,,,,
debug_double255_emulation:apo_deep,2000,binary,0.11479136632625286,0.10927686429485951,-0.005514502031393351,0.005514502031393345,2188.0,0.9753891838387474,0.9519606551618144,,,,,,
debug_double255_emulation:fas_thres_raw,2000,binary,0.1808998618854153,0.1799144092829131,-0.0009854526025021848,0.005416208805056808,2149.0,0.9849889285489764,0.9704218567201156,,,,,,
debug_double255_emulation:fas_thres,2000,binary,0.1808998618854153,0.1799144092829131,-0.0009854526025021848,0.005416208805056808,2149.0,0.9849889285489764,0.9704218567201156,,,,,,
debug_double255_emulation:Emask,2000,binary,0.33231175586986983,0.3576714082646961,0.025359652394826293,0.02959886282298146,11744.0,0.9571020506564,0.9177331792231446,,,,,,
debug_double255_emulation:fascicle_masked,2000,binary,0.05836601373080762,0.06033439859667517,0.001968384865867555,0.004992791830068654,1981.0,0.9579378729006094,0.9192713639512613,,,,,,
debug_double255_emulation:super_vec,2000,numeric,,,,,,,,px,10.0,-16.9,18.1,31.088583113419627,57.0
debug_double255_emulation:deep_vec,2000,numeric,,,,,,,,px,10.0,1.0,1.0,1.5491933384829668,3.0
debug_double255_emulation:alpha,2000,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
source_uint8_exact:apo_thres,2250,binary,0.8601136168882885,0.27591160666579295,-0.5842020102224955,0.5842020102224955,231795.0,0.48574908539899675,0.3207850698422652,,,,,,
source_uint8_exact:apo_super,2250,binary,0.11025223554081437,0.03494954281048058,-0.0753026927303338,0.0753026927303338,29878.0,0.48139276539609804,0.3169962281403589,,,,,,
source_uint8_exact:apo_deep,2250,binary,0.11657324609599468,0.04377577046767413,-0.07279747562832055,0.07279747562832055,28884.0,0.5460060985193801,0.37552158778890016,,,,,,
source_uint8_exact:fas_thres_raw,2250,binary,0.1861749316988094,0.1853734638532961,-0.0008014678455132984,0.0055296240662143495,2194.0,0.9851173517840185,0.9706711938722312,,,,,,
source_uint8_exact:fas_thres,2250,binary,0.1861749316988094,0.1853734638532961,-0.0008014678455132984,0.0055296240662143495,2194.0,0.9851173517840185,0.9706711938722312,,,,,,
source_uint8_exact:Emask,2250,binary,0.3308751625618743,0.3660439748772595,0.035168812315385156,0.04001794481465426,15878.0,0.9425787832980131,0.8913938631171425,,,,,,
source_uint8_exact:fascicle_masked,2250,binary,0.061299688486082686,0.06451312088554637,0.0032134323994636796,0.006394100390148498,2537.0,0.9491776678218714,0.9032713131005032,,,,,,
source_uint8_exact:super_vec,2250,numeric,,,,,,,,px,10.0,-22.7,22.7,23.754999473794985,32.0
source_uint8_exact:deep_vec,2250,numeric,,,,,,,,px,10.0,1.9,4.9,6.0909769331364245,15.0
source_uint8_exact:alpha,2250,numeric,,,,,,,,deg,1.0,-5.0,5.0,5.0,5.0
debug_double255_emulation:apo_thres,2250,binary,0.8601136168882885,0.7813101730968919,-0.07880344379139659,0.07880344379139657,31267.0,0.9519907995289212,0.9083801927511729,,,,,,
debug_double255_emulation:apo_super,2250,binary,0.11025223554081437,0.10231568759892332,-0.007936547941891053,0.00793654794189106,3149.0,0.9626634732810851,0.9280146302434564,,,,,,
debug_double255_emulation:apo_deep,2250,binary,0.11657324609599468,0.11124524916072706,-0.005327996935267615,0.00532799693526761,2114.0,0.9766129745995221,0.9542948565498454,,,,,,
debug_double255_emulation:fas_thres_raw,2250,binary,0.1861749316988094,0.1853734638532961,-0.0008014678455132984,0.0055296240662143495,2194.0,0.9851173517840185,0.9706711938722312,,,,,,
debug_double255_emulation:fas_thres,2250,binary,0.1861749316988094,0.1853734638532961,-0.0008014678455132984,0.0055296240662143495,2194.0,0.9851173517840185,0.9706711938722312,,,,,,
debug_double255_emulation:Emask,2250,binary,0.3308751625618743,0.33247305757462725,0.0015978950127529257,0.0018045628219733247,716.0,0.997279614586737,0.9945739900118978,,,,,,
debug_double255_emulation:fascicle_masked,2250,binary,0.061299688486082686,0.06131229018176686,1.2601695684170966e-05,0.0022607442057403244,897.0,0.9815617998314456,0.9637912243167965,,,,,,
debug_double255_emulation:super_vec,2250,numeric,,,,,,,,px,10.0,-0.6,2.4,4.8373546489791295,15.0
debug_double255_emulation:deep_vec,2250,numeric,,,,,,,,px,10.0,0.9,0.9,1.449137674618944,4.0
debug_double255_emulation:alpha,2250,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
source_uint8_exact:apo_thres,2500,binary,0.8681887834827055,0.2799769136935066,-0.5882118697891989,0.5882118697891988,233386.0,0.487694266397401,0.32248391020486367,,,,,,
source_uint8_exact:apo_super,2500,binary,0.1099825592531731,0.03580393777786739,-0.07417862147530571,0.07417862147530571,29432.0,0.4911831823525344,0.32554195884321,,,,,,
source_uint8_exact:apo_deep,2500,binary,0.11558527315435566,0.04164356355791235,-0.0739417095964433,0.07394170959644329,29338.0,0.529719158758656,0.360284337454482,,,,,,
source_uint8_exact:fas_thres_raw,2500,binary,0.18725363684937446,0.18612200457693587,-0.001131632272438593,0.005769056284213604,2289.0,0.9845489216645854,0.9695680497759815,,,,,,
source_uint8_exact:fas_thres,2500,binary,0.18725363684937446,0.18612200457693587,-0.001131632272438593,0.005769056284213604,2289.0,0.9845489216645854,0.9695680497759815,,,,,,
source_uint8_exact:Emask,2500,binary,0.33231175586986983,0.3646174629258113,0.03230570705594149,0.03425644954785116,13592.0,0.9508465872516473,0.9062989031897806,,,,,,
source_uint8_exact:fascicle_masked,2500,binary,0.0611535088161463,0.06451816156382002,0.0033646527476737242,0.005990846128255018,2377.0,0.9523293825080721,0.9089969372128637,,,,,,
source_uint8_exact:super_vec,2500,numeric,,,,,,,,px,10.0,-19.0,23.0,23.22929185317538,28.0
source_uint8_exact:deep_vec,2500,numeric,,,,,,,,px,10.0,4.4,5.2,5.440588203494177,8.0
source_uint8_exact:alpha,2500,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
debug_double255_emulation:apo_thres,2500,binary,0.8681887834827055,0.7931809704313812,-0.0750078130513242,0.07500781305132419,29761.0,0.9548518246015913,0.9136042592597968,,,,,,
debug_double255_emulation:apo_super,2500,binary,0.1099825592531731,0.10305162662687892,-0.006930932626294184,0.006930932626294194,2750.0,0.9674656318765823,0.936981529859297,,,,,,
debug_double255_emulation:apo_deep,2500,binary,0.11558527315435566,0.10997751857489944,-0.005607754579456212,0.005607754579456212,2225.0,0.9751388314692112,0.9514838315780293,,,,,,
debug_double255_emulation:fas_thres_raw,2500,binary,0.18725363684937446,0.18612200457693587,-0.001131632272438593,0.005769056284213604,2289.0,0.9845489216645854,0.9695680497759815,,,,,,
debug_double255_emulation:fas_thres,2500,binary,0.18725363684937446,0.18612200457693587,-0.001131632272438593,0.005769056284213604,2289.0,0.9845489216645854,0.9695680497759815,,,,,,
debug_double255_emulation:Emask,2500,binary,0.33231175586986983,0.3576714082646961,0.025359652394826293,0.027995927131954874,11108.0,0.9594252025452393,0.9220146450711543,,,,,,
debug_double255_emulation:fascicle_masked,2500,binary,0.0611535088161463,0.06377466151845393,0.0026211527023076303,0.005408647787646306,2146.0,0.9567059393156876,0.9170050663263333,,,,,,
debug_double255_emulation:super_vec,2500,numeric,,,,,,,,px,10.0,-16.4,17.6,31.04834939252005,57.0
debug_double255_emulation:deep_vec,2500,numeric,,,,,,,,px,10.0,1.9,1.9,2.345207879911715,4.0
debug_double255_emulation:alpha,2500,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
source_uint8_exact:apo_thres,2665,binary,0.9054393959251157,0.30349167784017017,-0.6019477180849455,0.6019477180849455,238836.0,0.5020826818437676,0.3351871800653022,,,,,,
source_uint8_exact:apo_super,2665,binary,0.10837962356214652,0.03608369542205599,-0.07229592814009053,0.07229592814009053,28685.0,0.49955512133847413,0.3329380028835868,,,,,,
source_uint8_exact:apo_deep,2665,binary,0.12278084139001744,0.03908541933402559,-0.08369542205599184,0.08369542205599186,33208.0,0.4829347284504235,0.31833483865670414,,,,,,
source_uint8_exact:fas_thres_raw,2665,binary,0.22917443771233859,0.22808565120522617,-0.0010887865071124159,0.004087990079945158,1622.0,0.99105981436162,0.9822780661021578,,,,,,
source_uint8_exact:fas_thres,2665,binary,0.22917443771233859,0.22808565120522617,-0.0010887865071124159,0.004087990079945158,1622.0,0.99105981436162,0.9822780661021578,,,,,,
source_uint8_exact:Emask,2665,binary,0.3183339550169871,0.38426098615829746,0.06592703114131038,0.06593207181958405,26160.0,0.9061591993399577,0.8284196372938052,,,,,,
source_uint8_exact:fascicle_masked,2665,binary,0.06578337181051082,0.07439285030193662,0.008609478491425807,0.010424122669946467,4136.0,0.9256355856017836,0.8615657529203066,,,,,,
source_uint8_exact:super_vec,2665,numeric,,,,,,,,px,10.0,-23.4,23.4,23.916521486202797,29.0
source_uint8_exact:deep_vec,2665,numeric,,,,,,,,px,10.0,24.2,24.2,26.69082239272518,42.0
source_uint8_exact:alpha,2665,numeric,,,,,,,,deg,1.0,-1.0,1.0,1.0,1.0
debug_double255_emulation:apo_thres,2665,binary,0.9054393959251157,0.8558088776425756,-0.04963051828254006,0.0496305182825401,19692.0,0.9718208278597739,0.9451862614925971,,,,,,
debug_double255_emulation:apo_super,2665,binary,0.10837962356214652,0.10093958243021181,-0.007440041131934708,0.007440041131934713,2952.0,0.964456003467707,0.9313520301381331,,,,,,
debug_double255_emulation:apo_deep,2665,binary,0.12278084139001744,0.11655812406117368,-0.00622271732884376,0.006222717328843769,2469.0,0.9740004001558502,0.9493184990557517,,,,,,
debug_double255_emulation:fas_thres_raw,2665,binary,0.22917443771233859,0.22808565120522617,-0.0010887865071124159,0.004087990079945158,1622.0,0.99105981436162,0.9822780661021578,,,,,,
debug_double255_emulation:fas_thres,2665,binary,0.22917443771233859,0.22808565120522617,-0.0010887865071124159,0.004087990079945158,1622.0,0.99105981436162,0.9822780661021578,,,,,,
debug_double255_emulation:Emask,2665,binary,0.3183339550169871,0.34370368876836066,0.02536973375137358,0.029583740788160454,11738.0,0.9553141108124776,0.9144510524167687,,,,,,
debug_double255_emulation:fascicle_masked,2665,binary,0.06578337181051082,0.06879265673989092,0.0030092849293801016,0.005443932535561985,2160.0,0.9595475316503109,0.9222406220750234,,,,,,
debug_double255_emulation:super_vec,2665,numeric,,,,,,,,px,10.0,-1.5,3.1,5.449770637375485,15.0
debug_double255_emulation:deep_vec,2665,numeric,,,,,,,,px,10.0,16.9,16.9,21.70023041352326,36.0
debug_double255_emulation:alpha,2665,numeric,,,,,,,,deg,1.0,-0.5,0.5,0.5,0.5
