stage,frame0,kind,matlab_density,python_density,density_diff_py_minus_mat,diff_fraction,different_pixels,dice,jaccard,unit,n,bias_py_minus_mat,mae,rmse,max_abs
debug_double255_emulation:fascicle_masked,100,binary,0.06237587329751091,0.06402417509300051,0.0016483017954896026,0.004118234149587168,1634.0,0.9674190460998564,0.9368941412737033,,,,,,
debug_double255_emulation:super_vec,100,numeric,,,,,,,,px,10.0,-16.4,17.6,31.04834939252005,57.0
debug_double255_emulation:deep_vec,100,numeric,,,,,,,,px,10.0,0.8,0.8,1.4832396974191326,4.0
debug_double255_emulation:alpha,100,numeric,,,,,,,,deg,1.0,-1.5,1.5,1.5,1.5
source_uint8_exact:apo_thres,250,binary,0.9260129242990937,0.30312622866532923,-0.6228866956337644,0.6228866956337645,247144.0,0.49323337871754075,0.32734557014392407,,,,,,
source_uint8_exact:apo_super,250,binary,0.11046394402830845,0.03652223443186515,-0.0739417095964433,0.07394170959644329,29338.0,0.49694787379972566,0.33062584133792694,,,,,,
source_uint8_exact:apo_deep,250,binary,0.12753420100208684,0.0389392396640892,-0.08859496133799764,0.08859496133799764,35152.0,0.46781323805486585,0.3053239002410972,,,,,,
source_uint8_exact:fas_thres_raw,250,binary,0.22818142409242587,0.22720605284647102,-0.0009753712459548425,0.004110673132176666,1631.0,0.9909732407228049,0.9821079883279581,,,,,,
source_uint8_exact:fas_thres,250,binary,0.22818142409242587,0.22720605284647102,-0.0009753712459548425,0.004110673132176666,1631.0,0.9909732407228049,0.9821079883279581,,,,,,
source_uint8_exact:Emask,250,binary,0.32113657213714675,0.38276894538929157,0.06163237325214482,0.06163741393041848,24456.0,0.9124351032976477,0.8389707189559698,,,,,,
source_uint8_exact:fascicle_masked,250,binary,0.06665792949099231,0.07472805540713559,0.008070125916143284,0.009884770094663937,3922.0,0.9300866341046027,0.8693102299233589,,,,,,
source_uint8_exact:super_vec,250,numeric,,,,,,,,px,10.0,-23.4,23.4,23.82015952927268,28.0
source_uint8_exact:deep_vec,250,numeric,,,,,,,,px,10.0,21.7,21.7,23.754999473794985,35.0
source_uint8_exact:alpha,250,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
debug_double255_emulation:apo_thres,250,binary,0.9260129242990937,0.8835981369653101,-0.042414787333783566,0.042414787333783635,16829.0,0.9765613792700031,0.9541963333115596,,,,,,
debug_double255_emulation:apo_super,250,binary,0.11046394402830845,0.10409000635125462,-0.006373937677053826,0.006373937677053824,2529.0,0.9702921448625028,0.9422984781765498,,,,,,
debug_double255_emulation:apo_deep,250,binary,0.12753420100208684,0.12092083110703376,-0.006613369895053081,0.0066133698950530785,2624.0,0.9733820247514708,0.9481443421208647,,,,,,
debug_double255_emulation:fas_thres_raw,250,binary,0.22818142409242587,0.22720605284647102,-0.0009753712459548425,0.004110673132176666,1631.0,0.9909732407228049,0.9821079883279581,,,,,,
debug_double255_emulation:fas_thres,250,binary,0.22818142409242587,0.22720605284647102,-0.0009753712459548425,0.004110673132176666,1631.0,0.9909732407228049,0.9821079883279581,,,,,,
debug_double255_emulation:Emask,250,binary,0.32113657213714675,0.32971580655893057,0.008579234421783821,0.008579234421783795,3404.0,0.9868184634448575,0.9739799116356576,,,,,,
debug_double255_emulation:fascicle_masked,250,binary,0.06665792949099231,0.06779964311997823,0.0011417136289859214,0.0029563578075065783,1173.0,0.9780127087667998,0.9569714977440299,,,,,,
debug_double255_emulation:super_vec,250,numeric,,,,,,,,px,10.0,-3.2,5.0,13.0,41.0
debug_double255_emulation:deep_vec,250,numeric,,,,,,,,px,10.0,3.0,3.0,6.418722614352485,17.0
debug_double255_emulation:alpha,250,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
source_uint8_exact:apo_thres,500,binary,0.934083050215237,0.29849636567096466,-0.6355866845442724,0.6355866845442723,252183.0,0.48434423262918336,0.319560841621292,,,,,,
source_uint8_exact:apo_super,500,binary,0.1110864677951065,0.0350982428195538,-0.0759882249755527,0.07598822497555272,30150.0,0.48019033826419777,0.31595426082221617,,,,,,
source_uint8_exact:apo_deep,500,binary,0.12747623320193965,0.042790317865171935,-0.08468591533676773,0.08468591533676771,33601.0,0.502627410927069,0.33567290772850394,,,,,,
source_uint8_exact:fas_thres_raw,500,binary,0.2195744659401369,0.21865202181605556,-0.0009224441240813508,0.003982135836198119,1580.0,0.9909130644827349,0.9819897866131679,,,,,,
source_uint8_exact:fas_thres,500,binary,0.2195744659401369,0.21865202181605556,-0.0009224441240813508,0.003982135836198119,1580.0,0.9909130644827349,0.9819897866131679,,,,,,
source_uint8_exact:Emask,500,binary,0.3239341485790328,0.37446694827255955,0.05053279969352675,0.050608409867631786,20080.0,0.9275367548880212,0.864865774296232,,,,,,
source_uint8_exact:fascicle_masked,500,binary,0.06392336152752714,0.0692916838889841,0.005368322361456956,0.006925891948020526,2748.0,0.9480096866959286,0.9011581900582691,,,,,,
source_uint8_exact:super_vec,500,numeric,,,,,,,,px,10.0,-21.4,21.4,22.693611435820433,29.0
source_uint8_exact:deep_vec,500,numeric,,,,,,,,px,10.0,13.7,13.7,16.189502771858066,26.0
source_uint8_exact:alpha,500,numeric,,,,,,,,deg,1.0,-1.0,1.0,1.0,1.0
debug_double255_emulation:apo_thres,500,binary,0.934083050215237,0.8916052544030325,-0.042477795812204455,0.04247779581220449,16854.0,0.976733270567187,0.9545246048491979,,,,,,
debug_double255_emulation:apo_super,500,binary,0.1110864677951065,0.10442773179559041,-0.006658735999516094,0.006658735999516095,2642.0,0.9691030288855105,0.9400580814955986,,,,,,
debug_double255_emulation:apo_deep,500,binary,0.12747623320193965,0.12152823283901082,-0.005948000362928835,0.005948000362928836,2360.0,0.9761128767788821,0.9533403191047668,,,,,,
debug_double255_emulation:fas_thres_raw,500,binary,0.2195744659401369,0.21865202181605556,-0.0009224441240813508,0.003982135836198119,1580.0,0.9909130644827349,0.9819897866131679,,,,,,
debug_double255_emulation:fas_thres,500,binary,0.2195744659401369,0.21865202181605556,-0.0009224441240813508,0.003982135836198119,1580.0,0.9909130644827349,0.9819897866131679,,,,,,
debug_double255_emulation:Emask,500,binary,0.3239341485790328,0.3268980674039499,0.002963918824917089,0.0029639188249170807,1176.0,0.995445955574832,0.9909332017516808,,,,,,
debug_double255_emulation:fascicle_masked,500,binary,0.06392336152752714,0.06402921577127418,0.00010585424374703889,0.0016583831520369382,658.0,0.9870390797352663,0.9744098316026912,,,,,,
debug_double255_emulation:super_vec,500,numeric,,,,,,,,px,10.0,-1.0,2.8,6.082762530298219,19.0
debug_double255_emulation:deep_vec,500,numeric,,,,,,,,px,10.0,1.0,1.0,2.569046515733026,8.0
debug_double255_emulation:alpha,500,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
source_uint8_exact:apo_thres,750,binary,0.9154476626374844,0.29435040779087235,-0.621097254846612,0.6210972548466122,246434.0,0.48661080718479044,0.3215371230975927,,,,,,
source_uint8_exact:apo_super,750,binary,0.11031524401923523,0.035209137741574505,-0.07510610627766073,0.07510610627766072,29800.0,0.483893314859716,0.31916838016906557,,,,,,
source_uint8_exact:apo_deep,750,binary,0.12549524664038794,0.04461504340023994,-0.080880203240148,0.080880203240148,32091.0,0.5245425587080524,0.35551181893037176,,,,,,
source_uint8_exact:fas_thres_raw,750,binary,0.20900416360025406,0.20834383474640347,-0.0006603288538505891,0.005106207091226196,2026.0,0.9877651094255762,0.9758259852760444,,,,,,
source_uint8_exact:fas_thres,750,binary,0.20900416360025406,0.20834383474640347,-0.0006603288538505891,0.005106207091226196,2026.0,0.9877651094255762,0.9758259852760444,,,,,,
source_uint8_exact:Emask,750,binary,0.3239341485790328,0.36886171403224016,0.04492756545320736,0.045693748550805,18130.0,0.934044426335664,0.8762508020149345,,,,,,
source_uint8_exact:fascicle_masked,750,binary,0.061748308852439183,0.06739638885808474,0.00564808000564556,0.007865978446059702,3121.0,0.9390917429402237,0.8851771458003752,,,,,,
source_uint8_exact:super_vec,750,numeric,,,,,,,,px,10.0,-22.6,22.6,22.969545054266966,27.0
source_uint8_exact:deep_vec,750,numeric,,,,,,,,px,10.0,8.3,8.3,11.954078801814886,24.0
source_uint8_exact:alpha,750,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
debug_double255_emulation:apo_thres,750,binary,0.9154476626374844,0.8627146068775015,-0.052733055759982994,0.052733055759983063,20923.0,0.9703440700187803,0.9423964275488403,,,,,,
debug_double255_emulation:apo_super,750,binary,0.11031524401923523,0.10371951649813999,-0.006595727521095246,0.006595727521095238,2617.0,0.9691838488984138,0.9402101896275988,,,,,,
debug_double255_emulation:apo_deep,750,binary,0.12549524664038794,0.12034871412297239,-0.00514653251741555,0.005146532517415543,2042.0,0.9790658574591979,0.9589902195087663,,,,,,
debug_double255_emulation:fas_thres_raw,750,binary,0.20900416360025406,0.20834383474640347,-0.0006603288538505891,0.005106207091226196,2026.0,0.9877651094255762,0.9758259852760444,,,,,,
debug_double255_emulation:fas_thres,750,binary,0.20900416360025406,0.20834383474640347,-0.0006603288538505891,0.005106207091226196,2026.0,0.9877651094255762,0.9758259852760444,,,,,,
debug_double255_emulation:Emask,750,binary,0.3239341485790328,0.33247305757462725,0.008538908995594452,0.009042976822961298,3588.0,0.9862235259787133,0.9728214761847049,,,,,,
debug_double255_emulation:fascicle_masked,750,binary,0.061748308852439183,0.06192221225288075,0.00017390340044156488,0.0023817204843083685,945.0,0.9807414049603619,0.9622105810373095,,,,,,
debug_double255_emulation:super_vec,750,numeric,,,,,,,,px,10.0,-0.8,2.4,4.8373546489791295,15.0
debug_double255_emulation:deep_vec,750,numeric,,,,,,,,px,10.0,4.9,4.9,9.311283477587825,23.0
debug_double255_emulation:alpha,750,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
source_uint8_exact:apo_thres,1000,binary,0.8759942737894811,0.29343048400592786,-0.5825637897835533,0.5825637897835533,231145.0,0.5018373042812961,0.33496849555485225,,,,,,
source_uint8_exact:apo_super,1000,binary,0.10966751686106882,0.03640377849243394,-0.07326373836863488,0.07326373836863488,29069.0,0.49843849750677227,0.3319467745271528,,,,,,
source_uint8_exact:apo_deep,1000,binary,0.12160384301311584,0.041830068654038086,-0.07977377435907776,0.07977377435907776,31652.0,0.5118897079233877,0.3439864038632925,,,,,,
source_uint8_exact:fas_thres_raw,1000,binary,0.20912513987882209,0.20830350932021413,-0.0008216305586079553,0.004929783351647798,1956.0,0.9881901173742936,0.976655925528106,,,,,,
source_uint8_exact:fas_thres,1000,binary,0.20912513987882209,0.20830350932021413,-0.0008216305586079553,0.004929783351647798,1956.0,0.9881901173742936,0.976655925528106,,,,,,
source_uint8_exact:Emask,1000,binary,0.3308751625618743,0.36886171403224016,0.03798655147036584,0.038813222707247484,15400.0,0.9445316889740524,0.8948934601891918,,,,,,
source_uint8_exact:fascicle_masked,1000,binary,0.06258002076759449,0.06681419051747603,0.004234169749881542,0.006356295303095985,2522.0,0.950876509544215,0.9063532731796071,,,,,,
source_uint8_exact:super_vec,1000,numeric,,,,,,,,px,10.0,-20.5,21.7,22.52332124709853,27.0
source_uint8_exact:deep_vec,1000,numeric,,,,,,,,px,10.0,6.5,6.9,9.884331034521255,26.0
source_uint8_exact:alpha,1000,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
debug_double255_emulation:apo_thres,1000,binary,0.8759942737894811,0.8178122448156624,-0.058182028973818745,0.05818202897381872,23085.0,0.9656501328016308,0.933581724544696,,,,,,
debug_double255_emulation:apo_super,1000,binary,0.10966751686106882,0.10318520460113113,-0.0064823122599376864,0.006482312259937697,2572.0,0.9695455514244441,0.9408912279089008,,,,,,
debug_double255_emulation:apo_deep,1000,binary,0.12160384301311584,0.11712268002782454,-0.004481162985291304,0.004481162985291301,1778.0,0.9812288851351352,0.963149495326328,,,,,,
debug_double255_emulation:fas_thres_raw,1000,binary,0.20912513987882209,0.20830350932021413,-0.0008216305586079553,0.004929783351647798,1956.0,0.9881901173742936,0.976655925528106,,,,,,
debug_double255_emulation:fas_thres,1000,binary,0.20912513987882209,0.20830350932021413,-0.0008216305586079553,0.004929783351647798,1956.0,0.9881901173742936,0.976655925528106,,,,,,
debug_double255_emulation:Emask,1000,binary,0.3308751625618743,0.3352807153730606,0.004405552811186264,0.0053532003266359525,2124.0,0.991964042495233,0.9840562086204567,,,,,,
debug_double255_emulation:fascicle_masked,1000,binary,0.06258002076759449,0.06254221568054197,-3.780508705251984e-05,0.0021750526750879597,863.0,0.982616577701682,0.9658271956917716,,,,,,
debug_double255_emulation:super_vec,1000,numeric,,,,,,,,px,10.0,-0.1,2.7,4.888762624632126,14.0
debug_double255_emulation:deep_vec,1000,numeric,,,,,,,,px,10.0,2.7,2.7,6.774953874381729,21.0
debug_double255_emulation:alpha,1000,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
source_uint8_exact:apo_thres,1250,binary,0.8629439577389534,0.2864592259534443,-0.5764847317855091,0.5764847317855091,228733.0,0.49844863841982584,0.33195576999462606,,,,,,
source_uint8_exact:apo_super,1250,binary,0.10831409474458883,0.03585434456060407,-0.07245975018398476,0.07245975018398476,28750.0,0.4973951959721688,0.33102196574832465,,,,,,
source_uint8_exact:apo_deep,1250,binary,0.12098888026372828,0.042659260230056555,-0.07832962003367172,0.07832962003367173,31079.0,0.521353436725139,0.35258827205499427,,,,,,
source_uint8_exact:fas_thres_raw,1250,binary,0.2027310394886736,0.20130452753722541,-0.0014265119514481894,0.005307834222172935,2106.0,0.9868629530285072,0.9740665944241946,,,,,,
source_uint8_exact:fas_thres,1250,binary,0.2027310394886736,0.20130452753722541,-0.0014265119514481894,0.005307834222172935,2106.0,0.9868629530285072,0.9740665944241946,,,,,,
source_uint8_exact:Emask,1250,binary,0.33366265764721303,0.3646174629258113,0.030954805278598285,0.03196294093333199,12682.0,0.9542261909058753,0.9124594464002209,,,,,,
source_uint8_exact:fascicle_masked,1250,binary,0.06321766656921356,0.06670329559545532,0.0034856290262417627,0.005799300353855615,2301.0,0.9553628586393529,0.9145403899721448,,,,,,
source_uint8_exact:super_vec,1250,numeric,,,,,,,,px,10.0,-17.5,22.9,23.179732526498228,28.0
source_uint8_exact:deep_vec,1250,numeric,,,,,,,,px,10.0,5.2,6.8,7.085195833567341,10.0
source_uint8_exact:alpha,1250,numeric,,,,,,,,deg,1.0,-4.5,4.5,4.5,4.5
debug_double255_emulation:apo_thres,1250,binary,0.8629439577389534,0.7968556248928856,-0.06608833284606774,0.06608833284606777,26222.0,0.9601829440508259,0.923415266711839,,,,,,
debug_double255_emulation:apo_super,1250,binary,0.10831409474458883,0.10102023328259051,-0.007293861461998327,0.007293861461998326,2894.0,0.9651568783259891,0.9326600893521966,,,,,,
debug_double255_emulation:apo_deep,1250,binary,0.12098888026372828,0.11547941891060862,-0.005509461353119666,0.005509461353119676,2186.0,0.9767010572987722,0.9544630767628373,,,,,,
debug_double255_emulation:fas_thres_raw,1250,binary,0.2027310394886736,0.20130452753722541,-0.0014265119514481894,0.005307834222172935,2106.0,0.9868629530285072,0.9740665944241946,,,,,,
debug_double255_emulation:fas_thres,1250,binary,0.2027310394886736,0.20130452753722541,-0.0014265119514481894,0.005307834222172935,2106.0,0.9868629530285072,0.9740665944241946,,,,,,
debug_double255_emulation:Emask,1250,binary,0.33366265764721303,0.3367324307158771,0.0030697730686640723,0.0030697730686641196,1218.0,0.995420949344722,0.990883642950167,,,,,,
debug_double255_emulation:fascicle_masked,1250,binary,0.06321766656921356,0.0629127055336566,-0.00030496103555695264,0.002008710292056899,797.0,0.9840743331002099,0.9686479682152551,,,,,,
debug_double255_emulation:super_vec,1250,numeric,,,,,,,,px,10.0,-0.6,2.4,4.8373546489791295,15.0
debug_double255_emulation:deep_vec,1250,numeric,,,,,,,,px,10.0,1.2,1.2,1.61245154965971,3.0
debug_double255_emulation:alpha,1250,numeric,,,,,,,,deg,1.0,0.0,0.0,0.0,0.0
