matlab_row,python_frame,time_s,python_time_s,matlab_fas_length_mm,python_fas_length_mm,matlab_fas_ang_deg,python_fas_ang_deg,matlab_fas_pen_deg,python_fas_pen_deg,delta_fas_length_mm,delta_fas_ang_deg,delta_fas_pen_deg
31,32,0.9597789327546702,0.9597792507723223,72.25321779438868,75.92860863472629,18.50136191317171,17.477904044607612,20.40875105588967,19.2912220066014,3.675390840337613,-1.0234578685640976,-1.1175290492882688
32,33,0.9897720244032536,0.9897723523589574,72.23409743676363,75.90568959045966,18.506503354123314,17.485341467843966,20.412050421772403,19.294404115142413,3.671592153696025,-1.021161886279348,-1.1176463066299895
33,34,1.019765116051837,1.0197654539455925,72.21534122640054,75.89665475701666,18.511183533084008,17.489371084920492,20.41266701635154,19.296748959000723,3.681313530616123,-1.0218124481635158,-1.115918057350818
34,35,1.0497582077004206,1.0497585555322275,72.2025174414229,75.89638446779605,18.514868096388366,17.49057252514345,20.41408517799319,19.29489219717155,3.6938670263731552,-1.0242955712449167,-1.1191929808216408
35,36,1.0797512993490042,1.0797516571188626,72.19474265535695,75.89905938119314,18.51703593964422,17.48867687848636,20.411888482823066,19.290648487768834,3.7043167258361933,-1.028359061157861,-1.121239995054232
36,37,1.1097443909975875,1.1097447587054976,72.194035106318,75.89840771248656,18.516086283845823,17.48451602480148,20.405613171782505,19.289579407766155,3.704372606168562,-1.0315702590443436,-1.1160337640163505
37,38,1.139737482646171,1.1397378602921329,72.19121720839297,75.88095322779763,18.51269644910473,17.48386262604012,20.401868553204057,19.294827455331557,3.6897360194046627,-1.028833823064609,-1.1070410978725
38,39,1.1697305742947544,1.169730961878768,72.17608874781914,75.59813872262404,18.512338893800862,17.475040121625455,20.40351809318739,19.349448392201793,3.4220499748049065,-1.037298772175408,-1.0540697009855968
39,40,1.199723665943338,1.199724063465403,71.93077420635991,74.48117711805335,18.505892142560043,17.84788129202613,20.441944046277783,19.494207376405114,2.550402911693439,-0.6580108505339126,-0.9477366698726684
40,41,1.2297167575919212,1.229717165052038,71.07058896325636,73.33577383559971,18.7943019080194,18.24223200981612,20.487665427696047,19.57046449829906,2.2651848723433545,-0.5520698982032783,-0.9172009293969872
41,42,1.2597098492405048,1.259710266638673,70.36966840173135,72.10175593299161,19.130005678937984,18.5844119620875,20.522231451307714,19.7831971393731,1.7320875312602624,-0.5455937168504832,-0.7390343119346134
42,43,1.289702940889088,1.289703368225308,69.35981732387083,70.32446576264358,19.427572227768675,19.145265599002045,20.673596054004303,20.35246733149515,0.9646484387727554,-0.28230662876663004,-0.3211287225091546
43,44,1.3196960325376716,1.319696469811943,68.20159988405197,69.01684523652831,19.80148425939824,19.471176467150826,20.996528936792963,20.616374585994123,0.8152453524763388,-0.3303077922474138,-0.38015435079883986
44,45,1.349689124186255,1.3496895713985784,67.2142930314959,67.81872047136274,20.069319320221126,19.738272490325215,21.244574387673524,20.907858071028386,0.6044274398668392,-0.33104682989591083,-0.3367163166451377
45,46,1.3796822158348385,1.3796826729852134,66.35584349701486,66.84653489967769,20.287753212644017,20.046524710310223,21.442733967577322,21.137592274391494,0.49069140266283284,-0.24122850233379367,-0.30514169318582773
46,47,1.4096753074834218,1.4096757745718485,65.64588964999223,65.89256877739746,20.518339553038082,20.39235571732064,21.62565874624502,21.34512357102645,0.2466791274052298,-0.12598383571744165,-0.28053517521857074
47,48,1.4396683991320054,1.4396688761584835,64.90440102023953,65.15938238945886,20.801812146227192,20.61812452008624,21.809166801516827,21.570190341288537,0.2549813692193226,-0.18368762614095147,-0.23897646022829022
48,49,1.469661490780589,1.4696619777451185,64.26672121895191,64.14663780519496,21.024677727262546,20.95425725896277,22.001402581113872,21.8213300519094,-0.12008341375695863,-0.07042046829977622,-0.18007252920447314
49,50,1.4996545824291723,1.4996550793317536,63.448594192756445,63.46401264914426,21.300789610038706,21.161448117040464,22.236970936538185,22.001257898277657,0.01541845638781325,-0.13934149299824128,-0.2357130382605277
50,51,1.5296476740777558,1.5296481809183886,62.852236682357216,63.00866684601966,21.508638380009316,21.279041654680015,22.394183607248635,22.122825156034423,0.1564301636624421,-0.22959672532930142,-0.271358451214212
51,52,1.5596407657263391,1.5596412825050239,62.40836726034786,62.71320286122297,21.613993764873673,21.38265121110925,22.49802315525696,22.20148753831839,0.3048356008751085,-0.23134255376442425,-0.29653561693857
52,53,1.5896338573749227,1.589634384091659,62.13209800949139,62.284100593447455,21.70758124988916,21.522421962949267,22.565473826426967,22.327369656430307,0.1520025839560617,-0.1851592869398928,-0.23810416999666018
53,54,1.619626949023506,1.619627485678294,61.75120037107006,61.921779787155614,21.828084598849973,21.656507919603655,22.67367463813999,22.447687497040192,0.17057941608555183,-0.1715766792463178,-0.22598714109979667
54,55,1.6496200406720896,1.649620587264929,61.412760831468674,61.53580548378029,21.94999651649764,21.815399134856335,22.779502683119638,22.599946407476835,0.12304465231161288,-0.1345973816413064,-0.17955627564280263
55,56,1.6796131323206729,1.679613688851564,61.08325183790365,61.200546563712024,22.081167750181173,21.934346257094262,22.912970869771836,22.736132058692135,0.11729472580837097,-0.14682149308691095,-0.17683881107970123
56,57,1.7096062239692564,1.709606790438199,60.79150705651509,61.010808616351,22.180836161871913,22.00790583985858,23.036563870881828,22.81815458017553,0.21930155983591249,-0.17293032201333247,-0.21840929070629755
57,58,1.7395993156178398,1.7395998920248343,60.53619793799151,60.688105250750255,22.275394939811783,22.138762130919247,23.14009301426203,22.9627651877355,0.1519073127587447,-0.1366328088925357,-0.177327826526529
58,59,1.7695924072664233,1.7695929936114694,60.246125010756394,60.42669216912387,22.398407655663117,22.268749918323437,23.277242621596958,23.089689354105474,0.18056715836747372,-0.12965773733968078,-0.18755326749148438
59,60,1.7995854989150066,1.7995860951981044,60.020402438251374,60.19642937726248,22.5082623353179,22.374355681359702,23.391618292587832,23.197052189069268,0.1760269390111091,-0.13390665395819923,-0.1945661035185644
60,61,1.8295785905635902,1.8295791967847395,59.879360096775926,60.00268189466245,22.574828480772183,22.4552698991603,23.466338371144044,23.31087469313104,0.12332179788652553,-0.1195585816118836,-0.1554636780130032
61,62,1.8595716822121735,1.8595722983713745,59.73766642816357,59.907194963957096,22.644645314626118,22.493584976961756,23.552026393966482,23.378181279667103,0.16952853579352478,-0.15106033766436155,-0.17384511429937888
62,63,1.889564773860757,1.8895653999580095,59.572000818151004,59.65135726822876,22.71268499799808,22.58303557280135,23.64194785384697,23.481155089958264,0.0793564500777535,-0.12964942519672817,-0.16079276388870412
63,64,1.9195578655093404,1.9195585015446446,59.33160887173868,59.53313716090602,22.812403445838303,22.624300848818365,23.741954741183246,23.534107407708007,0.20152828916734222,-0.18810259701993814,-0.20784733347523954
64,65,1.949550957157924,1.9495516031312798,59.185321715630714,59.43708404714383,22.855092555999025,22.674430442521015,23.805491850720465,23.57166062242456,0.2517623315131132,-0.18066211347801087,-0.2338312282959052
65,66,1.9795440488065075,1.9795447047179149,59.08982587090148,59.42317325755546,22.903910459243637,22.73190314632413,23.859505583033876,23.59804059872596,0.33334738665398334,-0.17200731291950788,-0.2614649843079171
66,67,2.0095371404550906,2.0095378063045497,59.044965197733696,59.32227858408037,22.97093906929418,22.789445950131835,23.900026505348077,23.646309668070757,0.2773133863466768,-0.18149311916234367,-0.2537168372773202
67,68,2.039530232103674,2.039530907891185,58.959077575923544,59.30541613886958,23.030945846340664,22.819072228242618,23.93719222304787,23.668425933814945,0.3463385629460376,-0.21187361809804628,-0.268766289232925
68,69,2.0695233237522577,2.0695240094778202,58.94628444139975,59.215263181530474,23.0613106108782,22.857408206033625,23.95458579177675,23.761185427873443,0.2689787401307271,-0.20390240484457323,-0.19340036390330795
69,70,2.099516415400841,2.099517111064455,58.84429216355917,59.04267944008861,23.10348343621796,22.938601166416845,24.035479242396885,23.809224670050554,0.198387276529445,-0.1648822698011152,-0.22625457234633117
70,71,2.1295095070494248,2.1295102126510903,58.65501074594201,58.88181034357361,23.20399134469141,23.04341409367433,24.11101818658029,23.886597961446085,0.2267995976316044,-0.16057725101708087,-0.22442022513420312
71,72,2.159502598698008,2.159503314237725,58.48751369518231,58.680095449317484,23.312282269542795,23.182727671944065,24.204983536077844,23.99180967958779,0.1925817541351762,-0.12955459759873023,-0.21317385649005516
72,73,2.1894956903465914,2.1894964158243604,58.29707923848227,58.4785889151661,23.445757622103038,23.312828495777808,24.29915290218497,24.112979917937736,0.1815096766838309,-0.13292912632523013,-0.18617298424723572
73,74,2.219488781995175,2.219489517410995,58.10976087009144,58.18126031818069,23.57115626444374,23.46121086989922,24.414537142635094,24.23797327394618,0.07149944808924857,-0.10994539454452124,-0.1765638686889126
74,75,2.2494818736437585,2.2494826189976305,57.85996507063801,57.952792071106174,23.701710638957334,23.56261892694269,24.52975629423818,24.318408344449125,0.09282700046816217,-0.13909171201464332,-0.21134794978905447
75,76,2.2794749652923416,2.2794757205842657,57.65940867601356,57.81183393496268,23.798454598879427,23.606194628341626,24.60191500099006,24.37817657160744,0.15242525894911552,-0.1922599705378012,-0.223738429382621
76,77,2.309468056940925,2.3094688221709005,57.42663815891562,57.66796230293395,23.884949128239064,23.646059456142183,24.70519946874628,24.436433465701498,0.24132414401832847,-0.2388896720968816,-0.2687660030447816
77,78,2.3394611485895087,2.339461923757536,57.26149906194395,57.633123475479806,23.939694198833006,23.67181019779244,24.781103647859375,24.470451201185824,0.37162441353585507,-0.2678840010405672,-0.31065244667355074
78,79,2.3694542402380923,2.3694550253441706,57.227765139602276,57.71503723859374,23.963020216003816,23.65459487977745,24.809172354269986,24.392249905645485,0.4872720989914612,-0.30842533622636736,-0.4169224486245007
79,80,2.3994473318866754,2.399448126930806,57.24732265690113,57.74641164272892,23.948983768617452,23.623893966359475,24.824909482984538,24.436780170530767,0.4990889858277896,-0.32508980225797757,-0.3881293124537706
80,81,2.429440423535259,2.4294412285174407,57.26013097669862,57.761239605989886,23.92870346315655,23.626558436406157,24.84297070077001,24.46664378765493,0.5011086292912665,-0.30214502675039157,-0.37632691311507926
81,82,2.4594335151838425,2.459434330104076,57.24412477552388,57.71649543271211,23.95065291486421,23.67181569745952,24.89005239343773,24.518756040506844,0.4723706571882289,-0.27883721740468914,-0.37129635293088725
82,83,2.489426606832426,2.4894274316907112,57.18815654358933,57.69418624726281,23.987362402757892,23.716647748912095,24.921635257000833,24.617479538263694,0.5060297036734838,-0.27071465384579696,-0.30415571873713887
83,84,2.5194196984810096,2.519420533277346,57.1825627644453,57.71634544503567,24.025979236335527,23.74369965993759,24.986528681827746,24.674406324039694,0.5337826805903703,-0.28227957639793644,-0.3121223577880521
84,85,2.5494127901295927,2.5494136348639813,57.1716066403309,57.70562517281138,24.077292781996555,23.753497278571473,25.045568812088085,24.698892117682107,0.5340185324804807,-0.3237955034250817,-0.3466766944059785
85,86,2.579405881778176,2.579406736450616,57.16960670693003,57.732897510973906,24.10718146766002,23.737240428212743,25.086140311885934,24.685794069579487,0.5632908040438735,-0.3699410394472764,-0.40034624230644766
86,87,2.6093989734267597,2.6093998380372514,57.18267930224096,57.78432662273539,24.10155037806727,23.734248972407926,25.082118103164298,24.666222392566993,0.601647320494429,-0.36730140565934377,-0.41589571059730446
87,88,2.6393920650753433,2.639392939623886,57.33021098376143,57.76887009941317,24.129426693935404,23.82194531962176,25.111070222262573,24.63365093629892,0.4386591156517383,-0.3074813743136424,-0.47741928596365213
88,89,2.6693851567239264,2.6693860412105215,57.23577706631805,57.828601386223546,24.22708765974893,23.859379522098294,25.143618615705428,24.54896275109394,0.5928243199054961,-0.36770813765063437,-0.5946558646114894
89,90,2.69937824837251,2.6993791427971567,57.256432636439214,57.686826335460154,24.294178611438685,23.945329998317703,25.056351676109966,24.568425953454977,0.4303936990209394,-0.3488486131209818,-0.4879257226549889
90,91,2.7293713400210935,2.7293722443837916,57.23144318859941,56.68081953955831,24.411504945306014,24.322832778166116,25.091108967118736,25.073350185535702,-0.5506236490410998,-0.08867216713989734,-0.017758781583033567
91,92,2.759364431669677,2.759365345970427,56.38697496260356,55.963794384414975,24.707805844935727,24.571447872625185,25.472421089922566,25.41725199455371,-0.42318057818858534,-0.1363579723105417,-0.05516909536885706
92,93,2.78935752331826,2.7893584475570616,55.71577124687837,55.70308149307122,24.90617172011117,24.842861954308233,25.770766514834964,25.669853954160345,-0.01268975380715176,-0.06330976580293779,-0.10091256067461885
93,94,2.8193506149668437,2.819351549143697,55.156181829606936,54.8692646321784,25.1574925255981,25.198375778293155,26.013314414073147,26.068930622849308,-0.2869171974285365,0.04088325269505333,0.05561620877616136
94,95,2.8493437066154272,2.8493446507303317,54.44880197019045,54.28115645055699,25.466837223300633,25.432570919933113,26.37616710403601,26.31859118776282,-0.16764551963346008,-0.03426630336752012,-0.057575916273190586
95,96,2.879336798264011,2.879337752316967,53.8243831859104,53.9031026202775,25.72421930008314,25.706045613811,26.668934454639277,26.50639870725101,0.07871943436710183,-0.018173686272138667,-0.1625357473882687
96,97,2.9093298899125943,2.9093308539036022,53.27193128793724,53.43684355049394,26.000128437130865,25.991630324171098,26.840609947104237,26.70364263074336,0.16491226255669744,-0.008498112959767212,-0.13696731636087733
97,98,2.9393229815611774,2.939323955490237,52.88299689608987,52.810877565537595,26.26056185834645,26.24235929143589,27.025927466483065,26.909021630553326,-0.07211933055227604,-0.01820256691055988,-0.1169058359297388
98,99,2.969316073209761,2.9693170570768723,52.29204392429333,52.31719364144146,26.52057160919999,26.419429567477522,27.23684674515073,27.04053568268003,0.025149717148131856,-0.10114204172246843,-0.19631106247069852
99,100,2.9993091648583445,2.999310158663507,51.843950600045446,51.94539350737122,26.723218964371043,26.50253527104246,27.369915371129153,27.18772265604491,0.10144290732577588,-0.2206836933285814,-0.18219271508424129
100,101,3.029302256506928,3.0293032602501424,51.445306699694456,51.652410207313906,26.843679120799813,26.585330608299586,27.545012490260877,27.28175925489947,0.2071035076194505,-0.25834851250022695,-0.26325323536140743
101,102,3.059295348155511,3.0592963618367772,51.138311673893945,51.344254672597884,26.925653992575537,26.676829269716023,27.6545569439556,27.39366237666772,0.2059429987039394,-0.24882472285951351,-0.2608945672878811
102,103,3.0892884398040947,3.0892894634234125,50.859535962640905,51.131058143575615,27.012191296411523,26.72835205538385,27.7582890382111,27.447134164703556,0.2715221809347099,-0.2838392410276711,-0.3111548735075438
103,104,3.1192815314526783,3.1192825650100477,50.61094805673196,50.97093634288996,27.066428958933173,26.766915374743405,27.850309788872725,27.458905242893707,0.35998828615799994,-0.2995135841897678,-0.3914045459790181
104,105,3.149274623101262,3.1492756665966826,50.47311507521838,50.82598946045867,27.088077226595885,26.765172312337313,27.851528341889633,27.51026318163892,0.35287438524029113,-0.32290491425857226,-0.34126516025071396
105,106,3.179267714749845,3.179268768183318,50.34270963118538,50.60085227789623,27.10875030650999,26.848704611341816,27.895604774570515,27.62215271140917,0.2581426467108514,-0.26004569516817355,-0.2734520631613435
106,107,3.2092608063984285,3.2092618697699526,50.064711462914524,50.18860424107132,27.23937965341459,27.04249987426823,28.04907990196898,27.828058238062,0.12389277815679378,-0.1968797791463608,-0.2210216639069813
107,108,3.239253898047012,3.239254971356588,49.70195965921959,49.9232155476423,27.41634383023125,27.16098579222279,28.242616776125068,27.96905701400007,0.2212558884227107,-0.2553580380084597,-0.27355976212499655
108,109,3.2692469896955956,3.269248072943223,49.44519295528235,49.53082425956082,27.545178037015162,27.392046980124633,28.392887529053244,28.214344725853948,0.08563130427847199,-0.15313105689052975,-0.17854280319929572
109,110,3.2992400813441787,3.299241174529858,49.10883121142304,49.18035376562999,27.754255830453193,27.578056638791082,28.613718593657822,28.450324700387313,0.07152255420695042,-0.17619919166211062,-0.16339389327050924
110,111,3.3292331729927622,3.3292342761164933,48.707505184972774,48.80234250648585,27.977937000528023,27.814177838650323,28.886112467743246,28.712663960563276,0.09483732151307578,-0.16375916187769946,-0.17344850717996962
111,112,3.3592262646413458,3.359227377703128,48.350163111540226,48.482673049648604,28.213241732741487,28.01817964225029,29.135838513194912,28.94128192791422,0.1325099381083774,-0.1950620904911986,-0.19455658528069364
112,113,3.3892193562899293,3.3892204792897633,47.97173429889706,48.25356701990649,28.432172121910106,28.168309136427098,29.393877975611293,29.10131034179753,0.2818327210094296,-0.26386298548300857,-0.29256763381376416
113,114,3.419212447938513,3.419213580876398,47.74129424781149,48.06553976428759,28.598225189961457,28.306257205003533,29.55795842634173,29.223356956911914,0.324245516476104,-0.29196798495792464,-0.33460146942981694
114,115,3.449205539587096,3.4492066824630334,47.574237482390586,47.74530536439861,28.717665561413096,28.508921160437353,29.676794412078237,29.433328890899162,0.1710678820080247,-0.20874440097574265,-0.2434655211790755
115,116,3.4791986312356795,3.4791997840496687,47.2593386510761,47.23684654072798,28.913442635774285,28.692262631851833,29.897086053806483,29.80451850956507,-0.022492110348117933,-0.22118000392245207,-0.09256754424141178
116,117,3.509191722884263,3.5091928856363035,46.748862723674605,47.13660907269006,29.09098997465035,28.797313079015822,30.277878316264548,29.821081363218354,0.38774634901545113,-0.29367689563452615,-0.4567969530461937
117,118,3.5391848145328466,3.5391859872229388,46.40968217391925,47.03378710482259,29.19518131969384,28.83886207214121,30.51730556984341,29.80670991162711,0.6241049309033428,-0.35631924755263,-0.7105956582162989
118,119,3.5691779061814297,3.5691790888095736,46.40644178095539,47.04080120356259,29.238306668864016,28.844795258913337,30.405492373713663,29.835318817680047,0.6343594226071971,-0.3935114099506798,-0.5701735560336161
119,120,3.5991709978300133,3.599172190396209,46.32496216945938,47.197585999277784,29.26445725880239,28.84545892198915,30.575475444462555,29.796517757279304,0.8726238298184015,-0.4189983368132424,-0.7789576871832509
120,121,3.629164089478597,3.6291652919828437,46.55489806817767,47.29060255082065,29.279283174657483,28.79975692594445,30.395809400590103,29.783544233174467,0.7357044826429799,-0.4795262487130323,-0.6122651674156359
121,122,3.6591571811271804,3.659158393569479,46.72095683496215,47.40436510511448,29.221374788194662,28.784065171873436,30.314982688083106,29.710310706466117,0.6834082701523272,-0.437309616321226,-0.6046719816169883
122,123,3.6891502727757635,3.689151495156114,46.852627157431584,47.418851539055794,29.188114287386696,28.770467275584338,30.2339600937839,29.712648497855184,0.5662243816242096,-0.41764701180235875,-0.5213115959287151
123,124,3.719143364424347,3.719144596742749,46.9183454896617,47.43676419219239,29.17997574195118,28.780218580904176,30.209040769890688,29.71379021587697,0.5184187025306954,-0.39975716104700254,-0.49525055401371887
124,125,3.7491364560729306,3.7491376983293843,46.973895591264494,47.45554141026977,29.18250696862871,28.79934935198125,30.188045468983162,29.693535383533003,0.4816458190052728,-0.3831576166474626,-0.49451008545015895
125,126,3.779129547721514,3.779130799916019,47.00466574583838,47.5024156496641,29.180894947292046,28.775762530622103,30.172413511913533,29.67955079999669,0.4977499038257207,-0.40513241666994304,-0.4928627119168425
126,127,3.809122639370097,3.8091239015026543,47.022975145384514,47.49849471702774,29.16806367498004,28.77831407249414,30.156716341778,29.674421555247108,0.47551957164322545,-0.3897496024858995,-0.4822947865308933
127,128,3.8391157310186808,3.839117003089289,46.99983981429641,47.481269453354706,29.175328925687243,28.786489797640655,30.146886788704357,29.676451175331408,0.48142963905829816,-0.3888391280465875,-0.47043561337294904
128,129,3.8691088226672643,3.8691101046759244,46.974116995868926,47.4426985093919,29.183923250345835,28.817591998514928,30.14217168137904,29.709055842017108,0.4685815135229774,-0.366331251830907,-0.4331158393619319
129,130,3.899101914315848,3.8991032062625597,46.91165153629045,47.3997168894702,29.218912989076923,28.83802862031132,30.184660143788008,29.73781319692344,0.4880653531797492,-0.38088436876560294,-0.44684694686456794
130,131,3.9290950059644314,3.9290963078491945,46.842828456487894,47.359384595974426,29.244096799116146,28.854541241681346,30.24114294005779,29.77462342259011,0.5165561394865321,-0.3895555574348002,-0.46651951746768106
131,132,3.9590880976130145,3.9590894094358298,46.80958671892902,47.32195546050309,29.254891941626386,28.87991654097698,30.26962264539647,29.800887654208452,0.5123687415740719,-0.37497540064940793,-0.4687349911880183
132,133,3.989081189261598,3.9890825110224646,46.87243388197081,47.278862466135536,29.287636919104944,28.892736644310048,30.297017275550097,29.833457557465493,0.40642858416472905,-0.394900274794896,-0.4635597180846034
133,134,4.019074280910181,4.019075612609099,46.89783494376315,47.22145075288035,29.30842679218893,28.903738854509044,30.324771558349706,29.870124991972688,0.3236158091172001,-0.40468793767988487,-0.4546465663770185
134,135,4.049067372558764,4.049068714195735,46.886223121403496,47.15610290686658,29.330218604297805,28.95632787939678,30.36518282868884,29.928198347591604,0.26987978546308256,-0.37389072490102393,-0.4369844810972374
135,136,4.079060464207348,4.07906181578237,46.838819591113015,47.097139955473175,29.401809953034903,29.031390505059477,30.448203230632487,29.999362291407124,0.25832036436015926,-0.3704194479754257,-0.44884093922536294
136,137,4.109053555855931,4.109054917369005,46.76089068775151,47.142773487985004,29.481890364919018,29.044263546997627,30.522279195577607,29.985412423517232,0.3818828002334911,-0.4376268179213909,-0.5368667720603746
137,138,4.1390466475045145,4.1390480189556405,46.8770502144256,47.17632167372585,29.481478405904024,29.040663597223727,30.496483149996607,29.975497741769658,0.29927145930025034,-0.44081480868029743,-0.5209854082269487
