frame_index_video,frame_index_matlab,frame_index_python,time_seconds,variable,method,unit,error_python_minus_matlab,absolute_error,error_p95_threshold,python_jump,jump_p95_threshold,confidence_score,relevant_R_scale,fallback_flag,missing_detection_flag,flag_reason,physical_error_threshold
157,158,157,4.708916949101707,ANG,fixed-R,deg,1.1847541454464157,1.1847541454464157,1.3056817061752408,0.08129597158634283,0.3019525368642973,0.9640918769825377,0.6793387716051125,True,False,promoted Hough localmax fallback used,not applied; no prospectively justified threshold was supplied
160,161,160,4.798896253861612,ANG,fixed-R,deg,1.181718452408596,1.181718452408596,1.3056817061752408,0.14048587562072612,0.3019525368642973,0.9228416332290589,1.9934093155321642,True,False,promoted Hough localmax fallback used,not applied; no prospectively justified threshold was supplied
174,175,174,5.218799676074503,ANG,fixed-R,deg,1.119769388809214,1.119769388809214,1.3056817061752408,0.1067980976183378,0.3019525368642973,0.954172580844291,0.9893470720236035,True,False,promoted Hough localmax fallback used,not applied; no prospectively justified threshold was supplied
178,179,178,5.338772082421043,ANG,fixed-R,deg,1.1317020615734457,1.1317020615734457,1.3056817061752408,0.0993406358924176,0.3019525368642973,0.9199643895660572,1.015070022370163,True,False,promoted Hough localmax fallback used,not applied; no prospectively justified threshold was supplied
180,181,180,5.3987582855943135,ANG,fixed-R,deg,1.14593900789027,1.14593900789027,1.3056817061752408,0.05628599269226697,0.3019525368642973,0.9627379363988394,0.7487539615996405,True,False,promoted Hough localmax fallback used,not applied; no prospectively justified threshold was supplied
181,182,181,5.428751387180948,ANG,fixed-R,deg,1.1612765616320893,1.1612765616320893,1.3056817061752408,0.07346628379704612,0.3019525368642973,0.8722262187788216,2.733467569530366,True,False,promoted Hough localmax fallback used,not applied; no prospectively justified threshold was supplied
188,189,188,5.638703098287394,ANG,fixed-R,deg,1.1677386984342881,1.1677386984342881,1.3056817061752408,0.37781843771128365,0.3019525368642973,0.8251186128761218,1.9184227558797697,False,False,abrupt Python frame-to-frame jump above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
189,190,189,5.668696199874029,ANG,fixed-R,deg,1.122892260067978,1.122892260067978,1.3056817061752408,0.32912968656199837,0.3019525368642973,0.7000506167290419,3.1495717161645884,False,False,abrupt Python frame-to-frame jump above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
209,210,209,6.26855823160673,ANG,fixed-R,deg,0.699591363165549,0.699591363165549,1.3056817061752408,0.34558582931359183,0.3019525368642973,0.7799052980188613,1.9807549297713432,False,False,abrupt Python frame-to-frame jump above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
210,211,210,6.298551333193365,ANG,fixed-R,deg,0.7419956868390116,0.7419956868390116,1.3056817061752408,0.33074363346688074,0.3019525368642973,0.7795279656980748,2.3515703577434284,False,False,abrupt Python frame-to-frame jump above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
302,303,302,9.057916679163792,ANG,fixed-R,deg,0.6042776183731142,0.6042776183731142,1.3056817061752408,0.30615526905512525,0.3019525368642973,0.8300138537980348,1.7522511385534112,False,False,abrupt Python frame-to-frame jump above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
303,304,303,9.087909780750428,ANG,fixed-R,deg,0.6082397920593969,0.6082397920593969,1.3056817061752408,0.3758630640793683,0.3019525368642973,0.7994293340614522,2.020499798273245,False,False,abrupt Python frame-to-frame jump above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
304,305,304,9.117902882337063,ANG,fixed-R,deg,0.6261665055348367,0.6261665055348367,1.3056817061752408,0.3046520299169799,0.3019525368642973,0.8357137661132477,1.7840443146411873,False,False,abrupt Python frame-to-frame jump above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
340,341,340,10.197654539455925,ANG,fixed-R,deg,0.98121153325922,0.98121153325922,1.3056817061752408,0.35857057105593526,0.3019525368642973,0.8724402052335355,1.4315345478265136,False,False,abrupt Python frame-to-frame jump above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
363,364,363,10.887495875948531,ANG,fixed-R,deg,1.1852935857987426,1.1852935857987426,1.3056817061752408,0.03454585974068891,0.3019525368642973,0.9608429232087449,0.7932666496320719,True,False,promoted Hough localmax fallback used,not applied; no prospectively justified threshold was supplied
364,365,364,10.917488977535166,ANG,fixed-R,deg,1.187763560607884,1.187763560607884,1.3056817061752408,0.03829019595076488,0.3019525368642973,0.9378725597286979,1.4491220320183047,True,False,promoted Hough localmax fallback used,not applied; no prospectively justified threshold was supplied
370,371,370,11.097447587054978,ANG,fixed-R,deg,1.2846871653058471,1.2846871653058471,1.3056817061752408,0.10161877464457802,0.3019525368642973,0.9321503470212369,1.5838053860361043,True,False,promoted Hough localmax fallback used,not applied; no prospectively justified threshold was supplied
371,372,371,11.127440688641611,ANG,fixed-R,deg,1.3361859183168363,1.3361859183168363,1.3056817061752408,0.2291536558758196,0.3019525368642973,0.9356736407704543,1.4424371551856767,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
372,373,372,11.157433790228247,ANG,fixed-R,deg,1.3527609174389745,1.3527609174389745,1.3056817061752408,0.24713665847141897,0.3019525368642973,0.9584880391974887,0.7888008545239666,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
373,374,373,11.187426891814882,ANG,fixed-R,deg,1.366049924755231,1.366049924755231,1.3056817061752408,0.11989680079565801,0.3019525368642973,0.9629100295557134,0.715090045451842,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
374,375,374,11.217419993401517,ANG,fixed-R,deg,1.3730732161397619,1.3730732161397619,1.3056817061752408,0.08569866396351244,0.3019525368642973,0.9641148823475967,0.7090374932641125,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
375,376,375,11.247413094988152,ANG,fixed-R,deg,1.409499028183621,1.409499028183621,1.3056817061752408,0.10795450672478069,0.3019525368642973,0.9642699642944959,0.7256343204766026,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
376,377,376,11.277406196574788,ANG,fixed-R,deg,1.4422085256679082,1.4422085256679082,1.3056817061752408,0.10699405371602211,0.3019525368642973,0.9605160007544065,0.8361110934631066,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
377,378,377,11.307399298161423,ANG,fixed-R,deg,1.4272241056438197,1.4272241056438197,1.3056817061752408,0.036655507829067346,0.3019525368642973,0.953034865066748,1.002408920347283,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
378,379,378,11.337392399748058,ANG,fixed-R,deg,1.3964952997513187,1.3964952997513187,1.3056817061752408,0.033643605136461474,0.3019525368642973,0.9657554078402163,0.6920699496641014,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
379,380,379,11.367385501334693,ANG,fixed-R,deg,1.405588907128255,1.405588907128255,1.3056817061752408,0.007978086070096424,0.3019525368642973,0.9661994185633233,0.6697274595843667,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
380,381,380,11.397378602921327,ANG,fixed-R,deg,1.4102292757969224,1.4102292757969224,1.3056817061752408,0.035516399517319996,0.3019525368642973,0.9576168508593702,0.8399623591607714,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
381,382,381,11.427371704507962,ANG,fixed-R,deg,1.4083309387833225,1.4083309387833225,1.3056817061752408,0.06293154753637964,0.3019525368642973,0.9636689057279756,0.7114728055531523,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
382,383,382,11.457364806094597,ANG,fixed-R,deg,1.4289848448771387,1.4289848448771387,1.3056817061752408,0.03972028967282881,0.3019525368642973,0.965683854400263,0.6731753644059216,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
383,384,383,11.487357907681233,ANG,fixed-R,deg,1.435462557304838,1.435462557304838,1.3056817061752408,0.050920192952673915,0.3019525368642973,0.9654029567248508,0.673150384491622,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
384,385,384,11.517351009267868,ANG,fixed-R,deg,1.4492443412302123,1.4492443412302123,1.3056817061752408,0.07718800232663625,0.3019525368642973,0.9611816808643007,0.7791693803223185,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
385,386,385,11.547344110854503,ANG,fixed-R,deg,1.4372936162696988,1.4372936162696988,1.3056817061752408,0.004863401489984653,0.3019525368642973,0.960540767970893,0.7891640979525832,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
386,387,386,11.577337212441138,ANG,fixed-R,deg,1.4342477513618732,1.4342477513618732,1.3056817061752408,0.03414816992224701,0.3019525368642973,0.9611760882142034,0.784150136996975,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
387,388,387,11.607330314027774,ANG,fixed-R,deg,1.4282987974822632,1.4282987974822632,1.3056817061752408,0.016307592899153178,0.3019525368642973,0.9641289272318795,0.7094885441284443,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
388,389,388,11.637323415614409,ANG,fixed-R,deg,1.4270175425370688,1.4270175425370688,1.3056817061752408,0.01175529952175225,0.3019525368642973,0.966359512797079,0.668528754638865,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
389,390,389,11.667316517201044,ANG,fixed-R,deg,1.4271381774097165,1.4271381774097165,1.3056817061752408,0.006821256537023146,0.3019525368642973,0.9636992101939029,0.7132549293702013,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
390,391,390,11.697309618787678,ANG,fixed-R,deg,1.427337498753289,1.427337498753289,1.3056817061752408,0.01424880722001376,0.3019525368642973,0.9644194628442693,0.7058523522529664,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
391,392,391,11.727302720374313,ANG,fixed-R,deg,1.4255713279784352,1.4255713279784352,1.3056817061752408,9.019556898692827e-06,0.3019525368642973,0.9643391166329126,0.71228258283395,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
392,393,392,11.757295821960948,ANG,fixed-R,deg,1.4194042610230397,1.4194042610230397,1.3056817061752408,0.005416864957453527,0.3019525368642973,0.9647234637552798,0.7066238472589166,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
393,394,393,11.787288923547584,ANG,fixed-R,deg,1.4190432209475254,1.4190432209475254,1.3056817061752408,0.06108394587064936,0.3019525368642973,0.9564753732253038,0.8802397295754991,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
394,395,394,11.817282025134219,ANG,fixed-R,deg,1.410516838117669,1.410516838117669,1.3056817061752408,0.05264540641067583,0.3019525368642973,0.9564824185373725,0.8802686689223524,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
395,396,395,11.847275126720854,ANG,fixed-R,deg,1.4349224289919036,1.4349224289919036,1.3056817061752408,0.13761506521524325,0.3019525368642973,0.9578741436145173,0.8019305759896823,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
396,397,396,11.87726822830749,ANG,fixed-R,deg,1.4486848559737027,1.4486848559737027,1.3056817061752408,0.14586502891833675,0.3019525368642973,0.8966768076489312,1.2619624058738994,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
397,398,397,11.907261329894125,ANG,fixed-R,deg,1.4813054513599901,1.4813054513599901,1.3056817061752408,0.005460737969883667,0.3019525368642973,0.9600557572176528,0.814310403400689,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
398,399,398,11.93725443148076,ANG,fixed-R,deg,1.4642333070171034,1.4642333070171034,1.3056817061752408,0.02094756475497661,0.3019525368642973,0.9613617845788767,0.7822674643685896,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
399,400,399,11.967247533067393,ANG,fixed-R,deg,1.4647338856326257,1.4647338856326257,1.3056817061752408,0.03523386781029103,0.3019525368642973,0.9645556159424225,0.7330005938551226,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
400,401,400,11.997240634654029,ANG,fixed-R,deg,1.4841518299772822,1.4841518299772822,1.3056817061752408,0.09322827031184033,0.3019525368642973,0.9662298132960532,0.6633994070150673,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
401,402,401,12.027233736240664,ANG,fixed-R,deg,1.4954870382649759,1.4954870382649759,1.3056817061752408,0.004835859360980521,0.3019525368642973,0.9659391786401405,0.691460756368396,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
402,403,402,12.057226837827299,ANG,fixed-R,deg,1.5105238362058415,1.5105238362058415,1.3056817061752408,0.01373172483874896,0.3019525368642973,0.9692788315489012,0.645135180304995,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
403,404,403,12.087219939413934,ANG,fixed-R,deg,1.5163809173529188,1.5163809173529188,1.3056817061752408,0.012959503020908869,0.3019525368642973,0.9665023241011943,0.6878870653854937,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
404,405,404,12.11721304100057,ANG,fixed-R,deg,1.5008949564121998,1.5008949564121998,1.3056817061752408,0.047846196268551466,0.3019525368642973,0.9671507759940605,0.6615539638031199,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
405,406,405,12.147206142587205,ANG,fixed-R,deg,1.495780395507822,1.495780395507822,1.3056817061752408,0.019314840984435477,0.3019525368642973,0.9645723277113067,0.7032572924606221,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
406,407,406,12.17719924417384,ANG,fixed-R,deg,1.50340888903116,1.50340888903116,1.3056817061752408,0.01508760061321368,0.3019525368642973,0.9653305045716595,0.6985555180480767,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
407,408,407,12.207192345760475,ANG,fixed-R,deg,1.4974110998239816,1.4974110998239816,1.3056817061752408,0.022839294376041153,0.3019525368642973,0.9360474492017187,1.5400208617713698,True,False,absolute error above method-variable 95th percentile; promoted Hough localmax fallback used,not applied; no prospectively justified threshold was supplied
408,409,408,12.237185447347109,ANG,fixed-R,deg,1.478790299719158,1.478790299719158,1.3056817061752408,0.0493450949993246,0.3019525368642973,0.9330821465334128,1.613706096747356,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
409,410,409,12.267178548933744,ANG,fixed-R,deg,1.459435709914441,1.459435709914441,1.3056817061752408,0.08415735565924365,0.3019525368642973,0.961297461956143,0.7515466419991674,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
410,411,410,12.29717165052038,ANG,fixed-R,deg,1.4513110011863652,1.4513110011863652,1.3056817061752408,0.14296332370875575,0.3019525368642973,0.9593339253110806,0.7600463817822714,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
411,412,411,12.327164752107015,ANG,fixed-R,deg,1.434189761550499,1.434189761550499,1.3056817061752408,0.07058460859087745,0.3019525368642973,0.9640441483289539,0.6793387716051125,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
412,413,412,12.35715785369365,ANG,fixed-R,deg,1.420828049238274,1.420828049238274,1.3056817061752408,0.041772605864366597,0.3019525368642973,0.9651534907208191,0.672041683388173,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
413,414,413,12.387150955280285,ANG,fixed-R,deg,1.4220250072949838,1.4220250072949838,1.3056817061752408,0.05064257364969649,0.3019525368642973,0.9609494747528469,0.7558891222992348,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
414,415,414,12.41714405686692,ANG,fixed-R,deg,1.437180147654054,1.437180147654054,1.3056817061752408,0.007350358664126588,0.3019525368642973,0.9616839603390347,0.7538151104672637,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
415,416,415,12.447137158453556,ANG,fixed-R,deg,1.4411033226179875,1.4411033226179875,1.3056817061752408,0.05225198285617694,0.3019525368642973,0.9637583323645679,0.7121737131201074,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
416,417,416,12.477130260040191,ANG,fixed-R,deg,1.4302519312473585,1.4302519312473585,1.3056817061752408,0.01617389262437996,0.3019525368642973,0.965483354845122,0.6740474151995028,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
417,418,417,12.507123361626826,ANG,fixed-R,deg,1.4263387025395815,1.4263387025395815,1.3056817061752408,0.042976538746074766,0.3019525368642973,0.9665188847259816,0.6658391050454213,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
418,419,418,12.53711646321346,ANG,fixed-R,deg,1.4467000139486856,1.4467000139486856,1.3056817061752408,0.0898703215162584,0.3019525368642973,0.9643845954573709,0.7000843864600216,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
419,420,419,12.567109564800095,ANG,fixed-R,deg,1.4566092304688674,1.4566092304688674,1.3056817061752408,0.12596574112149028,0.3019525368642973,0.9645342133401542,0.6987524977599191,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
420,421,420,12.59710266638673,ANG,fixed-R,deg,1.440424617177868,1.440424617177868,1.3056817061752408,0.050708055956192766,0.3019525368642973,0.9556699466563232,0.9110727137617035,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
421,422,421,12.627095767973366,ANG,fixed-R,deg,1.4634476305922988,1.4634476305922988,1.3056817061752408,0.08705472448198748,0.3019525368642973,0.9307571842673229,1.0867814943399474,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
422,423,422,12.65708886956,ANG,fixed-R,deg,1.4580307851082495,1.4580307851082495,1.3056817061752408,0.019837274370559044,0.3019525368642973,0.9355018294564152,1.5086622072673668,True,False,absolute error above method-variable 95th percentile; promoted Hough localmax fallback used,not applied; no prospectively justified threshold was supplied
423,424,423,12.687081971146636,ANG,fixed-R,deg,1.4497561370268883,1.4497561370268883,1.3056817061752408,0.03450066422431064,0.3019525368642973,0.9327974213408113,1.621858598433327,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
424,425,424,12.717075072733271,ANG,fixed-R,deg,1.4590850486748614,1.4590850486748614,1.3056817061752408,0.07909089116174073,0.3019525368642973,0.9643633464156891,0.6785665276378057,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
425,426,425,12.747068174319907,ANG,fixed-R,deg,1.4450597586005003,1.4450597586005003,1.3056817061752408,0.13159235996579355,0.3019525368642973,0.963047170273295,0.6823596683766224,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
426,427,426,12.777061275906542,ANG,fixed-R,deg,1.4261661788820668,1.4261661788820668,1.3056817061752408,0.09002616682985831,0.3019525368642973,0.9604120289014828,0.7541446299940664,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
427,428,427,12.807054377493175,ANG,fixed-R,deg,1.4106592248588115,1.4106592248588115,1.3056817061752408,0.1442293772242067,0.3019525368642973,0.9216841674915177,1.951859514554757,True,False,absolute error above method-variable 95th percentile; promoted Hough localmax fallback used,not applied; no prospectively justified threshold was supplied
428,429,428,12.83704747907981,ANG,fixed-R,deg,1.3881236282811784,1.3881236282811784,1.3056817061752408,0.18517387355549886,0.3019525368642973,0.9208694245019204,1.9580554362395823,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
429,430,429,12.867040580666446,ANG,fixed-R,deg,1.3239986504677432,1.3239986504677432,1.3056817061752408,0.28573710554414333,0.3019525368642973,0.8775671229030115,2.1900722559061854,True,False,absolute error above method-variable 95th percentile; promoted Hough localmax fallback used,not applied; no prospectively justified threshold was supplied
430,431,430,12.897033682253081,ANG,fixed-R,deg,1.3116529839343265,1.3116529839343265,1.3056817061752408,0.18505991513384856,0.3019525368642973,0.8226529285217767,2.9184773396632564,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
431,432,431,12.927026783839716,ANG,fixed-R,deg,1.3103698204222276,1.3103698204222276,1.3056817061752408,0.14796206527734057,0.3019525368642973,0.959319161622868,0.7603313266575593,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
436,437,436,13.076992291772893,ANG,fixed-R,deg,1.3327742441267496,1.3327742441267496,1.3056817061752408,0.1701124675536505,0.3019525368642973,0.9064168842738514,1.0835905818746914,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
437,438,437,13.106985393359526,ANG,fixed-R,deg,1.3617069868509333,1.3617069868509333,1.3056817061752408,0.12063941358678676,0.3019525368642973,0.9029246576983021,1.1046812141484206,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
438,439,438,13.136978494946161,ANG,fixed-R,deg,1.3638675886160634,1.3638675886160634,1.3056817061752408,0.020271087993677384,0.3019525368642973,0.9649120775889339,0.7057454301429761,False,False,absolute error above method-variable 95th percentile,not applied; no prospectively justified threshold was supplied
