frame,time_s,MATLAB_ANG_deg,Python_normal_ANG_deg,Python_adaptive_ANG_deg,MATLAB_PEN_deg,Python_normal_PEN_deg,Python_adaptive_PEN_deg,MATLAB_FL_mm,Python_normal_FL_mm,Python_adaptive_FL_mm,Python_normal_minus_MATLAB_ANG_deg,Python_adaptive_minus_MATLAB_ANG_deg,Python_normal_minus_MATLAB_PEN_deg,Python_adaptive_minus_MATLAB_PEN_deg,Python_normal_minus_MATLAB_FL_mm,Python_adaptive_minus_MATLAB_FL_mm
21,0.6598480162688357,18.484643804146152,18.753910447320038,18.753922534289785,20.42148962960342,18.768682953078894,18.76869504004864,72.20156102278727,76.09960526573377,76.09955816123968,0.2692666431738857,0.26927873014363257,-1.652806676524527,-1.6527945895547802,3.898044242946497,3.8979971384524106
22,0.6898411079174191,18.483918701125923,18.754125001896,18.754137065961373,20.42276396698239,18.768558229377817,18.76857029344319,72.19857401862592,76.098459007579,76.09841199435192,0.27020630077007723,0.2702183648354506,-1.654205737604574,-1.6541936735392007,3.899884988953076,3.899837975726001
23,0.7198341995660026,18.482465488717853,18.752082756668585,18.752094797371598,20.42381737214233,18.767156269520683,18.767168310223695,72.19619011222402,76.10278501528444,76.10273808989163,0.26961726795073204,0.26962930865374446,-1.6566611026216478,-1.6566490619186354,3.906594903060423,3.906547977667614
24,0.7498272912145861,18.48088622224865,18.74979637383393,18.749808374811522,20.42036607339707,18.764285514357738,18.76429751533533,72.20832500324991,76.11685317137577,76.11680638707244,0.2689101515852812,0.26892215256287244,-1.6560805590393315,-1.6560685580617402,3.908528168125855,3.908481383822533
25,0.7798203828631696,18.4819677373522,18.750800333066167,18.75081234059519,20.41902173947618,18.763818170847856,18.763830178376878,72.21389702852406,76.12260244920355,76.12255565166254,0.2688325957139668,0.2688446032429894,-1.6552035686283233,-1.6551915610993007,3.908705420679496,3.9086586231384786
26,0.809813474511753,18.48271734436122,18.750926062558904,18.75093811274067,20.414258287413418,18.759722313627435,18.7597343638092,72.23431438170697,76.14539920346498,76.14535221988463,0.268208718197684,0.2682207683794502,-1.6545359737859826,-1.6545239236042164,3.91108482175801,3.9110378381776627
27,0.8398065661603364,18.48770317152911,18.756368059758813,18.756383970541208,20.404199769080343,18.756272528094605,18.756288438877,72.2739825343652,76.17026296829107,76.17020093815637,0.26866488822970425,0.26868079901209896,-1.6479272409857373,-1.6479113302033426,3.8962804339258668,3.896218403791167
28,0.8697996578089199,18.491531288090414,18.76044338229292,18.760459325255283,20.405259947823023,18.757436052783174,18.757451995745537,72.27374024606554,76.1699730199726,76.16991089785712,0.2689120942025056,0.26892803716486924,-1.6478238950398492,-1.6478079520774855,3.896232773907059,3.8961706517915786
29,0.8997927494575033,18.49392524733241,18.762410149113208,18.7624261116396,20.404316932672973,18.75628823880667,18.75630420133306,72.27477569506642,76.17668251565425,76.17662030872093,0.2684849017807984,0.2685008643071889,-1.648028693866305,-1.6480127313399144,3.9019068205878256,3.9018446136545037
30,0.9297858411060868,18.4961537226629,18.76370237929325,18.763718321236098,20.403988323045688,18.755510280878386,18.755526222821235,72.27051023613951,76.1796609748891,76.17959884346185,0.26754865663034977,0.26756459857319825,-1.6484780421673015,-1.648462100224453,3.909150738749588,3.9090886073223317
31,0.9597789327546702,18.50136191317171,18.770555404541227,18.770576885058887,20.40875105588967,18.7627050331448,18.76272651366246,72.25321779438868,76.15295609924196,76.15287240862696,0.2691934913695171,0.2692149718871768,-1.6460460227448692,-1.6460245422272095,3.8997383048532868,3.899654614238287
32,0.9897720244032536,18.506503354123314,18.77881841116414,18.778847690378655,20.412050421772403,18.771363383038977,18.771392662253493,72.23409743676363,76.11503522616952,76.11492122883634,0.27231505704082437,0.2723443362553404,-1.6406870387334251,-1.6406577595189091,3.880937789405891,3.880823792072704
33,1.019765116051837,18.511183533084008,18.78576191098935,18.785796704974445,20.41266701635154,18.77545228806101,18.775487082046105,72.21534122640054,76.09221500374782,76.0920795847902,0.27457837790534256,0.27461317189043655,-1.6372147282905303,-1.6371799343054363,3.876873777347285,3.876738358389659
34,1.0497582077004206,18.514868096388366,18.790798761841756,18.79083638625184,20.41408517799319,18.779871244716094,18.779908869126178,72.2025174414229,76.07890667619614,76.07876028247601,0.27593066545339084,0.2759682898634743,-1.6342139332770955,-1.634176308867012,3.8763892347732423,3.876242841053113
35,1.0797512993490042,18.51703593964422,18.7929038787546,18.79294155647358,20.411888482823066,18.780221263164997,18.780258940883975,72.19474265535695,76.07322564880263,76.07307907712512,0.27586793911038043,0.275905616829359,-1.6316672196580697,-1.6316295419390912,3.8784829934456866,3.878336421768168
36,1.1097443909975875,18.516086283845823,18.79198305857193,18.792020772163767,20.405613171782505,18.778416560005358,18.778454273597195,72.194035106318,76.07002163249126,76.06987491463042,0.27589677472610674,0.27593448831794376,-1.6271966117771477,-1.6271588981853107,3.8759865261732642,3.8758398083124206
37,1.139737482646171,18.51269644910473,18.787063278266174,18.78710102230653,20.401868553204057,18.777774851737203,18.777812595777558,72.19121720839297,76.071281228416,76.07113439129874,0.27436682916144406,0.27440457320179945,-1.6240937014668546,-1.6240559574264992,3.8800640200230276,3.8799171829057713
38,1.1697305742947544,18.512338893800862,18.785507567309736,18.785545332682318,20.40351809318739,18.78319068812442,18.783228453497003,72.17608874781914,76.05671263920105,76.05656579573899,0.27316867350887364,0.2732064388814557,-1.6203274050629695,-1.6202896396903874,3.8806238913819158,3.880477047919854
39,1.199723665943338,18.505892142560043,18.787475462430365,18.787513266871144,20.441944046277783,18.823711988668464,18.823749793109243,71.93077420635991,75.8263209480331,75.82618466101746,0.2815833198703217,0.2816211243111013,-1.618232057609319,-1.6181942531685394,3.8955467416731864,3.8954104546575508
40,1.2297167575919212,18.7943019080194,19.091867216415977,19.099604744256766,20.487665427696047,19.04952113381427,19.05725866165506,71.07058896325636,74.7394742383399,74.71033846424648,0.29756530839657813,0.30530283623736665,-1.438144293881777,-1.4304067660409885,3.6688852750835395,3.6397495009901206
41,1.2597098492405048,19.130005678937984,19.3995467992074,19.415369975565824,20.522231451307714,19.33882942392786,19.354652600286283,70.36966840173135,73.51250474078032,73.45485759311552,0.269541120269416,0.28536429662784,-1.1834020273798558,-1.1675788510214318,3.1428363390489693,3.085189191384174
42,1.289702940889088,19.427572227768675,19.71697859296873,19.74162490475507,20.673596054004303,19.683020347049325,19.707666658835667,69.35981732387083,71.94648105242578,71.86030990726856,0.2894063652000547,0.31405267698639605,-0.9905757069549779,-0.9659293951686365,2.586663728554953,2.5004925833977296
43,1.3196960325376716,19.80148425939824,20.11475920776786,20.152928656796178,20.996528936792963,20.03978661612817,20.077956065156485,68.20159988405197,70.52450021341897,70.39624950254164,0.3132749483696209,0.35144439739793754,-0.9567423206647945,-0.9185728716364778,2.322900329367002,2.194649618489663
44,1.349689124186255,20.069319320221126,20.3734653558285,20.41793804470595,21.244574387673524,20.320211583534373,20.36468427241182,67.2142930314959,69.45360884438037,69.30867046611908,0.3041460356073742,0.34861872448482245,-0.9243628041391503,-0.879890115261702,2.2393158128844703,2.0943774346231834
45,1.3796822158348385,20.287753212644017,20.600675170365008,20.65015875143257,21.442733967577322,20.566696557009454,20.616180138077016,66.35584349701486,68.39336221762504,68.23665044718126,0.31292195772099163,0.3624055387885541,-0.8760374105678679,-0.8265538295003054,2.03751872061018,1.8808069501664022
46,1.4096753074834218,20.518339553038082,20.85903400092343,20.91500816568208,21.62565874624502,20.81078438973462,20.866758554493273,65.64588964999223,67.48042156104171,67.30781061280906,0.34069444788534753,0.39666861264399955,-0.8148743565103977,-0.7589001917517457,1.8345319110494813,1.6619209628168363
47,1.4396683991320054,20.801812146227192,21.12064185445547,21.183448310192972,21.809166801516827,21.04331108957046,21.10611754530796,64.90440102023953,66.69260871119752,66.50354593339794,0.3188297082282787,0.38163616396577993,-0.7658557119463687,-0.7030492562088675,1.7882076909579894,1.599144913158412
48,1.469661490780589,21.024677727262546,21.332203682752237,21.39967042432474,22.001402581113872,21.262394605501594,21.329861347074097,64.26672121895191,66.00846186514072,65.80975223816421,0.30752595548969097,0.3749926970621935,-0.739007975612278,-0.6715412340397755,1.741740646188802,1.5430310192122931
49,1.4996545824291723,21.300789610038706,21.588097101174583,21.6623276139471,22.236970936538185,21.504347568270394,21.57857808104291,63.448594192756445,65.21934905221339,65.00606288093888,0.28730749113587706,0.3615380039083931,-0.7326233682677916,-0.6583928554952756,1.770754859456943,1.557468688182439
50,1.5296476740777558,21.508638380009316,21.764609575388818,21.842223060612923,22.394183607248635,21.67798034505352,21.755593830277626,62.852236682357216,64.60274084645309,64.38382598191738,0.25597119537950164,0.33358468060360735,-0.7162032621951155,-0.6385897769710098,1.7505041640958723,1.5315892995601672
51,1.5596407657263391,21.613993764873673,21.873946110588236,21.952860443115924,22.49802315525696,21.810997953116452,21.88991228564414,62.40836726034786,64.08260012447677,63.86329705208867,0.25995234571456294,0.33886667824225114,-0.6870252021405072,-0.608110869612819,1.6742328641289106,1.4549297917408097
52,1.5896338573749227,21.70758124988916,21.98927968772594,22.0696881627444,22.565473826426967,21.926039040977585,22.006447515996044,62.13209800949139,63.698756481017696,63.47793649572462,0.2816984378367806,0.3621069128552392,-0.6394347854493816,-0.559026310430923,1.5666584715263028,1.3458384862332267
53,1.619626949023506,21.828084598849973,22.103192356878765,22.18504816213661,22.67367463813999,22.04419513130905,22.126050936566894,61.75120037107006,63.29173487492677,63.069708969348895,0.27510775802879195,0.35696356328663725,-0.6294795068309398,-0.5476237015730945,1.5405345038567049,1.3185085982788323
54,1.6496200406720896,21.94999651649764,22.24487072503382,22.329031715927954,22.779502683119638,22.186369552400876,22.27053054329501,61.412760831468674,62.86105816818632,62.63595290575805,0.29487420853617863,0.3790351994303123,-0.593133130718762,-0.5089721398246283,1.4482973367176442,1.2231920742893791
55,1.6796131323206729,22.081167750181173,22.37303300309651,22.45906105228923,22.912970869771836,22.325311481009923,22.411339530202643,61.08325183790365,62.50753029995425,62.28029800872224,0.29186525291533627,0.37789330210805616,-0.5876593887619137,-0.5016313395691938,1.4242784620505944,1.197046170818588
56,1.7096062239692564,22.180836161871913,22.48065333995757,22.567972185805928,23.036563870881828,22.449871650580707,22.537190496429066,60.79150705651509,62.188891744803556,61.96084006967143,0.29981717808565733,0.3871360239340156,-0.5866922203011207,-0.4993733744527624,1.3973846882884686,1.16933301315634
57,1.7395993156178398,22.275394939811783,22.59503715330439,22.68384805643842,23.14009301426203,22.57813218506098,22.666943088195012,60.53619793799151,61.87033559091399,61.641038905787234,0.3196422134926067,0.40845311662663875,-0.5619608292010483,-0.4731499260670162,1.3341376529224789,1.1048409677957238
58,1.7695924072664233,22.398407655663117,22.720287244429443,22.81095395223744,23.277242621596958,22.710168303870084,22.800835011678082,60.246125010756394,61.55908525415014,61.32769113604172,0.3218795887663255,0.4125462965743232,-0.567074317726874,-0.4764076099188763,1.3129602433937464,1.0815661252853275
59,1.7995854989150066,22.5082623353179,22.839661301170537,22.931998016728016,23.391618292587832,22.83296306734571,22.92529978290319,60.020402438251374,61.274299983937794,61.04114800757764,0.3313989658526353,0.42373568141011475,-0.5586552252421235,-0.46631850968464406,1.2538975456864208,1.020745569326266
60,1.8295785905635902,22.574828480772183,22.951744026398984,23.045542312329957,23.466338371144044,22.954504082990553,23.048302368921526,59.879360096775926,61.00706500883687,60.772656170011935,0.37691554562680096,0.4707138315577737,-0.5118342881534907,-0.418036002222518,1.127704912060942,0.8932960732360087
61,1.8595716822121735,22.644645314626118,23.033340143822613,23.12788327913873,23.552026393966482,23.046869013472815,23.14141214878893,59.73766642816357,60.80449331768441,60.57007669545716,0.38869482919649556,0.48323796451261103,-0.5051573804936673,-0.41061424517755185,1.06682688952084,0.8324102672935894
62,1.889564773860757,22.71268499799808,23.15249922894361,23.248689475014515,23.64194785384697,23.17994914338638,23.276139389457285,59.572000818151004,60.52613909522002,60.29026726557526,0.43981423094553307,0.5360044770164372,-0.4619987104605876,-0.3658084643896835,0.9541382770690134,0.7182664474242557
63,1.9195578655093404,22.812403445838303,23.24551412935972,23.342684715839766,23.741954741183246,23.284887141824214,23.38205772830426,59.33160887173868,60.27243522960378,60.036365092201564,0.43311068352141646,0.5302812700014634,-0.4570675993590321,-0.3598970128789851,0.9408263578650988,0.7047562204628832
64,1.949550957157924,22.855092555999025,23.301528731604094,23.3990332025177,23.805491850720465,23.34676614963459,23.444270620548195,59.185321715630714,60.10880862940864,59.87327829683151,0.44643617560506854,0.5439406465186742,-0.45872570108587496,-0.36122123017226926,0.9234869137779285,0.687956581200794
65,1.9795440488065075,22.903910459243637,23.365000765502174,23.462936941902342,23.859505583033876,23.405241110115355,23.503177286515523,59.08982587090148,59.97793807840799,59.74254755239666,0.4610903062585372,0.5590264826587052,-0.45426447291852057,-0.3563282965183525,0.8881122075065093,0.65272168149518
66,2.0095371404550906,22.97093906929418,23.424850586411196,23.523144705355605,23.900026505348077,23.453782298077073,23.552076417021482,59.044965197733696,59.92772417680125,59.692232241359896,0.4539115171170174,0.5522056360614265,-0.446244207271004,-0.3479500883265949,0.8827589790675532,0.6472670436262007
67,2.039530232103674,23.030945846340664,23.489734285765735,23.58852017247216,23.93719222304787,23.523721715805095,23.62250760251152,58.959077575923544,59.798107483094014,59.56274242393283,0.45878843942507075,0.557574326131494,-0.41347050724277423,-0.31468462053635093,0.8390299071704703,0.6036648480092879
68,2.0695233237522577,23.0613106108782,23.53044498166824,23.629388425072648,23.95458579177675,23.56605753246717,23.66500097587158,58.94628444139975,59.75706703496818,59.521965717364644,0.46913437079004083,0.5680778141944494,-0.3885282593095809,-0.2895848159051724,0.8107825935684332,0.5756812759648966
69,2.099516415400841,23.10348343621796,23.56866268252776,23.667713619116512,24.035479242396885,23.620976969207334,23.720027905796087,58.84429216355917,59.66230929403205,59.4279408893752,0.46517924630979834,0.5642301828985516,-0.4145022731895516,-0.31545133660079827,0.8180171304728816,0.5836487258160332
70,2.1295095070494248,23.20399134469141,23.684528675641786,23.78507910870448,24.11101818658029,23.725194867039534,23.825745300102227,58.65501074594201,59.41239547573071,59.17667343631687,0.48053733095037643,0.5810877640130698,-0.385823319540755,-0.2852728864780616,0.7573847297887042,0.5216626903748605
71,2.159502598698008,23.312282269542795,23.818293942897242,23.920841043023017,24.204983536077844,23.847877675066997,23.950424775192772,58.48751369518231,59.15092626389177,58.9129866209389,0.5060116733544469,0.6085587734802225,-0.3571058610108473,-0.2545587608850717,0.663412568709461,0.4254729257565941
72,2.1894956903465914,23.445757622103038,23.97938764571626,24.084879410003197,24.29915290218497,24.006714870170015,24.112206634456953,58.29707923848227,58.85645934724345,58.614737052086774,0.5336300236132203,0.6391217879001587,-0.29243803201495666,-0.18694626772801826,0.5593801087611823,0.3176578136045052
73,2.219488781995175,23.57115626444374,24.115268949842772,24.222865603599757,24.414537142635094,24.139633053918402,24.247229707675388,58.10976087009144,58.619249736154266,58.375232836767985,0.5441126853990319,0.6517093391560174,-0.27490408871669203,-0.16730743495970657,0.5094888660628243,0.26547196667654305
74,2.2494818736437585,23.701710638957334,24.266117563736714,24.376354684187334,24.52975629423818,24.290674079040144,24.400911199490764,57.85996507063801,58.29206484403283,58.045219450446304,0.5644069247793801,0.67464404523,-0.2390822151980352,-0.12884509474741535,0.43209977339481753,0.18525437980829196
75,2.2794749652923416,23.798454598879427,24.392316309352196,24.50440156487258,24.60191500099006,24.419120250955245,24.53120550647563,57.65940867601356,57.99598846091716,57.74777235730768,0.593861710472769,0.705946965993153,-0.18279475003481593,-0.07070949451443198,0.3365797849035985,0.08836368129411909
76,2.309468056940925,23.884949128239064,24.4956996889307,24.60900418398424,24.70519946874628,24.52890511998453,24.64220961503807,57.42663815891562,57.725269011543176,57.476795333116776,0.6107505606916348,0.7240550557451755,-0.17629434876175054,-0.06298985370820986,0.2986308526275536,0.05015717420115351
77,2.3394611485895087,23.939694198833006,24.561923392800907,24.67571245231312,24.781103647859375,24.608092604469988,24.721881663982202,57.26149906194395,57.52859606402315,57.28081492964146,0.6222291939679003,0.7360182534801147,-0.173011043389387,-0.05922198387717259,0.26709700207919695,0.019315867697507372
78,2.3694542402380923,23.963020216003816,24.593297907223587,24.7071840604423,24.809172354269986,24.634222243011152,24.748108396229867,57.227765139602276,57.47893994982184,57.231462199400156,0.6302776912197707,0.7441638444384857,-0.17495011125883408,-0.061063958040119104,0.2511748102195668,0.0036970597978793762
79,2.3994473318866754,23.948983768617452,24.584973953785152,24.698842162839526,24.824909482984538,24.630802644642074,24.744670853696448,57.24732265690113,57.48419627041385,57.236701103705094,0.6359901851676995,0.7498583942220733,-0.19410683834246356,-0.08023862928808967,0.23687361351271363,-0.010621553196038747
80,2.429440423535259,23.92870346315655,24.57366854280255,24.68753605902083,24.84297070077001,24.633494265870723,24.747361782089,57.26013097669862,57.46304521998337,57.21567674692569,0.6449650796460027,0.7588325958642805,-0.2094764348992868,-0.09560891868100896,0.20291424328475216,-0.04445422977293134
81,2.4594335151838425,23.95065291486421,24.60007252586385,24.71398252251109,24.89005239343773,24.65491884384437,24.768828840491608,57.24412477552388,57.440104550879376,57.192988666881895,0.6494196109996402,0.7633296076468774,-0.2351335495933604,-0.12122355294612319,0.1959797753554966,-0.051136108641983924
82,2.489426606832426,23.987362402757892,24.62820126503408,24.742199246568163,24.921635257000833,24.66026335512646,24.774261336660544,57.18815654358933,57.4510304034089,57.20374334086534,0.6408388622761869,0.7548368438102706,-0.261371901874373,-0.1473739203402893,0.262873859819571,0.015586797276007758
83,2.5194196984810096,24.025979236335527,24.68426575866522,24.79866385511005,24.986528681827746,24.704536386236015,24.818934482680845,57.1825627644453,57.432901629533546,57.185334813297374,0.6582865223296928,0.7726846187745231,-0.28199229559173133,-0.167594199146901,0.25033886508824565,0.002772048852072828
84,2.5494127901295927,24.077292781996555,24.75048863662724,24.865405766728117,25.045568812088085,24.774810170134117,24.889727300234995,57.1716066403309,57.34093498816459,57.093445277209575,0.6731958546306842,0.788112984731562,-0.27075864195396804,-0.15584151185309025,0.16932834783369088,-0.07816136312132471
85,2.579405881778176,24.10718146766002,24.77886816661433,24.89382731301842,25.086140311885934,24.8153165368158,24.93027568321989,57.16960670693003,57.27466621085382,57.02783083287573,0.6716866989543107,0.7866458453584002,-0.27082377507013433,-0.15586462866604478,0.10505950392379049,-0.14177587405430359
86,2.6093989734267597,24.10155037806727,24.76511883998637,24.880098779883497,25.082118103164298,24.807222179649983,24.92220211954711,57.18267930224096,57.30749051477824,57.060381038771155,0.6635684619191018,0.7785484018162272,-0.2748959235143147,-0.15991598361718928,0.12481121253727423,-0.12229826346980843
87,2.6393920650753433,24.129426693935404,24.799452258302836,24.914569197028896,25.111070222262573,24.83353165634881,24.94864859507487,57.33021098376143,57.326550409471714,57.079358364630366,0.6700255643674318,0.7851425030934926,-0.2775385659137619,-0.16242162718770103,-0.0036605742897179994,-0.2508526191310665
88,2.6693851567239264,24.22708765974893,24.90997202561192,25.026621622788525,25.143618615705428,24.907917152768693,25.024566749945297,57.23577706631805,57.20129285414633,56.952207822405256,0.6828843658629928,0.7995339630395968,-0.23570146293673488,-0.11905186576013094,-0.034484212171719264,-0.2835692439127939
89,2.69937824837251,24.294178611438685,24.99122784188603,25.108687125354493,25.056351676109966,24.981686033213617,25.09914531668208,57.256432636439214,57.0492519106356,56.79994187510977,0.6970492304473446,0.8145085139158077,-0.07466564289634903,0.0427936405721141,-0.20718072580361735,-0.4564907613294409
90,2.7293713400210935,24.411504945306014,25.13323200587388,25.25316648875588,25.091108967118736,25.135025505972777,25.25495998885478,57.23144318859941,56.77003276494115,56.518481114624656,0.721727060567865,0.8416615434498667,0.043916538854041676,0.16385102173604338,-0.4614104236582577,-0.7129620739747509
91,2.759364431669677,24.707805844935727,25.495542717583675,25.631285137397327,25.472421089922566,25.530749934444486,25.66649235425814,56.38697496260356,55.9180321966613,55.64266697179773,0.7877368726479475,0.9234792924616002,0.05832884452192033,0.1940712643355731,-0.46894276594225914,-0.7443079908058294
92,2.78935752331826,24.90617172011117,25.682914229080865,25.823020098960257,25.770766514834964,25.740198639556723,25.880304509436115,55.71577124687837,55.425148669390126,55.146094991972085,0.7767425089696935,0.9168483788490853,-0.030567875278240564,0.10953799460115121,-0.29062257748824294,-0.5696762549062839
93,2.8193506149668437,25.1574925255981,26.016805474152534,26.17080912778283,26.013314414073147,26.05811092156563,26.212114575195926,55.156181829606936,54.743268159621124,54.444692647692385,0.8593129485544324,1.0133166021847302,0.04479650749248165,0.19880016112277943,-0.41291366998581225,-0.7114891819145512
94,2.8493437066154272,25.466837223300633,26.32451048022625,26.49065121122129,26.37616710403601,26.354977669494303,26.521118400489343,54.44880197019045,54.07032868578302,53.75642678789115,0.8576732569256187,1.0238139879206578,-0.021189434541707186,0.14495129645333193,-0.3784732844074341,-0.6923751822993012
95,2.879336798264011,25.72421930008314,26.62815311552015,26.80546612549125,26.668934454639277,26.647884983442623,26.825197993413724,53.8243831859104,53.3733821250254,53.04700758508075,0.9039338154370107,1.0812468254081118,-0.02104947119665468,0.15626353877444643,-0.45100106088499814,-0.7773756008296502
96,2.9093298899125943,26.000128437130865,26.896180263964965,27.08185868767316,26.840609947104237,26.903897963909742,27.08957638761794,53.27193128793724,52.85567433513635,52.52101534707634,0.8960518268340998,1.0817302505422965,0.06328801680550455,0.24896644051370131,-0.41625695280089303,-0.7509159408608994
