frame_index_video,frame_index_matlab,matlab_sample_index_zero_based,frame_index_python,time_seconds,MATLAB_time_seconds_stored,included_in_analysis,exclusion_reason,MATLAB_ANG_deg,Python_fixed_ANG_deg,Python_adaptive_ANG_deg,MATLAB_PEN_deg,Python_fixed_PEN_deg,Python_adaptive_PEN_deg,MATLAB_FL_original_unit,MATLAB_FL_original_unit_name,Python_fixed_FL_original_unit,Python_fixed_FL_original_unit_name,Python_adaptive_FL_original_unit,Python_adaptive_FL_original_unit_name,MATLAB_FL_px_derived,Python_fixed_FL_px,Python_adaptive_FL_px,MATLAB_FL_mm,Python_fixed_FL_mm,Python_adaptive_FL_mm,fixed_minus_matlab_ANG_deg,adaptive_minus_matlab_ANG_deg,fixed_minus_matlab_PEN_deg,adaptive_minus_matlab_PEN_deg,fixed_minus_matlab_FL_mm,adaptive_minus_matlab_FL_mm,absolute_error_fixed_ANG_deg,absolute_error_adaptive_ANG_deg,absolute_error_fixed_PEN_deg,absolute_error_adaptive_PEN_deg,absolute_error_fixed_FL_mm,absolute_error_adaptive_FL_mm,adaptive_confidence_score,adaptive_confidence_angle,adaptive_confidence_length,adaptive_R_scale_global,adaptive_R_scale_angle,adaptive_R_scale_length,adaptive_angle_measurement_covariance_deg2,adaptive_length_side_measurement_covariance_px2,fixed_R_scale_angle,fixed_R_scale_length,fixed_angle_measurement_covariance_deg2,fixed_length_side_measurement_covariance_px2,adaptive_kalman_gain_length_side,adaptive_kalman_gain_angle,fixed_kalman_gain_length_side,fixed_kalman_gain_angle,adaptive_smoother_gain_length_side,adaptive_smoother_gain_angle,fixed_smoother_gain_length_side,fixed_smoother_gain_angle,detection_success,missing_detection_flag,hough_localmax_fallback_flag,hough_peak_source,raw_timtrack_alpha_deg,selected_timtrack_alpha_deg,hough_baseline_alpha_deg,hough_fallback_mass_below_10deg,hough_fallback_gap_to_lower_deg,fascicle_candidate_raw_rejected,fascicle_candidate_selection_reason,klt_affine_ok,klt_tracker_redetected,klt_tracker_found_fraction,klt_points_count,klt_tracked_count,klt_inlier_count,superficial_aponeurosis_rejected,deep_aponeurosis_rejected,MATLAB_superficial_x_left_1b,MATLAB_superficial_y_left_1b,MATLAB_superficial_x_right_1b,MATLAB_superficial_y_right_1b,MATLAB_deep_x_left_1b,MATLAB_deep_y_left_1b,MATLAB_deep_x_right_1b,MATLAB_deep_y_right_1b,Python_superficial_x_left_1b,Python_superficial_y_left_1b,Python_superficial_x_right_1b,Python_superficial_y_right_1b,Python_deep_x_left_1b,Python_deep_y_left_1b,Python_deep_x_right_1b,Python_deep_y_right_1b,MATLAB_fascicle_superficial_x_1b,MATLAB_fascicle_superficial_y_1b,MATLAB_fascicle_deep_x_1b,MATLAB_fascicle_deep_y_1b,Python_adaptive_fascicle_superficial_x_1b,Python_adaptive_fascicle_superficial_y_1b,Python_adaptive_fascicle_deep_x_1b,Python_adaptive_fascicle_deep_y_1b,Python_fixed_fascicle_superficial_x_1b,Python_fixed_fascicle_superficial_y_1b,Python_fixed_fascicle_deep_x_1b,Python_fixed_fascicle_deep_y_1b
702,703,702,702,21.055157313817823,21.08514342895416,True,,30.426196104744648,31.41408652586358,31.687467896398914,31.190762976879892,31.389031200341538,31.66241257087687,45.49582599658843,mm,44.4792886242938,mm,44.13505243927314,mm,504.31270631326817,493.04458001682667,489.2287864077219,45.49582599658843,44.4792886242938,44.13505243927314,0.9878904211189337,1.2612717916542664,0.1982682234616462,0.4716495939969789,-1.0165373722946285,-1.3607735573152908,0.9878904211189337,1.2612717916542664,0.1982682234616462,0.4716495939969789,1.0165373722946285,1.3607735573152908,0.8495956834444408,0.836577797358226,0.9902307918281397,1.6374310043716624,1.7882531140698765,0.5188288440095535,5.463635631986054,51.882884400955355,1.0,1.0,3.055292111054342,100.0,0.007210630417500345,0.004047939771672804,0.005605704052320324,0.007740299790769556,0.9989564003186961,0.979153642607938,0.9993018273943399,0.9806989780026727,True,False,False,houghpeaks,32.5,32.5,32.5,0.1032305978462681,0.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.336221176053705,706.0,48.74717418555949,1.0,300.45416146891756,706.0,309.8623874456168,1.0,43.473833567859835,706.0,48.69671618430009,1.0,305.96275605527313,706.0,305.6544609981308,736.3908808289667,49.066642823489936,301.53100275155293,304.4647481169894,725.7538773241248,48.84305970555323,309.4563714606079,305.82786871532227,726.0513727617633,48.845263654134385,305.2759469092476,305.8296968064229
703,704,703,703,21.085150415404456,21.115136520602746,True,,30.242694723815347,31.189859599690095,31.464081185521252,31.015131062961206,31.169522042734936,31.443743628566093,45.722804394430675,mm,44.72930541181229,mm,44.3790824034065,mm,506.82871932288043,495.8159692591421,491.93381283460457,45.722804394430675,44.72930541181229,44.3790824034065,0.9471648758747477,1.2213864617059045,0.15439097977372995,0.4286125656048867,-0.9934989826183838,-1.343721991024175,0.9471648758747477,1.2213864617059045,0.15439097977372995,0.4286125656048867,0.9934989826183838,1.343721991024175,0.9601830483669347,0.9548529628248889,0.9937249003061859,0.6549303930783047,0.6870589503936374,0.5096931639012557,2.0991657909669565,50.96931639012558,1.0,1.0,3.055292111054342,100.0,0.0072939482151498205,0.010645598358759632,0.005578328231106377,0.007830829839187222,0.9990569151477632,0.9956605199915372,0.9993698913343917,0.9960086970215354,True,False,False,houghpeaks,32.5,32.5,32.5,0.1958914159941306,0.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.3811423003144,706.0,48.66753923465162,1.0,300.2404820439628,706.0,309.7455558605698,1.0,43.43336155682112,706.0,48.6941089804133,1.0,305.7231585573712,706.0,305.4729136287324,736.671641040153,48.98454030024888,298.8224472962786,304.2558357259397,725.9608985391739,48.84305826489918,306.3573184792029,305.61476973414824,726.2582359351768,48.84527701233174,302.1095253737472,305.6162775195136
704,705,704,704,21.11514351699109,21.145129612251328,True,,30.154696903395102,31.090153364691616,31.36402114319864,30.942190809204472,31.07298370120578,31.346851479712804,45.812866368698366,mm,44.830266870502626,mm,44.478370103092246,mm,507.8270394321199,496.9351081108969,493.03439838141696,45.812866368698366,44.830266870502626,44.478370103092246,0.9354564612965142,1.2093242398035393,0.13079289200130617,0.4046606705083313,-0.9825994981957393,-1.33449626560612,0.9354564612965142,1.2093242398035393,0.13079289200130617,0.4046606705083313,0.9825994981957393,1.33449626560612,0.9608833954558346,0.9453866974836906,0.9929291565654733,0.6508607754063882,0.7488755716799063,0.5115942174922126,2.288033626314928,51.15942174922126,1.0,1.0,3.055292111054342,100.0,0.007221179337394087,0.009714125542213264,0.005550861350367122,0.0078008781579625005,0.9991874120070177,0.9980766450870839,0.9994581799057506,0.9982484856761339,True,False,False,houghpeaks,31.5,31.5,31.5,0.2008002910149145,1.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.41722913504331,706.0,48.702650812787134,1.0,300.04406145324776,706.0,309.73444651083025,1.0,43.44823821700941,706.0,48.746663283047226,1.0,305.59706695382147,706.0,305.3858016002,736.4293774518264,49.01710591367761,297.3254217081718,304.1171216499892,725.6970552391672,48.89469643369451,304.70592944615663,305.50605625796135,725.992828010284,48.896919312934706,300.43954537605714,305.5073347531943
705,706,705,705,21.145136618577727,21.175122703899913,True,,30.082389177321858,31.02469970162923,31.29797029431606,30.880349041259727,31.013054904569586,31.286325497256414,45.907944192923786,mm,44.90511039777425,mm,44.552557890942246,mm,508.8809592982873,497.7647345867678,493.8567561086694,45.907944192923786,44.90511039777425,44.552557890942246,0.9423105243073735,1.2155811169942012,0.13270586330985878,0.4059764559966865,-1.0028337951495345,-1.3553863019815395,0.9423105243073735,1.2155811169942012,0.13270586330985878,0.4059764559966865,1.0028337951495345,1.3553863019815395,0.96243855632188,0.95544119099708,0.9951104911666095,0.6419541277443932,0.6834150517487999,0.5066670308382906,2.088032616183903,50.666703083829056,1.0,1.0,3.055292111054342,100.0,0.007244467598857204,0.010552556205316952,0.005523195436559793,0.007753971562819767,0.9977869010925796,0.9898185713111167,0.9985289749377161,0.9906521055144526,True,False,False,houghpeaks,31.5,31.5,31.5,0.19715142428785606,1.0,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.44415383861473,706.0,48.74501522333059,1.0,300.02409738021214,706.0,309.84328622027476,1.0,43.44942091758189,706.0,48.835694924037966,1.0,305.60010485949704,706.0,305.4568206226849,736.4162548040422,49.060000840588046,296.0787478988334,304.133932767883,725.6110637894219,48.98552551003501,303.62170904211257,305.5386000075497,725.9047366289134,48.98776920135665,299.3476402183246,305.5394686695206
706,707,706,706,21.17512972016436,21.205115795548497,True,,29.964721081968012,30.870947036950724,31.144198261179127,30.772684935984707,30.852488730380113,31.125739954608516,46.07180674285094,mm,45.116617698269785,mm,44.76018164975288,mm,510.6973449602017,500.10925338121535,496.15822657122516,46.07180674285094,45.116617698269785,44.76018164975288,0.9062259549827125,1.1794771792111156,0.07980379439540641,0.3530550186238095,-0.9551890445811537,-1.3116250930980584,0.9062259549827125,1.1794771792111156,0.07980379439540641,0.3530550186238095,0.9551890445811537,1.3116250930980584,0.928305098659518,0.8443431578061837,0.9579031679165348,0.8743406744962906,1.6975314694433183,0.6684258446336394,5.186454506856655,66.84258446336393,1.0,1.0,3.055292111054342,100.0,0.005473366203058051,0.004273746317304668,0.005500904832963945,0.007766350526950611,0.9985917873596001,0.9828920982237501,0.9990641628259276,0.9842860449139472,True,False,True,angle_profile_localmax,21.5,21.5,31.0,0.30200594353640414,9.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.55203007588325,706.0,48.6830980906301,1.0,299.93422085959725,706.0,309.87652868760546,1.0,43.52094425553107,706.0,48.81418278120638,1.0,305.6704952906856,706.0,305.4433737349085,736.6760637835258,48.993386171857104,294.2420465776348,304.06968567546954,725.9332441894966,48.96384436430643,301.28710987190095,305.5737553253325,726.2262102405873,48.966043994360824,296.9698369647233,305.5751461703529
707,708,707,707,21.205122821750997,21.23510888719708,True,,29.82298904868334,30.67029462707231,30.943007282496694,30.58755194839509,30.63723580758443,30.909948463008817,46.26537690022626,mm,45.37077355926319,mm,45.009974257639385,mm,512.8430338841648,502.92652347743416,498.92713082432607,46.26537690022626,45.37077355926319,45.009974257639385,0.8473055783889691,1.1200182338133544,0.04968385918934004,0.3223965146137253,-0.8946033409630658,-1.2554026425868727,0.8473055783889691,1.1200182338133544,0.04968385918934004,0.3223965146137253,0.8946033409630658,1.2554026425868727,0.8808257509415872,0.7969020390433598,0.9551977044171934,1.3022472691012001,2.28481396854162,0.684920479896195,6.980774093311974,68.4920479896195,1.0,1.0,3.055292111054342,100.0,0.005320625724483727,0.0032200985057347534,0.005475906947255928,0.007828568896806113,0.9975253737825612,0.9913018310397926,0.9983557110732956,0.991974363747382,True,False,False,houghpeaks,32.0,32.0,32.0,0.2938564026646928,1.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.80021284258706,706.0,48.569968133806746,1.0,300.031409409976,706.0,309.43958649900264,1.0,43.690614313033706,706.0,48.79717643902782,1.0,305.65602163189317,706.0,305.24924698769854,737.0095935121601,48.86773743842734,292.08442403957275,303.9159112670279,726.2080537780154,48.943550456138276,298.28863615745354,305.4844904557286,726.5007397129081,48.94567048296088,293.92516238271645,305.48700811600116
708,709,708,708,21.23511592333763,21.265101978845664,True,,29.669393073112165,30.52802600365746,30.800096059128208,30.426567638947613,30.50322094669854,30.77529100216929,46.47002234513532,mm,45.558971681829284,mm,45.19559285492963,mm,515.1114902951883,505.0126644021313,500.9846781946834,46.47002234513532,45.558971681829284,45.19559285492963,0.8586329305452942,1.1307029860160434,0.07665330775092727,0.3487233632216764,-0.9110506633060353,-1.2744294902056907,0.8586329305452942,1.1307029860160434,0.07665330775092727,0.3487233632216764,0.9110506633060353,1.2744294902056907,0.9617905139068881,0.9456405852290343,0.9914760685800426,0.6456436003403537,0.747142121344201,0.5153459766026449,2.282737429179343,51.534597660264495,1.0,1.0,3.055292111054342,100.0,0.00703902006795507,0.00983598845926352,0.005455005450071227,0.007830111956265044,0.9823891289141718,0.9955097333326384,0.9882269670949906,0.9959108648585908,True,False,False,houghpeaks,31.0,31.0,31.0,0.20385779122541603,7.0,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.857094915406805,706.0,48.64908092598155,1.0,300.1127930663764,706.0,309.4300438409837,1.0,43.69130985368407,706.0,48.91517222262265,1.0,305.7192671595796,706.0,305.41405155038103,737.1593484132374,48.94927079622457,289.581003843599,303.92666765020437,726.2518820281915,49.06523327854784,295.926564560397,305.59158461905315,726.5406252771589,49.06737278917559,291.5324139230523,305.59348697843427
709,710,709,709,21.265109024924268,21.295095070494245,True,,29.566558557943388,30.42729768995042,30.6981841111473,30.230247910365527,30.415521859231838,30.686408280428715,46.758244768180205,mm,45.788168041280464,mm,45.42323737208337,mm,518.3063818484669,507.5532631005842,503.5080750120483,46.758244768180205,45.788168041280464,45.42323737208337,0.8607391320070334,1.1316255532039108,0.18527394886631043,0.45616037006318777,-0.970076726899741,-1.3350073960968345,0.8607391320070334,1.1316255532039108,0.18527394886631043,0.45616037006318777,0.970076726899741,1.3350073960968345,0.8520704927489712,0.8457499116204202,0.9898011662287862,1.6094732287684301,1.6813341090497778,0.5200844702583654,5.136966839426367,52.00844702583653,1.0,1.0,3.055292111054342,100.0,0.00704986980081388,0.004371385098623062,0.005489689458790953,0.007800928862257002,0.9846135483923399,0.9983182444131452,0.9896684563715118,0.9984435834578564,True,False,False,houghpeaks,31.0,31.0,31.0,0.20814814814814814,8.0,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.94577254585382,706.0,48.738620406855084,1.0,301.4824444361239,706.0,309.6492226185255,1.0,43.778706280888706,706.0,48.95634450664563,1.0,306.2196510399527,706.0,306.07475449008376,737.7150133991245,49.04420233725205,286.9008937082559,304.79434398373485,727.0118066371648,49.11065873818718,294.0610976453659,306.15941906555605,727.2896191178454,49.11269903963337,289.6404085430778,306.16032763661843
710,711,710,710,21.2951021265109,21.32508816214283,True,,29.503587344100097,30.36572468592857,30.636200106095828,30.167339048533556,30.368564416380963,30.63903983654822,46.85802363321778,mm,45.871083011226006,mm,45.50535642264542,mm,519.4124118711715,508.4723600060949,504.41834930032985,46.85802363321778,45.871083011226006,45.50535642264542,0.8621373418284719,1.1326127619957305,0.20122536784740674,0.4717007880146653,-0.9869406219917778,-1.3526672105723634,0.8621373418284719,1.1326127619957305,0.20122536784740674,0.4717007880146653,0.9869406219917778,1.3526672105723634,0.9164430016964146,0.9086511729021834,0.9952276045138895,0.9709869309467256,1.0383801939112831,0.5064289381963876,3.172554814732221,50.64289381963876,1.0,1.0,3.055292111054342,100.0,0.007299429732468458,0.007040109164966521,0.0055163990585744265,0.007752518167050949,0.9914344378998589,0.9973231369001638,0.9942470853828713,0.9975284451052433,True,False,False,houghpeaks,31.0,31.0,31.0,0.19500723589001448,0.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.8427993915996,706.0,49.15657640156108,1.0,301.9873174545421,706.0,310.1548629546711,1.0,43.68410045288902,706.0,49.33599549241804,1.0,306.53382093786826,706.0,306.56876260351254,737.4532991016684,49.48287770064934,285.395762837472,305.28209097655474,726.9808557514738,49.504196335746876,292.9690999778496,306.5482916991021,727.2422401653562,49.50629182123941,288.5240339710378,306.5480713898678
711,712,711,711,21.32509522809754,21.355081253791415,True,,29.428350373403312,30.288127086037008,30.558007544017897,30.12750708905257,30.30716632421496,30.57704678219585,47.12753651714158,mm,45.98752228623887,mm,45.62076803461318,mm,522.399911689025,509.76306755160243,505.6976653935425,47.12753651714158,45.98752228623887,45.62076803461318,0.8597767126336961,1.1296571706145855,0.17965923516239002,0.44953969314327935,-1.1400142309027075,-1.5067684825284005,0.8597767126336961,1.1296571706145855,0.17965923516239002,0.44953969314327935,1.1400142309027075,1.5067684825284005,0.9646143828562957,0.9569734002186099,0.995785016806009,0.6298000240278465,0.6740364242520624,0.505336154339885,2.059378169580604,50.5336154339885,1.0,1.0,3.055292111054342,100.0,0.0073243726792695234,0.01075769457068819,0.005517704081437185,0.00771179247423098,0.9998170484164056,0.9998225245224596,0.9998768573636498,0.9998289583669873,True,False,False,houghpeaks,31.0,31.0,31.0,0.09272002897500906,0.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.84363832773145,706.0,48.7042477219268,1.0,302.2460080849193,706.0,310.84925871235043,1.0,43.60519434439914,706.0,49.65959778430959,1.0,306.8441852214533,706.0,307.0784548923363,738.6176098983412,49.021661453678234,283.62254001269963,305.6949053114306,726.8567757005111,49.838711734021096,291.3929934647177,306.94068205975924,727.1066833788241,49.84085789275477,286.9262332523302,306.9391977669297
712,713,712,712,21.355088329684172,21.385074345439996,True,,29.447032305497817,30.308134821447425,30.577787023145504,30.12333156018707,30.310230879596702,30.57988308129478,47.14411778362034,mm,46.05163841861375,mm,45.68472954673607,mm,522.5837119209986,510.473782865107,506.40666677052604,47.14411778362034,46.05163841861375,45.68472954673607,0.8611025159496073,1.1307547176476866,0.18689931940963334,0.4565515211077127,-1.0924793650065894,-1.4593882368842657,0.8611025159496073,1.1307547176476866,0.18689931940963334,0.4565515211077127,1.0924793650065894,1.4593882368842657,0.9612794184087202,0.9410078380287369,0.9919199484626742,0.6485755748263736,0.7793997932328184,0.5141630180180133,2.3812940396216153,51.41630180180133,1.0,1.0,3.055292111054342,100.0,0.0071484804836199605,0.009219278205458621,0.005488098198488766,0.0076540750017229904,0.998031169079855,0.9980923877979947,0.9986773036606934,0.9982008839772349,True,False,False,houghpeaks,32.5,32.5,32.5,0.0959409594095941,0.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.85250962230944,706.0,49.03270349164928,1.0,302.9425122241592,706.0,311.2644710662967,1.0,43.688046270815384,706.0,49.56091903822578,1.0,307.33890393418835,706.0,307.36469503099266,738.0656199812728,49.359281318608325,282.99421029212397,306.2712274181622,727.0842727878708,49.73655769280243,291.09886532041753,307.34951665463984,727.3360434685661,49.73865502212766,286.63182161649587,307.3493532362617
713,714,713,713,21.385081431270805,21.41506743708858,True,,29.519490713202405,30.372305756955,30.641984011588733,30.159571899260506,30.355903637845774,30.625581892479506,47.02724685109464,mm,46.05907550523459,mm,45.69273287433251,mm,521.2882195328439,510.5562215767621,506.4953821572953,47.02724685109464,46.05907550523459,45.69273287433251,0.8528150437525959,1.1224932983863276,0.1963317385852683,0.46600999321900005,-0.9681713458600498,-1.3345139767621248,0.8528150437525959,1.1224932983863276,0.1963317385852683,0.46600999321900005,0.9681713458600498,1.3345139767621248,0.9624134907942367,0.945917915824177,0.9940854921491876,0.6420962448320046,0.7452532329687374,0.5088697735104329,2.2769663234271267,50.88697735104329,1.0,1.0,3.055292111054342,100.0,0.00718508820303134,0.009567696522626885,0.0054653328907047745,0.007609521565109776,0.9991447298390278,0.9998195788960288,0.9994277495594839,0.9998362629516669,True,False,False,houghpeaks,31.5,31.5,31.5,0.19019963702359347,0.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.596271059631874,706.0,49.46691510295022,1.0,303.5071644696743,706.0,311.38341667687666,1.0,43.86153752880311,706.0,49.349676507580604,1.0,307.7476818401688,706.0,307.5458607918097,737.3532337470468,49.81694367377286,283.73441052991245,306.6658701788775,727.6112097949307,49.51791100808287,291.8383901216559,307.66442324612984,727.8660241510102,49.51989463446578,287.37947643829943,307.6656997037669
714,715,714,714,21.415074532857442,21.445060528737162,True,,29.52927483035426,30.35272393461176,30.6221009164081,30.1271046699814,30.32763751274698,30.59701449454332,47.23639626088758,mm,46.2157218245053,mm,45.84810298728249,mm,523.606601550667,512.2926166740035,508.21763074660265,47.23639626088758,46.2157218245053,45.84810298728249,0.8234491042574987,1.0928260860538401,0.20053284276557903,0.46990982456192043,-1.0206744363822793,-1.3882932736050932,0.8234491042574987,1.0928260860538401,0.20053284276557903,0.46990982456192043,1.0206744363822793,1.3882932736050932,0.9630727071728421,0.9502558455808726,0.9959859565421075,0.6383744210452666,0.7163454125177545,0.5049591553873193,2.1886444876554636,50.49591553873193,1.0,1.0,3.055292111054342,100.0,0.007194790512711147,0.009857456301576174,0.005438720781497354,0.00755328145897171,0.9994258788891663,0.9963728883718664,0.9996151836811025,0.9966482859308987,True,False,False,houghpeaks,31.0,31.0,31.0,0.1961792799412197,0.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.86042510730634,706.0,48.643750658363274,1.0,304.08357446853495,706.0,311.4398812749398,1.0,43.986509126676616,706.0,48.806551740578485,1.0,307.96154556236024,706.0,307.65286787798055,738.9474754751891,48.9607626473472,283.3552862673981,307.02980441774525,728.7172891975454,48.9618684810104,291.3728388887185,307.8344085190767,728.9820187289614,48.963678420900585,286.9088819443249,307.83636302105225
715,716,715,715,21.445067634444076,21.475053620385747,True,,29.426487520233543,30.263199399239824,30.53235225281051,30.04704978911313,30.255887888205116,30.525040741775804,47.43385357895518,mm,46.36235760510741,mm,45.992804663982916,mm,525.7953789225406,513.9180468258454,509.8216217191005,47.43385357895518,46.36235760510741,45.992804663982916,0.8367118790062804,1.1058647325769684,0.20883809909198447,0.47799095266267244,-1.0714959738477674,-1.4410489149722636,0.8367118790062804,1.1058647325769684,0.20883809909198447,0.47799095266267244,1.0714959738477674,1.4410489149722636,0.9630993580053944,0.950260479879193,0.9961305175004829,0.638224648568779,0.7163151802469951,0.5046936850160264,2.188552119237113,50.46936850160264,1.0,1.0,3.055292111054342,100.0,0.007151202184723812,0.009796830630738114,0.005411372223269383,0.007521678619367489,0.9999081329394982,0.9999012343754877,0.9999384356684391,0.9999118692166744,True,False,False,houghpeaks,30.5,30.5,30.5,0.3037518037518038,0.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.90121571502221,706.0,48.23196709646138,1.0,303.8204536426516,706.0,311.45650487141023,1.0,43.86451516704967,706.0,48.589447665007,1.0,307.7830098609845,706.0,307.69304485219584,739.7181775442056,48.534749222798396,281.7573556434884,306.8614147072537,729.0766597027737,48.744108174757265,289.9456601522878,307.74613752218306,729.3449184029346,48.74590605312641,285.4639177960521,307.74670943706315
716,717,716,716,21.475060736030713,21.505046712034332,True,,29.39548790988056,30.248929936691525,30.51776912398074,30.023975229992026,30.237344877148026,30.506184064437242,47.451838383059474,mm,46.37427888132779,mm,46.004792731818206,mm,525.994737106103,514.0501919389786,509.9545072047698,47.451838383059474,46.37427888132779,46.004792731818206,0.8534420268109635,1.1222812141001803,0.21336964715600004,0.4822088344452169,-1.0775595017316846,-1.4470456512412682,0.8534420268109635,1.1222812141001803,0.21336964715600004,0.4822088344452169,1.0775595017316846,1.4470456512412682,0.9051267754828877,0.7701018440968549,0.934806016841373,1.0698362896948699,2.6495019470133445,0.8245980341455316,8.09500239693299,82.45980341455315,1.0,1.0,3.055292111054342,100.0,0.004358204961948036,0.0026419191211165794,0.005382576473175466,0.007466178424893619,0.9984105681497488,0.9989929423146631,0.9989371475281805,0.9990735775432571,True,False,True,angle_profile_localmax,13.0,13.0,29.0,0.4,5.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.94068838670649,706.0,48.43958998635942,1.0,303.8514266644371,706.0,311.58500383733616,1.0,43.89013134267035,706.0,48.730586254250234,1.0,307.9031004754435,706.0,307.76055128318393,739.3344595165441,48.74687703923267,281.0602469229034,306.92357919300366,728.7870478306262,48.887039697643374,289.4756632850281,307.84477143602817,729.0523952429686,48.888861544714786,284.99275160086916,307.84567786927573
717,718,717,717,21.505053837617346,21.535039803682913,True,,29.37447764988717,30.202666495240777,30.471075050573205,30.025662405126255,30.190407116428812,30.45881567176124,47.48485784785031,mm,46.47077678798249,mm,46.10042430312732,mm,526.3607516862302,515.1198531527841,511.0145652536006,47.48485784785031,46.47077678798249,46.10042430312732,0.8281888453536084,1.0965974006860364,0.16474471130255708,0.4331532666349851,-1.01408105986782,-1.384433544722988,0.8281888453536084,1.0965974006860364,0.16474471130255708,0.4331532666349851,1.01408105986782,1.384433544722988,0.9360229234927544,0.862339461276311,0.9661077589265338,0.815552189130677,1.4959758513692303,0.6216704296456417,4.570643217016212,62.16704296456417,1.0,1.0,3.055292111054342,100.0,0.005756695279447073,0.004661947365222055,0.005359425235352839,0.007417668681861649,0.9982459566127384,0.9990296861622947,0.9988298794289732,0.999115905900573,True,False,False,houghpeaks,21.5,21.5,21.5,0.2013590844062947,3.0,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.89673967358967,706.0,48.597537054181345,1.0,303.92452674092846,706.0,311.93742095611583,1.0,43.81245533605162,706.0,48.8043972822305,1.0,308.16512862065537,706.0,308.01428221856816,739.122751625679,48.91235811422581,280.4349399472014,307.10053044848047,728.8853119186572,48.96644288296544,288.44938329158856,308.103624074199,729.1483565269692,48.96830544099941,283.9553069536159,308.10458565610867
718,719,718,718,21.535046939203983,21.5650328953315,True,,29.3415927151713,30.15768439266705,30.42537132385462,30.03924328806093,30.165054292649927,30.432741223837496,47.531893547585156,mm,46.550031585583234,mm,46.179662983619345,mm,526.8821336043956,515.9983777336839,511.89291117937023,47.531893547585156,46.550031585583234,46.179662983619345,0.8160916774957521,1.0837786086833212,0.1258110045889964,0.39349793577656555,-0.981861962001922,-1.3522305639658114,0.8160916774957521,1.0837786086833212,0.1258110045889964,0.39349793577656555,0.981861962001922,1.3522305639658114,0.9540774819090615,0.921251844666315,0.9855730192826151,0.6918991947009121,0.9309185554286523,0.5337907466641865,2.8442281184352654,53.379074666418646,1.0,1.0,3.055292111054342,100.0,0.006671412363228221,0.0074431583041015045,0.005337066637195817,0.007369519377372886,0.9992753191688736,0.9995642327541238,0.9995151576677876,0.9996045036302088,True,False,True,angle_profile_localmax,18.5,18.5,24.0,0.31254355400696865,5.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.72031728209214,706.0,48.83851383259345,1.0,303.9587055047485,706.0,312.5434209374457,1.0,43.60598395973881,706.0,48.94688192071468,1.0,308.31369547793844,706.0,308.4043789377106,738.7752009199982,49.16943627533205,279.4847817934607,307.3497872125977,728.8464962375847,49.119961076985255,287.4466106019055,308.3505408250156,729.1053653512422,49.121922202547374,282.9493959597021,308.34996235269915
719,720,719,719,21.565040040790617,21.59502598698008,True,,29.298531326880294,30.127782231398243,30.394936147417127,30.094440730593835,30.164450772213854,30.43160468823274,47.59861483052898,mm,46.60277384852526,mm,46.23270668261988,mm,527.6217265238123,516.5830158357237,512.4808906436365,47.59861483052898,46.60277384852526,46.23270668261988,0.8292509045179486,1.0964048205368329,0.07001004162001934,0.3371639576389036,-0.9958409820037204,-1.3659081479091029,0.8292509045179486,1.0964048205368329,0.07001004162001934,0.3371639576389036,0.9958409820037204,1.3659081479091029,0.9392554341589056,0.8692354689406281,0.967054338401148,0.7919414494689394,1.4220820173833133,0.6166089705332745,4.34487596898348,61.660897053327446,1.0,1.0,3.055292111054342,100.0,0.005746336136519182,0.004850893590242097,0.005311295042300627,0.00731848012857567,0.999325063514955,0.9931647193091816,0.9995485027088923,0.9937074788113289,True,False,False,houghpeaks,26.5,26.5,26.5,0.2126041289387903,2.5,False,candidate persistence disabled,True,False,1.0,284,284,284,False,False,1.0,41.510692666948906,706.0,49.18456670994214,1.0,303.88335254718066,706.0,313.6773064716305,1.0,43.39822912557051,706.0,49.18473122729758,1.0,308.4785221805732,706.0,308.9297129144129,738.0754915202922,49.53370611674188,277.9461777890402,307.73072574550457,728.2669291418692,49.367493826274085,286.2222374289001,308.6610606637121,728.5203717853537,49.369574033918326,281.72351608146954,308.65818154117864
