mode,offset_px,box_size_px,frame,time_s,point_id,x,y,dx,dy,cumulative_dx,cumulative_dy,d_parallel_px,d_perpendicular_px,signed_offset_px,zncc,forward_backward_error,valid,fallback_used,strain_back_front_percent,strain_back_center_percent,strain_center_front_percent,dx_mm,dy_mm,cumulative_dx_mm,cumulative_dy_mm,d_parallel_mm,d_perpendicular_mm
independent,25.0,41,3,0.2727272727272727,front,319.0,240.0,5.0,3.0,5.42602669930983,3.944898592664174,-4.399548870959672,-5.064381539740503,23.610459373174965,0.8913053274154663,1.0,True,False,-8.406706866413789,-11.255251225527319,-5.558162507300246,0.316875,0.190125,0.34387444206876044,0.25000794831009204,-0.2788214096970692,-0.3209551800810544
independent,25.0,41,4,0.36363636363636365,back,362.25,231.25,-0.75,4.25,-0.04247650025575922,6.442451481800674,1.4906241058173078,-6.267776728919596,-14.728339878561416,0.8028437495231628,5.0990195135927845,False,True,6.508987763699757,-41.08664048575441,54.10461601315393,-0.04753125,0.26934375,-0.0026919482037087404,0.4082903626591177,0.09446830270617187,-0.3972203501952794
independent,25.0,41,4,0.36363636363636365,center,348.0,235.0,6.5,2.5,10.066775099527035,4.568675037232424,-8.781036015621304,-6.716111895483113,0.0,0.8995786309242249,1.5811388300841898,True,False,6.508987763699757,-41.08664048575441,54.10461601315393,0.4119375,0.1584375,0.6379818719325259,0.2895397804846049,-0.5564981574900001,-0.4256335913762423
independent,25.0,41,4,0.36363636363636365,front,311.0,246.0,-8.0,6.0,-2.57397330069017,9.944898592664174,4.745117987667194,-9.110993461426528,38.526154003288525,0.9055396318435669,0.0,True,False,6.508987763699757,-41.08664048575441,54.10461601315393,-0.507,0.38025,-0.16312555793123953,0.6302579483100921,0.30072185246840843,-0.5774092106179062
independent,25.0,41,5,0.45454545454545453,back,369.0,235.0,6.75,3.75,6.707523499744241,10.192451481800674,-4.242807359438803,-11.440084108920438,-14.540985127009272,0.8339219689369202,1.2747548783981961,True,False,34.31644428348306,-41.83605949196298,110.46894805892913,0.42778125,0.23765625,0.4250893017962913,0.6459466126591177,-0.26888791640443416,-0.7250153304028327
independent,25.0,41,5,0.45454545454545453,center,355.0,239.0,7.0,4.0,17.066775099527035,8.568675037232424,-14.70182223242956,-12.188249555927465,0.0,0.8491503000259399,1.0,True,False,34.31644428348306,-41.83605949196298,110.46894805892913,0.443625,0.2535,1.0816068719325258,0.5430397804846049,-0.9317279839802234,-0.7724303156069031
independent,25.0,41,5,0.45454545454545453,front,304.0,252.0,-7.0,6.0,-9.57397330069017,15.944898592664174,12.915414782302749,-13.382556440895286,52.61723701473234,0.8606489300727844,1.0,True,False,34.31644428348306,-41.83605949196298,110.46894805892913,-0.443625,0.38025,-0.6067505579312396,1.010507948310092,0.8185144118284368,-0.8481195144417387
independent,25.0,41,6,0.5454545454545454,back,377.0,236.0,8.0,1.0,14.70752349974424,11.192451481800674,-11.81281681358656,-14.214062635173587,-15.74030624878331,0.8875939249992371,0.0,True,False,34.76634639904852,-37.03877500486683,106.57146780296385,0.507,0.063375,0.9320893017962912,0.7093216126591178,-0.7486372655610483,-0.900816219504126
independent,25.0,41,6,0.5454545454545454,center,362.0,241.0,7.0,2.0,24.066775099527035,10.568675037232424,-21.072510564803277,-15.711647088389196,0.0,0.8912520408630371,0.0,True,False,34.76634639904852,-37.03877500486683,106.57146780296385,0.443625,0.12675,1.525231871932526,0.6697897804846049,-1.3354703570444078,-0.9957256342266653
independent,25.0,41,6,0.5454545454545454,front,312.0,254.0,8.0,2.0,-1.5739733006901702,17.944898592664174,5.570356385937721,-17.130905031139743,51.64286695074102,0.8860006332397461,0.0,True,False,34.76634639904852,-37.03877500486683,106.57146780296385,0.507,0.12675,-0.09975055793123953,1.137257948310092,0.3530213359588031,-1.0856711063484812
independent,25.0,41,7,0.6363636363636364,back,379.0,237.0,2.0,1.0,16.70752349974424,12.192451481800674,-13.53660588378645,-15.638334814730358,-16.71467631277462,0.9454625844955444,0.0,True,False,36.71508652703115,-33.141294748901586,106.57146780296385,0.12675,0.063375,1.0588393017962914,0.7726966126591177,-0.8578823978849662,-0.9910794688835365
independent,25.0,41,7,0.6363636363636364,center,363.0,242.0,1.0,1.0,25.066775099527035,11.568675037232424,-21.821929571011857,-16.910968210163237,0.0,0.9476691484451294,0.0,True,False,36.71508652703115,-33.141294748901586,106.57146780296385,0.063375,0.063375,1.588606871932526,0.7331647804846049,-1.3829647865628765,-1.0717326103190952
independent,25.0,41,7,0.6363636363636364,front,313.0,255.0,1.0,1.0,-0.5739733006901702,18.944898592664174,4.820937379729141,-18.330226152913784,51.64286695074102,0.9085200428962708,0.0,True,False,36.71508652703115,-33.141294748901586,106.57146780296385,0.063375,0.063375,-0.03637555793123953,1.200632948310092,0.3055269064403343,-1.1616780824409112
independent,25.0,41,8,0.7272727272727273,back,378.0,237.0,-1.0,0.0,15.70752349974424,12.192451481800674,-12.562235819795141,-15.413383756947628,-15.74030624878331,0.9573527574539185,0.0,True,False,36.71508652703115,-37.03877500486683,110.46894805892913,-0.063375,0.0,0.9954643017962913,0.7726966126591177,-0.7961316950795171,-0.976823195596556
independent,25.0,41,8,0.7272727272727273,center,363.0,242.0,0.0,0.0,25.066775099527035,11.568675037232424,-21.821929571011857,-16.910968210163237,0.0,0.9496163725852966,1.0,True,False,36.71508652703115,-37.03877500486683,110.46894805892913,0.0,0.0,1.588606871932526,0.7331647804846049,-1.3829647865628765,-1.0717326103190952
independent,25.0,41,8,0.7272727272727273,front,312.0,255.0,-1.0,0.0,-1.5739733006901702,18.944898592664174,5.795307443720452,-18.105275095131056,52.61723701473234,0.9435385465621948,1.0,True,False,36.71508652703115,-37.03877500486683,110.46894805892913,-0.063375,0.0,-0.09975055793123953,1.200632948310092,0.3672776092457836,-1.1474218091539308
independent,25.0,41,9,0.8181818181818182,back,378.0,237.0,0.0,0.0,15.70752349974424,12.192451481800674,-12.562235819795141,-15.413383756947628,-15.74030624878331,0.9711892008781433,0.0,True,False,36.71508652703115,-37.03877500486683,110.46894805892913,0.0,0.0,0.9954643017962913,0.7726966126591177,-0.7961316950795171,-0.976823195596556
independent,25.0,41,9,0.8181818181818182,center,363.0,242.0,0.0,0.0,25.066775099527035,11.568675037232424,-21.821929571011857,-16.910968210163237,0.0,0.9659532904624939,0.0,True,False,36.71508652703115,-37.03877500486683,110.46894805892913,0.0,0.0,1.588606871932526,0.7331647804846049,-1.3829647865628765,-1.0717326103190952
independent,25.0,41,9,0.8181818181818182,front,312.0,255.0,0.0,0.0,-1.5739733006901702,18.944898592664174,5.795307443720452,-18.105275095131056,52.61723701473234,0.9670469164848328,0.0,True,False,36.71508652703115,-37.03877500486683,110.46894805892913,0.0,0.0,-0.09975055793123953,1.200632948310092,0.3672776092457836,-1.1474218091539308
independent,25.0,41,10,0.9090909090909091,back,374.0,238.0,-4.0,1.0,11.70752349974424,13.192451481800674,-8.439804506047167,-15.48794958980802,-15.74030624878331,0.9364797472953796,0.0,True,False,32.367704155500455,-37.03877500486683,101.77418331586775,-0.2535,0.063375,0.7419643017962912,0.8360716126591178,-0.5348726105707392,-0.9815488052540833
independent,25.0,41,10,0.9090909090909091,center,359.0,243.0,-4.0,1.0,21.066775099527035,12.568675037232424,-17.699498257263887,-16.985534043023627,0.0,0.9406383037567139,0.0,True,False,32.367704155500455,-37.03877500486683,101.77418331586775,-0.2535,0.063375,1.3351068719325259,0.7965397804846048,-1.1217057020540988,-1.0764582199766224
independent,25.0,41,10,0.9090909090909091,front,310.0,255.0,-2.0,0.0,-3.57397330069017,18.944898592664174,7.7440475717030735,-17.655372979565595,50.44354582896699,0.9508011341094971,1.0,True,False,32.367704155500455,-37.03877500486683,101.77418331586775,-0.12675,0.0,-0.22650055793123955,1.200632948310092,0.4907790148566823,-1.1189092625799695
independent,25.0,41,11,1.0,back,369.0,239.0,-5.0,1.0,6.707523499744241,14.192451481800674,-3.3430031283078834,-15.337564364885681,-15.74030624878331,0.943335771560669,0.0,True,False,28.02032178396973,-37.03877500486683,93.07941857280632,-0.316875,0.063375,0.4250893017962913,0.8994466126591177,-0.21186282325651212,-0.9720181416246301
independent,25.0,41,11,1.0,center,354.0,244.0,-5.0,1.0,16.066775099527035,13.568675037232424,-12.6026968795246,-16.83514881810129,0.0,0.9453967809677124,0.0,True,False,28.02032178396973,-37.03877500486683,93.07941857280632,-0.316875,0.063375,1.0182318719325258,0.8599147804846049,-0.7986959147398716,-1.0669275563471692
independent,25.0,41,11,1.0,front,307.0,255.0,-3.0,0.0,-6.57397330069017,18.944898592664174,10.667157763677006,-16.980519806217405,48.26985464320163,0.9510357975959778,0.0,True,False,28.02032178396973,-37.03877500486683,93.07941857280632,-0.190125,0.0,-0.41662555793123957,1.200632948310092,0.6760311232730303,-1.076140442719028
independent,25.0,41,12,1.0909090909090908,back,362.0,240.0,-7.0,1.0,-0.2924765002557592,15.192451481800674,3.702538377414022,-14.737277024397883,-13.19190555991367,0.9287733435630798,1.0,True,False,17.82671902849119,-47.232377760345386,82.88581581732775,-0.443625,0.063375,-0.01853569820370874,0.9628216126591177,0.23464836966861363,-0.9339749314212159
independent,25.0,41,12,1.0909090909090908,center,349.5,244.5,-4.5,0.5,11.566775099527035,14.068675037232424,-8.105556062672337,-16.31005409007466,0.0,0.9358245134353638,3.1622776601683795,False,True,17.82671902849119,-47.232377760345386,82.88581581732775,-0.2851875,0.0316875,0.7330443719325259,0.8916022804846049,-0.5136896154718593,-1.0336496779584816
independent,25.0,41,12,1.0909090909090908,front,305.0,255.0,-2.0,0.0,-8.57397330069017,18.944898592664174,12.615897891659626,-16.530617690651948,45.72145395433199,0.945901095867157,0.0,True,False,17.82671902849119,-47.232377760345386,82.88581581732775,-0.12675,0.0,-0.5433755579312396,1.200632948310092,0.7995325288839288,-1.0476278961450671
independent,25.0,41,13,1.1818181818181819,back,359.0,240.0,-3.0,0.0,-3.292476500255759,15.192451481800674,6.625648569387954,-14.062423851049694,-11.617874935035339,0.9416640400886536,1.0,True,False,22.1741014000219,-53.5285002598587,97.87670305990247,-0.190125,0.0,-0.20866069820370875,0.9628216126591177,0.41990047808496156,-0.8912061115602744
independent,25.0,41,13,1.1818181818181819,center,348.0,244.0,-1.5,-0.5,10.066775099527035,13.568675037232424,-6.756476495576735,-15.48544247140491,0.0,0.9467881321907043,0.7071067811865476,True,False,22.1741014000219,-53.5285002598587,97.87670305990247,-0.0950625,-0.0316875,0.6379818719325259,0.8599147804846049,-0.4281916979071756,-0.9813899166252862
independent,25.0,41,13,1.1818181818181819,front,300.0,256.0,-5.0,1.0,-13.57397330069017,19.944898592664174,17.71269926939891,-16.38023246572961,49.469175764975674,0.9451279640197754,0.0,True,False,22.1741014000219,-53.5285002598587,97.87670305990247,-0.316875,0.063375,-0.8602505579312395,1.264007948310092,1.122542316198156,-1.038097232515614
independent,25.0,41,14,1.2727272727272727,back,355.0,240.0,-4.0,0.0,-7.292476500255759,15.192451481800674,10.523128825353197,-13.162619619918773,-14.765936184792,0.9374823570251465,1.0,True,False,18.27662114405664,-40.93625526083207,77.48949754894537,-0.2535,0.0,-0.46216069820370875,0.9628216126591177,0.6669032893067589,-0.8341810184123523
independent,25.0,41,14,1.2727272727272727,center,341.0,245.0,-7.0,1.0,3.0667750995270353,14.568675037232424,0.28906501014516905,-14.885155130917111,0.0,0.9530411958694458,1.0,True,False,18.27662114405664,-40.93625526083207,77.48949754894537,-0.443625,0.063375,0.19435687193252588,0.9232897804846049,0.018319495017950087,-0.9433467064218719
independent,25.0,41,14,1.2727272727272727,front,298.0,256.0,-2.0,0.0,-15.57397330069017,19.944898592664174,19.661439397381532,-15.93033035016415,44.37237438723639,0.9487109780311584,0.0,True,False,18.27662114405664,-40.93625526083207,77.48949754894537,-0.12675,0.0,-0.9870005579312395,1.264007948310092,1.2460437218090545,-1.009584685941653
independent,25.0,41,15,1.3636363636363635,back,349.0,240.0,-6.0,0.0,-13.29247650025576,15.192451481800674,16.369349209301063,-11.812913273222396,-14.765936184792,0.9321699738502502,1.0,True,False,12.430400760108782,-40.93625526083207,65.79705678104965,-0.38025,0.0,-0.8424106982037087,0.9628216126591177,1.037407506139455,-0.7486433786904694
independent,25.0,41,15,1.3636363636363635,center,335.0,245.0,-6.0,0.0,-2.9332249004729647,14.568675037232424,6.135285394093033,-13.535448784220733,0.0,0.9486942291259766,0.0,True,False,12.430400760108782,-40.93625526083207,65.79705678104965,-0.38025,0.0,-0.18589312806747413,0.9232897804846049,0.388823711850646,-0.857809066699989
independent,25.0,41,15,1.3636363636363635,front,295.0,256.0,-3.0,0.0,-18.57397330069017,19.944898592664174,22.584549589355465,-15.255477176815962,41.44926419526246,0.9365547299385071,1.0,True,False,12.430400760108782,-40.93625526083207,65.79705678104965,-0.190125,0.0,-1.1771255579312396,1.264007948310092,1.4312958302254026,-0.9668158660807116
independent,25.0,41,16,1.4545454545454546,back,346.0,240.0,-3.0,0.0,-16.29247650025576,15.192451481800674,19.292459401274993,-11.138060099874206,-14.765936184792,0.944667637348175,0.0,True,False,10.031758516560716,-40.93625526083207,60.99977229395351,-0.190125,0.0,-1.0325356982037088,0.9628216126591177,1.2226596145558026,-0.7058745588295278
independent,25.0,41,16,1.4545454545454546,center,332.0,245.0,-3.0,0.0,-5.933224900472965,14.568675037232424,9.058395586066965,-12.860595610872544,0.0,0.9416698217391968,0.0,True,False,10.031758516560716,-40.93625526083207,60.99977229395351,-0.190125,0.0,-0.37601812806747414,0.9232897804846049,0.5740758202669939,-0.8150402468390474
independent,25.0,41,16,1.4545454545454546,front,293.0,255.0,-2.0,-1.0,-20.57397330069017,18.944898592664174,24.308338659555353,-13.831204997259189,40.249943073488424,0.9424538016319275,1.0,True,False,10.031758516560716,-40.93625526083207,60.99977229395351,-0.12675,-0.063375,-1.3038755579312395,1.200632948310092,1.5405409625493205,-0.8765526167013011
independent,25.0,41,17,1.5454545454545454,back,341.0,240.0,-5.0,0.0,-21.29247650025576,15.192451481800674,24.164309721231547,-10.013304810960555,-14.765936184792,0.9121820330619812,0.0,True,False,10.031758516560716,-40.93625526083207,60.99977229395351,-0.316875,0.0,-1.3494106982037088,0.9628216126591177,1.5314131285830492,-0.6345931923946252
independent,25.0,41,17,1.5454545454545454,center,327.0,245.0,-5.0,0.0,-10.933224900472965,14.568675037232424,13.93024590602352,-11.735840321958893,0.0,0.9290539026260376,0.0,True,False,10.031758516560716,-40.93625526083207,60.99977229395351,-0.316875,0.0,-0.6928931280674742,0.9232897804846049,0.8828293342942406,-0.7437588804041448
independent,25.0,41,17,1.5454545454545454,front,288.0,255.0,-5.0,0.0,-25.57397330069017,18.944898592664174,29.18018897951191,-12.70644970834554,40.249943073488424,0.9564739465713501,5.0990195135927845,False,True,10.031758516560716,-40.93625526083207,60.99977229395351,-0.316875,0.0,-1.6207505579312396,1.200632948310092,1.8492944765765673,-0.8052712502663986
independent,25.0,41,18,1.6363636363636365,back,336.0,240.0,-5.0,0.0,-26.29247650025576,15.192451481800674,29.0361600411881,-8.888549522046908,-15.74030624878331,0.9284771084785461,0.0,True,False,10.031758516560716,-37.03877500486683,57.102292037988256,-0.316875,0.0,-1.6662856982037089,0.9628216126591177,1.8401666426102958,-0.5633118259597228
independent,25.0,41,18,1.6363636363636365,center,321.0,245.0,-6.0,0.0,-16.933224900472965,14.568675037232424,19.776466289971385,-10.386133975262515,0.0,0.9514681696891785,1.0,True,False,10.031758516560716,-37.03877500486683,57.102292037988256,-0.38025,0.0,-1.0731431280674741,0.9232897804846049,1.2533335511269366,-0.658221240682262
independent,25.0,41,18,1.6363636363636365,front,283.0,255.0,-5.0,0.0,-30.57397330069017,18.944898592664174,34.05203929946846,-11.58169441943189,39.27557300949711,0.9730355739593506,0.0,True,False,10.031758516560716,-37.03877500486683,57.102292037988256,-0.316875,0.0,-1.9376255579312396,1.200632948310092,2.158047990603814,-0.7339898838314961
independent,25.0,41,19,1.7272727272727273,back,335.0,240.0,-1.0,0.0,-27.29247650025576,15.192451481800674,30.010530105179413,-8.663598464264176,-16.71467631277462,0.9328843951225281,0.0,True,False,11.980498644543331,-33.141294748901586,57.102292037988256,-0.063375,0.0,-1.7296606982037088,0.9628216126591177,1.9019173454157454,-0.5490555526727422
independent,25.0,41,19,1.7272727272727273,center,319.0,245.0,-2.0,0.0,-18.933224900472965,14.568675037232424,21.725206417954006,-9.936231859697056,0.0,0.9577715992927551,0.0,True,False,11.980498644543331,-33.141294748901586,57.102292037988256,-0.12675,0.0,-1.199893128067474,0.9232897804846049,1.376834956737835,-0.6297086941083009
independent,25.0,41,19,1.7272727272727273,front,281.0,255.0,-2.0,0.0,-32.57397330069017,18.944898592664174,36.000779427451086,-11.13179230386643,39.27557300949711,0.9800511598587036,0.0,True,False,11.980498644543331,-33.141294748901586,57.102292037988256,-0.12675,0.0,-2.0643755579312395,1.200632948310092,2.2815493962147126,-0.705477337257535
independent,25.0,41,20,1.8181818181818181,back,331.0,241.0,-4.0,1.0,-31.29247650025576,16.192451481800674,34.13296141892739,-8.738164297124568,-16.71467631277462,0.9167697429656982,1.0,True,False,7.633116273012623,-33.141294748901586,48.407527294926865,-0.2535,0.063375,-1.9831606982037087,1.0261966126591178,2.163176429924523,-0.5537811623302695
independent,25.0,41,20,1.8181818181818181,center,315.0,246.0,-4.0,1.0,-22.933224900472965,15.568675037232424,25.847637731701976,-10.010797692557446,0.0,0.9489217400550842,1.0,True,False,7.633116273012623,-33.141294748901586,48.407527294926865,-0.2535,0.063375,-1.4533931280674741,0.9866647804846049,1.6380940412466127,-0.6344343037658282
independent,25.0,41,20,1.8181818181818181,front,279.0,255.0,-2.0,0.0,-34.57397330069017,18.944898592664174,37.9495195554337,-10.681890188300972,37.10188182373176,0.9783713817596436,0.0,True,False,7.633116273012623,-33.141294748901586,48.407527294926865,-0.12675,0.0,-2.1911255579312394,1.200632948310092,2.405050801825611,-0.6769647906835742
independent,25.0,41,21,1.9090909090909092,back,328.0,241.0,-3.0,0.0,-34.29247650025576,16.192451481800674,37.05607161090132,-8.06331112377638,-16.71467631277462,0.9238523840904236,1.0,True,False,11.530596528977869,-33.141294748901586,56.20248780685733,-0.190125,0.0,-2.173285698203709,1.0261966126591178,2.348428538340871,-0.511012342469328
independent,25.0,41,21,1.9090909090909092,center,312.0,246.0,-3.0,0.0,-25.933224900472965,15.568675037232424,28.77074792367591,-9.335944519209256,0.0,0.9542558193206787,0.0,True,False,11.530596528977869,-33.141294748901586,56.20248780685733,-0.190125,0.0,-1.6435181280674742,0.9866647804846049,1.8233461496629608,-0.5916654839048866
independent,25.0,41,21,1.9090909090909092,front,274.0,255.0,-5.0,0.0,-39.57397330069017,18.944898592664174,42.82136987539026,-9.557134899387322,39.050621951714376,0.9705653190612793,0.0,True,False,11.530596528977869,-33.141294748901586,56.20248780685733,-0.316875,0.0,-2.5080005579312394,1.200632948310092,2.7138043158528578,-0.6056834242486715
independent,25.0,41,22,2.0,back,328.0,241.0,0.0,0.0,-34.29247650025576,16.192451481800674,37.05607161090132,-8.06331112377638,-16.71467631277462,0.9268633127212524,1.0,True,False,11.530596528977869,-33.141294748901586,56.20248780685733,0.0,0.0,-2.173285698203709,1.0261966126591178,2.348428538340871,-0.511012342469328
independent,25.0,41,22,2.0,center,312.0,246.0,0.0,0.0,-25.933224900472965,15.568675037232424,28.77074792367591,-9.335944519209256,0.0,0.9625248908996582,0.0,True,False,11.530596528977869,-33.141294748901586,56.20248780685733,0.0,0.0,-1.6435181280674742,0.9866647804846049,1.8233461496629608,-0.5916654839048866
independent,25.0,41,22,2.0,front,274.0,255.0,0.0,0.0,-39.57397330069017,18.944898592664174,42.82136987539026,-9.557134899387322,39.050621951714376,0.9769670367240906,0.0,True,False,11.530596528977869,-33.141294748901586,56.20248780685733,0.0,0.0,-2.5080005579312394,1.200632948310092,2.7138043158528578,-0.6056834242486715
independent,25.0,41,23,2.090909090909091,back,329.0,241.0,1.0,0.0,-33.29247650025576,16.192451481800674,36.08170154691001,-8.288262181559109,-16.71467631277462,0.9413712024688721,0.0,True,False,13.929238772525949,-33.141294748901586,60.99977229395351,0.063375,0.0,-2.109910698203709,1.0261966126591178,2.286677835535422,-0.5252686157563086
independent,25.0,41,23,2.090909090909091,center,313.0,246.0,1.0,0.0,-24.933224900472965,15.568675037232424,27.7963778596846,-9.560895576991987,0.0,0.9702368378639221,0.0,True,False,13.929238772525949,-33.141294748901586,60.99977229395351,0.063375,0.0,-1.5801431280674743,0.9866647804846049,1.7615954468575117,-0.6059217571918671
independent,25.0,41,23,2.090909090909091,front,274.0,256.0,0.0,1.0,-39.57397330069017,19.944898592664174,43.04632093317299,-10.531504963378634,40.249943073488424,0.9695496559143066,0.0,True,False,13.929238772525949,-33.141294748901586,60.99977229395351,0.0,0.063375,-2.5080005579312394,1.264007948310092,2.7280605891398384,-0.667434127054121
independent,25.0,41,24,2.1818181818181817,back,328.0,241.0,-1.0,0.0,-34.29247650025576,16.192451481800674,37.05607161090132,-8.06331112377638,-15.74030624878331,0.8903278708457947,1.0,True,False,11.980498644543331,-37.03877500486683,60.99977229395351,-0.063375,0.0,-2.173285698203709,1.0261966126591178,2.348428538340871,-0.511012342469328
independent,25.0,41,24,2.1818181818181817,center,313.0,246.0,0.0,0.0,-24.933224900472965,15.568675037232424,27.7963778596846,-9.560895576991987,0.0,0.9485525488853455,1.0,True,False,11.980498644543331,-37.03877500486683,60.99977229395351,0.0,0.0,-1.5801431280674743,0.9866647804846049,1.7615954468575117,-0.6059217571918671
independent,25.0,41,24,2.1818181818181817,front,274.0,256.0,0.0,0.0,-39.57397330069017,19.944898592664174,43.04632093317299,-10.531504963378634,40.249943073488424,0.9531297087669373,0.0,True,False,11.980498644543331,-37.03877500486683,60.99977229395351,0.0,0.0,-2.5080005579312394,1.264007948310092,2.7280605891398384,-0.667434127054121
independent,25.0,41,25,2.272727272727273,back,326.0,241.0,-2.0,0.0,-36.29247650025576,16.192451481800674,39.00481173888394,-7.613409008210919,-15.74030624878331,0.8540694713592529,1.0,True,False,11.980498644543331,-37.03877500486683,60.99977229395351,-0.12675,0.0,-2.300035698203709,1.0261966126591178,2.4719299439517695,-0.482499795895367
independent,25.0,41,25,2.272727272727273,center,311.0,246.0,-2.0,0.0,-26.933224900472965,15.568675037232424,29.74511798766722,-9.110993461426528,0.0,0.9204996824264526,1.0,True,False,11.980498644543331,-37.03877500486683,60.99977229395351,-0.12675,0.0,-1.7068931280674742,0.9866647804846049,1.8850968524684102,-0.5774092106179062
independent,25.0,41,25,2.272727272727273,front,272.0,256.0,-2.0,0.0,-41.57397330069017,19.944898592664174,44.99506106115561,-10.081602847813175,40.249943073488424,0.964393138885498,0.0,True,False,11.980498644543331,-37.03877500486683,60.99977229395351,-0.12675,0.0,-2.6347505579312394,1.264007948310092,2.8515619947507367,-0.6389215804801599
independent,25.0,41,26,2.3636363636363638,back,324.0,241.0,-2.0,0.0,-38.29247650025576,16.192451481800674,40.95355186686656,-7.16350689264546,-15.74030624878331,0.879132866859436,0.0,True,False,11.980498644543331,-37.03877500486683,60.99977229395351,-0.12675,0.0,-2.426785698203709,1.0261966126591178,2.595431349562668,-0.453987249321406
independent,25.0,41,26,2.3636363636363638,center,309.0,246.0,-2.0,0.0,-28.933224900472965,15.568675037232424,31.693858115649842,-8.661091345861067,0.0,0.9306120872497559,0.0,True,False,11.980498644543331,-37.03877500486683,60.99977229395351,-0.12675,0.0,-1.833643128067474,0.9866647804846049,2.0085982580793087,-0.5488966640439451
independent,25.0,41,26,2.3636363636363638,front,270.0,256.0,-2.0,0.0,-43.57397330069017,19.944898592664174,46.943801189138235,-9.631700732247715,40.249943073488424,0.9600057601928711,0.0,True,False,11.980498644543331,-37.03877500486683,60.99977229395351,-0.12675,0.0,-2.7615005579312397,1.264007948310092,2.975063400361636,-0.6104090339061989
