family,method,block_size,offset,offset_units,candidate_index,target,mean_iou,mean_dice,mean_mae,mean_target_density,mean_pred_density,mean_density_bias,mean_abs_density_bias,min_iou,min_dice
cv2,gaussian,31,-15.0,uint8_C,2,fas_thres_raw_from_matlab_fas_filt,0.7641948372804692,0.8659460133462026,0.05322816238153005,0.2238063953885635,0.17831623423247833,-0.04549016115608516,0.04549016115608516,0.7083700768819942,0.8292934727291233
skimage,mean,51,-0.0784313725490196,float01_offset,188,fas_thres_raw_from_matlab_fas_filt,0.7635663468715853,0.8654799202784006,0.052515466481169705,0.2238063953885635,0.17170874512874454,-0.05209765025981897,0.05209765025981897,0.7050295709703288,0.826999816277788
skimage,mean,51,0.0196078431372549,float01_offset,193,fas_thres_raw_from_matlab_fas_filt,0.7653607834530813,0.8653455134528886,0.0691609062915506,0.2238063953885635,0.2910462431824826,0.06723984779391916,0.06723984779391916,0.6363184159432616,0.7777440010982869
skimage,mean,61,-0.0784313725490196,float01_offset,199,fas_thres_raw_from_matlab_fas_filt,0.7630904442005935,0.8652128193191314,0.05259527722050279,0.2238063953885635,0.17122175959997177,-0.05258463578859171,0.05258463578859171,0.7068072674382155,0.8282215349353158
skimage,mean,71,-0.0784313725490196,float01_offset,210,fas_thres_raw_from_matlab_fas_filt,0.7619586724306624,0.8644973469437729,0.052856272340006075,0.2238063953885635,0.17095068312392114,-0.052855712264642335,0.052855712264642335,0.7070543685424817,0.8283911532896041
skimage,mean,41,-0.0784313725490196,float01_offset,177,fas_thres_raw_from_matlab_fas_filt,0.7614454307544192,0.8640891516627135,0.05307862225941122,0.2238063953885635,0.17201986699330263,-0.051786528395260864,0.051786528395260864,0.701341945821441,0.8244573614892208
cv2,mean,61,-20.0,uint8_C,89,fas_thres_raw_from_matlab_fas_filt,0.7600061443246388,0.8632318748137088,0.053290890822269045,0.2238063953885635,0.17051830494311312,-0.05328809044545034,0.05328809044545034,0.704312063496044,0.826505988640711
cv2,mean,71,-20.0,uint8_C,100,fas_thres_raw_from_matlab_fas_filt,0.7598833277442807,0.863168666683515,0.05332897594700343,0.2238063953885635,0.17047741944156006,-0.05332897594700343,0.05332897594700343,0.7055622429531547,0.8273661613562512
cv2,mean,51,-20.0,uint8_C,78,fas_thres_raw_from_matlab_fas_filt,0.7598964798681473,0.8631177669544569,0.05333177632382213,0.2238063953885635,0.1708117844337134,-0.05299461095485008,0.05299461095485008,0.7014098627733567,0.8245042868507115
skimage,gaussian,31,0.0,float01_offset,115,fas_thres_raw_from_matlab_fas_filt,0.7582498979405154,0.8623341572667064,0.06586542285129887,0.2238063953885635,0.25704518800049736,0.033238792611933854,0.033238792611933854,0.7167851824090421,0.8350318837249382
skimage,mean,31,-0.0784313725490196,float01_offset,166,fas_thres_raw_from_matlab_fas_filt,0.7575873591028425,0.8615645964981629,0.05403159049081645,0.2238063953885635,0.17192829467133097,-0.051878100717232506,0.051878100717232506,0.6958114986805408,0.8206236356127206
cv2,mean,41,-20.0,uint8_C,67,fas_thres_raw_from_matlab_fas_filt,0.7574420529145149,0.8614964679677387,0.053955700279029545,0.2238063953885635,0.17096972568628835,-0.052836669702275144,0.052836669702275144,0.6972140487071934,0.8215982530173813
skimage,gaussian,71,-0.0784313725490196,float01_offset,155,fas_thres_raw_from_matlab_fas_filt,0.7569960231805305,0.8611941729707407,0.054000226270446955,0.2238063953885635,0.1705101838503389,-0.053296211538224586,0.053296211538224586,0.6956804970936059,0.8205325216466207
skimage,gaussian,61,-0.0784313725490196,float01_offset,144,fas_thres_raw_from_matlab_fas_filt,0.7539859378201562,0.8592181350437725,0.05471824288676284,0.2238063953885635,0.17023966744965205,-0.05356672793891146,0.05356672793891146,0.6913841454254094,0.8175365097223559
cv2,mean,31,-20.0,uint8_C,56,fas_thres_raw_from_matlab_fas_filt,0.7523083185369427,0.8581236513866446,0.05518310543866783,0.2238063953885635,0.1705129842271576,-0.05329341116140588,0.05329341116140588,0.6895667296407972,0.8162645695413279
cv2,gaussian,71,-20.0,uint8_C,45,fas_thres_raw_from_matlab_fas_filt,0.7507852090890107,0.857136576470375,0.055389493210206364,0.2238063953885635,0.16914948075413028,-0.054656914634433215,0.054656914634433215,0.6880660395084617,0.8152122291481152
skimage,gaussian,51,-0.0784313725490196,float01_offset,133,fas_thres_raw_from_matlab_fas_filt,0.7491307221834719,0.8560303940499,0.05587283824911479,0.2238063953885635,0.16969499415841396,-0.054111401230149535,0.054111401230149535,0.6852625522227503,0.8132412974096341
cv2,gaussian,61,-20.0,uint8_C,34,fas_thres_raw_from_matlab_fas_filt,0.7472290284881913,0.854783294916674,0.05622680587899907,0.2238063953885635,0.16873670521105322,-0.055069690177510296,0.055069690177510296,0.6833427230046948,0.811887815435418
cv2,gaussian,51,-20.0,uint8_C,23,fas_thres_raw_from_matlab_fas_filt,0.7420237752703762,0.8513442191138255,0.05745393100095549,0.2238063953885635,0.16803549085564953,-0.05577090453291395,0.05577090453291395,0.6771380673572537,0.8074923353498885
skimage,gaussian,41,-0.0784313725490196,float01_offset,122,fas_thres_raw_from_matlab_fas_filt,0.7413828613141855,0.8509252824788093,0.05771184570595819,0.2238063953885635,0.16869553967181825,-0.055110855716745254,0.055110855716745254,0.6765940960331942,0.8071054259752071
cv2,gaussian,41,-20.0,uint8_C,12,fas_thres_raw_from_matlab_fas_filt,0.7342716826995351,0.8461912793933799,0.05928257706356968,0.2238063953885635,0.1669489446499921,-0.05685745073857139,0.05685745073857139,0.6685252090860222,0.8013366599983517
cv2,mean,41,5.0,uint8_C,72,fas_thres_raw_from_matlab_fas_filt,0.7329646218071886,0.844027998793563,0.08166206844793035,0.2238063953885635,0.3003639369713589,0.07655754158279537,0.07655754158279537,0.607289044037009,0.7556687408404007
skimage,gaussian,31,-0.0784313725490196,float01_offset,111,fas_thres_raw_from_matlab_fas_filt,0.7276557789884429,0.8417719131704395,0.06095608225042762,0.2238063953885635,0.16670587194212852,-0.05710052344643495,0.05710052344643495,0.6615870400878638,0.7963314880608113
