family,method,block_size,offset,offset_units,candidate_index,target,mean_iou,mean_dice,mean_mae,mean_target_density,mean_pred_density,mean_density_bias,mean_abs_density_bias,min_iou,min_dice
skimage,gaussian,51,-0.0196078431372549,float01_offset,136,apo_thres_from_raw_red_channel,0.7325879307586594,0.8455940143912202,0.08783605922012866,0.3009349338046927,0.2690789672658353,-0.03185596653885746,0.03185596653885746,0.711630636799374,0.8315236026974512
skimage,mean,51,-0.0392156862745098,float01_offset,190,apo_thres_from_raw_red_channel,0.730986171178015,0.8442784537612682,0.08220842196525964,0.3009349338046927,0.22940154827233558,-0.07153338553235722,0.07153338553235722,0.6871044714181969,0.8145369573238224
skimage,mean,71,0.0196078431372549,float01_offset,215,apo_thres_from_raw_red_channel,0.730397583259549,0.8437710636971657,0.11150092356427482,0.3009349338046927,0.41195195225469544,0.11101701845000261,0.11101701845000261,0.6618516543393077,0.7965231464687335
skimage,mean,31,0.0,float01_offset,170,apo_thres_from_raw_red_channel,0.7283604070234075,0.8427832677213749,0.10229440473510115,0.3009349338046927,0.3503526234490113,0.04941768964431853,0.04941768964431853,0.7033432310568569,0.8258385253575233
cv2,mean,51,-10.0,uint8_C,80,apo_thres_from_raw_red_channel,0.7230193141797193,0.838931264468538,0.08452405355664658,0.3009349338046927,0.2261259475074966,-0.07480898629719615,0.07480898629719615,0.6782533506268915,0.8082848163223247
cv2,gaussian,51,-5.0,uint8_C,26,apo_thres_from_raw_red_channel,0.7207441040997602,0.837637041941221,0.09131552741736929,0.3009349338046927,0.26269830868441657,-0.03823662512027618,0.03823662512027618,0.6981463110688431,0.8222451817233788
skimage,gaussian,51,0.0,float01_offset,137,apo_thres_from_raw_red_channel,0.7201502363241619,0.8372616476592574,0.10495280244909755,0.3009349338046927,0.3445785264865241,0.04364359268183126,0.04364359268183126,0.6955796208333911,0.8204623507936573
cv2,gaussian,51,0.0,uint8_C,27,apo_thres_from_raw_red_channel,0.7198018255745564,0.8370416965335614,0.10377972459974213,0.3009349338046927,0.3364129077208629,0.035477973916170163,0.035477973916170163,0.7003869854049197,0.8237971607835306
cv2,mean,61,5.0,uint8_C,94,apo_thres_from_raw_red_channel,0.7200536035165267,0.8367942882411098,0.11750885199112392,0.3009349338046927,0.4181536667573989,0.1172187329527061,0.1172187329527061,0.6529142033824656,0.7900158423787089
skimage,mean,61,0.0196078431372549,float01_offset,204,apo_thres_from_raw_red_channel,0.7101855769185591,0.8300476261810795,0.12323702277378443,0.3009349338046927,0.4230798096191824,0.12214487581448957,0.12214487581448957,0.6402214953742924,0.7806524877034321
skimage,mean,41,-0.0392156862745098,float01_offset,179,apo_thres_from_raw_red_channel,0.7068273369400538,0.8279419391443862,0.09082210102191351,0.3009349338046927,0.22923940645453256,-0.07169552735016023,0.07169552735016023,0.664199521436719,0.7982210220362392
