frame,time_s,success,klt_dx,klt_dy,klt_n_points,klt_affine_used,fascicle_length_px,fascicle_angle_deg,deep_apo_angle_deg,pennation_angle_deg,error
59,1.7695930004119873,True,1.039196491241455,0.1648416370153427,143,True,798.4569091796875,18.013813018798828,-2.2532196044921875,20.267032623291016,
60,1.7995860576629639,True,0.8979180455207825,0.1094687432050705,143,True,798.1798706054688,17.97682762145996,-2.29022216796875,20.26704978942871,
61,1.82957923412323,True,0.8876305818557739,0.22870203852653503,143,True,798.0891723632812,17.930997848510742,-2.3360443115234375,20.26704216003418,
62,1.8595722913742065,True,1.1117358207702637,0.08270930498838425,143,True,797.3876342773438,17.84937858581543,-2.41766357421875,20.26704216003418,
63,1.889565348625183,True,1.2455520629882812,0.02619096450507641,143,True,796.5556030273438,17.740633010864258,-2.52642822265625,20.267061233520508,
64,1.9195585250854492,True,0.9355592727661133,0.023252153769135475,143,True,796.53271484375,17.695436477661133,-2.571624755859375,20.267061233520508,
65,1.9495515823364258,True,0.80830317735672,0.07195963710546494,143,True,796.2818603515625,17.65581512451172,-2.6112518310546875,20.267066955566406,
66,1.979544758796692,True,0.9695400595664978,0.1049976497888565,143,True,795.9114379882812,17.612661361694336,-2.6544342041015625,20.2670955657959,
67,2.009537696838379,True,0.7843653559684753,-0.009726257994771004,143,True,795.104736328125,17.575992584228516,-2.6910858154296875,20.267078399658203,
68,2.0395309925079346,True,0.7653078436851501,0.04035251960158348,143,True,794.738525390625,17.56502342224121,-2.702056884765625,20.267080307006836,
69,2.069524049758911,True,0.8545698523521423,-0.04439902305603027,143,True,794.472412109375,17.51275062561035,-2.75433349609375,20.2670841217041,
70,2.0995171070098877,True,0.9376936554908752,0.1680213361978531,143,True,794.20947265625,17.447908401489258,-2.8191680908203125,20.26707649230957,
71,2.1295101642608643,True,1.3435746431350708,0.10598071664571762,143,True,793.5198364257812,17.36737632751465,-2.899688720703125,20.267065048217773,
72,2.159503221511841,True,1.589045763015747,0.24908342957496643,142,True,793.0211791992188,17.311120986938477,-2.9559783935546875,20.267099380493164,
73,2.1894965171813965,True,1.6379302740097046,0.11352614313364029,142,True,793.223876953125,17.29287338256836,-2.9741973876953125,20.267070770263672,
74,2.219489574432373,True,1.928717851638794,0.020827623084187508,142,True,792.6068725585938,17.238624572753906,-3.0284271240234375,20.267051696777344,
75,2.2494826316833496,True,1.871788740158081,-0.03971702978014946,142,True,792.0693359375,17.173002243041992,-3.0940399169921875,20.26704216003418,
76,2.279475688934326,True,1.5633598566055298,-0.10057739168405533,142,True,791.8599853515625,17.114770889282227,-3.1522674560546875,20.267038345336914,
77,2.3094687461853027,True,1.1137593984603882,-0.11193939298391342,141,True,791.20263671875,17.08820343017578,-3.1788177490234375,20.26702117919922,
78,2.3394620418548584,True,0.5587835907936096,0.010790737345814705,141,True,790.6505126953125,17.073122024536133,-3.1938934326171875,20.26701545715332,
79,2.369455099105835,True,0.5658659338951111,-0.05593664571642876,141,True,790.4973754882812,17.041738510131836,-3.22528076171875,20.267019271850586,
80,2.3994481563568115,True,0.606304407119751,-0.029154988005757332,141,True,790.2531127929688,17.011112213134766,-3.2559051513671875,20.267017364501953,
81,2.429441213607788,True,0.7663013339042664,0.01294170506298542,141,True,790.15478515625,16.997146606445312,-3.2698822021484375,20.26702880859375,
82,2.4594342708587646,True,0.9031480550765991,-0.010575240477919579,141,True,789.92626953125,16.996423721313477,-3.2706298828125,20.267053604125977,
83,2.489427328109741,True,0.3977779150009155,0.09087434411048889,141,True,789.4666748046875,16.972536087036133,-3.29449462890625,20.267030715942383,
84,2.519420623779297,True,0.9343264102935791,0.1325678676366806,141,True,788.638427734375,16.943140029907227,-3.3238983154296875,20.267038345336914,
85,2.5494136810302734,True,0.9495806097984314,-0.01211230643093586,141,True,788.0333862304688,16.90970230102539,-3.3573455810546875,20.267047882080078,
86,2.57940673828125,True,0.5121917724609375,-0.016557762399315834,140,True,787.7008056640625,16.873811721801758,-3.3932037353515625,20.26701545715332,
87,2.6093997955322266,True,0.548088550567627,0.0175730362534523,140,True,787.9696655273438,16.846769332885742,-3.420257568359375,20.267026901245117,
88,2.639392852783203,True,0.9571279287338257,0.037023428827524185,140,True,787.8198852539062,16.855348587036133,-3.41168212890625,20.267030715942383,
89,2.669386148452759,True,1.3888715505599976,-0.08720480650663376,139,True,787.329345703125,16.858238220214844,-3.4087982177734375,20.26703643798828,
90,2.6993792057037354,True,1.9856382608413696,-0.13234904408454895,139,True,787.6119995117188,16.84506607055664,-3.4219818115234375,20.267047882080078,
91,2.729372262954712,True,2.4758810997009277,-0.16952913999557495,138,True,787.91650390625,16.791179656982422,-3.4758758544921875,20.26705551147461,
92,2.7593653202056885,True,3.155468225479126,-0.36565902829170227,138,True,788.685791015625,16.76373291015625,-3.5033111572265625,20.267044067382812,
93,2.789358377456665,True,3.349611759185791,-0.3396112620830536,137,True,787.9310302734375,16.641530990600586,-3.625518798828125,20.26704978942871,
94,2.8193514347076416,True,3.028359889984131,-0.27633941173553467,137,True,787.5089721679688,16.599252700805664,-3.6678314208984375,20.2670841217041,
95,2.8493447303771973,True,2.9719510078430176,-0.5204858779907227,135,True,788.7642822265625,16.597139358520508,-3.669921875,20.267061233520508,
96,2.879337787628174,True,2.8854761123657227,-0.4075506925582886,133,True,789.2156372070312,16.581262588500977,-3.685791015625,20.267053604125977,
97,2.9093308448791504,True,2.5040676593780518,-0.3776160776615143,132,True,788.6845703125,16.527864456176758,-3.7391815185546875,20.267045974731445,
98,2.939323902130127,True,2.487959384918213,-0.3566753566265106,131,True,787.3321533203125,16.409788131713867,-3.8572540283203125,20.26704216003418,
99,2.9693169593811035,True,2.2222189903259277,-0.34614643454551697,131,True,786.6673583984375,16.375286102294922,-3.891754150390625,20.267040252685547,
100,2.999310255050659,True,1.6728030443191528,-0.36894068121910095,131,True,786.5189819335938,16.343942642211914,-3.923095703125,20.267038345336914,
101,3.0293033123016357,True,1.0128053426742554,-0.29460063576698303,131,True,786.8171997070312,16.32948112487793,-3.9375457763671875,20.267026901245117,
102,3.0592963695526123,True,1.42831289768219,-0.36044883728027344,131,True,787.0347290039062,16.307004928588867,-3.96002197265625,20.267026901245117,
103,3.089289426803589,True,1.0653308629989624,-0.39025285840034485,131,True,787.103515625,16.280778884887695,-3.98626708984375,20.267045974731445,
104,3.1192824840545654,True,0.7543118000030518,-0.36840230226516724,131,True,786.8263549804688,16.249385833740234,-4.0176544189453125,20.267040252685547,
105,3.149275779724121,True,0.5398702025413513,-0.13988518714904785,131,True,787.0755004882812,16.2133846282959,-4.053680419921875,20.267065048217773,
106,3.1792688369750977,True,0.9321090579032898,0.09647847712039948,129,True,787.3897705078125,16.171110153198242,-4.095947265625,20.267057418823242,
107,3.209261894226074,True,1.5190092325210571,0.09069105237722397,129,True,787.8516235351562,16.12063980102539,-4.1464080810546875,20.267047882080078,
108,3.239254951477051,True,1.6006557941436768,-0.05488286167383194,129,True,788.4049682617188,16.09371566772461,-4.17333984375,20.26705551147461,
109,3.2692480087280273,True,1.753838300704956,-0.03114975243806839,129,True,788.5222778320312,16.057315826416016,-4.209747314453125,20.26706314086914,
110,3.299241065979004,True,2.3071186542510986,0.004100367426872253,128,True,787.9923095703125,15.931314468383789,-4.3357696533203125,20.2670841217041,
111,3.3292343616485596,True,1.5656309127807617,-0.10935734957456589,128,True,787.7471923828125,15.886053085327148,-4.3810272216796875,20.267080307006836,
112,3.359227418899536,True,1.6897811889648438,-0.04538337141275406,128,True,787.5691528320312,15.781214714050293,-4.4858551025390625,20.267070770263672,
113,3.3892204761505127,True,1.3607832193374634,-0.16030164062976837,128,True,787.857421875,15.763236045837402,-4.5038299560546875,20.267066955566406,
114,3.4192135334014893,True,1.3003162145614624,-0.23973414301872253,128,True,787.5090942382812,15.730472564697266,-4.536590576171875,20.26706314086914,
115,3.449206590652466,True,1.5362954139709473,-0.14032584428787231,128,True,787.2465209960938,15.647443771362305,-4.61962890625,20.267072677612305,
116,3.4791998863220215,True,1.5059789419174194,-0.21009321510791779,127,True,786.7284545898438,15.58169937133789,-4.6853790283203125,20.267078399658203,
117,3.509192943572998,True,1.0938619375228882,-0.256814181804657,127,True,787.0614624023438,15.561234474182129,-4.7058258056640625,20.267059326171875,
118,3.5391860008239746,True,0.6716716289520264,-0.22649291157722473,127,True,787.3731689453125,15.538034439086914,-4.7290191650390625,20.267053604125977,
119,3.569179058074951,True,0.10235536843538284,0.26679903268814087,127,True,787.2217407226562,15.51073169708252,-4.7563018798828125,20.267032623291016,
120,3.5991721153259277,True,-0.32246825098991394,0.5092674493789673,127,True,787.0818481445312,15.503151893615723,-4.7639007568359375,20.267051696777344,
121,3.6291654109954834,True,-0.5280337333679199,0.25728362798690796,127,True,787.0081787109375,15.51164722442627,-4.755401611328125,20.267047882080078,
122,3.65915846824646,True,-0.40587759017944336,0.1959288865327835,127,True,786.8728637695312,15.522758483886719,-4.7443084716796875,20.267066955566406,
123,3.6891515254974365,True,-0.13779595494270325,0.12131768465042114,127,True,787.0425415039062,15.540827751159668,-4.7262420654296875,20.267070770263672,
124,3.719144582748413,True,0.017503874376416206,0.08594826608896255,127,True,787.1173706054688,15.559516906738281,-4.7075653076171875,20.26708221435547,
125,3.7491376399993896,True,0.09698636829853058,0.06728634983301163,127,True,787.1372680664062,15.586194038391113,-4.6808929443359375,20.267086029052734,
126,3.779130697250366,True,-0.044512636959552765,0.0071897730231285095,127,True,787.3849487304688,15.583857536315918,-4.6832275390625,20.267086029052734,
127,3.809123992919922,True,0.12941287457942963,-0.08831412345170975,127,True,787.2481689453125,15.577392578125,-4.6896820068359375,20.267074584960938,
128,3.8391170501708984,True,0.15206003189086914,-0.10597047209739685,127,True,787.2816772460938,15.57466983795166,-4.692413330078125,20.26708221435547,
129,3.869110107421875,True,0.14222434163093567,-0.010595066472887993,127,True,787.0993041992188,15.554981231689453,-4.7120819091796875,20.26706314086914,
130,3.8991031646728516,True,0.17024526000022888,0.042289718985557556,127,True,787.0139770507812,15.545258522033691,-4.721832275390625,20.26708984375,
131,3.929096221923828,True,0.2586090862751007,0.012087371200323105,127,True,787.1343383789062,15.541780471801758,-4.725311279296875,20.267091751098633,
132,3.959089517593384,True,0.5934658646583557,0.03202681615948677,127,True,787.0956420898438,15.539778709411621,-4.7273101806640625,20.26708984375,
133,3.9890825748443604,True,0.2436564713716507,-0.10487987101078033,127,True,787.1500854492188,15.538302421569824,-4.728790283203125,20.267093658447266,
134,4.019075393676758,True,0.21713119745254517,-0.12249366194009781,127,True,787.0592041015625,15.517509460449219,-4.7495880126953125,20.26709747314453,
135,4.049068927764893,True,0.5037845373153687,0.011695440858602524,127,True,787.2947998046875,15.51193904876709,-4.755157470703125,20.26709747314453,
136,4.079061985015869,True,0.5262758135795593,0.13629555702209473,127,True,787.2702026367188,15.504154205322266,-4.7629241943359375,20.267078399658203,
137,4.109055042266846,True,0.13819845020771027,0.13030660152435303,127,True,787.2562866210938,15.523767471313477,-4.7433319091796875,20.267099380493164,
138,4.139048099517822,True,0.03854512795805931,0.06463801860809326,127,True,787.2703857421875,15.531526565551758,-4.7355499267578125,20.26707649230957,
139,4.169041156768799,True,0.019068876281380653,-0.040175747126340866,127,True,787.1651611328125,15.526679039001465,-4.740386962890625,20.267066955566406,
140,4.199034214019775,True,-0.0010214828653261065,-0.10319820046424866,127,True,787.0333862304688,15.523836135864258,-4.7432403564453125,20.26707649230957,
141,4.229027271270752,True,0.16637803614139557,-0.08842631429433823,127,True,787.2094116210938,15.517073631286621,-4.7500152587890625,20.26708984375,
142,4.2590203285217285,True,0.1936299055814743,-0.0046630618162453175,127,True,787.1301879882812,15.519315719604492,-4.747772216796875,20.267087936401367,
143,4.289013385772705,True,0.10996491461992264,0.09403954446315765,127,True,787.2308959960938,15.511549949645996,-4.75555419921875,20.267105102539062,
144,4.319006443023682,True,0.17301104962825775,0.06369303911924362,127,True,787.1193237304688,15.496124267578125,-4.77099609375,20.267120361328125,
145,4.348999500274658,True,-0.1695210486650467,0.0951647013425827,127,True,787.0640869140625,15.457072257995605,-4.8100433349609375,20.26711654663086,
146,4.378993034362793,True,-0.009008347056806087,0.14425913989543915,127,True,787.0913696289062,15.444127082824707,-4.8229827880859375,20.267108917236328,
147,4.4089860916137695,True,-0.0012647523544728756,-0.006599704269319773,127,True,787.0621948242188,15.463878631591797,-4.80322265625,20.267101287841797,
148,4.438979148864746,True,-0.021884316578507423,-0.00889581348747015,127,True,787.0215454101562,15.461479187011719,-4.805633544921875,20.267112731933594,
149,4.468972206115723,True,0.08801951259374619,0.026950212195515633,127,True,787.2644653320312,15.474661827087402,-4.7924346923828125,20.26709747314453,
150,4.498965263366699,True,0.13441875576972961,0.02683667279779911,127,True,787.5613403320312,15.47866439819336,-4.7884368896484375,20.267101287841797,
151,4.528958320617676,True,0.09692996740341187,-0.024297188967466354,127,True,787.48779296875,15.484548568725586,-4.78253173828125,20.267080307006836,
152,4.558951377868652,True,0.025375831872224808,0.015679750591516495,127,True,787.4214477539062,15.492104530334473,-4.774993896484375,20.26709747314453,
153,4.588944435119629,True,-0.1422910988330841,0.06921593099832535,127,True,787.3240966796875,15.495683670043945,-4.771392822265625,20.26707649230957,
154,4.6189374923706055,True,-0.10571278631687164,0.0807509496808052,127,True,787.32666015625,15.50342845916748,-4.7636566162109375,20.267086029052734,
155,4.648930549621582,True,-0.16261282563209534,-0.07010915875434875,127,True,787.3013916015625,15.519140243530273,-4.7479400634765625,20.267080307006836,
156,4.678924083709717,True,-0.15262721478939056,-0.10460968315601349,127,True,787.3717651367188,15.560020446777344,-4.7070465087890625,20.267066955566406,
157,4.708917140960693,True,-0.4805973768234253,-0.08591466397047043,127,True,786.9822998046875,15.604708671569824,-4.6623687744140625,20.267078399658203,
158,4.73891019821167,True,-0.9041922688484192,0.06571736931800842,127,True,787.1644287109375,15.630906105041504,-4.6361846923828125,20.26708984375,
159,4.7689032554626465,True,-1.2303719520568848,0.0013987699057906866,127,True,788.3523559570312,15.729083061218262,-4.537994384765625,20.267078399658203,
160,4.798896312713623,True,-1.1438227891921997,-0.14534509181976318,127,True,788.5086669921875,15.770750999450684,-4.4963531494140625,20.267105102539062,
161,4.8288893699646,True,-1.1500766277313232,0.04267037659883499,127,True,788.5908813476562,15.81270980834961,-4.4543914794921875,20.267101287841797,
162,4.858882427215576,True,-1.1019638776779175,-0.018608393147587776,127,True,788.91845703125,15.84616470336914,-4.4209442138671875,20.267108917236328,
163,4.888875484466553,True,-0.91123366355896,-0.06409627944231033,127,True,788.9615478515625,15.901579856872559,-4.36553955078125,20.267120361328125,
164,4.918868541717529,True,-1.1364730596542358,-0.043468866497278214,127,True,788.7959594726562,15.941457748413086,-4.3256683349609375,20.267126083374023,
165,4.948861598968506,True,-1.544992446899414,0.14258837699890137,127,True,788.5284423828125,15.957505226135254,-4.309600830078125,20.267105102539062,
166,4.978854656219482,True,-0.9030488133430481,0.16416364908218384,127,True,789.3734130859375,15.959507942199707,-4.3076019287109375,20.267108917236328,
167,5.008848190307617,True,-0.5069385170936584,0.03870286047458649,127,True,789.5167846679688,15.985170364379883,-4.2819366455078125,20.267107009887695,
168,5.038841247558594,True,-0.3232584595680237,-0.028907986357808113,127,True,789.553466796875,16.012588500976562,-4.2545318603515625,20.267120361328125,
169,5.06883430480957,True,-0.5415010452270508,-0.3927576541900635,127,True,789.6172485351562,16.035531997680664,-4.231597900390625,20.26712989807129,
170,5.098827362060547,True,-0.7595933079719543,-0.35205429792404175,127,True,789.7573852539062,16.074556350708008,-4.19256591796875,20.267122268676758,
171,5.128820419311523,True,-0.4746604263782501,-0.13939142227172852,127,True,790.1124877929688,16.10443687438965,-4.162689208984375,20.267126083374023,
172,5.1588134765625,True,-0.41974425315856934,-0.10680039972066879,127,True,790.2255249023438,16.108413696289062,-4.15869140625,20.267105102539062,
173,5.188806533813477,True,-0.4412335455417633,-0.17202042043209076,127,True,790.220703125,16.116056442260742,-4.1510467529296875,20.26710319519043,
174,5.218799591064453,True,-0.7847696542739868,0.046497102826833725,127,True,790.415283203125,16.120155334472656,-4.146942138671875,20.26709747314453,
175,5.24879264831543,True,-0.06304410845041275,-0.009297190234065056,127,True,790.5589599609375,16.13266944885254,-4.1344146728515625,20.2670841217041,
176,5.278785705566406,True,-0.006238066125661135,-0.07907025516033173,127,True,790.6046752929688,16.145383834838867,-4.1217193603515625,20.26710319519043,
177,5.308778762817383,True,-0.5949432849884033,-0.14183011651039124,127,True,790.3872680664062,16.1717586517334,-4.095306396484375,20.267065048217773,
178,5.338772296905518,True,-0.6224888563156128,-0.7477591037750244,127,True,789.5665893554688,16.160202026367188,-4.10687255859375,20.267074584960938,
179,5.368765354156494,True,-0.889232873916626,-0.6478696465492249,127,True,788.1455688476562,16.15435791015625,-4.11273193359375,20.26708984375,
180,5.398758411407471,True,-0.7906980514526367,-0.41591620445251465,127,True,787.28076171875,16.123619079589844,-4.143463134765625,20.26708221435547,
181,5.428751468658447,True,-0.6694573760032654,-0.5632857084274292,127,True,786.763916015625,16.129167556762695,-4.1379241943359375,20.267091751098633,
182,5.458744525909424,True,-1.10576331615448,-0.733644962310791,127,True,786.265869140625,16.083417892456055,-4.183685302734375,20.26710319519043,
183,5.4887375831604,True,-2.051832914352417,-0.5149104595184326,127,True,785.225830078125,16.072771072387695,-4.1943206787109375,20.267091751098633,
184,5.518730640411377,True,-2.3346030712127686,-0.35727396607398987,127,True,785.5607299804688,16.09234046936035,-4.17474365234375,20.2670841217041,
185,5.5487236976623535,True,-2.7813382148742676,0.020433643832802773,127,True,783.64208984375,16.141014099121094,-4.1260833740234375,20.26709747314453,
186,5.57871675491333,True,-2.8163323402404785,-0.089047372341156,127,True,783.9655151367188,16.26130485534668,-4.0057830810546875,20.267087936401367,
187,5.608709812164307,True,-3.055403709411621,0.1828845888376236,127,True,783.2769775390625,16.2670841217041,-4.0000152587890625,20.267099380493164,
188,5.638702869415283,True,-4.501292705535889,0.9210944175720215,127,True,782.6727294921875,16.23931312561035,-4.027801513671875,20.267114639282227,
189,5.668696403503418,True,-5.685286998748779,2.0245299339294434,127,True,782.6279296875,16.314388275146484,-3.952728271484375,20.26711654663086,
190,5.6986894607543945,True,-4.819005489349365,1.5144842863082886,127,True,786.4268188476562,16.58615493774414,-3.68096923828125,20.26712417602539,
191,5.728682518005371,True,-2.519089460372925,0.24612919986248016,127,True,787.4963989257812,16.638731002807617,-3.628387451171875,20.267118453979492,
192,5.758675575256348,True,-1.3078174591064453,0.05053488537669182,127,True,788.437744140625,16.65522575378418,-3.61187744140625,20.26710319519043,
193,5.788668632507324,True,-1.8357739448547363,0.28243502974510193,127,True,788.5078735351562,16.749704360961914,-3.517364501953125,20.26706886291504,
194,5.818661689758301,True,-1.347103476524353,0.13310079276561737,127,True,789.4791259765625,16.74273109436035,-3.524322509765625,20.267053604125977,
195,5.848654747009277,True,-0.8187323212623596,-0.08802693337202072,127,True,789.2109985351562,16.77222442626953,-3.494842529296875,20.267066955566406,
196,5.878647804260254,True,-0.936150312423706,-0.18501020967960358,127,True,789.4979858398438,16.819854736328125,-3.4472198486328125,20.267074584960938,
197,5.9086408615112305,True,-1.0652735233306885,-0.05443814769387245,127,True,789.5352172851562,16.835323333740234,-3.4317474365234375,20.267070770263672,
198,5.938633918762207,True,-0.8094150424003601,-0.07173088937997818,127,True,789.3902587890625,16.87618637084961,-3.390899658203125,20.267086029052734,
