frame,time_s,success,kalman_length_px,kalman_pennation_angle_deg,kalman_angle_uncertainty,kalman_length_uncertainty,used_timtrack_measurement,used_klt_prediction,timtrack_length_px,timtrack_pennation_angle_deg,klt_length_px,klt_pennation_angle_deg,error
30,0.8997930288314819,True,793.0292358398438,20.660614013671875,0.5085294246673584,0.5085294246673584,True,True,805.893798828125,20.29110336303711,805.4163818359375,20.267040252685547,
31,0.9297861456871033,True,792.5955810546875,20.673498153686523,0.4942236542701721,0.4942236542701721,True,True,789.96435546875,20.694862365722656,805.4330444335938,20.267030715942383,
32,0.9597792625427246,True,791.1705932617188,20.68964385986328,0.4807211458683014,0.4807211458683014,True,True,781.3297729492188,20.935195922851562,805.4080810546875,20.267026901245117,
33,0.989772379398346,True,791.2506103515625,20.66525650024414,0.46796277165412903,0.46796277165412903,True,True,792.941162109375,20.61973762512207,805.450927734375,20.26701545715332,
34,1.0197654962539673,True,791.17138671875,20.705055236816406,0.4558943212032318,0.4558943212032318,True,True,791.5951538085938,20.675312042236328,805.5664672851562,20.26702308654785,
35,1.0497585535049438,True,792.6098022460938,20.66140365600586,0.44446635246276855,0.44446635246276855,True,True,805.1671752929688,20.310375213623047,805.6119384765625,20.267005920410156,
36,1.0797516107559204,True,793.8732299804688,20.610193252563477,0.4336336851119995,0.4336336851119995,True,True,804.7894897460938,20.276653289794922,805.551025390625,20.266998291015625,
37,1.1097447872161865,True,793.7451171875,20.619478225708008,0.4233548939228058,0.4233548939228058,True,True,792.734619140625,20.61973762512207,805.5661010742188,20.26700782775879,
38,1.139737844467163,True,793.5970458984375,20.66368865966797,0.4135921895503998,0.4135921895503998,True,True,792.4287109375,20.653459548950195,805.52880859375,20.26698875427246,
39,1.1697310209274292,True,792.7822265625,20.754602432250977,0.404310941696167,0.404310941696167,True,True,785.7017822265625,20.785619735717773,806.1697387695312,20.266998291015625,
40,1.1997240781784058,True,792.1713256835938,20.219886779785156,0.3954794108867645,0.3954794108867645,True,True,787.0535888671875,20.53505516052246,808.1824951171875,20.266990661621094,
41,1.2297171354293823,True,791.866943359375,19.483768463134766,0.3870684802532196,0.3870684802532196,True,True,789.6834716796875,20.233789443969727,800.8985595703125,20.26700782775879,
42,1.2597103118896484,True,793.5949096679688,18.37880516052246,0.3790513873100281,0.3790513873100281,True,True,810.856201171875,19.515148162841797,800.2667846679688,20.266998291015625,
43,1.289703369140625,True,796.1339111328125,17.957767486572266,0.37140360474586487,0.37140360474586487,True,True,821.0799560546875,19.384960174560547,801.0180053710938,20.267004013061523,
44,1.3196964263916016,True,797.4244995117188,17.526704788208008,0.36410245299339294,0.36410245299339294,True,True,809.5650634765625,19.592954635620117,797.8741455078125,20.267004013061523,
45,1.3496896028518677,True,797.8652954101562,16.96660041809082,0.3571271598339081,0.3571271598339081,True,True,801.1741943359375,19.566669464111328,796.4114379882812,20.26702308654785,
46,1.3796826601028442,True,799.44482421875,16.640018463134766,0.35045841336250305,0.35045841336250305,True,True,814.569091796875,19.134227752685547,798.0048217773438,20.267017364501953,
47,1.4096757173538208,True,789.9992065429688,16.953962326049805,0.34407851099967957,0.34407851099967957,True,True,687.7807006835938,23.052814483642578,799.50927734375,20.267032623291016,
48,1.439668893814087,True,792.2581787109375,17.02527618408203,0.3379709720611572,0.3379709720611572,True,True,818.1778564453125,19.008846282958984,800.5336303710938,20.267059326171875,
49,1.4696619510650635,True,793.0086059570312,17.189083099365234,0.3321205973625183,0.3321205973625183,True,True,801.939453125,19.440698623657227,801.00146484375,20.267066955566406,
50,1.4996551275253296,True,792.9779663085938,14.04301929473877,0.32651326060295105,0.32651326060295105,True,True,793.0082397460938,-19.9713134765625,801.572265625,20.26706886291504,
51,1.5296481847763062,True,795.5978393554688,14.23581600189209,0.32113587856292725,0.32113587856292725,True,True,825.991943359375,18.835247039794922,801.4769287109375,20.26704216003418,
52,1.5596412420272827,True,792.2940673828125,14.661718368530273,0.31597626209259033,0.31597626209259033,True,True,753.2486572265625,20.689666748046875,801.374267578125,20.267038345336914,
53,1.5896344184875488,True,785.4844970703125,15.15459156036377,0.31102311611175537,0.31102311611175537,True,True,705.3340454101562,22.153472900390625,800.8182373046875,20.26703453063965,
54,1.6196274757385254,True,785.0703735351562,15.501717567443848,0.30626586079597473,0.30626586079597473,True,True,783.0239868164062,19.82558250427246,800.2816772460938,20.26702308654785,
55,1.649620532989502,True,783.7537231445312,15.948969841003418,0.3016946613788605,0.3016946613788605,True,True,770.6683959960938,20.09788703918457,800.0820922851562,20.267024993896484,
56,1.679613709449768,True,772.3977661132812,16.67778205871582,0.2973003387451172,0.2973003387451172,True,True,634.4356079101562,24.87393569946289,799.4990844726562,20.26702880859375,
57,1.7096067667007446,True,767.950439453125,17.072717666625977,0.2930743098258972,0.2930743098258972,True,True,719.0094604492188,21.699020385742188,799.2674560546875,20.267047882080078,
58,1.7395999431610107,True,759.8643798828125,17.673892974853516,0.2890084981918335,0.2890084981918335,True,True,664.7781982421875,23.69533920288086,798.9620971679688,20.26703453063965,
59,1.7695930004119873,True,762.6478271484375,15.184343338012695,0.2850954532623291,0.2850954532623291,True,True,810.3135986328125,-19.403396606445312,798.4569091796875,20.267032623291016,
60,1.7995860576629639,True,755.7424926757812,12.547098159790039,0.2813280522823334,0.2813280522823334,True,True,674.7818603515625,-23.759719848632812,798.1798706054688,20.26704978942871,
61,1.82957923412323,True,749.3285522460938,13.508218765258789,0.27769970893859863,0.27769970893859863,True,True,675.8981323242188,23.325580596923828,798.0891723632812,20.26704216003418,
62,1.8595722913742065,True,742.307373046875,14.298142433166504,0.27420422434806824,0.27420422434806824,True,True,661.4793701171875,23.90753936767578,797.3876342773438,20.26704216003418,
63,1.889565348625183,True,737.9813232421875,14.894728660583496,0.2708356976509094,0.2708356976509094,True,True,695.200439453125,22.748567581176758,796.5556030273438,20.267061233520508,
64,1.9195585250854492,True,732.4462280273438,15.49132251739502,0.26758867502212524,0.26758867502212524,True,True,673.2962036132812,23.48847198486328,796.53271484375,20.267061233520508,
65,1.9495515823364258,True,736.9174194335938,13.277423858642578,0.26445791125297546,0.26445791125297546,True,True,819.7918090820312,-19.010971069335938,796.2818603515625,20.267066955566406,
66,1.979544758796692,True,733.2802124023438,13.986480712890625,0.2614385783672333,0.2614385783672333,True,True,699.2496948242188,22.6245059967041,795.9114379882812,20.2670955657959,
67,2.009537696838379,True,717.9656982421875,15.10831356048584,0.2585259974002838,0.2585259974002838,True,True,515.3284301757812,31.484615325927734,795.104736328125,20.267078399658203,
68,2.0395309925079346,True,717.9796142578125,15.540549278259277,0.25571584701538086,0.25571584701538086,True,True,742.1238403320312,21.27864646911621,794.738525390625,20.267080307006836,
69,2.069524049758911,True,704.0866088867188,16.49190330505371,0.2530039846897125,0.2530039846897125,True,True,521.9898681640625,31.239030838012695,794.472412109375,20.2670841217041,
70,2.0995171070098877,True,703.16455078125,17.0015811920166,0.250386506319046,0.250386506319046,True,True,717.4122314453125,22.117977142333984,794.20947265625,20.26707649230957,
71,2.1295101642608643,True,702.7042846679688,17.403993606567383,0.24785973131656647,0.24785973131656647,True,True,723.77734375,21.891429901123047,793.5198364257812,20.267065048217773,
72,2.159503221511841,True,703.6822509765625,17.870492935180664,0.24542012810707092,0.24542012810707092,True,True,746.515380859375,21.1966609954834,793.0211791992188,20.267099380493164,
73,2.1894965171813965,True,707.63134765625,15.688591003417969,0.24306437373161316,0.24306437373161316,True,True,795.892333984375,-19.790802001953125,793.223876953125,20.267070770263672,
74,2.219489574432373,True,710.636962890625,15.981201171875,0.24078930914402008,0.24078930914402008,True,True,783.1437377929688,20.22428321838379,792.6068725585938,20.267051696777344,
75,2.2494826316833496,True,711.528564453125,16.253795623779297,0.23859193921089172,0.23859193921089172,True,True,749.8655395507812,21.1773738861084,792.0693359375,20.26704216003418,
76,2.279475688934326,True,709.826416015625,16.53264808654785,0.23646938800811768,0.23646938800811768,True,True,706.4349365234375,22.57146644592285,791.8599853515625,20.267038345336914,
77,2.3094687461853027,True,712.9150390625,16.6409912109375,0.23441894352436066,0.23441894352436066,True,True,786.5209350585938,20.179502487182617,791.20263671875,20.26702117919922,
78,2.3394620418548584,True,711.099609375,17.00137710571289,0.23243801295757294,0.23243801295757294,True,True,704.3526611328125,22.667917251586914,790.6505126953125,20.26701545715332,
79,2.369455099105835,True,714.0910034179688,17.1329345703125,0.23052412271499634,0.23052412271499634,True,True,786.0227661132812,20.198789596557617,790.4973754882812,20.267019271850586,
80,2.3994481563568115,True,718.2326049804688,17.246753692626953,0.22867491841316223,0.22867491841316223,True,True,808.2861938476562,19.604705810546875,790.2531127929688,20.267017364501953,
81,2.429441213607788,True,718.2587890625,17.507627487182617,0.22688813507556915,0.22688813507556915,True,True,738.8068237304688,21.630695343017578,790.15478515625,20.26702880859375,
82,2.4594342708587646,True,716.9904174804688,17.769208908081055,0.2251616269350052,0.2251616269350052,True,True,715.5897216796875,22.3319091796875,789.92626953125,20.267053604125977,
83,2.489427328109741,True,715.6473388671875,18.11505699157715,0.2234933227300644,0.2234933227300644,True,True,713.0021362304688,22.423538208007812,789.4666748046875,20.267030715942383,
84,2.519420623779297,True,715.87158203125,18.429935455322266,0.22188127040863037,0.22188127040863037,True,True,739.9458618164062,21.534259796142578,788.638427734375,20.267038345336914,
85,2.5494136810302734,True,715.2185668945312,18.622169494628906,0.2203235626220703,0.2203235626220703,True,True,723.9527587890625,22.127727508544922,788.0333862304688,20.267047882080078,
86,2.57940673828125,True,715.734130859375,18.763973236083984,0.21881839632987976,0.21881839632987976,True,True,744.556396484375,21.500463485717773,787.7008056640625,20.26701545715332,
87,2.6093997955322266,True,707.9437255859375,19.244342803955078,0.21736404299736023,0.21736404299736023,True,True,591.8716430664062,27.29808235168457,787.9696655273438,20.267026901245117,
88,2.639392852783203,True,712.5831298828125,17.203983306884766,0.21595881879329681,0.21595881879329681,True,True,815.72509765625,-19.196029663085938,787.8198852539062,20.267030715942383,
89,2.669386148452759,True,707.0071411132812,17.57718276977539,0.21460112929344177,0.21460112929344177,True,True,628.6914672851562,25.698375701904297,787.329345703125,20.26703643798828,
90,2.6993792057037354,True,711.006591796875,17.573490142822266,0.21328943967819214,0.21328943967819214,True,True,803.6577758789062,19.857624053955078,787.6119995117188,20.267047882080078,
91,2.729372262954712,True,703.1744995117188,17.951923370361328,0.21202225983142853,0.21202225983142853,True,True,583.2962646484375,27.741792678833008,787.91650390625,20.26705551147461,
92,2.7593653202056885,True,704.4561157226562,17.784196853637695,0.21079815924167633,0.21079815924167633,True,True,749.8943481445312,21.34211540222168,788.685791015625,20.267044067382812,
93,2.789358377456665,True,709.7688598632812,17.531612396240234,0.2096157819032669,0.2096157819032669,True,True,827.5305786132812,19.105297088623047,787.9310302734375,20.26704978942871,
94,2.8193514347076416,True,712.6632080078125,17.415220260620117,0.208473801612854,0.208473801612854,True,True,784.9602661132812,20.32417106628418,787.5089721679688,20.2670841217041,
95,2.8493447303771973,True,705.40478515625,17.426321029663086,0.20737093687057495,0.20737093687057495,True,True,591.1013793945312,27.148591995239258,788.7642822265625,20.267061233520508,
96,2.879337787628174,True,697.8591918945312,17.565359115600586,0.20630596578121185,0.20630596578121185,True,True,579.7291259765625,27.616409301757812,789.2156372070312,20.267053604125977,
97,2.9093308448791504,True,691.2547607421875,17.689525604248047,0.2052776962518692,0.2052776962518692,True,True,592.0325927734375,26.965349197387695,788.6845703125,20.267045974731445,
98,2.939323902130127,True,696.139892578125,17.42625617980957,0.20428496599197388,0.20428496599197388,True,True,811.6746826171875,19.16181182861328,787.3321533203125,20.26704216003418,
99,2.9693169593811035,True,699.1969604492188,17.228168487548828,0.20332668721675873,0.20332668721675873,True,True,779.1036376953125,19.992807388305664,786.6673583984375,20.267040252685547,
100,2.999310255050659,True,699.7832641601562,17.082853317260742,0.2024017721414566,0.2024017721414566,True,True,732.2954711914062,21.27865982055664,786.5189819335938,20.267038345336914,
101,3.0293033123016357,True,702.414794921875,16.954904556274414,0.20150919258594513,0.20150919258594513,True,True,773.0541381835938,20.096363067626953,786.8171997070312,20.267026901245117,
102,3.0592963695526123,True,702.4203491210938,16.841554641723633,0.20064795017242432,0.20064795017242432,True,True,722.40869140625,21.520471572875977,787.0347290039062,20.267026901245117,
103,3.089289426803589,True,705.3981323242188,16.61785125732422,0.19981706142425537,0.19981706142425537,True,True,781.6508178710938,19.785329818725586,787.103515625,20.267045974731445,
104,3.1192824840545654,True,706.1063232421875,16.483612060546875,0.19901558756828308,0.19901558756828308,True,True,737.9998168945312,20.955886840820312,786.8263549804688,20.267040252685547,
105,3.149275779724121,True,707.3880615234375,16.5656681060791,0.19824260473251343,0.19824260473251343,True,True,749.8555908203125,20.821901321411133,787.0755004882812,20.267065048217773,
106,3.1792688369750977,True,712.7844848632812,16.767017364501953,0.19749726355075836,0.19749726355075836,True,True,833.904541015625,18.786123275756836,787.3897705078125,20.267057418823242,
107,3.209261894226074,True,715.6195068359375,17.01133918762207,0.19677866995334625,0.19677866995334625,True,True,785.6038818359375,19.980648040771484,787.8516235351562,20.267047882080078,
108,3.239254951477051,True,716.5114135742188,17.15397834777832,0.19608601927757263,0.19608601927757263,True,True,747.8534545898438,20.985733032226562,788.4049682617188,20.26705551147461,
109,3.2692480087280273,True,719.52197265625,15.370044708251953,0.19541847705841064,0.19541847705841064,True,True,791.6849975585938,-18.754714965820312,788.5222778320312,20.26706314086914,
110,3.299241065979004,True,720.1720581054688,15.656805038452148,0.1947752833366394,0.1947752833366394,True,True,745.23291015625,21.178991317749023,787.9923095703125,20.2670841217041,
111,3.3292343616485596,True,724.1256713867188,13.936017036437988,0.19415566325187683,0.19415566325187683,True,True,813.5989990234375,-17.651290893554688,787.7471923828125,20.267080307006836,
112,3.359227418899536,True,719.8801879882812,14.386404991149902,0.19355888664722443,0.19355888664722443,True,True,646.8778076171875,24.13601303100586,787.5691528320312,20.267070770263672,
113,3.3892204761505127,True,715.0245971679688,14.747264862060547,0.1929842233657837,0.1929842233657837,True,True,630.999267578125,25.028255462646484,787.857421875,20.267066955566406,
114,3.4192135334014893,True,709.2164306640625,15.066862106323242,0.19243097305297852,0.19243097305297852,True,True,607.5130615234375,26.134172439575195,787.5090942382812,20.26706314086914,
115,3.449206590652466,True,713.913818359375,15.126341819763184,0.19189848005771637,0.19189848005771637,True,True,822.1112670898438,19.091360092163086,787.2465209960938,20.267072677612305,
116,3.4791998863220215,True,709.9873657226562,15.368788719177246,0.19138607382774353,0.19138607382774353,True,True,645.0471801757812,24.374401092529297,786.7284545898438,20.267078399658203,
117,3.509192943572998,True,712.4480590820312,15.354084968566895,0.19089309871196747,0.19089309871196747,True,True,775.8758544921875,20.185197830200195,787.0614624023438,20.267059326171875,
118,3.5391860008239746,True,712.6874389648438,15.425713539123535,0.19041894376277924,0.19041894376277924,True,True,730.77392578125,21.3900203704834,787.3731689453125,20.267053604125977,
119,3.569179058074951,True,713.5506591796875,15.940450668334961,0.18996299803256989,0.18996299803256989,True,True,743.891845703125,20.91329002380371,787.2217407226562,20.267032623291016,
120,3.5991721153259277,True,711.209228515625,16.776744842529297,0.18952468037605286,0.18952468037605286,True,True,676.6854858398438,23.351768493652344,787.0818481445312,20.267051696777344,
121,3.6291654109954834,True,700.1226196289062,17.777727127075195,0.1891034096479416,0.1891034096479416,True,True,489.8579406738281,32.76506042480469,787.0081787109375,20.267047882080078,
122,3.65915846824646,True,702.0279541015625,18.104225158691406,0.1886986345052719,0.1886986345052719,True,True,757.2062377929688,20.741451263427734,786.8728637695312,20.267066955566406,
123,3.6891515254974365,True,701.0841674804688,18.435386657714844,0.18830980360507965,0.18830980360507965,True,True,697.7928466796875,22.682937622070312,787.0425415039062,20.267070770263672,
124,3.719144582748413,True,703.5225219726562,18.61817741394043,0.18793638050556183,0.18793638050556183,True,True,768.8812866210938,20.582530975341797,787.1173706054688,20.26708221435547,
125,3.7491376399993896,True,705.0032348632812,18.79467010498047,0.18757787346839905,0.18757787346839905,True,True,749.943359375,21.014238357543945,787.1372680664062,20.267086029052734,
126,3.779130697250366,True,701.5635986328125,19.06374168395996,0.1872337907552719,0.1872337907552719,True,True,645.6506958007812,24.396604537963867,787.3849487304688,20.267086029052734,
127,3.809123992919922,True,701.2505493164062,19.117965698242188,0.18690361082553864,0.18690361082553864,True,True,709.9454956054688,22.02592658996582,787.2481689453125,20.267074584960938,
128,3.8391170501708984,True,701.051513671875,19.16262435913086,0.1865868866443634,0.1865868866443634,True,True,711.9486694335938,22.241153717041016,787.2816772460938,20.26708221435547,
129,3.869110107421875,True,702.0780029296875,19.2620849609375,0.186283141374588,0.186283141374588,True,True,737.9033813476562,21.515207290649414,787.0993041992188,20.26706314086914,
130,3.8991031646728516,True,701.6433715820312,17.458791732788086,0.18599194288253784,0.18599194288253784,True,True,706.975341796875,-20.387298583984375,787.0139770507812,20.26708984375,
131,3.929096221923828,True,702.5145263671875,15.742125511169434,0.18571285903453827,0.18571285903453827,True,True,734.5839233398438,-19.764083862304688,787.1343383789062,20.267091751098633,
132,3.959089517593384,True,703.084228515625,16.05338478088379,0.18544544279575348,0.18544544279575348,True,True,728.4757080078125,21.797119140625,787.0956420898438,20.26708984375,
133,3.9890825748443604,True,705.0399780273438,16.174083709716797,0.18518932163715363,0.18518932163715363,True,True,758.6011352539062,20.82088851928711,787.1500854492188,20.267093658447266,
134,4.019075393676758,True,706.0501098632812,16.29686164855957,0.1849440634250641,0.1849440634250641,True,True,739.2990112304688,21.356348037719727,787.0592041015625,20.26709747314453,
135,4.049068927764893,True,703.3611450195312,16.644001007080078,0.18470929563045502,0.18470929563045502,True,True,659.7009887695312,23.57283592224121,787.2947998046875,20.26709747314453,
136,4.079061985015869,True,705.5096435546875,16.959325790405273,0.18448463082313538,0.18448463082313538,True,True,762.5591430664062,20.661998748779297,787.2702026367188,20.267078399658203,
137,4.109055042266846,True,707.1802978515625,17.267663955688477,0.1842697113752365,0.1842697113752365,True,True,753.4686279296875,20.95420265197754,787.2562866210938,20.267099380493164,
138,4.139048099517822,True,708.6179809570312,17.50284767150879,0.18406419456005096,0.18406419456005096,True,True,749.3718872070312,21.038522720336914,787.2703857421875,20.26707649230957,
139,4.169041156768799,True,707.8846435546875,17.691673278808594,0.1838677078485489,0.1838677078485489,True,True,702.9578247070312,22.444549560546875,787.1651611328125,20.267066955566406,
140,4.199034214019775,True,706.2864379882812,17.841821670532227,0.18367992341518402,0.18367992341518402,True,True,683.46630859375,23.10562515258789,787.0333862304688,20.26707649230957,
141,4.229027271270752,True,707.3988647460938,17.906633377075195,0.1835005283355713,0.1835005283355713,True,True,741.3047485351562,21.093721389770508,787.2094116210938,20.26708984375,
142,4.2590203285217285,True,706.4307250976562,18.118398666381836,0.18332919478416443,0.18332919478416443,True,True,696.5009765625,22.62415885925293,787.1301879882812,20.267087936401367,
143,4.289013385772705,True,702.8882446289062,18.491981506347656,0.18316562473773956,0.18316562473773956,True,True,639.4673461914062,24.317136764526367,787.2308959960938,20.267105102539062,
144,4.319006443023682,True,704.760498046875,16.825984954833984,0.18300952017307281,0.18300952017307281,True,True,755.2518310546875,-19.249801635742188,787.1193237304688,20.267120361328125,
145,4.348999500274658,True,706.7594604492188,17.0921630859375,0.1828605830669403,0.1828605830669403,True,True,759.1149291992188,20.661998748779297,787.0640869140625,20.26711654663086,
146,4.378993034362793,True,701.9114990234375,15.330057144165039,0.18271854519844055,0.18271854519844055,True,True,610.4121704101562,-24.496932983398438,787.0913696289062,20.267108917236328,
147,4.4089860916137695,True,703.5543212890625,15.58773136138916,0.18258312344551086,0.18258312344551086,True,True,749.18505859375,21.11313819885254,787.0621948242188,20.267101287841797,
148,4.438979148864746,True,706.995849609375,15.779211044311523,0.18245406448841095,0.18245406448841095,True,True,789.550048828125,19.971721649169922,787.0215454101562,20.267112731933594,
149,4.468972206115723,True,708.161376953125,16.051990509033203,0.1823311299085617,0.1823311299085617,True,True,741.7740478515625,21.199193954467773,787.2644653320312,20.26709747314453,
150,4.498965263366699,True,710.2603759765625,16.280366897583008,0.18221405148506165,0.18221405148506165,True,True,762.905029296875,20.503063201904297,787.5613403320312,20.267101287841797,
151,4.528958320617676,True,712.290771484375,16.449417114257812,0.18210259079933167,0.18210259079933167,True,True,762.6729125976562,20.503063201904297,787.48779296875,20.267080307006836,
152,4.558951377868652,True,713.9896850585938,14.835933685302734,0.18199652433395386,0.18199652433395386,True,True,756.6281127929688,-19.341354370117188,787.4214477539062,20.26709747314453,
153,4.588944435119629,True,712.259033203125,15.274794578552246,0.1818956434726715,0.1818956434726715,True,True,682.2392578125,23.03386688232422,787.3240966796875,20.26707649230957,
154,4.6189374923706055,True,714.3453369140625,15.589499473571777,0.18179970979690552,0.18179970979690552,True,True,764.9610595703125,20.503063201904297,787.32666015625,20.267086029052734,
155,4.648930549621582,True,716.308837890625,13.945443153381348,0.18170852959156036,0.18170852959156036,True,True,763.5479736328125,-19.12835693359375,787.3013916015625,20.267080307006836,
156,4.678924083709717,True,719.7360229492188,14.105079650878906,0.18162189424037933,0.18162189424037933,True,True,797.00146484375,19.660537719726562,787.3717651367188,20.267066955566406,
157,4.708917140960693,True,721.0823974609375,14.330523490905762,0.1815396249294281,0.1815396249294281,True,True,753.3590698242188,20.87955665588379,786.9822998046875,20.267078399658203,
158,4.73891019821167,True,723.0402221679688,14.67327880859375,0.18146151304244995,0.18146151304244995,True,True,767.6732788085938,20.503063201904297,787.1644287109375,20.26708984375,
159,4.7689032554626465,True,720.0387573242188,13.001760482788086,0.18138739466667175,0.18138739466667175,True,True,659.5604858398438,-22.216903686523438,788.3523559570312,20.267078399658203,
160,4.798896312713623,True,718.486083984375,13.305377960205078,0.18131707608699799,0.18131707608699799,True,True,689.4798583984375,22.76088523864746,788.5086669921875,20.267105102539062,
161,4.8288893699646,True,720.7589111328125,13.661456108093262,0.1812504082918167,0.1812504082918167,True,True,772.8135986328125,20.26461410522461,788.5908813476562,20.267101287841797,
162,4.858882427215576,True,721.166259765625,13.988248825073242,0.1811872273683548,0.1811872273683548,True,True,733.07421875,21.268142700195312,788.91845703125,20.267108917236328,
163,4.888875484466553,True,724.6137084960938,14.176163673400879,0.1811273694038391,0.1811273694038391,True,True,800.4290161132812,19.48954200744629,788.9615478515625,20.267120361328125,
164,4.918868541717529,True,727.9822387695312,14.37902545928955,0.18107068538665771,0.18107068538665771,True,True,800.9249877929688,19.574337005615234,788.7959594726562,20.267126083374023,
165,4.948861598968506,True,732.631591796875,14.714024543762207,0.18101704120635986,0.18101704120635986,True,True,831.4336547851562,18.77338218688965,788.5284423828125,20.267105102539062,
