frame,time_s,success,fascicle_length_px,final_fascicle_length_px,fascicle_angle_deg,pennation_angle_deg,super_apo_angle_deg,deep_apo_angle_deg,selected_line_angle_deg,selected_line_length_px,matlab_formula_fascicle_length_px,muscle_thickness_px,dohough_mask_density,dohough_n_peaks,n_fascicle_candidates,error
344,10.317626945802465,True,546.4569978400149,546.4569978400149,29.0,29.24579996943183,-0.2457999694318289,-0.7041055922685473,18.970407485961914,809.6239624023438,546.4569978400149,266.97554582463925,0.06911298021104775,10,53,
345,10.3476200473891,True,547.9016327447363,547.9016327447363,29.0,29.173561534991705,-0.17356153499170546,-0.5980156691515788,24.904767990112305,631.0423583984375,547.9016327447363,267.07838075829727,0.05935395650042571,10,65,
346,10.377613148975735,True,532.2822449871984,532.2822449871984,30.0,30.173561534991705,-0.17356153499170546,-0.5208565131159162,21.801406860351562,715.4391479492188,532.2822449871984,267.5362787712507,0.06117933899223406,10,59,
347,10.40760625056237,True,530.5972187684259,530.5972187684259,30.0,30.284220457008473,-0.2842204570084732,-0.6076594639374093,21.801406860351562,712.2503051757812,530.5972187684259,267.57477660863,0.05667715885342759,10,60,
348,10.437599352149006,True,534.4802747097632,534.4802747097632,30.0,30.404481960397504,-0.4044819603975043,-0.31830514309424984,25.866355895996094,610.9161987304688,534.4802747097632,270.501125871187,0.048601615108748934,10,33,
349,10.46759245373564,True,519.7481404208756,519.7481404208756,30.0,30.529377295067263,-0.5293772950672633,-1.1669737064623007,19.79887580871582,759.0306396484375,519.7481404208756,264.0217018460958,0.052981243066126574,10,42,
350,10.497585555322276,True,519.7227179011676,519.7227179011676,30.0,30.569182158337583,-0.5691821583375827,-1.1272030070574317,19.79887580871582,759.3153076171875,519.7227179011676,264.31973397429925,0.0547872752134988,10,48,
351,10.527578656908911,True,536.2856767351822,536.2856767351822,29.0,29.51627838045792,-0.5162783804579192,-1.0741694902581003,19.093490600585938,786.2626342773438,536.2856767351822,264.21230311687657,0.07369256172759875,10,87,
352,10.557571758495545,True,516.7736148034563,516.7736148034563,30.0,30.58238265883071,-0.5823826588307099,-1.166976246873901,18.434947967529297,805.7984008789062,516.7736148034563,262.922389997743,0.0823873164942336,10,78,
353,10.58756486008218,True,517.8337769959069,517.8337769959069,30.0,30.542679475494168,-0.5426794754941682,-1.0078769216776493,18.434947967529297,808.27685546875,517.8337769959069,263.15279333277795,0.07488583296782683,10,61,
354,10.617557961668815,True,516.1762033601638,516.1762033601638,30.0,30.555879778697033,-0.5558797786970331,-0.9813596367708328,19.65382194519043,759.4866943359375,516.1762033601638,262.4128615000163,0.07101576408060063,10,84,
355,10.64755106325545,True,511.3596041377914,511.3596041377914,30.0,30.529377295067263,-0.5293772950672633,-1.278711669935518,23.962488174438477,630.75048828125,511.3596041377914,259.76049251562245,0.06799066023375216,10,73,
356,10.677544164842086,True,511.45498862925933,511.45498862925933,30.0,30.569162175314972,-0.5691621753149718,-1.1934902707697574,23.428691864013672,641.7286376953125,511.45498862925933,260.1147920897432,0.06586212234577775,10,39,
357,10.707537266428721,True,504.04803502408544,504.04803502408544,30.0,30.529377295067263,-0.5293772950672633,-1.5343429509256907,-23.629379272460938,682.6857299804688,504.04803502408544,256.0463610537902,0.06583632188652958,10,65,
358,10.737530368015356,True,490.6049153462624,490.6049153462624,31.0,31.569162175314972,-0.5691621753149718,-1.4775397922786908,24.10223388671875,619.1987915039062,490.6049153462624,256.8451217858073,0.07404086792744911,10,71,
359,10.767523469601992,True,479.7445411849076,479.7445411849076,32.0,32.66174671044129,-0.6617467104412924,-1.278711669935518,19.179006576538086,762.1703491210938,479.7445411849076,258.9077514895773,0.06771330529683428,10,55,
360,10.797516571188627,True,481.2863913702645,481.2863913702645,32.0,32.62198346655222,-0.6219834665522228,-1.2218988560710784,21.03750991821289,703.417724609375,481.2863913702645,259.4585965996704,0.06360458216156248,10,55,
361,10.827509672775262,True,490.13048320883684,490.13048320883684,31.0,31.58238265883071,-0.5823826588307099,-1.5059417417267298,17.744670867919922,813.596435546875,490.13048320883684,256.6930931140875,0.06330142676539642,10,72,
362,10.857502774361896,True,492.8180989202463,492.8180989202463,31.0,31.569162175314972,-0.5691621753149718,-1.3355219690043043,17.650123596191406,822.8484497070312,492.8180989202463,258.00378405520803,0.06176629944013003,10,75,
363,10.887495875948531,True,477.0964299140359,477.0964299140359,32.0,32.56916217531497,-0.5691621753149718,-1.4491371165113662,-20.224853515625,795.3139038085938,477.0964299140359,256.8292528958979,0.06482365386103872,10,77,
364,10.917488977535166,True,477.69435268920614,477.69435268920614,32.0,32.62206466584874,-0.6220646658487397,-1.3639299506751286,17.927919387817383,807.4754028320312,477.69435268920614,257.52272035643085,0.07258959209473928,10,71,
365,10.947482079121801,True,491.7063139618224,491.7063139618224,31.0,31.62206466584874,-0.6220646658487397,-1.3639274106492962,20.772253036499023,707.3567504882812,491.7063139618224,257.808439422434,0.07172527670992544,10,77,
366,10.977475180708437,True,472.7580840332053,472.7580840332053,32.0,32.59558309749556,-0.5955830974955632,-1.6820127043635011,26.56505012512207,557.1134033203125,472.7580840332053,254.67754038784787,0.05558063933538017,10,63,
367,11.007468282295072,True,487.6220222059708,487.6220222059708,31.0,31.71464728550157,-0.7146472855015702,-1.52298052523102,-21.317916870117188,756.7237548828125,487.6220222059708,256.33760057624545,0.05509043060966485,10,47,
368,11.037461383881707,True,453.49646612734017,453.49646612734017,32.0,32.74114850313356,-0.7411485031335587,-2.6242193514785583,22.306203842163086,630.0188598632812,453.49646612734017,245.27108520000783,0.05379395753244408,10,42,
369,11.067454485468343,True,445.63662556362306,445.63662556362306,33.0,33.701427168651605,-0.7014271686516054,-2.306498188203875,17.744670867919922,780.0394897460938,445.63662556362306,247.26823319937705,0.053271498232668545,10,39,
370,11.097447587054978,True,452.18487974049236,452.18487974049236,32.0,32.64854660278607,-0.6485466027860696,-2.6242193514785583,-21.250503540039062,764.2739868164062,452.18487974049236,243.9466884485712,0.05619985035733636,10,76,
371,11.127440688641611,True,453.54526572441847,453.54526572441847,32.0,32.71474909796473,-0.7147490979647273,-2.5448053380295903,17.744670867919922,768.1593017578125,453.54526572441847,245.12167945829316,0.07036430248458422,10,82,
372,11.157433790228247,True,437.1570339861182,437.1570339861182,33.0,33.59568491479763,-0.59568491479763,-2.7830218807340827,18.434947967529297,743.7061767578125,437.1570339861182,241.8915850443218,0.0785301478366315,10,70,
373,11.187426891814882,True,439.96728349954276,439.96728349954276,33.0,33.688268509327344,-0.6882685093273437,-2.6242193514785583,16.699243545532227,810.6286010742188,439.96728349954276,244.03844406998542,0.08960499496891045,10,98,
374,11.217419993401517,True,450.7461281871069,450.7461281871069,32.0,32.63536672600168,-0.6353667260016778,-2.6242193514785583,17.70042610168457,768.8818969726562,450.7461281871069,243.08319472111035,0.1009894476121675,10,114,
375,11.247413094988152,True,453.41910005036334,453.41910005036334,32.0,32.58246417649639,-0.5824641764963872,-2.465379002553874,18.434947967529297,750.9856567382812,453.41910005036334,244.1720438247468,0.08944374209860935,10,121,
376,11.277406196574788,True,467.19240831301084,467.19240831301084,32.0,32.503159111227404,-0.5031591112274043,-1.7501593839294856,19.093490600585938,745.2244873046875,467.19240831301084,251.04402300121328,0.09964782373126242,10,165,
377,11.307399298161423,True,417.2867388079386,417.2867388079386,34.0,34.45025424862959,-0.45025424862959085,-3.179830682896636,16.260204315185547,811.691162109375,417.2867388079386,236.05514174923914,0.10028638509765474,10,143,
378,11.337392399748058,True,417.53115358662797,417.53115358662797,34.0,34.503159111227404,-0.5031591112274043,-3.179830682896636,16.8583984375,787.249755859375,417.53115358662797,236.511221656537,0.10216981862277148,10,145,
379,11.367385501334693,True,425.37697712101885,425.37697712101885,34.0,34.503159111227404,-0.5031591112274043,-2.7830218807340827,18.434947967529297,745.257568359375,425.37697712101885,240.955501545787,0.10273742872623133,10,129,
380,11.397378602921327,True,432.44994022277945,432.44994022277945,34.0,34.397368919470836,-0.39736891947083564,-2.3405485981156176,19.025606155395508,736.4713134765625,432.44994022277945,244.30356105067818,0.09568745323666761,10,110,
381,11.427371704507962,True,423.9647331899201,423.9647331899201,34.0,34.45025424862959,-0.45025424862959085,-2.7830193452597882,16.587337493896484,810.99365234375,423.9647331899201,239.83281969544583,0.09362341649681365,10,113,
382,11.457364806094597,True,424.2001230414873,424.2001230414873,34.0,34.503159111227404,-0.5031591112274043,-2.7830193452597882,18.434947967529297,743.9533081054688,424.2001230414873,240.2888705802398,0.09935756856472046,10,114,
383,11.487357907681233,True,435.28419139772234,435.28419139772234,33.0,33.39718557388986,-0.39718557388985687,-2.7830193452597882,16.389537811279297,821.3692016601562,435.28419139772234,239.59771315934927,0.09610671069945045,10,140,
384,11.517351009267868,True,435.49471388420636,435.49471388420636,33.0,33.42368939187526,-0.4236893918752571,-2.7830193452597882,17.744670867919922,764.5303344726562,435.49471388420636,239.88175354786702,0.09577775484403622,10,115,
385,11.547344110854503,True,431.05033387958997,431.05033387958997,34.0,34.47667617172354,-0.4766761717235397,-2.38594572176288,17.10272789001465,803.3121948242188,431.05033387958997,244.00496712029945,0.09399752315591217,10,113,
386,11.577337212441138,True,461.97721237238056,461.97721237238056,34.0,34.45025424862959,-0.45025424862959085,-0.6820616032229339,19.2900447845459,772.9544067382812,461.97721237238056,261.33611785270085,0.09062411310921334,10,91,
387,11.607330314027774,True,442.35864457399515,442.35864457399515,33.0,33.46347554386202,-0.4634755438620175,-2.38594572176288,16.8583984375,813.1590576171875,442.35864457399515,243.91889860877941,0.09359761603756547,10,93,
388,11.637323415614409,True,451.70334493569675,451.70334493569675,34.0,34.529560316611054,-0.5295603166110538,-1.3071184108622447,18.434947967529297,785.339111328125,451.70334493569675,256.0396162248913,0.0941329755669651,10,120,
389,11.667316517201044,True,442.14720191272767,442.14720191272767,33.0,33.39718557388986,-0.39718557388985687,-2.38594572176288,16.8583984375,814.4845581054688,442.14720191272767,243.3753868200988,0.08951469336154183,10,147,
390,11.697309618787678,True,430.8390444130424,430.8390444130424,34.0,34.4501727275736,-0.4501727275736016,-2.38594572176288,18.434947967529297,754.9381103515625,430.8390444130424,243.72104671976084,0.09208183905673521,10,101,
391,11.727302720374313,True,430.80896140589255,430.80896140589255,34.0,34.39718557388986,-0.39718557388985687,-2.38594572176288,18.434947967529297,755.6806030273438,430.80896140589255,243.3753868200988,0.09358471580794138,10,110,
392,11.757295821960948,True,430.66530755501736,430.66530755501736,34.0,34.489795546046565,-0.4897955460465653,-2.385943184701773,18.434947967529297,753.9202880859375,430.66530755501736,243.86830018177068,0.08781831316597435,10,140,
393,11.787288923547584,True,430.6123283437968,430.6123283437968,34.0,34.39726677885406,-0.3972667788540605,-2.38594572176288,19.5024471282959,719.4120483398438,430.6123283437968,243.26480718496407,0.09105627080162026,10,136,
394,11.817282025134219,True,419.39531601211337,419.39531601211337,35.0,35.39726677885406,-0.3972667788540605,-2.385943184701773,20.170652389526367,697.4508666992188,419.39531601211337,242.93150203123705,0.08745710673649991,10,118,
395,11.847275126720854,True,442.54922317279346,442.54922317279346,35.0,35.4501727275736,-0.4501727275736016,-1.1139441702777617,18.824708938598633,777.50390625,442.54922317279346,256.6762219327164,0.09860290513171134,10,151,
396,11.87726822830749,True,418.3362514547849,418.3362514547849,35.0,35.48997888703886,-0.48997888703885906,-2.385943184701773,18.778032302856445,738.5308837890625,418.3362514547849,242.86952710467457,0.09990582832374416,10,116,
397,11.907261329894125,True,431.27621956955494,431.27621956955494,33.0,33.46347554386202,-0.4634755438620175,-2.7830218807340827,-21.801406860351562,735.2633666992188,431.27621956955494,237.80799078736513,0.10124745220464924,10,96,
398,11.93725443148076,True,410.841406105541,410.841406105541,35.0,35.46349584475038,-0.4634958447503834,-2.7830193452597882,18.778032302856445,727.9695434570312,410.841406105541,238.36367218354326,0.09884155937975696,10,98,
399,11.967247533067393,True,411.31655466546215,411.31655466546215,35.0,35.54278161185783,-0.5427816118578335,-2.7830193452597882,19.093490600585938,717.0836181640625,411.31655466546215,239.10270507540048,0.10300833354833716,10,127,
400,11.997240634654029,True,424.4269906108211,424.4269906108211,35.0,35.4501727275736,-0.4501727275736016,-1.9886375744290206,-23.962493896484375,664.992919921875,424.4269906108211,246.16542235737307,0.09733223251373875,10,133,
401,12.027233736240664,True,402.46971924792746,402.46971924792746,35.0,35.50299638881603,-0.5029963888160296,-3.179830682896636,18.060470581054688,738.9020385742188,402.46971924792746,233.73249065280945,0.08567687504837586,10,99,
402,12.057226837827299,True,409.7239323293412,409.7239323293412,35.0,35.48977524531324,-0.4897752453132398,-2.7830218807340827,19.133642196655273,713.47509765625,409.7239323293412,237.86836861341092,0.08594132975566965,10,79,
403,12.087219939413934,True,401.8587983428609,401.8587983428609,35.0,35.47647252920041,-0.4764725292004073,-3.179830682896636,17.878694534301758,738.0086669921875,401.8587983428609,233.22623020784238,0.09172063262726077,10,88,
404,12.11721304100057,True,402.1053717913427,402.1053717913427,35.0,35.51617656041742,-0.5161765604174207,-3.179830682896636,18.88608741760254,701.9166259765625,402.1053717913427,233.59619359877735,0.09035965840191955,10,111,
405,12.147206142587205,True,409.97848531356425,409.97848531356425,35.0,35.54267947549417,-0.5426794754941682,-2.7830218807340827,16.8583984375,792.1290283203125,409.97848531356425,238.32427640711785,0.09029515725379912,10,104,
406,12.17719924417384,True,395.3497735709747,395.3497735709747,35.0,35.47647252920041,-0.4764725292004073,-3.5763343749973444,19.179006576538086,692.9827880859375,395.3497735709747,229.44859658096513,0.09318480868959468,10,131,
407,12.207192345760475,True,405.32158788896396,405.32158788896396,34.0,34.46327158336777,-0.46327158336777075,-3.5763343749973444,18.92464256286621,694.63818359375,405.32158788896396,229.36250040133143,0.09170128228282463,10,118,
408,12.237185447347109,True,410.6496551776276,410.6496551776276,35.0,35.46327158336777,-0.46327158336777075,-2.7830193452597882,17.927919387817383,752.2511596679688,410.6496551776276,238.25111219099938,0.08613483320003096,10,75,
409,12.267178548933744,True,418.52740069874955,418.52740069874955,35.0,35.48977524531324,-0.4897752453132398,-2.38594572176288,18.88608741760254,736.0645141601562,418.52740069874955,242.9792896359293,0.08196160891663871,10,84,
410,12.29717165052038,True,415.20285908621827,415.20285908621827,34.0,34.52949941516269,-0.5294994151626895,-3.179830682896636,16.260204315185547,807.2955322265625,415.20285908621827,235.34963301811138,0.08123919605768982,10,87,
411,12.327164752107015,True,433.93846790435276,433.93846790435276,34.0,34.47667617172354,-0.4766761717235397,-2.1589363411400484,16.699243545532227,825.2826538085938,433.93846790435276,245.63985518872659,0.08686369617379189,10,100,
412,12.35715785369365,True,414.575854935124,414.575854935124,34.0,34.48977524531324,-0.4897752453132398,-3.179830682896636,17.744670867919922,746.9564819335938,414.575854935124,234.7573745197746,0.08622513480739957,10,110,
413,12.387150955280285,True,414.48472385741536,414.48472385741536,34.0,34.39718557388986,-0.39718557388985687,-3.179830682896636,-22.109451293945312,711.613525390625,414.48472385741536,234.15339288817438,0.07965246781392708,10,99,
414,12.41714405686692,True,433.6793077497873,433.6793077497873,33.0,33.42368939187526,-0.4236893918752571,-2.7830193452597882,19.230670928955078,715.64208984375,433.6793077497873,238.8817808890903,0.07952346551768621,10,89,
415,12.447137158453556,True,422.3518437683114,422.3518437683114,34.0,34.39718557388986,-0.39718557388985687,-2.7830193452597882,16.46001434326172,815.2349243164062,422.3518437683114,238.59773718692378,0.08017492711370262,10,98,
416,12.477130260040191,True,422.3725561650724,422.3725561650724,34.0,34.42358756913558,-0.42358756913557727,-2.7830193452597882,20.2248592376709,686.9075927734375,422.3725561650724,238.7700100802263,0.08091024020227561,10,95,
417,12.507123361626826,True,422.8168047675805,422.8168047675805,34.0,34.489795546046565,-0.4897955460465653,-2.7830193452597882,-20.556045532226562,781.1390380859375,422.8168047675805,239.42401131018656,0.084219149100854,10,105,
418,12.53711646321346,True,433.4876751440731,433.4876751440731,33.0,33.4501727275736,-0.4501727275736016,-2.7830193452597882,19.65382194519043,701.5913696289062,433.4876751440731,238.94342975914688,0.08189065765370623,10,94,
419,12.567109564800095,True,410.9086984351454,410.9086984351454,35.0,35.357500269521694,-0.3575002695216938,-2.7830193452597882,18.434947967529297,741.7306518554688,410.9086984351454,237.78315962317834,0.07610490466730307,10,91,
420,12.59710266638673,True,427.11725382440346,427.11725382440346,35.0,35.39720587513108,-0.3972058751310783,-1.9545740138338772,18.434947967529297,762.1270751953125,427.11725382440346,247.40400485887008,0.07930416161407673,10,60,
421,12.627095767973366,True,447.6969515591599,447.6969515591599,34.0,34.41038643469537,-0.4103864346953685,-1.4775397922786908,18.88608741760254,762.7994384765625,447.6969515591599,253.00096505544042,0.07329265460925205,10,72,
422,12.65708886956,True,443.8546324940788,443.8546324940788,34.0,34.41038643469537,-0.4103864346953685,-1.682010165087405,18.970407485961914,755.9734497070312,443.8546324940788,250.82960688976397,0.06762300368946567,10,65,
423,12.687081971146636,True,443.65167267798904,443.65167267798904,34.0,34.38388252997348,-0.3838825299734765,-1.682010165087405,21.801406860351562,666.6607666015625,443.65167267798904,250.54557157576457,0.06339172837276504,10,61,
424,12.717075072733271,True,431.94856374628966,431.94856374628966,34.0,34.43676804036153,-0.43676804036152816,-2.295151071306691,17.650123596191406,784.3855590820312,431.94856374628966,244.26534986566162,0.06769395495239815,10,76,
425,12.747068174319907,True,432.78183386724135,432.78183386724135,34.0,34.46316976171693,-0.4631697617169266,-2.272448685573096,-20.89776611328125,767.0639038085938,432.78183386724135,244.90101067248966,0.0769950205113651,10,80,
426,12.777061275906542,True,431.4399605558694,431.4399605558694,34.0,34.41028492881745,-0.4102849288174468,-2.3632462624807147,20.28255844116211,694.2355346679688,431.4399605558694,243.8132394905199,0.07545344307128667,10,57,
427,12.807054377493175,True,435.1224185681195,435.1224185681195,33.0,33.51607474037368,-0.5160747403736821,-2.7830193452597882,23.428691864013672,609.1259765625,435.1224185681195,240.26194452563453,0.07580174927113703,10,80,
428,12.83704747907981,True,415.10025057705315,415.10025057705315,34.0,34.423465445285444,-0.4234654452854443,-3.179830682896636,17.241456985473633,766.9212036132812,415.10025057705315,234.65819762023267,0.06775845610051859,10,81,
429,12.867040580666446,True,421.4218083316262,421.4218083316262,34.0,34.46316976171693,-0.4631697617169266,-2.7830218807340827,-21.595306396484375,742.3400268554688,421.4218083316262,238.47264072433964,0.05538068577620681,10,53,
430,12.897033682253081,True,433.8105571592785,433.8105571592785,33.0,33.39700191109384,-0.3970019110938381,-2.703625812216899,-19.536651611328125,817.1057739257812,433.8105571592785,238.78540535697985,0.05116876080394231,10,36,
431,12.927026783839716,True,434.71890443187004,434.71890443187004,33.0,33.39700191109384,-0.3970019110938381,-2.703625812216899,24.145540237426758,582.2354125976562,434.71890443187004,239.2853933543006,0.05204597641838025,10,35,
432,12.957019885426352,True,446.2358781355912,446.2358781355912,32.0,32.39698160985165,-0.3969816098516503,-2.6242193514785583,27.255327224731445,527.4207763671875,446.2358781355912,239.08529152273744,0.04781470110167961,10,41,
433,12.987012987012987,True,445.7184817841423,445.7184817841423,32.0,32.38380069033485,-0.3838006903348514,-2.6242193514785583,-20.92449951171875,752.2762451171875,445.7184817841423,238.72149502258603,0.043834980262648676,10,35,
434,13.017006088599622,True,432.7215586052947,432.7215586052947,33.0,33.44988787966713,-0.4498878796671306,-2.703625812216899,-19.855209350585938,804.8941040039062,432.7215586052947,238.51934248028377,0.04936917877138213,10,42,
435,13.046999190186257,True,435.33499489555527,435.33499489555527,33.0,33.489571286376304,-0.48957128637630376,-2.5448053380295903,20.725557327270508,661.7169799804688,435.33499489555527,240.21140553524768,0.0548904770504915,10,52,
436,13.076992291772893,True,447.6165589908947,447.6165589908947,32.0,32.463190062607055,-0.46319006260705464,-2.5448053380295903,23.749494552612305,588.5797729492188,447.6165589908947,240.2616153404646,0.06421734306870662,10,54,
437,13.106985393359526,True,465.07814258533836,465.07814258533836,32.0,32.41030491278738,-0.4103049127873817,-1.6706544564092383,-19.486129760742188,809.5502319335938,465.07814258533836,249.27195157580022,0.08099409169483217,10,84,
438,13.136978494946161,True,444.69989831621893,444.69989831621893,32.0,32.42358756913558,-0.42358756913557727,-2.7830218807340827,18.083444595336914,752.1087646484375,444.69989831621893,238.436675861429,0.07707887200392168,10,79,
439,13.166971596532797,True,460.48109267402106,460.48109267402106,32.0,32.35748028530497,-0.3574802853049732,-1.9886375744290206,19.65382194519043,720.120849609375,460.48109267402106,246.44951032594997,0.07935576253257308,10,62,
440,13.196964698119432,True,457.1907223607199,457.1907223607199,32.0,32.33099636544915,-0.33099636544915256,-2.147584413139782,17.10272789001465,810.3411865234375,457.1907223607199,244.50996367487903,0.08642508836657292,10,83,
441,13.226957799706067,True,452.39156754163423,452.39156754163423,32.0,32.33099636544915,-0.33099636544915256,-2.38594572176288,19.746835708618164,698.4425659179688,452.39156754163423,241.9433298542589,0.08708300007740138,10,72,
442,13.256950901292702,True,460.3564235095852,460.3564235095852,31.0,31.330996365449153,-0.33099636544915256,-2.6242193514785583,19.06919288635254,721.8323364257812,460.3564235095852,239.376726195858,0.09149487860883923,10,107,
443,13.286944002879338,True,461.5031870917263,461.5031870917263,31.0,31.436890163785932,-0.4368901637859324,-2.5448053380295903,19.79887580871582,690.9195556640625,461.5031870917263,240.7011807249706,0.09199798756417864,10,51,
444,13.316937104465973,True,470.03681936029614,470.03681936029614,30.0,30.370620364611142,-0.3706203646111419,-2.7830193452597882,-21.194061279296875,752.4259643554688,470.03681936029614,237.64658544262358,0.09418457648546144,10,87,
445,13.346930206052608,True,446.68925267816803,446.68925267816803,31.0,31.383882529973476,-0.3838825299734765,-3.179830682896636,17.35402488708496,755.00341796875,446.68925267816803,232.62214096083133,0.09181738434944142,10,98,
446,13.376923307639242,True,478.3169898282374,478.3169898282374,30.0,30.423587569135577,-0.42358756913557727,-2.385943184701773,20.695449829101562,674.4017333984375,478.3169898282374,242.2143672155317,0.09335251167470782,10,87,
447,13.406916409225877,True,484.5106005847374,484.5106005847374,31.0,31.436768040361528,-0.43676804036152816,-1.3525658216902912,20.472278594970703,706.8729858398438,484.5106005847374,252.7000251646065,0.09360406615237751,10,100,
448,13.436909510812512,True,446.4664024523006,446.4664024523006,31.0,31.4235669508235,-0.42356695082349916,-3.179830682896636,-19.798873901367188,806.0318603515625,446.4664024523006,232.77002317391413,0.08789571454371888,10,95,
449,13.466902612399148,True,442.11390651029205,442.11390651029205,30.0,30.4235669508235,-0.42356695082349916,-3.972495378691036,15.642245292663574,798.822265625,442.11390651029205,223.88139405256686,0.09167548182357646,10,107,
450,13.496895713985783,True,424.12961160617584,424.12961160617584,30.0,30.450070905551684,-0.4500709055516836,-4.7636400081005945,18.103761672973633,688.4534301757812,424.12961160617584,214.9435106213535,0.09740963389148327,10,102,
451,13.526888815572418,True,434.96078957915284,434.96078957915284,31.0,31.450070905551684,-0.4500709055516836,-3.5763343749973444,17.10272789001465,741.8602905273438,434.96078957915284,226.9431201703052,0.1043886581181145,10,87,
452,13.556881917159053,True,461.5972556597189,461.5972556597189,31.0,31.423689391875257,-0.4236893918752571,-2.38594572176288,18.083444595336914,759.0029296875,461.5972556597189,240.65949671410195,0.10389199927758715,10,99,
453,13.586875018745689,True,474.83739239641227,474.83739239641227,29.0,29.34409591616364,-0.34409591616363855,-3.179830682896636,16.50436019897461,797.2058715820312,474.83739239641227,232.6957107676907,0.08030392940994349,10,89,
454,13.616868120332324,True,459.83568828715914,459.83568828715914,29.0,29.383780389028914,-0.38378038902891376,-3.972495378691036,23.749494552612305,570.4801025390625,459.83568828715914,225.62164798205703,0.07277664542428855,10,80,
455,13.646861221918957,True,460.5406804005731,460.5406804005731,29.0,29.357317556679845,-0.35731755667984544,-3.972495378691036,-19.179000854492188,843.3811645507812,460.5406804005731,225.78219048797192,0.09118527309786115,10,102,
456,13.676854323505593,True,451.2216492214127,451.2216492214127,29.0,29.397001911093838,-0.3970019110938381,-4.368278838322624,16.50436019897461,749.493408203125,451.2216492214127,221.48583090476188,0.08285817487551278,10,122,
457,13.706847425092228,True,476.53196014293144,476.53196014293144,28.0,28.357215415122738,-0.357215415122738,-3.972495378691036,18.434947967529297,704.6156005859375,476.53196014293144,226.33705791846646,0.07513093733068449,10,100,
458,13.736840526678863,True,466.8340872389501,466.8340872389501,28.0,28.43650317525865,-0.43650317525865034,-4.368278838322624,-20.772247314453125,770.9793090820312,466.8340872389501,222.29917375066478,0.08658634123687402,10,97,
459,13.766833628265498,True,506.7805507638827,506.7805507638827,27.0,27.396921023331345,-0.3969210233313447,-3.4177724270297176,18.434947967529297,712.70654296875,506.7805507638827,233.19612172350946,0.08772801155860574,10,105,
460,13.796826729852134,True,490.34420996215243,490.34420996215243,28.0,28.463210680698467,-0.4632106806984666,-3.5763343749973444,20.323135375976562,674.044189453125,490.34420996215243,233.69529379207242,0.07995562321009314,10,105,
461,13.826819831438769,True,482.5158445776443,482.5158445776443,28.0,28.410223390877718,-0.410223390877718,-3.972495378691036,-22.306198120117188,734.741455078125,482.5158445776443,229.57194767442465,0.06990634433292912,10,91,
462,13.856812933025404,True,501.6980295413783,501.6980295413783,28.0,28.396921023331345,-0.3969210233313447,-3.179830682896636,-23.749496459960938,682.7855224609375,501.6980295413783,238.5960124801264,0.07446012539023195,10,90,
463,13.88680603461204,True,509.4570370428649,509.4570370428649,29.0,29.463007037390383,-0.4630070373903834,-1.9886375744290206,-21.801406860351562,737.53515625,509.4570370428649,250.58230916220305,0.06722954668593101,10,98,
464,13.916799136198675,True,516.7269799028196,516.7269799028196,28.0,28.449908180632264,-0.44990818063226357,-2.385943184701773,-21.037506103515625,769.489013671875,516.7269799028196,246.16369877821828,0.07691761913362058,10,94,
465,13.946792237785308,True,500.00787542039956,500.00787542039956,28.0,28.516095040943412,-0.5160950409434122,-3.179830682896636,18.434947967529297,727.9808959960938,500.00787542039956,238.70656538285954,0.08832142212131376,10,106,
466,13.976785339371943,True,524.2872303864816,524.2872303864816,27.0,27.542659175098493,-0.5426591750984926,-2.7830193452597882,29.054601669311523,505.00897216796875,524.2872303864816,242.43508303454857,0.08966949611703089,10,87,
467,14.006778440958579,True,532.8459746290763,532.8459746290763,27.0,27.50285396704973,-0.502853967049731,-2.385943184701773,19.486127853393555,713.4612426757812,532.8459746290763,246.06443228376048,0.08632833664439227,10,119,
468,14.036771542545214,True,534.4836603901156,534.4836603901156,26.0,26.502792430694427,-0.5027924306944271,-3.179830682896636,16.699243545532227,796.431884765625,534.4836603901156,238.50875243991214,0.07918805954745994,10,93,
469,14.06676464413185,True,543.3023190764362,543.3023190764362,26.0,26.41868897231535,-0.4186889723153513,-2.7830193452597882,18.060470581054688,754.0747680664062,543.3023190764362,241.730046113555,0.07842049588482675,10,95,
470,14.096757745718485,True,573.5397625699759,573.5397625699759,24.0,24.351455515834033,-0.3514555158340329,-3.179830682896636,17.241456985473633,772.2659912109375,573.5397625699759,236.48919588628237,0.07280244588353672,10,100,
471,14.12675084730512,True,533.2661219962278,533.2661219962278,26.0,26.236061422004752,-0.23606142200475233,-3.179830682896636,-22.166351318359375,730.9859619140625,533.2661219962278,235.7412165141723,0.08010397585077014,10,91,
472,14.156743948891755,True,572.8675454704229,572.8675454704229,25.0,25.168691901386183,-0.1686919013861825,-2.385943184701773,-21.447738647460938,739.8778686523438,572.8675454704229,243.63186174613992,0.08276787326814418,10,93,
473,14.18673705047839,True,540.0764710468547,540.0764710468547,26.0,26.284220457008473,-0.2842204570084732,-2.9417790953147573,20.095230102539062,683.9961547851562,540.0764710468547,239.15897292251825,0.08052968342836503,10,100,
474,14.216730152065024,True,586.2995876832322,586.2995876832322,25.0,25.64846476995882,-0.6484647699588209,-1.8296601089506908,18.778032302856445,762.7364501953125,586.2995876832322,253.77885430190815,0.08552852240769886,10,106,
