frame,time_s,success,fascicle_length_px,final_fascicle_length_px,fascicle_angle_deg,pennation_angle_deg,super_apo_angle_deg,deep_apo_angle_deg,selected_line_angle_deg,selected_line_length_px,matlab_formula_fascicle_length_px,muscle_thickness_px,dohough_mask_density,dohough_n_peaks,n_fascicle_candidates,error
57,1.709606790438199,True,643.7237907972914,643.7237907972914,24.0,24.717356256696405,-0.7173562566964051,-0.4485188773325888,21.250503540039062,719.0094604492188,643.7237907972914,269.16812288639284,0.08499316287829924,10,140,
58,1.7395998920248343,True,644.1955669147535,644.1955669147535,24.0,24.69814884971126,-0.6981488497112593,-0.4967449880589072,23.198589324951172,664.7781982421875,644.1955669147535,269.1692074899165,0.08805051729920793,10,84,
59,1.7695929936114694,True,646.6066943573114,646.6066943573114,24.0,24.582633238418083,-0.582633238418083,-0.3954712030540293,-19.798873901367188,810.3135986328125,646.6066943573114,268.99173243769604,0.09184963492350164,10,126,
60,1.7995860951981044,True,645.8460537744905,645.8460537744905,24.0,24.979254396140277,-0.9792543961402771,-0.3858242476021303,-24.145538330078125,674.7818603515625,645.8460537744905,272.7343810339505,0.08704429938852912,10,112,
61,1.8295791967847395,True,644.9687088892256,644.9687088892256,24.0,24.93957944880455,-0.939579448804551,-0.49192164514929004,22.83365249633789,675.8981323242188,644.9687088892256,271.9589836293067,0.08226476431280477,10,105,
62,1.8595722983713745,True,623.5078042915991,623.5078042915991,25.0,25.89988235167263,-0.8998823516726304,-0.4485188773325888,23.459022521972656,661.4793701171875,623.5078042915991,272.3481722892304,0.07647901132640161,10,109,
63,1.8895653999580095,True,649.266669152814,649.266669152814,24.0,24.332512002011867,-0.3325120020118675,-0.4629865262610622,22.285585403442383,695.200439453125,649.266669152814,267.5182938483899,0.07534379111948193,10,90,
64,1.9195585015446446,True,602.2076226054148,602.2076226054148,26.0,26.471981923034548,-0.4719819230345479,-0.4629865262610622,23.025489807128906,673.2962036132812,602.2076226054148,268.4401481337239,0.06829381562991821,10,89,
65,1.9495516031312798,True,648.2102254959012,648.2102254959012,24.0,24.346852793535163,-0.3468527935351631,-0.5256798127630589,-19.536651611328125,819.7918090820312,648.2102254959012,267.23082848670924,0.07291854795015351,10,119,
66,1.9795447047179149,True,625.7421453464127,625.7421453464127,25.0,25.38540576203073,-0.38540576203072874,-0.4581631359862399,22.166345596313477,699.2496948242188,625.7421453464127,268.2588015507677,0.06485590443509895,10,80,
67,2.0095378063045497,True,625.1407331225349,625.1407331225349,25.0,25.457508029263295,-0.4575080292632947,-0.5208565131159162,30.963756561279297,515.3284301757812,625.1407331225349,268.7114922323013,0.06530096235712995,10,84,
68,2.039530907891185,True,649.2604812116695,649.2604812116695,24.0,24.500795353297747,-0.5007953532977467,-0.5063891114200203,20.772253036499023,742.1238403320312,649.2604812116695,269.252135492695,0.06939033514796564,10,97,
69,2.0695240094778202,True,603.3929594170329,603.3929594170329,26.0,26.395010485642587,-0.3950104856425867,-0.5883692992827605,30.650667190551758,521.9898681640625,603.3929594170329,268.2426699514578,0.06964833974044737,10,80,
70,2.099517111064455,True,584.8877622646244,584.8877622646244,27.0,27.370931546497246,-0.37093154649724625,-0.48709829526717385,21.63088607788086,717.4122314453125,584.8877622646244,268.9017399360618,0.08398694496762042,10,109,
71,2.1295102126510903,True,584.9279909641173,584.9279909641173,27.0,27.35172197239666,-0.3517219723966605,-0.44369546778381164,21.447734832763672,723.77734375,584.9279909641173,268.7460655963864,0.09299775536004541,10,114,
72,2.159503314237725,True,585.6633109724157,585.6633109724157,27.0,27.375800699549274,-0.37580069954927353,-0.42440430870775003,20.772253036499023,746.515380859375,585.6633109724157,269.3024962632309,0.1018473128821693,10,135,
73,2.1894964158243604,True,586.8606562838983,586.8606562838983,27.0,27.34211683821337,-0.34211683821337147,-0.43405117120727255,-20.224853515625,795.892333984375,586.8606562838983,269.54664466105163,0.11299311127738074,10,148,
74,2.219489517410995,True,585.8474197559532,585.8474197559532,27.0,27.313168727553887,-0.3131687275538866,-0.47745411614815225,19.746835708618164,783.1437377929688,585.8474197559532,268.81830309840456,0.1171405351015248,10,131,
75,2.2494826189976305,True,587.5218385079595,587.5218385079595,27.0,27.269879496740288,-0.26987949674028755,-0.4051155947446716,20.772253036499023,749.8655395507812,587.5218385079595,269.1921327153014,0.11374777471038984,10,145,
76,2.2794757205842657,True,587.8599155677402,587.8599155677402,27.0,27.221720355293996,-0.22172035529399636,-0.4051155947446716,22.166345596313477,706.4349365234375,587.8599155677402,268.9077384438718,0.08012332619520628,10,72,
77,2.3094688221709005,True,566.586512997405,566.586512997405,28.0,28.279484445091896,-0.27948444509189585,-0.5256798127630589,19.65382194519043,786.5209350585938,566.586512997405,268.4333418431953,0.0789752057586625,10,96,
78,2.339461923757536,True,586.1550917186568,586.1550917186568,27.0,27.255405272007295,-0.25540527200729457,-0.5015657826566837,22.166345596313477,704.3526611328125,586.1550917186568,268.4342861644831,0.09050801104259656,10,111,
79,2.3694550253441706,True,585.4766532238527,585.4766532238527,27.0,27.30356351945153,-0.3035635194515294,-0.5449703949238369,19.65382194519043,786.0227661132812,585.4766532238527,268.56096357887617,0.08913413658763127,10,91,
80,2.399448126930806,True,585.9312494532094,585.9312494532094,27.0,27.33237877319911,-0.33237877319911036,-0.5112124330058521,19.093490600585938,808.2861938476562,585.9312494532094,269.03130185683955,0.08548337160401455,10,98,
81,2.4294412285174407,True,585.6071481990591,585.6071481990591,27.0,27.28908969494907,-0.28908969494906955,-0.5931924884208968,21.03750991821289,738.8068237304688,585.6071481990591,268.4893614929383,0.07117056683608969,10,77,
82,2.459434330104076,True,586.2168431967676,586.2168431967676,27.0,27.25540495479146,-0.25540495479145875,-0.5305031049593367,21.801406860351562,715.5897216796875,586.2168431967676,268.4625628492576,0.06835186666322661,10,58,
83,2.4894274316907112,True,585.2478385225331,585.2478385225331,27.0,27.25540495479146,-0.25540495479145875,-0.6221263619695208,21.801406860351562,713.0021362304688,585.2478385225331,268.0187996219179,0.07220258520601666,10,64,
84,2.519420533277346,True,568.0234094035742,568.0234094035742,28.0,28.240930697458396,-0.24093069745839557,-0.49674244678419655,21.03750991821289,739.9458618164062,568.0234094035742,268.7774451066075,0.08354833716040146,10,96,
85,2.5494136348639813,True,583.9950280643646,583.9950280643646,27.0,27.265010243011233,-0.26501024301123266,-0.6799931423745136,21.447734832763672,723.9527587890625,583.9950280643646,267.532094969931,0.08436105162671896,10,65,
86,2.579406736450616,True,603.7923055096046,603.7923055096046,26.0,26.30829951094941,-0.30829951094941066,-0.7282152516923759,20.772253036499023,744.556396484375,603.7923055096046,267.6013811479703,0.08998555174282102,10,111,
87,2.6093998380372514,True,583.089540524022,583.089540524022,27.0,27.265010243011233,-0.26501024301123266,-0.7330356282727735,26.56505012512207,591.8716430664062,583.089540524022,267.11728496814044,0.08775381201785391,10,108,
88,2.639392939623886,True,585.1648988712665,585.1648988712665,27.0,27.303430289891622,-0.30343028989162235,-0.6028388414064807,-19.798873901367188,815.72509765625,585.1648988712665,268.4167512680549,0.0998671276348719,10,139,
89,2.6693860412105215,True,607.2573968378658,607.2573968378658,26.0,26.231325374268863,-0.23132537426886302,-0.5835486430076458,25.11483383178711,628.6914672851562,607.2573968378658,268.40555028663925,0.10404680203307619,10,114,
90,2.6993791427971567,True,566.8411122244432,566.8411122244432,28.0,28.236194970256804,-0.23619497025680403,-0.6269494908298725,19.230670928955078,803.6577758789062,566.8411122244432,268.17672980294117,0.10643334451353234,10,148,
91,2.7293722443837916,True,566.6446241237279,566.6446241237279,28.0,28.19290522575639,-0.19290522575639102,-0.6462368344461993,27.095552444458008,583.2962646484375,566.6446241237279,267.7065109475818,0.076388709719033,10,74,
92,2.759365345970427,True,582.2369197986812,582.2369197986812,27.0,27.289222924853902,-0.28922292485390244,-0.7860793986342856,20.55604362487793,749.8943481445312,582.2369197986812,266.94538124172647,0.0752663897417374,10,80,
93,2.7893584475570616,True,583.3942139369651,583.3942139369651,27.0,27.688349706475435,-0.6883497064754351,-0.6703496191637441,18.434947967529297,827.5305786132812,583.3942139369651,271.0811244153443,0.07419567068293816,10,66,
94,2.819351549143697,True,583.7229078030693,583.7229078030693,27.0,27.164089681416527,-0.16408968141652736,-0.6703496191637441,19.65382194519043,784.9602661132812,583.7229078030693,266.49308554140896,0.07542119249722645,10,67,
95,2.8493446507303317,True,564.0731944585999,564.0731944585999,28.0,28.188169468826118,-0.18816946882611774,-0.5835486430076458,26.56505012512207,591.1013793945312,564.0731944585999,266.45056768034533,0.055251683479965945,10,54,
96,2.879337752316967,True,565.2890770223742,565.2890770223742,28.0,28.19290522575639,-0.19290522575639102,-0.4002946724056926,27.216110229492188,579.7291259765625,565.2890770223742,267.066094062855,0.05176862148146237,10,36,
97,2.9093308539036022,True,546.8456292153662,546.8456292153662,29.0,29.46335342132798,-0.4633534213279802,-0.400292131063992,26.56505012512207,592.0325927734375,546.8456292153662,268.9751971071354,0.054264815913723265,10,40,
98,2.939323955490237,True,529.956661380305,529.956661380305,30.0,30.54272039347879,-0.5427203934787883,-0.30866056936065434,18.85315704345703,811.6746826171875,529.956661380305,269.3137272516349,0.06570731959028871,10,66,
99,2.9693170570768723,True,530.5404632926569,530.5404632926569,30.0,30.45003030362315,-0.45003030362315144,-0.24596662602138508,19.746835708618164,779.1036376953125,530.5404632926569,268.8708572184401,0.07412471942000567,10,69,
100,2.999310158663507,True,545.4931090601114,545.4931090601114,29.0,29.45003030362315,-0.45003030362315144,-0.24114301121588255,21.03750991821289,732.2954711914062,545.4931090601114,268.1994901450929,0.08589617895198534,10,79,
101,3.0293032602501424,True,545.3601843102427,545.3601843102427,29.0,29.436747422120675,-0.43674742212067486,-0.24114301121588255,19.855213165283203,773.0541381835938,545.3601843102427,268.0240345112068,0.07825924301452566,10,82,
102,3.0592963618367772,True,545.0099054190557,545.0099054190557,29.0,29.44996876632436,-0.44996876632436056,-0.20255905832513577,21.31791114807129,722.40869140625,545.0099054190557,267.9614064435052,0.06744240047472845,10,77,
103,3.0892894634234125,True,528.2654464400258,528.2654464400258,30.0,30.50285396704973,-0.502853967049731,-0.21220633585386395,19.5731258392334,781.6508178710938,528.2654464400258,268.1376520364031,0.06833896643360252,10,72,
104,3.1192825650100477,True,496.61427431448055,496.61427431448055,32.0,32.50285396704973,-0.502853967049731,-0.2604323664180299,20.695449829101562,737.9998168945312,496.61427431448055,266.85151765931687,0.07160272452849661,10,70,
105,3.1492756665966826,True,498.2148116218633,498.2148116218633,31.0,31.516115341513,-0.5161153415130002,-1.0230294627662317,19.79887580871582,749.8555908203125,498.2148116218633,260.4359948189745,0.071957480843159,10,70,
106,3.179268768183318,True,477.52762407212157,477.52762407212157,32.0,32.463231298789765,-0.4632312987897649,-1.432097200115976,17.35402488708496,833.904541015625,477.52762407212157,256.3168985206201,0.06920973193322841,10,69,
107,3.2092618697699526,True,503.4568663816879,503.4568663816879,30.0,30.516135642082475,-0.5161356420824745,-1.545702716292368,18.434947967529297,785.6038818359375,503.4568663816879,255.64582850318695,0.06324982584690007,10,63,
108,3.239254971356588,True,503.4568663816879,503.4568663816879,30.0,30.516135642082475,-0.5161356420824745,-1.545702716292368,19.440032958984375,747.8534545898438,503.4568663816879,255.64582850318695,0.06828736551510617,10,59,
109,3.269248072943223,True,502.75042162640466,502.75042162640466,30.0,30.516135642082475,-0.5161356420824745,-1.568421881488689,-20.323135375976562,791.6849975585938,502.75042162640466,255.28710928250362,0.06696509197863722,10,82,
110,3.299241174529858,True,479.2457482625608,479.2457482625608,31.0,31.436747422120675,-0.43674742212067486,-1.9999917833017946,19.179006576538086,745.23291015625,479.2457482625608,249.95395602564682,0.06735854898217188,10,52,
111,3.3292342761164933,True,463.0318931034483,463.0318931034483,32.0,32.436747422120675,-0.43674742212067486,-2.147584413139782,-19.798873901367188,813.5989990234375,463.0318931034483,248.35558575816546,0.05321344719936015,10,60,
112,3.359227377703128,True,465.1240921615054,465.1240921615054,32.0,32.436747422120675,-0.43674742212067486,-2.0681162435820966,22.06789779663086,646.8778076171875,465.1240921615054,249.4777748132299,0.06070848061095487,10,64,
113,3.3892204792897633,True,468.2476748178055,468.2476748178055,32.0,32.383841927362255,-0.38384192736225486,-1.8296601089506908,23.198589324951172,630.999267578125,468.2476748178055,250.78814631100934,0.060656879692458525,10,52,
114,3.419213580876398,True,452.98133273623125,452.98133273623125,33.0,33.436747422120675,-0.43674742212067486,-1.9886375744290206,24.145540237426758,607.5130615234375,452.98133273623125,249.59999274336013,0.05182022239995872,10,41,
115,3.4492066824630334,True,452.77270551165356,452.77270551165356,33.0,33.48963250577859,-0.4896325057785873,-1.9886375744290206,17.10272789001465,822.1112670898438,452.77270551165356,249.8336795719935,0.05085270517815217,10,41,
116,3.4791997840496687,True,458.80350725007287,458.80350725007287,32.0,32.48963250577859,-0.4896325057785873,-2.306498188203875,22.06789779663086,645.0471801757812,458.80350725007287,246.4449231392538,0.05622565081658454,10,40,
117,3.5091928856363035,True,458.61733390527303,458.61733390527303,32.0,32.48963250577859,-0.4896325057785873,-2.306498188203875,17.878694534301758,775.8758544921875,458.61733390527303,246.34492068738768,0.06436569570938362,10,60,
118,3.5391859872229388,True,454.4390343940738,454.4390343940738,32.0,32.48963250577859,-0.4896325057785873,-2.465379002553874,18.92464256286621,730.77392578125,454.4390343940738,244.1005596796393,0.06710699450450218,10,59,
119,3.5691790888095736,True,439.78907927640597,439.78907927640597,34.0,34.48963250577859,-0.4896325057785873,-1.9886401128343891,18.92464256286621,743.891845703125,439.78907927640597,249.0336906509497,0.06913233055548389,10,70,
120,3.599172190396209,True,436.45071399279817,436.45071399279817,34.0,34.43672743828711,-0.43672743828710736,-2.2270468546301174,21.124717712402344,676.6854858398438,436.45071399279817,246.81104445554672,0.06640393198998942,10,53,
121,3.6291652919828437,True,458.03963656108505,458.03963656108505,32.0,32.43664591693317,-0.43664591693317334,-2.38594572176288,30.379121780395508,489.8579406738281,458.03963656108505,245.67721321120203,0.06584277200134163,10,44,
122,3.659158393569479,True,435.8867417592564,435.8867417592564,34.0,34.44992816439469,-0.4499281643946915,-2.306498188203875,18.434947967529297,757.2062377929688,435.8867417592564,246.57494095803096,0.06101163600712093,10,64,
123,3.689151495156114,True,459.36276751987594,459.36276751987594,32.0,32.39702252954285,-0.397022529542852,-2.306498188203875,20.376434326171875,697.7928466796875,459.36276751987594,246.11872370416438,0.056354653112825406,10,50,
124,3.719144596742749,True,463.06883038423854,463.06883038423854,32.0,32.37055914329969,-0.37055914329968687,-2.147584413139782,18.434947967529297,768.8812866210938,463.06883038423854,247.9237523747067,0.05708996620139838,10,39,
125,3.7491376983293843,True,464.7785216454976,464.7785216454976,32.0,32.357419063815115,-0.3574190638151151,-1.9886375744290206,19.025606155395508,749.943359375,464.7785216454976,248.74907507640407,0.05488402693567945,10,42,
126,3.779130799916019,True,438.06638318874735,438.06638318874735,34.0,34.39712403575186,-0.3971240357518582,-2.147584413139782,22.249021530151367,645.6506958007812,438.06638318874735,247.47490827527608,0.05356820351402255,10,47,
127,3.8091239015026543,True,460.1714505873451,460.1714505873451,32.0,32.39712403575186,-0.3971240357518582,-2.2270468546301174,19.79887580871582,709.9454956054688,460.1714505873451,246.5526906360802,0.05562579013906448,10,49,
128,3.839117003089289,True,458.0450999470998,458.0450999470998,32.0,32.42362848855464,-0.4236284885546411,-2.38594572176288,19.855213165283203,711.9486694335938,458.0450999470998,245.59230670893012,0.05598699656853892,10,41,
