frame,time_s,success,utt_x_sup,utt_y_sup,utt_fascicle_angle_deg,utt_fascicle_length_px,utt_pennation_angle_deg,utt_deep_apo_angle_deg,used_timtrack_measurement,used_klt_prediction,unc_x_sup,unc_y_sup,unc_angle,unc_length,innovation_norm,timtrack_length_px,timtrack_pennation_angle_deg,klt_length_px,klt_pennation_angle_deg,error
21,0.6298551559448242,True,715.8733520507812,52.98844909667969,18.395822525024414,805.3865356445312,20.329065322875977,-1.9332427978515625,True,True,4.8045430183410645,1.2534128427505493,0.2508861720561981,4.8045430183410645,2.155853033065796,803.74365234375,20.36819076538086,805.469482421875,20.267070770263672,
22,0.6598482131958008,True,715.6829223632812,52.980533599853516,18.395029067993164,805.41015625,20.328271865844727,-1.9332427978515625,True,True,4.593392372131348,1.2026358842849731,0.24491257965564728,4.593392372131348,3.130070447921753,804.2608032226562,20.36819076538086,805.4655151367188,20.267074584960938,
23,0.6898413300514221,True,715.908935546875,53.006187438964844,18.393295288085938,805.3938598632812,20.3265380859375,-1.9332427978515625,True,True,4.400805473327637,1.1565375328063965,0.2396407276391983,4.400805473327637,2.781813621520996,803.7703857421875,20.36819076538086,805.4685668945312,20.26706314086914,
24,0.7198344469070435,True,716.0264892578125,53.018306732177734,18.39272689819336,805.4010009765625,20.311519622802734,-1.918792724609375,True,True,4.224472522735596,1.1145317554473877,0.23497584462165833,4.224472522735596,5.235599040985107,803.8546752929688,20.353740692138672,805.4691772460938,20.267057418823242,
25,0.7498275637626648,True,715.666015625,53.002323150634766,18.394535064697266,805.3753051757812,20.31332778930664,-1.918792724609375,True,True,4.0624494552612305,1.076126217842102,0.23083840310573578,4.0624494552612305,3.072251558303833,803.6463623046875,20.353740692138672,805.4485473632812,20.267072677612305,
26,0.7798206210136414,True,715.1673583984375,52.9774284362793,18.422401428222656,804.7932739257812,20.307472229003906,-1.88507080078125,True,True,3.913090944290161,1.0409040451049805,0.22716112434864044,3.913090944290161,20.179079055786133,789.8607788085938,20.709779739379883,805.4013671875,20.267072677612305,
27,0.8098137378692627,True,714.6932373046875,52.935550689697266,18.439050674438477,804.6461181640625,20.2807559967041,-1.841705322265625,True,True,3.774994373321533,1.0085101127624512,0.22388681769371033,3.774994373321533,29.655345916748047,785.5,20.81211280822754,805.397216796875,20.26706314086914,
28,0.839806854724884,True,715.0282592773438,52.96223068237305,18.433792114257812,804.8081665039062,20.289947509765625,-1.8561553955078125,True,True,3.6469571590423584,0.9786399006843567,0.22096653282642365,3.6469571590423584,19.090864181518555,790.0850219726562,20.709312438964844,805.3654174804688,20.267057418823242,
29,0.8697999715805054,True,714.4161987304688,52.97023391723633,18.469877243041992,803.95556640625,20.311582565307617,-1.841705322265625,True,True,3.527942180633545,0.9510307908058167,0.21835817396640778,3.527942180633545,49.47327423095703,765.4632568359375,21.378358840942383,805.3632202148438,20.267057418823242,
30,0.8997930288314819,True,715.5346069335938,52.983551025390625,18.40953254699707,805.4326782226562,20.265687942504883,-1.8561553955078125,True,True,3.417048692703247,0.9254551529884338,0.21602539718151093,3.417048692703247,1.6810541152954102,805.893798828125,20.29110336303711,805.4163818359375,20.267040252685547,
31,0.9297861456871033,True,715.040771484375,52.957645416259766,18.434471130371094,804.9204711914062,20.27617645263672,-1.841705322265625,True,True,3.3134937286376953,0.9017146229743958,0.21393662691116333,3.3134937286376953,20.220752716064453,789.96435546875,20.694862365722656,805.4330444335938,20.267030715942383,
32,0.9597792625427246,True,715.0298461914062,52.92615509033203,18.451065063476562,804.6336059570312,20.292770385742188,-1.841705322265625,True,True,3.216590642929077,0.8796356320381165,0.21206437051296234,3.216590642929077,26.6910400390625,781.3297729492188,20.935195922851562,805.4080810546875,20.267026901245117,
33,0.989772379398346,True,715.130615234375,52.883907318115234,18.435779571533203,805.0598754882812,20.277484893798828,-1.841705322265625,True,True,3.1257357597351074,0.8590654134750366,0.21038463711738586,3.1257357597351074,14.55620002746582,792.941162109375,20.61973762512207,805.450927734375,20.26701545715332,
34,1.0197654962539673,True,715.125244140625,52.9003791809082,18.43366050720215,805.1416625976562,20.3090877532959,-1.87542724609375,True,True,3.0403969287872314,0.8398693203926086,0.2088763564825058,3.0403969287872314,17.136682510375977,791.5951538085938,20.675312042236328,805.5664672851562,20.26702308654785,
35,1.0497585535049438,True,715.7225952148438,52.91917419433594,18.412498474121094,805.5987548828125,20.287925720214844,-1.87542724609375,True,True,2.960101842880249,0.8219279646873474,0.2075210064649582,2.960101842880249,10.441981315612793,805.1671752929688,20.310375213623047,805.6119384765625,20.267005920410156,
36,1.0797516107559204,True,715.3233032226562,52.930267333984375,18.412506103515625,805.529052734375,20.25421142578125,-1.841705322265625,True,True,2.8844313621520996,0.8051353693008423,0.20630225539207458,2.8844313621520996,0.8009876012802124,804.7894897460938,20.276653289794922,805.551025390625,20.266998291015625,
37,1.1097447872161865,True,714.9789428710938,52.96601867675781,18.421907424926758,805.2051391601562,20.263612747192383,-1.841705322265625,True,True,2.8130104541778564,0.7893967628479004,0.20520564913749695,2.8130104541778564,17.641693115234375,792.734619140625,20.61973762512207,805.5661010742188,20.26700782775879,
38,1.139737844467163,True,714.955322265625,53.0849494934082,18.412504196166992,805.1691284179688,20.287931442260742,-1.87542724609375,True,True,2.74550461769104,0.7746273279190063,0.20421841740608215,2.74550461769104,17.762853622436523,792.4287109375,20.653459548950195,805.52880859375,20.26698875427246,
39,1.1697310209274292,True,716.2100219726562,53.22154235839844,18.36322784423828,805.620849609375,20.224205017089844,-1.8609771728515625,True,True,2.681612730026245,0.7607510685920715,0.20332923531532288,2.681612730026245,25.910587310791016,785.7017822265625,20.785619735717773,806.1697387695312,20.266998291015625,
40,1.1997240781784058,True,720.4000244140625,50.13435745239258,18.641027450561523,807.6287231445312,20.251440048217773,-1.61041259765625,True,True,2.621063709259033,0.7476994395256042,0.2025279551744461,2.621063709259033,27.905134201049805,787.0535888671875,20.53505516052246,808.1824951171875,20.266990661621094,
41,1.2297171354293823,True,720.1417236328125,52.752601623535156,18.609682083129883,800.6110229492188,19.873064041137695,-1.2633819580078125,True,True,2.5636134147644043,0.7354106307029724,0.20180562138557434,2.5636134147644043,11.25582504272461,789.6834716796875,20.233789443969727,800.8985595703125,20.26700782775879,
42,1.2597103118896484,True,721.3002319335938,51.83151626586914,18.614587783813477,800.532470703125,19.694787979125977,-1.0802001953125,True,True,2.509040355682373,0.7238286733627319,0.20115423202514648,2.509040355682373,10.729281425476074,810.856201171875,19.515148162841797,800.2667846679688,20.266998291015625,
43,1.289703369140625,True,725.0357666015625,50.659088134765625,18.646602630615234,801.510986328125,19.596614837646484,-0.95001220703125,True,True,2.457144021987915,0.7129027247428894,0.2005666196346283,2.457144021987915,26.167381286621094,821.0799560546875,19.384960174560547,801.0180053710938,20.267004013061523,
44,1.3196964263916016,True,728.0904541015625,52.141510009765625,18.448993682861328,798.1556396484375,19.28329849243164,-0.8343048095703125,True,True,2.4077415466308594,0.7025866508483887,0.20003639161586761,2.4077415466308594,13.246328353881836,809.5650634765625,19.592954635620117,797.8741455078125,20.267004013061523,
45,1.3496896028518677,True,730.2660522460938,52.91243362426758,18.31970977783203,796.5238647460938,19.08649444580078,-0.76678466796875,True,True,2.3606667518615723,0.6928383708000183,0.19955779612064362,2.3606667518615723,9.561063766479492,801.1741943359375,19.566669464111328,796.4114379882812,20.26702308654785,
46,1.3796826601028442,True,733.3634643554688,51.45985794067383,18.33110809326172,798.388427734375,19.03038787841797,-0.69927978515625,True,True,2.315767765045166,0.683619499206543,0.19912570714950562,2.315767765045166,20.113544464111328,814.569091796875,19.134227752685547,798.0048217773438,20.267017364501953,
47,1.4096757173538208,True,732.9716796875,50.0560302734375,18.59333038330078,796.9697875976562,19.22028350830078,-0.626953125,True,True,2.2729053497314453,0.6748946905136108,0.1987355351448059,2.2729053497314453,182.68556213378906,687.7807006835938,23.052814483642578,799.50927734375,20.267032623291016,
48,1.439668893814087,True,740.032470703125,49.72328567504883,18.383512496948242,800.9274291992188,18.95741081237793,-0.5738983154296875,True,True,2.231951951980591,0.6666317582130432,0.1983831375837326,2.231951951980591,23.016361236572266,818.1778564453125,19.008846282958984,800.5336303710938,20.267059326171875,
49,1.4696619510650635,True,741.6982421875,49.59370422363281,18.379697799682617,801.0220336914062,18.934309005737305,-0.5546112060546875,True,True,2.1927907466888428,0.6588011384010315,0.19806480407714844,2.1927907466888428,30.084552764892578,801.939453125,19.440698623657227,801.00146484375,20.267066955566406,
50,1.4996551275253296,True,728.4581909179688,49.00841522216797,16.435930252075195,801.3876953125,16.84105110168457,-0.405120849609375,True,True,2.155313730239868,0.6513754725456238,0.1977771669626236,2.155313730239868,744.1884155273438,793.0082397460938,-19.9713134765625,801.572265625,20.26706886291504,
51,1.5296481847763062,True,746.092529296875,49.305606842041016,18.320924758911133,801.9965209960938,18.721223831176758,-0.400299072265625,True,True,2.1194214820861816,0.6443297863006592,0.1975172758102417,2.1194214820861816,25.46108055114746,825.991943359375,18.835247039794922,801.4769287109375,20.26704216003418,
52,1.5596412420272827,True,746.1049194335938,49.35672378540039,18.398160934448242,800.370849609375,18.764692306518555,-0.3665313720703125,True,True,2.085022449493408,0.6376407146453857,0.19728240370750427,2.085022449493408,90.09761047363281,753.2486572265625,20.689666748046875,801.374267578125,20.267038345336914,
53,1.5896344184875488,True,748.33544921875,49.84763717651367,18.4148006439209,798.85888671875,18.76686668395996,-0.3520660400390625,True,True,2.052031993865967,0.6312868595123291,0.19707012176513672,2.052031993865967,102.76702117919922,705.3340454101562,22.153472900390625,800.8182373046875,20.26703453063965,
54,1.6196274757385254,True,749.6633911132812,50.315956115722656,18.259403228759766,799.9329833984375,18.582538604736328,-0.3231353759765625,True,True,2.020371198654175,0.6252483129501343,0.19687822461128235,2.020371198654175,44.03489303588867,783.0239868164062,19.82558250427246,800.2816772460938,20.26702308654785,
55,1.649620532989502,True,751.9107666015625,50.67448425292969,18.243194580078125,799.4967651367188,18.542205810546875,-0.29901123046875,True,True,1.9899674654006958,0.6195066571235657,0.19670474529266357,1.9899674654006958,29.503925323486328,770.6683959960938,20.09788703918457,800.0820922851562,20.267024993896484,
56,1.679613709449768,True,748.9794921875,51.054283142089844,18.450437545776367,796.2625732421875,18.81696891784668,-0.3665313720703125,True,True,1.9607528448104858,0.6140449047088623,0.19654789566993713,1.9607528448104858,279.3287048339844,634.4356079101562,24.87393569946289,799.4990844726562,20.26702880859375,
57,1.7096067667007446,True,754.5720825195312,51.4923095703125,18.251203536987305,797.71630859375,18.69972038269043,-0.448516845703125,True,True,1.9326649904251099,0.6088469624519348,0.19640608131885529,1.9326649904251099,83.5821304321289,719.0094604492188,21.699020385742188,799.2674560546875,20.267047882080078,
58,1.7395999431610107,True,753.1704711914062,51.90169906616211,18.31558609008789,796.405029296875,18.812335968017578,-0.4967498779296875,True,True,1.9056446552276611,0.6038981676101685,0.19627785682678223,1.9056446552276611,209.62586975097656,664.7781982421875,23.69533920288086,798.9620971679688,20.26703453063965,
59,1.7695930004119873,True,742.3047485351562,52.42085647583008,16.15947151184082,798.6797485351562,16.554948806762695,-0.395477294921875,True,True,1.8796374797821045,0.5991846323013306,0.1961618959903717,1.8796374797821045,799.8809814453125,810.3135986328125,-19.403396606445312,798.4569091796875,20.267032623291016,
60,1.7995860576629639,True,746.2091064453125,52.839847564697266,15.912240028381348,795.891357421875,16.298057556152344,-0.3858184814453125,True,True,1.8545924425125122,0.5946934819221497,0.1960570216178894,1.8545924425125122,664.7431640625,674.7818603515625,-23.759719848632812,798.1798706054688,20.26704978942871,
61,1.82957923412323,True,756.0960693359375,53.58243942260742,18.17119789123535,795.8525390625,18.66312599182129,-0.4919281005859375,True,True,1.8304617404937744,0.5904127359390259,0.19596217572689056,1.8304617404937744,218.9051971435547,675.8981323242188,23.325580596923828,798.0891723632812,20.26704216003418,
62,1.8595722913742065,True,757.118896484375,54.455257415771484,18.124094009399414,794.9315185546875,18.57261085510254,-0.448516845703125,True,True,1.8072009086608887,0.5863311290740967,0.19587640464305878,1.8072009086608887,237.65402221679688,661.4793701171875,23.90753936767578,797.3876342773438,20.26704216003418,
63,1.889565348625183,True,759.2599487304688,55.45085144042969,17.963119506835938,794.7466430664062,18.426101684570312,-0.462982177734375,True,True,1.7847681045532227,0.582438051700592,0.1957988142967224,1.7847681045532227,194.98538208007812,695.200439453125,22.748567581176758,796.5556030273438,20.267061233520508,
64,1.9195585250854492,True,760.2271118164062,55.78022766113281,17.95624542236328,794.3599243164062,18.419227600097656,-0.462982177734375,True,True,1.7631241083145142,0.5787237286567688,0.19572864472866058,1.7631241083145142,218.5187530517578,673.2962036132812,23.48847198486328,796.53271484375,20.267061233520508,
65,1.9495515823364258,True,750.3251342773438,56.1135139465332,15.836504936218262,796.6914672851562,16.362186431884766,-0.5256805419921875,True,True,1.742232322692871,0.575178861618042,0.1956651657819748,1.742232322692871,802.6057739257812,819.7918090820312,-19.010971069335938,796.2818603515625,20.267066955566406,
66,1.979544758796692,True,762.4761352539062,56.71027374267578,17.83535385131836,794.2468872070312,18.293514251708984,-0.458160400390625,True,True,1.7220580577850342,0.5717947483062744,0.1956077516078949,1.7220580577850342,190.6598358154297,699.2496948242188,22.6245059967041,795.9114379882812,20.2670955657959,
67,2.009537696838379,True,759.9332885742188,57.23979187011719,18.230518341064453,790.3413696289062,18.75137710571289,-0.5208587646484375,True,True,1.702568531036377,0.5685632824897766,0.19555583596229553,1.702568531036377,453.006591796875,515.3284301757812,31.484615325927734,795.104736328125,20.267078399658203,
68,2.0395309925079346,True,765.7311401367188,57.553958892822266,17.72179412841797,793.8526611328125,18.228187561035156,-0.5063934326171875,True,True,1.683733344078064,0.5654767155647278,0.19550882279872894,1.683733344078064,75.15937805175781,742.1238403320312,21.27864646911621,794.738525390625,20.267080307006836,
69,2.069524049758911,True,767.4817504882812,57.92770767211914,18.154762268066406,789.9341430664062,18.743125915527344,-0.5883636474609375,True,True,1.665523648262024,0.5625278353691101,0.1954663097858429,1.665523648262024,273.3901672363281,521.9898681640625,31.239030838012695,794.472412109375,20.2670841217041,
70,2.0995171070098877,True,766.4400024414062,58.57341003417969,17.65227508544922,792.9439086914062,18.139366149902344,-0.487091064453125,True,True,1.6479125022888184,0.5597098469734192,0.19542784988880157,1.6479125022888184,166.96275329589844,717.4122314453125,22.117977142333984,794.20947265625,20.26707649230957,
71,2.1295101642608643,True,769.484130859375,59.61079406738281,17.56670379638672,792.3824462890625,18.010398864746094,-0.443695068359375,True,True,1.6308740377426147,0.5570163130760193,0.19539305567741394,1.6308740377426147,89.64990234375,723.77734375,21.891429901123047,793.5198364257812,20.267065048217773,
72,2.159503221511841,True,771.6362915039062,60.386924743652344,17.48016929626465,792.2703857421875,17.904577255249023,-0.424407958984375,True,True,1.6143839359283447,0.5544412136077881,0.19536158442497253,1.6143839359283447,54.42647933959961,746.515380859375,21.1966609954834,793.0211791992188,20.267099380493164,
73,2.1894965171813965,True,761.148193359375,60.41842269897461,15.460763931274414,793.2665405273438,15.894815444946289,-0.434051513671875,True,True,1.598419427871704,0.5519788265228271,0.1953331083059311,1.598419427871704,795.4208984375,795.892333984375,-19.790802001953125,793.223876953125,20.267070770263672,
74,2.219489574432373,True,774.2921142578125,61.127254486083984,17.361099243164062,792.4570922851562,17.838546752929688,-0.477447509765625,True,True,1.5829588174819946,0.5496237277984619,0.19530735909938812,1.5829588174819946,88.896728515625,783.1437377929688,20.22428321838379,792.6068725585938,20.267051696777344,
75,2.2494826316833496,True,777.12353515625,61.7073974609375,17.348737716674805,791.4075927734375,17.75385856628418,-0.405120849609375,True,True,1.5679813623428345,0.5473708510398865,0.19528405368328094,1.5679813623428345,57.04344940185547,749.8655395507812,21.1773738861084,792.0693359375,20.26704216003418,
76,2.279475688934326,True,778.482666015625,62.05997848510742,17.361373901367188,790.532958984375,17.766494750976562,-0.405120849609375,True,True,1.553467869758606,0.545215368270874,0.19526296854019165,1.553467869758606,103.38618469238281,706.4349365234375,22.57146644592285,791.8599853515625,20.267038345336914,
77,2.3094687461853027,True,778.8690795898438,62.38621520996094,17.213441848754883,791.1305541992188,17.73912239074707,-0.5256805419921875,True,True,1.5393998622894287,0.5431526899337769,0.19524389505386353,1.5393998622894287,88.0601577758789,786.5209350585938,20.179502487182617,791.20263671875,20.26702117919922,
78,2.3394620418548584,True,779.728271484375,62.7158088684082,17.32170295715332,789.3338012695312,17.823274612426758,-0.5015716552734375,True,True,1.5257596969604492,0.5411785244941711,0.19522662460803986,1.5257596969604492,104.71302032470703,704.3526611328125,22.667917251586914,790.6505126953125,20.26701545715332,
79,2.369455099105835,True,779.9557495117188,62.92766571044922,17.169225692749023,790.4296875,17.71419334411621,-0.5449676513671875,True,True,1.5125306844711304,0.5392886400222778,0.1952110081911087,1.5125306844711304,87.86132049560547,786.0227661132812,20.198789596557617,790.4973754882812,20.267019271850586,
80,2.3994481563568115,True,780.9559326171875,63.19921875,17.112741470336914,790.5235595703125,17.62395668029785,-0.5112152099609375,True,True,1.4996974468231201,0.5374794006347656,0.19519688189029694,1.4996974468231201,68.44442749023438,808.2861938476562,19.604705810546875,790.2531127929688,20.267017364501953,
81,2.429441213607788,True,782.1683349609375,63.3414192199707,17.19431495666504,789.39111328125,17.787500381469727,-0.5931854248046875,True,True,1.4872446060180664,0.5357469916343689,0.1951841115951538,1.4872446060180664,64.29576873779297,738.8068237304688,21.630695343017578,790.15478515625,20.26702880859375,
82,2.4594342708587646,True,782.7985229492188,63.423240661621094,17.230894088745117,788.8297119140625,17.761396408081055,-0.5305023193359375,True,True,1.4751579761505127,0.5340878963470459,0.1951725333929062,1.4751579761505127,88.52466583251953,715.5897216796875,22.3319091796875,789.92626953125,20.267053604125977,
83,2.489427328109741,True,782.0430297851562,63.90367889404297,17.208152770996094,788.34765625,17.830284118652344,-0.62213134765625,True,True,1.4634238481521606,0.532498836517334,0.19516205787658691,1.4634238481521606,164.05569458007812,713.0021362304688,22.423538208007812,789.4666748046875,20.267030715942383,
84,2.519420623779297,True,782.9586791992188,64.54706573486328,17.142902374267578,787.931396484375,17.639652252197266,-0.4967498779296875,True,True,1.4520293474197388,0.5309766530990601,0.19515261054039001,1.4520293474197388,140.35855102539062,739.9458618164062,21.534259796142578,788.638427734375,20.267038345336914,
85,2.5494136810302734,True,784.9310302734375,64.9995346069336,17.131105422973633,787.1099853515625,17.811098098754883,-0.67999267578125,True,True,1.4409621953964233,0.5295183658599854,0.19514405727386475,1.4409621953964233,83.80598449707031,723.9527587890625,22.127727508544922,788.0333862304688,20.267047882080078,
86,2.57940673828125,True,785.6000366210938,65.35095977783203,17.064006805419922,787.083740234375,17.792217254638672,-0.72821044921875,True,True,1.4302104711532593,0.5281211137771606,0.19513629376888275,1.4302104711532593,63.30998992919922,744.556396484375,21.500463485717773,787.7008056640625,20.26701545715332,
87,2.6093997955322266,True,783.7105102539062,65.41160583496094,17.320850372314453,785.185546875,18.053882598876953,-0.7330322265625,True,True,1.4197627305984497,0.526782214641571,0.19512927532196045,1.4197627305984497,306.82452392578125,591.8716430664062,27.29808235168457,787.9696655273438,20.267026901245117,
88,2.639392852783203,True,776.5782470703125,65.4016342163086,15.067326545715332,788.2132568359375,15.670170783996582,-0.60284423828125,True,True,1.4096087217330933,0.525499165058136,0.19512292742729187,1.4096087217330933,806.694580078125,815.72509765625,-19.196029663085938,787.8198852539062,20.267030715942383,
89,2.669386148452759,True,787.865478515625,65.54964447021484,17.260995864868164,785.1088256835938,17.84453773498535,-0.5835418701171875,True,True,1.3997379541397095,0.5242693424224854,0.19511717557907104,1.3997379541397095,179.40322875976562,628.6914672851562,25.698375701904297,787.329345703125,20.26703643798828,
90,2.6993792057037354,True,790.2831420898438,65.39804077148438,16.961442947387695,787.8350830078125,17.588396072387695,-0.626953125,True,True,1.3901406526565552,0.5230904817581177,0.1951119601726532,1.3901406526565552,67.99818420410156,803.6577758789062,19.857624053955078,787.6119995117188,20.267047882080078,
91,2.729372262954712,True,790.458984375,65.53585052490234,17.293798446655273,785.091064453125,17.940038681030273,-0.646240234375,True,True,1.3808073997497559,0.5219603776931763,0.19510726630687714,1.3808073997497559,356.3205871582031,583.2962646484375,27.741792678833008,787.91650390625,20.26705551147461,
92,2.7593653202056885,True,796.3736572265625,65.13719940185547,16.948720932006836,788.1536865234375,17.734792709350586,-0.78607177734375,True,True,1.3717291355133057,0.520876944065094,0.1951030194759369,1.3717291355133057,96.77396392822266,749.8943481445312,21.34211540222168,788.685791015625,20.267044067382812,
93,2.789358377456665,True,800.2872924804688,65.92256927490234,16.729013442993164,788.470703125,17.399362564086914,-0.67034912109375,True,True,1.3628977537155151,0.5198381543159485,0.19509917497634888,1.3628977537155151,72.70106506347656,827.5305786132812,19.105297088623047,787.9310302734375,20.26704978942871,
94,2.8193514347076416,True,802.84228515625,66.05371856689453,16.748241424560547,787.4744262695312,17.418590545654297,-0.67034912109375,True,True,1.354304552078247,0.5188420414924622,0.19509568810462952,1.354304552078247,88.4498519897461,784.9602661132812,20.32417106628418,787.5089721679688,20.2670841217041,
