frame,time_s,success,fascicle_length_px,fascicle_angle_deg,deep_apo_angle_deg,pennation_angle_deg,n_fascicle_candidates,error
64,1.9195585015446446,True,673.2962036132812,23.025489807128906,-0.462982177734375,23.48847198486328,89,
65,1.9495516031312798,True,819.7918090820312,-19.536651611328125,-0.5256805419921875,-19.010971069335938,119,
66,1.9795447047179149,True,699.2496948242188,22.166345596313477,-0.458160400390625,22.6245059967041,80,
67,2.0095378063045497,True,515.3284301757812,30.963756561279297,-0.5208587646484375,31.484615325927734,84,
68,2.039530907891185,True,742.1238403320312,20.772253036499023,-0.5063934326171875,21.27864646911621,97,
69,2.0695240094778202,True,521.9898681640625,30.650667190551758,-0.5883636474609375,31.239030838012695,80,
70,2.099517111064455,True,717.4122314453125,21.63088607788086,-0.487091064453125,22.117977142333984,109,
71,2.1295102126510903,True,723.77734375,21.447734832763672,-0.443695068359375,21.891429901123047,114,
72,2.159503314237725,True,746.515380859375,20.772253036499023,-0.424407958984375,21.1966609954834,135,
73,2.1894964158243604,True,795.892333984375,-20.224853515625,-0.434051513671875,-19.790802001953125,148,
74,2.219489517410995,True,783.1437377929688,19.746835708618164,-0.477447509765625,20.22428321838379,131,
75,2.2494826189976305,True,749.8655395507812,20.772253036499023,-0.405120849609375,21.1773738861084,145,
76,2.2794757205842657,True,706.4349365234375,22.166345596313477,-0.405120849609375,22.57146644592285,72,
77,2.3094688221709005,True,786.5209350585938,19.65382194519043,-0.5256805419921875,20.179502487182617,96,
78,2.339461923757536,True,704.3526611328125,22.166345596313477,-0.5015716552734375,22.667917251586914,111,
79,2.3694550253441706,True,786.0227661132812,19.65382194519043,-0.5449676513671875,20.198789596557617,91,
80,2.399448126930806,True,808.2861938476562,19.093490600585938,-0.5112152099609375,19.604705810546875,98,
81,2.4294412285174407,True,738.8068237304688,21.03750991821289,-0.5931854248046875,21.630695343017578,77,
82,2.459434330104076,True,715.5897216796875,21.801406860351562,-0.5305023193359375,22.3319091796875,58,
83,2.4894274316907112,True,713.0021362304688,21.801406860351562,-0.62213134765625,22.423538208007812,64,
84,2.519420533277346,True,739.9458618164062,21.03750991821289,-0.4967498779296875,21.534259796142578,96,
85,2.5494136348639813,True,723.9527587890625,21.447734832763672,-0.67999267578125,22.127727508544922,65,
86,2.579406736450616,True,744.556396484375,20.772253036499023,-0.72821044921875,21.500463485717773,111,
87,2.6093998380372514,True,591.8716430664062,26.56505012512207,-0.7330322265625,27.29808235168457,108,
88,2.639392939623886,True,815.72509765625,-19.798873901367188,-0.60284423828125,-19.196029663085938,139,
89,2.6693860412105215,True,628.6914672851562,25.11483383178711,-0.5835418701171875,25.698375701904297,114,
90,2.6993791427971567,True,803.6577758789062,19.230670928955078,-0.626953125,19.857624053955078,148,
91,2.7293722443837916,True,583.2962646484375,27.095552444458008,-0.646240234375,27.741792678833008,74,
92,2.759365345970427,True,749.8943481445312,20.55604362487793,-0.78607177734375,21.34211540222168,80,
93,2.7893584475570616,True,827.5305786132812,18.434947967529297,-0.67034912109375,19.105297088623047,66,
94,2.819351549143697,True,784.9602661132812,19.65382194519043,-0.67034912109375,20.32417106628418,67,
95,2.8493446507303317,True,591.1013793945312,26.56505012512207,-0.5835418701171875,27.148591995239258,54,
96,2.879337752316967,True,579.7291259765625,27.216110229492188,-0.400299072265625,27.616409301757812,36,
97,2.9093308539036022,True,592.0325927734375,26.56505012512207,-0.400299072265625,26.965349197387695,40,
98,2.939323955490237,True,811.6746826171875,18.85315704345703,-0.30865478515625,19.16181182861328,66,
99,2.9693170570768723,True,779.1036376953125,19.746835708618164,-0.2459716796875,19.992807388305664,69,
100,2.999310158663507,True,732.2954711914062,21.03750991821289,-0.24114990234375,21.27865982055664,79,
101,3.0293032602501424,True,773.0541381835938,19.855213165283203,-0.24114990234375,20.096363067626953,82,
102,3.0592963618367772,True,722.40869140625,21.31791114807129,-0.2025604248046875,21.520471572875977,77,
103,3.0892894634234125,True,781.6508178710938,19.5731258392334,-0.2122039794921875,19.785329818725586,72,
104,3.1192825650100477,True,737.9998168945312,20.695449829101562,-0.26043701171875,20.955886840820312,70,
105,3.1492756665966826,True,749.8555908203125,19.79887580871582,-1.0230255126953125,20.821901321411133,70,
106,3.179268768183318,True,833.904541015625,17.35402488708496,-1.432098388671875,18.786123275756836,69,
107,3.2092618697699526,True,785.6038818359375,18.434947967529297,-1.5457000732421875,19.980648040771484,63,
108,3.239254971356588,True,747.8534545898438,19.440032958984375,-1.5457000732421875,20.985733032226562,59,
109,3.269248072943223,True,791.6849975585938,-20.323135375976562,-1.56842041015625,-18.754714965820312,82,
110,3.299241174529858,True,745.23291015625,19.179006576538086,-1.9999847412109375,21.178991317749023,52,
111,3.3292342761164933,True,813.5989990234375,-19.798873901367188,-2.1475830078125,-17.651290893554688,60,
112,3.359227377703128,True,646.8778076171875,22.06789779663086,-2.068115234375,24.13601303100586,64,
113,3.3892204792897633,True,630.999267578125,23.198589324951172,-1.8296661376953125,25.028255462646484,52,
114,3.419213580876398,True,607.5130615234375,24.145540237426758,-1.9886322021484375,26.134172439575195,41,
115,3.4492066824630334,True,822.1112670898438,17.10272789001465,-1.9886322021484375,19.091360092163086,41,
116,3.4791997840496687,True,645.0471801757812,22.06789779663086,-2.3065032958984375,24.374401092529297,40,
117,3.5091928856363035,True,775.8758544921875,17.878694534301758,-2.3065032958984375,20.185197830200195,60,
118,3.5391859872229388,True,730.77392578125,18.92464256286621,-2.4653778076171875,21.3900203704834,59,
119,3.5691790888095736,True,743.891845703125,18.92464256286621,-1.9886474609375,20.91329002380371,70,
120,3.599172190396209,True,676.6854858398438,21.124717712402344,-2.22705078125,23.351768493652344,53,
121,3.6291652919828437,True,489.8579406738281,30.379121780395508,-2.3859405517578125,32.76506042480469,44,
122,3.659158393569479,True,757.2062377929688,18.434947967529297,-2.3065032958984375,20.741451263427734,64,
123,3.689151495156114,True,697.7928466796875,20.376434326171875,-2.3065032958984375,22.682937622070312,50,
124,3.719144596742749,True,768.8812866210938,18.434947967529297,-2.1475830078125,20.582530975341797,39,
125,3.7491376983293843,True,749.943359375,19.025606155395508,-1.9886322021484375,21.014238357543945,42,
126,3.779130799916019,True,645.6506958007812,22.249021530151367,-2.1475830078125,24.396604537963867,47,
127,3.8091239015026543,True,709.9454956054688,19.79887580871582,-2.22705078125,22.02592658996582,49,
128,3.839117003089289,True,711.9486694335938,19.855213165283203,-2.3859405517578125,22.241153717041016,41,
129,3.8691101046759244,True,737.9033813476562,18.970407485961914,-2.5447998046875,21.515207290649414,48,
130,3.8991032062625597,True,706.975341796875,-22.932098388671875,-2.5447998046875,-20.387298583984375,41,
131,3.9290963078491945,True,734.5839233398438,-21.991134643554688,-2.22705078125,-19.764083862304688,76,
132,3.9590894094358298,True,728.4757080078125,19.093490600585938,-2.7036285400390625,21.797119140625,43,
133,3.9890825110224646,True,758.6011352539062,18.434947967529297,-2.3859405517578125,20.82088851928711,43,
134,4.019075612609099,True,739.2990112304688,18.970407485961914,-2.3859405517578125,21.356348037719727,48,
135,4.049068714195735,True,659.7009887695312,21.34578514099121,-2.22705078125,23.57283592224121,58,
136,4.07906181578237,True,762.5591430664062,18.434947967529297,-2.22705078125,20.661998748779297,66,
137,4.109054917369005,True,753.4686279296875,18.88608741760254,-2.068115234375,20.95420265197754,80,
138,4.1390480189556405,True,749.3718872070312,18.970407485961914,-2.068115234375,21.038522720336914,74,
139,4.169041120542275,True,702.9578247070312,20.376434326171875,-2.068115234375,22.444549560546875,58,
140,4.19903422212891,True,683.46630859375,21.03750991821289,-2.068115234375,23.10562515258789,61,
141,4.229027323715545,True,741.3047485351562,19.025606155395508,-2.068115234375,21.093721389770508,94,
142,4.259020425302181,True,696.5009765625,20.55604362487793,-2.068115234375,22.62415885925293,66,
143,4.289013526888816,True,639.4673461914062,22.249021530151367,-2.068115234375,24.317136764526367,51,
144,4.31900662847545,True,755.2518310546875,-21.317916870117188,-2.068115234375,-19.249801635742188,102,
145,4.3489997300620855,True,759.1149291992188,18.434947967529297,-2.22705078125,20.661998748779297,60,
146,4.378992831648721,True,610.4121704101562,-26.565048217773438,-2.068115234375,-24.496932983398438,52,
147,4.408985933235356,True,749.18505859375,18.88608741760254,-2.22705078125,21.11313819885254,54,
148,4.43897903482199,True,789.550048828125,17.744670867919922,-2.22705078125,19.971721649169922,51,
149,4.468972136408626,True,741.7740478515625,19.2900447845459,-1.909149169921875,21.199193954467773,70,
150,4.498965237995261,True,762.905029296875,18.434947967529297,-2.068115234375,20.503063201904297,57,
151,4.528958339581896,True,762.6729125976562,18.434947967529297,-2.068115234375,20.503063201904297,54,
152,4.5589514411685315,True,756.6281127929688,-21.250503540039062,-1.909149169921875,-19.341354370117188,92,
153,4.588944542755166,True,682.2392578125,21.124717712402344,-1.909149169921875,23.03386688232422,81,
154,4.618937644341801,True,764.9610595703125,18.434947967529297,-2.068115234375,20.503063201904297,53,
155,4.648930745928436,True,763.5479736328125,-21.037506103515625,-1.909149169921875,-19.12835693359375,80,
156,4.678923847515072,True,797.00146484375,17.592422485351562,-2.068115234375,19.660537719726562,96,
157,4.708916949101707,True,753.3590698242188,18.970407485961914,-1.909149169921875,20.87955665588379,76,
158,4.738910050688341,True,767.6732788085938,18.434947967529297,-2.068115234375,20.503063201904297,51,
159,4.7689031522749765,True,659.5604858398438,-24.443954467773438,-2.22705078125,-22.216903686523438,53,
160,4.798896253861612,True,689.4798583984375,20.772253036499023,-1.9886322021484375,22.76088523864746,53,
161,4.828889355448247,True,772.8135986328125,18.434947967529297,-1.8296661376953125,20.26461410522461,54,
162,4.858882457034881,True,733.07421875,19.358993530273438,-1.909149169921875,21.268142700195312,42,
163,4.888875558621517,True,800.4290161132812,17.81888771057129,-1.670654296875,19.48954200744629,43,
164,4.918868660208152,True,800.9249877929688,17.744670867919922,-1.8296661376953125,19.574337005615234,35,
165,4.948861761794787,True,831.4336547851562,17.10272789001465,-1.670654296875,18.77338218688965,42,
166,4.9788548633814225,True,750.1856079101562,18.970407485961914,-1.909149169921875,20.87955665588379,59,
167,5.008847964968057,True,618.0670166015625,23.749494552612305,-1.7728729248046875,25.522367477416992,61,
168,5.038841066554692,True,791.740478515625,17.878694534301758,-1.909149169921875,19.787843704223633,54,
169,5.068834168141327,True,817.3223266601562,17.744670867919922,-1.2472381591796875,18.99190902709961,53,
170,5.098827269727963,True,804.9832763671875,17.744670867919922,-1.6018829345703125,19.346553802490234,70,
171,5.128820371314598,True,638.090087890625,23.317707061767578,-1.139739990234375,24.457447052001953,51,
172,5.158813472901232,True,700.7352294921875,21.03750991821289,-1.139739990234375,22.177249908447266,64,
173,5.1888065744878675,True,742.3519287109375,19.536653518676758,-1.4548187255859375,20.991472244262695,68,
174,5.218799676074503,True,755.9828491210938,19.093490600585938,-1.5457000732421875,20.639190673828125,70,
175,5.248792777661138,True,753.6502075195312,19.65382194519043,-0.92474365234375,20.57856559753418,59,
176,5.278785879247772,True,791.1557006835938,18.060470581054688,-1.613861083984375,19.674331665039062,75,
177,5.308778980834408,True,812.7325439453125,-19.653823852539062,-2.3065032958984375,-17.347320556640625,58,
178,5.338772082421043,True,779.3851318359375,17.878694534301758,-2.1475830078125,20.026277542114258,68,
179,5.368765184007678,True,810.0562744140625,-19.798873901367188,-3.0211334228515625,-16.777740478515625,90,
180,5.3987582855943135,True,737.4423828125,17.10272789001465,-4.3682861328125,21.47101402282715,89,
181,5.428751387180948,True,815.9835205078125,-19.746841430664062,-3.9724884033203125,-15.77435302734375,73,
182,5.458744488767583,True,773.595458984375,16.50436019897461,-3.9724884033203125,20.476848602294922,63,
183,5.488737590354218,True,759.3884887695312,16.46001434326172,-4.3682861328125,20.82830047607422,71,
184,5.518730691940854,True,812.1124267578125,15.422160148620605,-3.9724884033203125,19.394649505615234,76,
185,5.548723793527489,True,793.8694458007812,15.945395469665527,-3.9724884033203125,19.917884826660156,84,
186,5.578716895114123,True,765.1720581054688,-20.854461669921875,-4.763641357421875,-16.0908203125,77,
187,5.6087099967007585,True,826.6923828125,-19.653823852539062,-4.763641357421875,-14.890182495117188,131,
188,5.638703098287394,True,760.5396118164062,16.8583984375,-3.9724884033203125,20.830886840820312,84,
189,5.668696199874029,True,691.7835693359375,20.2248592376709,-2.8850860595703125,23.10994529724121,103,
190,5.698689301460663,True,833.6217041015625,16.50436019897461,-2.8624114990234375,19.366771697998047,83,
191,5.728682403047299,True,769.5402221679688,17.927919387817383,-2.9984588623046875,20.92637825012207,93,
192,5.758675504633934,True,747.7661743164062,18.434947967529297,-3.0891571044921875,21.524105072021484,112,
193,5.788668606220569,True,837.2670288085938,16.50436019897461,-2.8624114990234375,19.366771697998047,108,
194,5.8186617078072045,True,764.7589111328125,18.165956497192383,-2.924774169921875,21.090730667114258,102,
195,5.848654809393839,True,651.721435546875,21.801406860351562,-2.78302001953125,24.584426879882812,136,
196,5.878647910980474,True,800.5809936523438,17.744670867919922,-2.4143218994140625,20.158992767333984,100,
197,5.908641012567109,True,828.5558471679688,-19.798873901367188,-2.2440643310546875,-17.5548095703125,109,
198,5.938634114153745,True,681.0625610351562,-23.805938720703125,-1.4207305908203125,-22.385208129882812,98,
199,5.96862721574038,True,754.508544921875,-21.801406860351562,-2.5447998046875,-19.256607055664062,95,
200,5.998620317327014,True,762.2345581054688,19.79887580871582,-0.89697265625,20.69584846496582,122,
201,6.0286134189136495,True,733.4569702148438,20.637544631958008,-0.9355621337890625,21.57310676574707,100,
202,6.058606520500285,True,764.6370849609375,19.855213165283203,-0.8632354736328125,20.718448638916016,108,
203,6.08859962208692,True,691.71484375,22.06789779663086,-0.8005523681640625,22.868450164794922,96,
204,6.1185927236735544,True,778.7551879882812,19.440032958984375,-0.8680572509765625,20.308090209960938,117,
205,6.14858582526019,True,726.2724609375,20.92449951171875,-0.75714111328125,21.681640625,108,
206,6.178578926846825,True,719.370361328125,21.250503540039062,-0.63177490234375,21.882278442382812,108,
207,6.20857202843346,True,763.5049438476562,-21.037506103515625,-0.7041015625,-20.333404541015625,76,
208,6.2385651300200955,True,729.8804931640625,21.03750991821289,-0.8487548828125,21.88626480102539,114,
209,6.26855823160673,True,725.0721435546875,21.161258697509766,-1.1862640380859375,22.347522735595703,75,
210,6.298551333193365,True,792.9132080078125,19.2900447845459,-1.1862640380859375,20.476308822631836,89,
211,6.32854443478,True,790.9591064453125,19.358993530273438,-1.1332244873046875,20.492218017578125,106,
212,6.358537536366636,True,753.6575317382812,20.55604362487793,-0.9837646484375,21.53980827331543,91,
213,6.388530637953271,True,777.4987182617188,19.90374755859375,-0.8198394775390625,20.723587036132812,117,
214,6.418523739539905,True,817.0150756835938,18.85315704345703,-0.8680572509765625,19.721214294433594,133,
215,6.4485168411265406,True,831.2971801757812,-20.071517944335938,-0.8969879150390625,-19.174530029296875,135,
216,6.478509942713176,True,817.9033203125,18.621578216552734,-1.07537841796875,19.696956634521484,177,
217,6.508503044299811,True,825.2013549804688,18.434947967529297,-1.01751708984375,19.452465057373047,147,
218,6.538496145886446,True,772.364990234375,19.855213165283203,-0.8680572509765625,20.723270416259766,109,
219,6.568489247473081,True,787.620361328125,19.38451385498047,-1.070556640625,20.45507049560547,132,
220,6.598482349059716,True,708.3272705078125,21.801406860351562,-1.1862640380859375,22.9876708984375,125,
221,6.628475450646351,True,808.932373046875,-21.037506103515625,-1.441741943359375,-19.59576416015625,125,
222,6.6584685522329865,True,615.650390625,25.201122283935547,-1.668243408203125,26.869365692138672,108,
223,6.688461653819621,True,792.39208984375,18.88608741760254,-1.9862213134765625,20.8723087310791,111,
224,6.718454755406256,True,745.4813842773438,20.28255844116211,-2.26556396484375,22.54812240600586,119,
225,6.748447856992891,True,756.0180053710938,-23.198593139648438,-2.3281707763671875,-20.87042236328125,135,
226,6.778440958579527,True,695.3482055664062,21.801406860351562,-2.36187744140625,24.163284301757812,141,
227,6.808434060166162,True,791.489013671875,18.88608741760254,-2.30889892578125,21.19498634338379,137,
228,6.838427161752796,True,789.1001586914062,18.970407485961914,-2.1644439697265625,21.134851455688477,137,
229,6.868420263339432,True,810.8031616210938,18.434947967529297,-2.1066436767578125,20.54159164428711,155,
230,6.898413364926067,True,755.2024536132812,-22.98870849609375,-1.909149169921875,-21.079559326171875,150,
231,6.928406466512702,True,649.7992553710938,23.80594253540039,-1.87542724609375,25.68136978149414,97,
232,6.958399568099337,True,788.9730834960938,18.946502685546875,-1.94287109375,20.889373779296875,142,
233,6.988392669685972,True,815.0953369140625,18.434947967529297,-1.7453460693359375,20.180294036865234,152,
234,7.018385771272607,True,801.404541015625,18.7413387298584,-1.759796142578125,20.501134872436523,165,
235,7.048378872859242,True,725.6461181640625,-23.805938720703125,-1.7308807373046875,-22.075057983398438,148,
236,7.0783719744458775,True,761.2076416015625,19.79887580871582,-1.8176116943359375,21.616487503051758,137,
237,7.108365076032512,True,794.9088745117188,18.92464256286621,-1.72607421875,20.65071678161621,182,
238,7.138358177619147,True,815.279296875,18.434947967529297,-1.673065185546875,20.108013153076172,153,
239,7.168351279205782,True,792.0928955078125,18.970407485961914,-1.7164306640625,20.686838150024414,166,
240,7.198344380792418,True,737.2496948242188,20.65890884399414,-1.7019805908203125,22.360889434814453,145,
241,7.228337482379053,True,705.3273315429688,-24.304550170898438,-1.6971588134765625,-22.607391357421875,132,
242,7.258330583965687,True,815.78271484375,18.434947967529297,-1.673065185546875,20.108013153076172,162,
243,7.288323685552323,True,789.60546875,19.093490600585938,-1.6971588134765625,20.7906494140625,143,
244,7.318316787138958,True,813.9022827148438,18.434947967529297,-1.6971588134765625,20.13210678100586,146,
245,7.348309888725593,True,753.3462524414062,-22.78240966796875,-1.6826934814453125,-21.099716186523438,159,
246,7.378302990312228,True,782.1310424804688,19.2900447845459,-1.6248779296875,20.9149227142334,126,
247,7.408296091898863,True,767.2227783203125,19.72227668762207,-1.673065185546875,21.395341873168945,149,
248,7.438289193485498,True,843.6295776367188,17.744670867919922,-1.658599853515625,19.403270721435547,175,
249,7.468282295072133,True,793.3516235351562,19.025606155395508,-1.658599853515625,20.684206008911133,125,
250,7.4982753966587685,True,805.6854248046875,18.657886505126953,-1.673065185546875,20.330951690673828,128,
251,7.528268498245403,True,779.3283081054688,-22.067901611328125,-1.658599853515625,-20.4093017578125,144,
252,7.558261599832038,True,831.329833984375,17.969139099121094,-1.6393280029296875,19.60846710205078,167,
253,7.588254701418673,True,837.7521362304688,17.878694534301758,-1.6393280029296875,19.518022537231445,152,
254,7.618247803005309,True,791.3038330078125,18.970407485961914,-1.6393280029296875,20.6097354888916,118,
255,7.648240904591944,True,789.6907348632812,19.093490600585938,-1.6393280029296875,20.732818603515625,126,
256,7.678234006178578,True,804.7280883789062,18.725786209106445,-1.6923370361328125,20.418123245239258,130,
257,7.708227107765214,True,814.7744750976562,18.434947967529297,-1.668243408203125,20.103191375732422,158,
258,7.738220209351849,True,814.6895751953125,18.434947967529297,-1.668243408203125,20.103191375732422,171,
259,7.768213310938484,True,709.5040283203125,-24.227737426757812,-1.6826934814453125,-22.5450439453125,123,
260,7.798206412525119,True,800.9009399414062,18.657886505126953,-1.706787109375,20.364673614501953,167,
261,7.828199514111754,True,755.4161987304688,-22.932098388671875,-1.706787109375,-21.225311279296875,132,
262,7.858192615698389,True,778.6503295898438,19.24952507019043,-1.7405242919921875,20.990049362182617,124,
263,7.888185717285024,True,792.8443603515625,18.88608741760254,-1.706787109375,20.59287452697754,159,
264,7.9181788188716595,True,810.1212158203125,18.434947967529297,-1.6826934814453125,20.11764144897461,153,
265,7.948171920458294,True,785.2963256835938,19.093490600585938,-1.7164306640625,20.809921264648438,146,
266,7.978165022044929,True,765.0541381835938,19.65382194519043,-1.7453460693359375,21.399168014526367,144,
267,8.008158123631565,True,810.53515625,18.434947967529297,-1.7164306640625,20.151378631591797,123,
268,8.038151225218199,True,787.0700073242188,19.025606155395508,-1.7453460693359375,20.770952224731445,129,
269,8.068144326804834,True,810.1597900390625,18.434947967529297,-1.7405242919921875,20.175472259521484,144,
270,8.09813742839147,True,800.74609375,18.69898223876953,-1.7405242919921875,20.43950653076172,159,
271,8.128130529978105,True,809.4590454101562,18.434947967529297,-1.7405242919921875,20.175472259521484,139,
272,8.15812363156474,True,810.1082153320312,18.434947967529297,-1.72607421875,20.161022186279297,144,
273,8.188116733151375,True,826.109375,18.034284591674805,-1.72607421875,19.760358810424805,134,
274,8.21810983473801,True,796.6674194335938,18.843223571777344,-1.7164306640625,20.559654235839844,143,
275,8.248102936324646,True,809.60009765625,18.434947967529297,-1.7742462158203125,20.20919418334961,149,
276,8.278096037911281,True,792.5553588867188,18.92464256286621,-1.764617919921875,20.689260482788086,180,
277,8.308089139497914,True,797.939453125,18.758649826049805,-1.7453460693359375,20.503995895385742,131,
278,8.33808224108455,True,777.75,-22.306198120117188,-1.7887115478515625,-20.517486572265625,181,
279,8.368075342671185,True,808.6348876953125,18.434947967529297,-1.832061767578125,20.267009735107422,126,
280,8.39806844425782,True,796.888916015625,18.799884796142578,-1.79351806640625,20.593402862548828,135,
281,8.428061545844455,True,810.884033203125,18.434947967529297,-1.750152587890625,20.185100555419922,129,
282,8.45805464743109,True,762.7848510742188,19.707977294921875,-1.8079833984375,21.515960693359375,102,
283,8.488047749017726,True,809.6550903320312,18.434947967529297,-1.8224334716796875,20.257381439208984,125,
