signal,bias,mae,rmse
python_x_vs_matlab_x_state,1.5335413132175366,4.7556640966613175,5.869783433246691
python_alpha_vs_matlab_saved_alpha,1.0340192333774567,1.0738455265339448,1.1661089520096926
matlab_X_plus_alpha_vs_matlab_saved_alpha,0.05772313982096803,0.22151094249952122,0.27787278155673684
