variant,forward_alpha_bias,forward_alpha_mae,forward_alpha_rmse,final_alpha_bias,final_alpha_mae,final_alpha_rmse,FL_bias,FL_mae,FL_rmse,ANG_bias,ANG_mae,ANG_rmse,end_x_deep_bias,end_x_deep_mae,end_x_deep_rmse
selected_python_measurement,0.0,0.0,0.0,1.0340192333774567,1.0738455265339448,1.1661089520096926,-1.808791611010859,1.9281208748226457,2.0116571332303375,1.0340192333774492,1.0738455265339377,1.1661089520096855,23.61367177055711,24.195752424282798,25.801036712323935
raw_python_measurement,1.006530276116009,1.0826474386752027,1.2175205747165523,0.9969818614648066,1.0386547658843635,1.129769397547081,-1.7450403576129716,1.8683396545558597,1.9520693391036021,0.996981861464799,1.0386547658843563,1.129769397547074,22.823625350294954,23.41622967373296,25.088083773518772
matlab_measurement,0.9974855602887956,1.0744971964655083,1.2088435470374148,-0.012258799309080295,0.4498974662277037,0.5470092128849571,0.2307372542031233,0.9143311077253224,1.181010063626803,-0.012258799309087917,0.44989746622770316,0.5470092128849565,-1.3708003252832144,9.454698139286403,11.942392696822493
