signal,bias,mae,rmse
python_raw_alpha_vs_matlab_geofeature_alpha,1.1877344336084021,1.5572018004501125,2.8086479622487333
python_selected_alpha_vs_matlab_geofeature_alpha,1.2303075768942235,1.5438859714928732,2.7930293147742464
python_selected_vs_raw_alpha,0.04257314328582146,0.08158289572393099,0.9292790968863862
