frame,time_s,step_dx_px,step_dy_px,cumulative_dx_px,cumulative_dy_px,valid_points,median_zncc,median_forward_backward_error_px,cumulative_dx_mm_guess,cumulative_dy_mm_guess,displacement_magnitude_mm_guess,cumulative_dx_mm_active_crop_sensitivity,cumulative_dy_mm_active_crop_sensitivity,displacement_magnitude_mm_active_crop_sensitivity
33,1.32,1.0,0.0,-5.0,-1.0,126,0.966567188501358,0.0,-0.33007812500000006,-0.06601562500000001,0.3366149600770237,-0.6945205479452055,-0.1389041095890411,0.7082747653127511
34,1.36,1.0,0.0,-4.0,-1.0,125,0.9607489109039307,0.0,-0.26406250000000003,-0.06601562500000001,0.2721893948161659,-0.5556164383561644,-0.1389041095890411,0.5727163156679873
35,1.4,0.0,0.0,-4.0,-1.0,125,0.9999197125434875,0.0,-0.26406250000000003,-0.06601562500000001,0.2721893948161659,-0.5556164383561644,-0.1389041095890411,0.5727163156679873
36,1.44,1.0,0.0,-3.0,-1.0,125,0.9718964099884033,0.0,-0.198046875,-0.06601562500000001,0.2087597361595532,-0.4167123287671233,-0.1389041095890411,0.43925336265900505
37,1.48,1.0,0.0,-2.0,-1.0,126,0.9744670391082764,0.0,-0.13203125000000002,-0.06601562500000001,0.14761542507713457,-0.2778082191780822,-0.1389041095890411,0.31059903139517625
38,1.52,1.0,0.0,-1.0,-1.0,126,0.9811171591281891,0.0,-0.06601562500000001,-0.06601562500000001,0.09336019220353638,-0.1389041095890411,-0.1389041095890411,0.1964400756501806
39,1.56,0.0,0.0,-1.0,-1.0,127,0.9821571707725525,0.0,-0.06601562500000001,-0.06601562500000001,0.09336019220353638,-0.1389041095890411,-0.1389041095890411,0.1964400756501806
40,1.6,0.0,0.0,-1.0,-1.0,126,0.9826506674289703,0.0,-0.06601562500000001,-0.06601562500000001,0.09336019220353638,-0.1389041095890411,-0.1389041095890411,0.1964400756501806
41,1.64,0.0,0.0,-1.0,-1.0,127,0.9974637031555176,0.0,-0.06601562500000001,-0.06601562500000001,0.09336019220353638,-0.1389041095890411,-0.1389041095890411,0.1964400756501806
42,1.68,0.0,0.0,-1.0,-1.0,127,0.97725909948349,0.0,-0.06601562500000001,-0.06601562500000001,0.09336019220353638,-0.1389041095890411,-0.1389041095890411,0.1964400756501806
43,1.72,0.0,0.0,-1.0,-1.0,126,0.9897785186767578,0.0,-0.06601562500000001,-0.06601562500000001,0.09336019220353638,-0.1389041095890411,-0.1389041095890411,0.1964400756501806
44,1.76,0.0,0.0,-1.0,-1.0,125,0.9882333874702454,0.0,-0.06601562500000001,-0.06601562500000001,0.09336019220353638,-0.1389041095890411,-0.1389041095890411,0.1964400756501806
45,1.8,0.0,0.0,-1.0,-1.0,127,0.9853468537330627,0.0,-0.06601562500000001,-0.06601562500000001,0.09336019220353638,-0.1389041095890411,-0.1389041095890411,0.1964400756501806
46,1.84,0.0,0.0,-1.0,-1.0,125,0.9892553687095642,0.0,-0.06601562500000001,-0.06601562500000001,0.09336019220353638,-0.1389041095890411,-0.1389041095890411,0.1964400756501806
47,1.88,1.0,0.0,0.0,-1.0,126,0.988139808177948,0.0,0.0,-0.06601562500000001,0.06601562500000001,0.0,-0.1389041095890411,0.1389041095890411
48,1.92,1.0,0.0,1.0,-1.0,126,0.9838232696056366,0.0,0.06601562500000001,-0.06601562500000001,0.09336019220353638,0.1389041095890411,-0.1389041095890411,0.1964400756501806
49,1.96,0.0,0.0,1.0,-1.0,127,0.995740532875061,0.0,0.06601562500000001,-0.06601562500000001,0.09336019220353638,0.1389041095890411,-0.1389041095890411,0.1964400756501806
50,2.0,0.0,0.0,1.0,-1.0,127,0.9872259497642517,0.0,0.06601562500000001,-0.06601562500000001,0.09336019220353638,0.1389041095890411,-0.1389041095890411,0.1964400756501806
51,2.04,1.0,0.0,2.0,-1.0,127,0.9883208274841309,0.0,0.13203125000000002,-0.06601562500000001,0.14761542507713457,0.2778082191780822,-0.1389041095890411,0.31059903139517625
52,2.08,1.0,0.0,3.0,-1.0,127,0.9846399426460266,0.0,0.198046875,-0.06601562500000001,0.2087597361595532,0.4167123287671233,-0.1389041095890411,0.43925336265900505
53,2.12,0.0,0.0,3.0,-1.0,127,0.9982056617736816,0.0,0.198046875,-0.06601562500000001,0.2087597361595532,0.4167123287671233,-0.1389041095890411,0.43925336265900505
54,2.16,1.0,0.0,4.0,-1.0,127,0.9848648905754089,0.0,0.26406250000000003,-0.06601562500000001,0.2721893948161659,0.5556164383561644,-0.1389041095890411,0.5727163156679873
55,2.2,1.0,0.0,5.0,-1.0,127,0.9882550239562988,0.0,0.33007812500000006,-0.06601562500000001,0.3366149600770237,0.6945205479452055,-0.1389041095890411,0.7082747653127511
56,2.24,1.0,0.0,6.0,-1.0,127,0.9876320362091064,0.0,0.39609375,-0.06601562500000001,0.40155737016421844,0.8334246575342465,-0.1389041095890411,0.8449207131126567
57,2.28,1.0,0.0,7.0,-1.0,127,0.9878976345062256,0.0,0.46210937500000004,-0.06601562500000001,0.4668009610176818,0.9723287671232876,-0.1389041095890411,0.982200378250903
58,2.32,0.0,0.0,7.0,-1.0,127,0.9972798824310303,0.0,0.46210937500000004,-0.06601562500000001,0.4668009610176818,0.9723287671232876,-0.1389041095890411,0.982200378250903
59,2.36,1.0,0.0,8.0,-1.0,127,0.989650547504425,0.0,0.5281250000000001,-0.06601562500000001,0.5322349841650215,1.1112328767123287,-0.1389041095890411,1.1198807338047574
60,2.4,0.0,0.0,8.0,-1.0,127,0.9924748539924622,0.0,0.5281250000000001,-0.06601562500000001,0.5322349841650215,1.1112328767123287,-0.1389041095890411,1.1198807338047574
61,2.44,0.0,0.0,8.0,-1.0,127,0.9826362133026123,0.0,0.5281250000000001,-0.06601562500000001,0.5322349841650215,1.1112328767123287,-0.1389041095890411,1.1198807338047574
62,2.48,0.0,0.0,8.0,-1.0,126,0.9875268340110779,0.0,0.5281250000000001,-0.06601562500000001,0.5322349841650215,1.1112328767123287,-0.1389041095890411,1.1198807338047574
63,2.52,0.0,0.0,8.0,-1.0,127,0.9857779741287231,0.0,0.5281250000000001,-0.06601562500000001,0.5322349841650215,1.1112328767123287,-0.1389041095890411,1.1198807338047574
64,2.56,0.0,0.0,8.0,-1.0,126,0.9982780516147614,0.0,0.5281250000000001,-0.06601562500000001,0.5322349841650215,1.1112328767123287,-0.1389041095890411,1.1198807338047574
65,2.6,0.0,0.0,8.0,-1.0,127,0.9905345439910889,0.0,0.5281250000000001,-0.06601562500000001,0.5322349841650215,1.1112328767123287,-0.1389041095890411,1.1198807338047574
66,2.64,0.0,0.0,8.0,-1.0,126,0.9907100796699524,0.0,0.5281250000000001,-0.06601562500000001,0.5322349841650215,1.1112328767123287,-0.1389041095890411,1.1198807338047574
67,2.68,0.0,0.0,8.0,-1.0,126,0.9873875975608826,0.0,0.5281250000000001,-0.06601562500000001,0.5322349841650215,1.1112328767123287,-0.1389041095890411,1.1198807338047574
68,2.72,0.0,0.0,8.0,-1.0,125,0.9880001544952393,0.0,0.5281250000000001,-0.06601562500000001,0.5322349841650215,1.1112328767123287,-0.1389041095890411,1.1198807338047574
69,2.76,0.0,0.0,8.0,-1.0,127,0.9835298657417297,0.0,0.5281250000000001,-0.06601562500000001,0.5322349841650215,1.1112328767123287,-0.1389041095890411,1.1198807338047574
70,2.8,0.0,0.0,8.0,-1.0,126,0.9822536706924438,0.0,0.5281250000000001,-0.06601562500000001,0.5322349841650215,1.1112328767123287,-0.1389041095890411,1.1198807338047574
71,2.84,1.0,0.0,9.0,-1.0,126,0.9870052933692932,0.0,0.5941406250000001,-0.06601562500000001,0.597796909509853,1.2501369863013698,-0.1389041095890411,1.2578302095988139
72,2.88,0.0,0.0,9.0,-1.0,127,0.9994626045227051,0.0,0.5941406250000001,-0.06601562500000001,0.597796909509853,1.2501369863013698,-0.1389041095890411,1.2578302095988139
73,2.92,1.0,0.0,10.0,-1.0,127,0.9775912761688232,0.0,0.6601562500000001,-0.06601562500000001,0.6634488203005589,1.389041095890411,-0.1389041095890411,1.3959690246324086
74,2.96,1.0,0.0,11.0,-1.0,125,0.9894840717315674,0.0,0.7261718750000001,-0.06601562500000001,0.7291664109002529,1.527945205479452,-0.1389041095890411,1.5342460371819018
75,3.0,0.0,0.0,11.0,-1.0,127,0.986665666103363,0.0,0.7261718750000001,-0.06601562500000001,0.7291664109002529,1.527945205479452,-0.1389041095890411,1.5342460371819018
76,3.04,0.0,0.0,11.0,-1.0,126,0.9819802045822144,0.0,0.7261718750000001,-0.06601562500000001,0.7291664109002529,1.527945205479452,-0.1389041095890411,1.5342460371819018
77,3.08,0.0,0.0,11.0,-1.0,127,0.9997172355651855,0.0,0.7261718750000001,-0.06601562500000001,0.7291664109002529,1.527945205479452,-0.1389041095890411,1.5342460371819018
78,3.12,1.0,0.0,12.0,-1.0,127,0.990155041217804,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
79,3.16,0.0,0.0,12.0,-1.0,126,0.9881445467472076,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
80,3.2,0.0,0.0,12.0,-1.0,125,0.9839268922805786,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
81,3.24,0.0,0.0,12.0,-1.0,125,0.9833370447158813,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
82,3.28,0.0,0.0,12.0,-1.0,127,0.9969015717506409,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
83,3.32,0.0,0.0,12.0,-1.0,126,0.9965238869190216,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
84,3.36,0.0,0.0,12.0,-1.0,126,0.9966949224472046,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
85,3.4,0.0,0.0,12.0,-1.0,125,0.9966917037963867,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
86,3.44,0.0,0.0,12.0,-1.0,127,0.9969393014907837,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
87,3.48,0.0,0.0,12.0,-1.0,126,0.9960257709026337,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
88,3.52,0.0,0.0,12.0,-1.0,126,0.9962599575519562,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
89,3.56,0.0,0.0,12.0,-1.0,126,0.9962819218635559,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
90,3.6,0.0,0.0,12.0,-1.0,126,0.990183562040329,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
91,3.64,0.0,0.0,12.0,-1.0,126,0.9911686182022095,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
92,3.68,0.0,0.0,12.0,-1.0,124,0.9906216561794281,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
93,3.72,0.0,0.0,12.0,-1.0,125,0.9922702312469482,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
94,3.76,0.0,0.0,12.0,-1.0,126,0.9977450668811798,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
95,3.8,0.0,0.0,12.0,-1.0,126,0.9901387989521027,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
96,3.84,0.0,0.0,12.0,-1.0,126,0.9954233765602112,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
97,3.88,0.0,0.0,12.0,-1.0,126,0.9941233396530151,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
98,3.92,0.0,0.0,12.0,-1.0,126,0.9892537295818329,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
99,3.96,0.0,0.0,12.0,-1.0,125,0.9882962703704834,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
100,4.0,0.0,0.0,12.0,-1.0,126,0.9895886480808258,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
101,4.04,0.0,0.0,12.0,-1.0,126,0.9972764849662781,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
102,4.08,0.0,0.0,12.0,-1.0,125,0.9831559658050537,0.0,0.7921875,-0.06601562500000001,0.7949333921155852,1.666849315068493,-0.1389041095890411,1.6726269729993681
103,4.12,1.0,0.0,13.0,-1.0,125,0.9879536032676697,0.0,0.8582031250000001,-0.06601562500000001,0.8607384425619123,1.8057534246575342,-0.1389041095890411,1.811088010650818
104,4.16,1.0,0.0,14.0,-1.0,125,0.9838826656341553,0.0,0.9242187500000001,-0.06601562500000001,0.9265734512685453,1.9446575342465753,-0.1389041095890411,1.9496120837650484
105,4.2,0.0,0.0,14.0,-1.0,126,0.9973045885562897,0.0,0.9242187500000001,-0.06601562500000001,0.9265734512685453,1.9446575342465753,-0.1389041095890411,1.9496120837650484
106,4.24,1.0,0.0,15.0,-1.0,126,0.9873428344726562,0.0,0.9902343750000001,-0.06601562500000001,0.9924324562285242,2.0835616438356164,-0.1389041095890411,2.088186647626045
107,4.28,1.0,0.0,16.0,-1.0,125,0.9863210916519165,0.0,1.0562500000000001,-0.06601562500000001,1.0583109775695143,2.2224657534246575,-0.1389041095890411,2.2268022760914707
108,4.32,1.0,0.0,17.0,-1.0,125,0.984870433807373,0.0,1.122265625,-0.06601562500000001,1.1242055843131102,2.3613698630136986,-0.1389041095890411,2.365451750006763
109,4.36,0.0,0.0,17.0,-1.0,125,0.9980984926223755,0.0,1.122265625,-0.06601562500000001,1.1242055843131102,2.3613698630136986,-0.1389041095890411,2.365451750006763
110,4.4,1.0,0.0,18.0,-1.0,125,0.9878644347190857,0.0,1.1882812500000002,-0.06601562500000001,1.1901136045965122,2.5002739726027396,-0.1389041095890411,2.504129447479784
111,4.44,0.0,0.0,18.0,-1.0,125,0.9915004968643188,0.0,1.1882812500000002,-0.06601562500000001,1.1901136045965122,2.5002739726027396,-0.1389041095890411,2.504129447479784
112,4.48,0.0,0.0,18.0,-1.0,125,0.9875380396842957,0.0,1.1882812500000002,-0.06601562500000001,1.1901136045965122,2.5002739726027396,-0.1389041095890411,2.504129447479784
113,4.52,0.0,0.0,18.0,-1.0,126,0.9917304813861847,0.0,1.1882812500000002,-0.06601562500000001,1.1901136045965122,2.5002739726027396,-0.1389041095890411,2.504129447479784
114,4.56,0.0,0.0,18.0,-1.0,124,0.996706485748291,0.0,1.1882812500000002,-0.06601562500000001,1.1901136045965122,2.5002739726027396,-0.1389041095890411,2.504129447479784
115,4.6,1.0,0.0,19.0,-1.0,125,0.985093355178833,0.0,1.254296875,-0.06601562500000001,1.2560329268689203,2.6391780821917807,-0.1389041095890411,2.642830925576248
116,4.64,1.0,0.0,20.0,-1.0,124,0.9831486940383911,0.0,1.3203125000000002,-0.06601562500000001,1.3219618604182162,2.778082191780822,-0.1389041095890411,2.781552626852575
117,4.68,0.0,0.0,20.0,-1.0,126,0.9850460588932037,0.0,1.3203125000000002,-0.06601562500000001,1.3219618604182162,2.778082191780822,-0.1389041095890411,2.781552626852575
118,4.72,1.0,0.0,21.0,-1.0,125,0.9884775280952454,0.0,1.3863281250000001,-0.06601562500000001,1.3878990355606409,2.916986301369863,-0.1389041095890411,2.920291669344033
119,4.76,1.0,0.0,22.0,-1.0,126,0.9867985844612122,0.0,1.4523437500000003,-0.06601562500000001,1.4538433309363852,3.055890410958904,-0.1389041095890411,3.0590456935866945
120,4.8,0.0,0.0,22.0,-1.0,125,0.9871216416358948,0.0,1.4523437500000003,-0.06601562500000001,1.4538433309363852,3.055890410958904,-0.1389041095890411,3.0590456935866945
121,4.84,0.0,0.0,22.0,-1.0,126,0.9972557127475739,0.0,1.4523437500000003,-0.06601562500000001,1.4538433309363852,3.055890410958904,-0.1389041095890411,3.0590456935866945
122,4.88,0.0,0.0,22.0,-1.0,125,0.9863585829734802,0.0,1.4523437500000003,-0.06601562500000001,1.4538433309363852,3.055890410958904,-0.1389041095890411,3.0590456935866945
123,4.92,0.0,0.0,22.0,-1.0,124,0.9914565980434418,0.0,1.4523437500000003,-0.06601562500000001,1.4538433309363852,3.055890410958904,-0.1389041095890411,3.0590456935866945
124,4.96,0.0,0.0,22.0,-1.0,124,0.9890074133872986,0.0,1.4523437500000003,-0.06601562500000001,1.4538433309363852,3.055890410958904,-0.1389041095890411,3.0590456935866945
125,5.0,0.0,0.0,22.0,-1.0,125,0.9806919097900391,0.0,1.4523437500000003,-0.06601562500000001,1.4538433309363852,3.055890410958904,-0.1389041095890411,3.0590456935866945
126,5.04,0.0,0.0,22.0,-1.0,123,0.9825406670570374,0.0,1.4523437500000003,-0.06601562500000001,1.4538433309363852,3.055890410958904,-0.1389041095890411,3.0590456935866945
127,5.08,0.0,0.0,22.0,-1.0,126,0.9974501132965088,0.0,1.4523437500000003,-0.06601562500000001,1.4538433309363852,3.055890410958904,-0.1389041095890411,3.0590456935866945
128,5.12,1.0,0.0,23.0,-1.0,125,0.9871499538421631,0.0,1.5183593750000002,-0.06601562500000001,1.5197938196987548,3.194794520547945,-0.1389041095890411,3.197812749393544
129,5.16,1.0,0.0,24.0,-1.0,124,0.9925874471664429,0.0,1.584375,-0.06601562500000001,1.5857497291089604,3.333698630136986,-0.1389041095890411,3.3365912108374833
130,5.2,0.0,0.0,24.0,-1.0,123,0.9963923096656799,0.0,1.584375,-0.06601562500000001,1.5857497291089604,3.333698630136986,-0.1389041095890411,3.3365912108374833
131,5.24,0.0,0.0,24.0,-1.0,125,0.9854092597961426,0.0,1.584375,-0.06601562500000001,1.5857497291089604,3.333698630136986,-0.1389041095890411,3.3365912108374833
132,5.28,1.0,0.0,25.0,-1.0,123,0.9871711730957031,0.0,1.6503906250000002,-0.06601562500000001,1.6517104097970783,3.4726027397260273,-0.1389041095890411,3.4753797115730296
133,5.32,1.0,0.0,26.0,-1.0,123,0.986888587474823,0.0,1.7164062500000001,-0.06601562500000001,1.7176753120957418,3.6115068493150684,-0.1389041095890411,3.614177095039807
134,5.36,0.0,0.0,26.0,-1.0,126,0.9987994134426117,0.0,1.7164062500000001,-0.06601562500000001,1.7176753120957418,3.6115068493150684,-0.1389041095890411,3.614177095039807
135,5.4,1.0,0.0,27.0,-1.0,125,0.9895967841148376,0.0,1.7824218750000003,-0.06601562500000001,1.7836439676187221,3.7504109589041095,-0.1389041095890411,3.7529823757018588
136,5.44,1.0,0.0,28.0,-1.0,125,0.9915281534194946,0.0,1.8484375000000002,-0.06601562500000001,1.8496159747770324,3.8893150684931506,-0.1389041095890411,3.891794708571947
137,5.48,1.0,0.0,29.0,-1.0,124,0.9886004626750946,0.0,1.9144531250000003,-0.06601562500000001,1.9155909872847092,4.028219178082192,-0.1389041095890411,4.030613365026456
138,5.52,0.0,0.0,29.0,-1.0,125,0.9850192070007324,0.0,1.9144531250000003,-0.06601562500000001,1.9155909872847092,4.028219178082192,-0.1389041095890411,4.030613365026456
139,5.56,0.0,0.0,29.0,-1.0,125,0.9854161739349365,0.0,1.9144531250000003,-0.06601562500000001,1.9155909872847092,4.028219178082192,-0.1389041095890411,4.030613365026456
140,5.6,0.0,0.0,29.0,-1.0,125,0.9995865225791931,0.0,1.9144531250000003,-0.06601562500000001,1.9155909872847092,4.028219178082192,-0.1389041095890411,4.030613365026456
141,5.64,1.0,0.0,30.0,-1.0,124,0.980004608631134,0.0,1.9804687500000002,-0.06601562500000001,1.981568704958449,4.167123287671233,-0.1389041095890411,4.1694377134468175
142,5.68,1.0,0.0,31.0,-1.0,123,0.9900747537612915,0.0,2.0464843750000004,-0.06601562500000001,2.0475488662943513,4.306027397260274,-0.1389041095890411,4.308267203600169
143,5.72,0.0,0.0,31.0,-1.0,123,0.9883735775947571,0.0,2.0464843750000004,-0.06601562500000001,2.0475488662943513,4.306027397260274,-0.1389041095890411,4.308267203600169
144,5.76,0.0,0.0,31.0,-1.0,126,0.9878191351890564,0.0,2.0464843750000004,-0.06601562500000001,2.0475488662943513,4.306027397260274,-0.1389041095890411,4.308267203600169
145,5.8,0.0,0.0,31.0,-1.0,124,0.9896009266376495,0.0,2.0464843750000004,-0.06601562500000001,2.0475488662943513,4.306027397260274,-0.1389041095890411,4.308267203600169
